date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-09-23,823410,656941,Kyle Schwarber,Philadelphia Phillies,Milwaukee Brewers,1,Logan Henderson,701656,R,45,678,4.5,1.83,1.16,1.1,1.1,1.06,1.0,1.0,,0.06454,25.9,311,280,280,+286
2026-09-23,824301,696100,Hunter Goodman,Colorado Rockies,Arizona Diamondbacks,1,Merrill Kelly,518876,R,39,552,4.2,1.86,1.19,0.98,1.13,1.05,1.0,1.0,,0.06726,25.4,287,240,290,+294
2026-09-23,823492,700250,Ben Rice,New York Yankees,Tampa Bay Rays,1,Ian Seymour,693855,L,39,649,4.3,1.67,1.0,1.02,1.19,1.08,1.0,1.0,,0.06553,25.3,471,320,475,+295
2026-09-23,823492,691406,Junior Caminero,Tampa Bay Rays,New York Yankees,0,Gerrit Cole,543037,R,41,685,4.4,1.68,1.2,1.08,1.14,1.08,1.0,1.0,,0.06264,24.8,448,300,400,+303
2026-09-23,824785,624413,Pete Alonso,Baltimore Orioles,Toronto Blue Jays,1,Max Scherzer,453286,R,40,682,4.3,1.65,1.19,1.1,1.13,1.03,0.76,0.95,COLD 62F · WIND 12 IN,0.05826,22.7,363,250,350,+341
2026-09-23,824625,691718,Pete Crow-Armstrong,Chicago Cubs,Miami Marlins,1,Ryan Gusto,687473,R,45,708,4.5,1.77,1.19,0.99,1.0,1.0,1.0,1.0,,0.05366,22.0,436,290,425,+355
2026-09-23,824868,621566,Matt Olson,Atlanta Braves,Cincinnati Reds,1,Andrew Abbott,671096,L,40,679,4.3,1.65,1.04,0.94,1.05,1.02,1.0,1.0,,0.05397,21.2,372,340,330,+372
2026-09-23,823492,671277,Luis García Jr.,New York Yankees,Tampa Bay Rays,1,Ian Seymour,693855,L,30,534,3.7,1.55,0.95,1.08,1.19,1.08,1.0,1.0,,0.06061,20.7,,,,+383
2026-09-23,823410,694192,Jackson Chourio,Milwaukee Brewers,Philadelphia Phillies,0,Aaron Nola,605400,R,24,557,4.6,1.27,1.03,1.07,1.19,1.06,1.0,1.0,,0.04904,20.6,576,390,575,+385
2026-09-23,823086,670541,Yordan Alvarez,Houston Astros,Seattle Mariners,0,George Kirby,669923,R,41,668,4.4,1.71,1.14,1.01,0.99,0.99,1.0,1.0,,0.05079,20.5,292,350,290,+388
2026-09-23,823327,664040,Brandon Lowe,Pittsburgh Pirates,St. Louis Cardinals,1,Matthew Liberatore,669461,L,33,639,4.4,1.48,0.91,1.09,1.14,0.94,1.0,1.0,,0.04795,19.4,505,525,525,+415
2026-09-23,824060,808959,Munetaka Murakami,Chicago White Sox,Kansas City Royals,0,Seth Lugo,607625,R,33,531,4.4,1.67,1.2,1.01,1.01,0.93,1.0,1.0,,0.04778,19.4,374,360,370,+415
2026-09-23,823410,641343,Jake Bauers,Milwaukee Brewers,Philadelphia Phillies,0,Aaron Nola,605400,R,26,556,4.0,1.35,1.05,0.93,1.19,1.06,1.0,1.0,,0.05206,19.3,481,400,475,+418
2026-09-23,824301,666160,Mickey Moniak,Colorado Rockies,Arizona Diamondbacks,1,Merrill Kelly,518876,R,23,429,3.8,1.45,1.18,0.99,1.13,1.05,1.0,1.0,,0.05245,18.5,430,360,390,+441
2026-09-23,824301,571448,Nolan Arenado,Arizona Diamondbacks,Colorado Rockies,0,Mason Adams,690279,R,28,577,3.9,1.4,1.0,1.05,1.13,1.05,1.0,1.0,,0.05032,18.2,415,360,400,+449
2026-09-23,824784,672960,Kazuma Okamoto,Toronto Blue Jays,Baltimore Orioles,0,TBD,,,33,617,4.1,1.51,1.0,1.0,1.0,1.03,1.0,1.0,,0.04728,18.0,563,450,525,+456
2026-09-23,823327,665833,Oneil Cruz,Pittsburgh Pirates,St. Louis Cardinals,1,Matthew Liberatore,669461,L,20,410,4.4,1.35,0.92,0.94,1.14,0.94,1.0,1.0,,0.04383,17.9,490,525,500,+459
2026-09-23,822841,665742,Juan Soto,New York Mets,Texas Rangers,0,Cody Bradford,674003,L,26,458,4.3,1.53,0.9,1.01,0.96,1.01,1.0,1.0,,0.04473,17.9,414,310,400,+459
2026-09-23,823894,571970,Max Muncy,Los Angeles Dodgers,San Diego Padres,1,Robbie Ray,592662,L,29,547,3.8,1.48,1.06,1.05,1.02,1.1,1.0,1.0,,0.0506,17.9,,,,+459
2026-09-23,823410,547180,Bryce Harper,Philadelphia Phillies,Milwaukee Brewers,1,Logan Henderson,701656,R,28,671,4.3,1.26,1.2,1.15,1.1,1.06,1.0,1.0,,0.04458,17.8,504,400,475,+462
2026-09-23,824951,687263,Zach Neto,Los Angeles Angels,Athletics,0,Jeffrey Springs,605488,L,26,680,4.5,1.18,1.07,1.07,1.19,1.0,1.0,1.0,,0.0427,17.8,306,240,290,+462
2026-09-23,823492,502671,Paul Goldschmidt,New York Yankees,Tampa Bay Rays,1,Ian Seymour,693855,L,18,371,3.6,1.33,1.2,1.07,1.19,1.08,1.0,1.0,,0.05221,17.6,610,400,625,+468
