date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_h,season_pa,season_g,pa_g,n_eff,f_bat,f_pit,f_park,h_pa,p,p2,odds_dk,odds_mgm,odds_czr,odds2_dk,odds2_mgm,odds2_czr,fair,fair2,odds_dk_u
2026-08-19,824318,518692,Freddie Freeman,Los Angeles Dodgers,Colorado Rockies,0,Kyle Freeland,607536,L,141,527,123,4.28,4.07,1.13,1.09,1.07,0.28742,74.8,33.5,-447,,-530,116,,113,-297,+199,
2026-08-19,824318,660271,Shohei Ohtani,Los Angeles Dodgers,Colorado Rockies,0,Kyle Freeland,607536,L,133,535,121,4.42,4.2,1.08,1.09,1.07,0.27495,74.1,32.8,-491,,-625,114,,105,-286,+205,
2026-08-19,824318,681624,Andy Pages,Los Angeles Dodgers,Colorado Rockies,0,Kyle Freeland,607536,L,133,543,126,4.31,4.09,1.08,1.09,1.07,0.27261,72.8,31.1,-499,,-625,109,,106,-268,+222,
2026-08-19,823424,672640,Otto Lopez,Miami Marlins,Philadelphia Phillies,0,Aaron Nola,605400,R,152,534,123,4.34,4.12,1.18,1.06,1.0,0.27062,72.7,31.1,-282,-275,-310,193,180,188,-266,+222,
2026-08-19,823424,650333,Luis Arraez,Philadelphia Phillies,Miami Marlins,1,Sandy Alcantara,645261,R,153,529,119,4.45,4.23,1.19,1.0,1.0,0.25858,71.8,30.2,-292,-325,-295,195,150,188,-255,+231,
2026-08-19,822937,650490,Yandy Díaz,Tampa Bay Rays,Toronto Blue Jays,1,Max Scherzer,453286,R,145,534,120,4.45,4.23,1.15,1.02,0.99,0.25043,70.5,28.7,-281,-275,-320,191,180,195,-239,+248,
2026-08-19,823342,693304,Nick Gonzales,Pittsburgh Pirates,Detroit Tigers,1,Jackson Jobe,695549,R,138,490,119,4.12,3.91,1.17,1.01,1.01,0.25785,68.8,26.5,-247,-250,-320,231,230,195,-221,+277,182
2026-08-19,824476,682829,Elly De La Cruz,Cincinnati Reds,St. Louis Cardinals,1,Matthew Liberatore,669461,L,109,478,107,4.47,4.25,1.03,1.06,1.01,0.23989,68.8,27.0,-221,-220,-265,252,240,205,-221,+270,164
2026-08-19,824722,678882,Ceddanne Rafaela,Boston Red Sox,Arizona Diamondbacks,1,Brandon Pfaadt,694297,R,137,508,121,4.2,3.99,1.14,1.0,1.03,0.25264,68.7,26.5,-274,-350,-280,200,145,198,-219,+277,
2026-08-19,824076,677951,Bobby Witt Jr.,Kansas City Royals,Athletics,1,TBD,,,121,476,108,4.41,4.19,1.09,1.0,1.02,0.24171,68.6,26.7,-326,-300,-345,166,165,169,-218,+275,
