date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair,played,pa_actual,hr_actual,hr_yes,graded_at
2026-08-15,823347,663968,Jake Mangum,Pittsburgh Pirates,Boston Red Sox,1,Sonny Gray,543243,R,4,369,3.6,0.64,0.8,1.08,0.93,0.94,1.0,1.03,,0.01713,6.0,1500,2500,1500,+1567,1,3,0,0,2026-08-16T04:45:27Z
2026-08-15,824966,670032,Nicky Lopez,Texas Rangers,Athletics,0,J.T. Ginn,669372,R,1,216,3.2,0.65,0.8,1.0,0.95,1.0,1.18,1.06,HOT 85F · WIND 9 OUT,0.01869,5.9,1600,1850,1300,+1595,1,4,0,0,2026-08-16T04:45:27Z
2026-08-15,824239,682668,Luisangel Acuña,Chicago White Sox,Detroit Tigers,0,Troy Melton,675512,R,1,195,3.2,0.67,0.85,1.0,0.94,0.95,0.86,1.02,WIND 7 IN,0.01842,5.8,,,,+1624,0,0,0,0,2026-08-16T04:45:27Z
2026-08-15,822941,670764,Taylor Walls,Tampa Bay Rays,Baltimore Orioles,1,Kyle Bradish,680694,R,2,347,3.5,0.57,0.8,0.86,0.91,0.98,1.0,1.0,ROOF,0.01541,5.3,1180,1350,1100,+1787,1,3,0,0,2026-08-16T04:45:27Z
2026-08-15,823671,702222,Justin Crawford,Philadelphia Phillies,Minnesota Twins,0,Connor Prielipp,687570,L,2,363,3.2,0.55,0.84,1.0,1.01,0.99,1.0,1.04,,0.01688,5.3,,,,+1787,1,1,0,0,2026-08-16T04:45:27Z
2026-08-15,823347,669707,Jared Triolo,Pittsburgh Pirates,Boston Red Sox,1,Sonny Gray,543243,R,2,277,3.2,0.63,0.85,1.08,0.93,0.94,1.0,1.03,,0.01684,5.3,,1200,,+1787,1,3,0,0,2026-08-16T04:45:27Z
2026-08-15,824400,680757,Steven Kwan,Cleveland Guardians,San Diego Padres,1,Wandy Peralta,593974,L,2,468,4.1,0.48,0.8,0.85,0.91,0.98,1.0,1.03,,0.01293,5.2,1520,1050,1300,+1823,1,4,0,0,2026-08-16T04:45:27Z
2026-08-15,823671,668885,Austin Martin,Minnesota Twins,Philadelphia Phillies,1,Jesús Luzardo,666200,L,3,335,3.2,0.63,0.88,1.12,0.86,0.99,1.0,1.04,,0.01644,5.2,1140,1400,1100,+1823,1,5,0,0,2026-08-16T04:45:27Z
2026-08-15,823184,687859,Troy Johnston,Colorado Rockies,San Francisco Giants,0,Logan Webb,657277,R,3,368,3.6,0.6,0.8,0.85,0.86,0.91,1.16,0.96,WIND 8 OUT,0.01426,5.0,,,,+1900,0,0,0,0,2026-08-16T04:45:27Z
2026-08-15,823588,683083,Nasim Nuñez,Washington Nationals,New York Mets,0,Sean Manaea,640455,L,1,408,3.5,0.47,0.86,1.0,1.03,0.97,1.08,1.05,HOT 83F · WIND 4 OUT,0.0144,4.9,1820,1450,1500,+1941,1,4,0,0,2026-08-16T04:45:27Z
2026-08-15,822941,802415,Chandler Simpson,Tampa Bay Rays,Baltimore Orioles,1,Kyle Bradish,680694,R,0,460,4.0,0.39,0.8,0.97,0.91,0.98,1.0,1.0,ROOF,0.01077,4.2,1860,2500,2000,+2281,1,5,0,0,2026-08-16T04:45:27Z
2026-08-16,823670,656941,Kyle Schwarber,Philadelphia Phillies,Minnesota Twins,0,Dean Kremer,665152,R,37,526,4.5,1.83,1.18,1.08,1.19,0.99,1.2,1.01,WIND 10 OUT,0.06627,26.6,287,210,265,+276,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,621439,Byron Buxton,Minnesota Twins,Philadelphia Phillies,1,Andrew Painter,691725,R,25,371,4.4,1.67,1.2,1.02,1.11,0.99,1.2,1.01,WIND 10 OUT,0.05621,22.5,410,250,390,+344,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,823912,660271,Shohei Ohtani,Los Angeles Dodgers,Milwaukee Brewers,1,Logan Henderson,701656,R,27,521,4.4,1.45,0.99,0.99,1.08,1.1,1.0,1.0,,0.05252,21.1,257,200,235,+374,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824156,670541,Yordan Alvarez,Houston Astros,Seattle Mariners,1,Bryan Woo,693433,R,36,539,4.4,1.77,1.15,1.1,0.93,1.04,1.0,1.0,,0.05177,20.9,252,230,255,+378,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824236,808959,Munetaka Murakami,Chicago White Sox,Detroit Tigers,0,Drew Anderson,623454,R,27,378,4.3,1.75,1.2,1.13,1.02,0.95,1.0,1.02,,0.05193,20.5,354,250,330,+388,1,5,1,1,2026-08-17T04:20:03Z
2026-08-16,822940,691406,Junior Caminero,Tampa Bay Rays,Baltimore Orioles,1,Trevor Rogers,669432,L,35,535,4.4,1.74,0.97,0.97,0.93,0.98,1.0,1.0,ROOF,0.04793,19.4,268,270,265,+415,1,3,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,547180,Bryce Harper,Philadelphia Phillies,Minnesota Twins,0,Dean Kremer,665152,R,25,528,4.3,1.35,1.2,0.94,1.19,0.99,1.2,1.01,WIND 10 OUT,0.04892,19.4,439,310,425,+415,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,824880,621566,Matt Olson,Atlanta Braves,Arizona Diamondbacks,1,Michael Soroka,647336,R,35,537,4.4,1.73,1.18,1.07,0.87,1.02,1.14,1.1,HOT 92F · WIND 7 OUT,0.04702,19.1,281,240,280,+424,1,4,1,1,2026-08-17T04:20:03Z
2026-08-16,824477,701398,Sal Stewart,Cincinnati Reds,Miami Marlins,1,Eury Pérez,691587,R,26,528,4.3,1.39,1.1,1.07,0.97,1.14,1.18,1.07,HOT 87F · WIND 9 OUT,0.04685,18.6,370,270,350,+438,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823991,695506,Jac Caglianone,Kansas City Royals,Los Angeles Angels,0,Ryan Johnson,696270,R,22,446,3.9,1.37,1.08,0.85,1.19,1.02,1.0,1.0,,0.05077,18.4,317,230,290,+443,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823912,571970,Max Muncy,Los Angeles Dodgers,Milwaukee Brewers,1,Logan Henderson,701656,R,23,427,3.7,1.45,1.09,1.11,1.08,1.1,1.0,1.0,,0.05275,18.2,315,300,305,+449,1,3,1,1,2026-08-17T04:20:03Z
2026-08-16,822940,624413,Pete Alonso,Baltimore Orioles,Tampa Bay Rays,0,Freddy Peralta,642547,R,27,534,4.3,1.42,1.12,1.15,1.07,0.98,1.0,1.0,ROOF,0.04524,18.1,310,310,305,+452,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824477,668709,JJ Bleday,Cincinnati Reds,Miami Marlins,1,Eury Pérez,691587,R,20,394,4.2,1.38,1.1,1.03,0.97,1.14,1.18,1.07,HOT 87F · WIND 9 OUT,0.04635,18.1,380,280,370,+452,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824642,691023,Jordan Walker,St. Louis Cardinals,Chicago Cubs,0,Edward Cabrera,665795,R,23,507,4.3,1.31,1.04,0.94,1.14,1.0,1.0,1.0,,0.04547,18.1,443,340,400,+452,1,5,1,1,2026-08-17T04:20:03Z
2026-08-16,823182,696100,Hunter Goodman,Colorado Rockies,San Francisco Giants,0,Blade Tidwell,694918,R,34,460,4.1,1.86,1.2,0.96,0.92,0.91,1.0,1.0,,0.04742,18.1,,360,,+452,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,822774,700250,Ben Rice,New York Yankees,Toronto Blue Jays,0,Dylan Cease,656302,R,32,504,4.3,1.68,1.16,1.15,0.86,1.01,1.0,1.0,ROOF,0.04457,17.8,433,333,390,+462,1,5,1,1,2026-08-17T04:20:03Z
2026-08-16,824477,682829,Elly De La Cruz,Cincinnati Reds,Miami Marlins,1,Eury Pérez,691587,R,20,461,4.5,1.26,0.96,1.12,0.97,1.14,1.18,1.07,HOT 87F · WIND 9 OUT,0.04227,17.7,322,310,320,+465,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824642,691718,Pete Crow-Armstrong,Chicago Cubs,St. Louis Cardinals,1,Hunter Dobbins,690928,R,27,550,4.4,1.4,1.15,1.03,1.01,1.0,1.0,1.0,,0.04301,17.6,345,270,350,+468,1,5,1,1,2026-08-17T04:20:03Z
2026-08-16,823344,575929,Willson Contreras,Boston Red Sox,Pittsburgh Pirates,0,Lake Bachar,669199,R,24,464,4.1,1.42,1.07,0.88,1.12,0.94,1.2,1.03,WIND 10 OUT,0.04565,17.4,,,,+475,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,824236,678246,Miguel Vargas,Chicago White Sox,Detroit Tigers,0,Drew Anderson,623454,R,27,528,4.4,1.43,1.01,0.93,1.02,0.95,1.0,1.02,,0.04252,17.4,389,390,390,+475,1,5,1,1,2026-08-17T04:20:03Z
2026-08-16,824477,681715,Heriberto Hernández,Miami Marlins,Cincinnati Reds,0,Nick Lodolo,666157,L,17,333,3.6,1.36,1.2,1.01,1.09,1.14,1.18,1.07,HOT 87F · WIND 9 OUT,0.05128,17.3,329,240,290,+478,1,5,1,1,2026-08-17T04:20:03Z
2026-08-16,824236,695657,Colson Montgomery,Chicago White Sox,Detroit Tigers,0,Drew Anderson,623454,R,26,491,4.2,1.46,1.11,0.97,1.02,0.95,1.0,1.02,,0.04328,17.0,399,340,390,+488,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824477,665052,Griffin Conine,Miami Marlins,Cincinnati Reds,0,Nick Lodolo,666157,L,13,185,3.2,1.5,0.91,1.04,1.09,1.14,1.18,1.07,HOT 87F · WIND 9 OUT,0.05668,17.0,,325,400,+488,1,1,0,0,2026-08-17T04:20:03Z
2026-08-16,823912,605141,Mookie Betts,Los Angeles Dodgers,Milwaukee Brewers,1,Logan Henderson,701656,R,15,363,4.2,1.2,1.16,1.11,1.08,1.1,1.0,1.0,,0.04344,17.0,494,390,425,+488,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824880,606466,Ketel Marte,Arizona Diamondbacks,Atlanta Braves,0,Bryce Elder,693821,R,21,515,4.4,1.21,0.91,1.09,1.09,1.02,1.14,1.1,HOT 92F · WIND 7 OUT,0.04115,16.9,317,300,305,+492,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,822774,672960,Kazuma Okamoto,Toronto Blue Jays,New York Yankees,1,Ryan Weathers,677960,L,24,489,4.1,1.38,0.99,1.03,1.04,1.01,1.0,1.0,ROOF,0.04429,16.9,542,360,500,+492,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824477,553993,Eugenio Suárez,Cincinnati Reds,Miami Marlins,1,Eury Pérez,691587,R,18,363,4.0,1.34,1.1,1.03,0.97,1.14,1.18,1.07,HOT 87F · WIND 9 OUT,0.04519,16.9,353,240,330,+492,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824397,592518,Manny Machado,San Diego Padres,Cleveland Guardians,0,Tanner Bibee,676440,R,23,514,4.2,1.3,1.13,1.04,1.11,0.98,1.18,1.04,WIND 9 OUT,0.04297,16.8,487,340,475,+495,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,823912,694192,Jackson Chourio,Milwaukee Brewers,Los Angeles Dodgers,0,Tarik Skubal,669373,L,17,406,4.5,1.22,1.06,1.0,0.98,1.1,1.0,1.0,,0.03994,16.8,429,340,390,+495,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,823912,681624,Andy Pages,Los Angeles Dodgers,Milwaukee Brewers,1,Logan Henderson,701656,R,20,529,4.3,1.15,1.0,0.97,1.08,1.1,1.0,1.0,,0.04194,16.8,374,350,370,+495,1,4,1,1,2026-08-17T04:20:03Z
2026-08-16,823590,682928,CJ Abrams,Washington Nationals,New York Mets,0,Christian Scott,681035,R,29,521,4.3,1.53,1.2,0.97,0.91,0.97,1.25,1.04,WIND 13 OUT,0.041,16.5,361,310,330,+506,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,665019,Kody Clemens,Minnesota Twins,Philadelphia Phillies,1,Andrew Painter,691725,R,20,433,4.0,1.31,1.08,1.08,1.11,0.99,1.2,1.01,WIND 10 OUT,0.04392,16.4,569,390,500,+510,1,4,1,1,2026-08-17T04:20:03Z
2026-08-16,824642,673548,Seiya Suzuki,Chicago Cubs,St. Louis Cardinals,1,Hunter Dobbins,690928,R,21,464,4.4,1.3,1.02,1.02,1.01,1.0,1.0,1.0,,0.03991,16.4,414,340,400,+510,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,824965,694671,Wyatt Langford,Texas Rangers,Athletics,0,Jacob Lopez,682052,L,14,307,4.3,1.25,1.04,1.03,1.07,1.0,1.0,1.0,,0.04085,16.4,361,260,320,+510,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823912,641343,Jake Bauers,Milwaukee Brewers,Los Angeles Dodgers,0,Tarik Skubal,669373,L,21,443,4.0,1.33,0.97,0.97,0.98,1.1,1.0,1.0,,0.04376,16.4,541,425,500,+510,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,824236,693307,Dillon Dingler,Detroit Tigers,Chicago White Sox,1,Sean Burke,680732,R,26,484,4.2,1.47,1.2,1.04,0.96,0.95,1.0,1.02,,0.04121,16.2,483,375,500,+517,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,823344,677800,Wilyer Abreu,Boston Red Sox,Pittsburgh Pirates,0,Lake Bachar,669199,R,22,521,4.3,1.25,1.13,1.1,1.12,0.94,1.2,1.03,WIND 10 OUT,0.03992,16.1,384,350,390,+521,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824642,676475,Alec Burleson,St. Louis Cardinals,Chicago Cubs,0,Edward Cabrera,665795,R,20,516,4.2,1.17,1.18,1.03,1.14,1.0,1.0,1.0,,0.04077,16.0,422,350,390,+525,1,5,1,1,2026-08-17T04:20:03Z
2026-08-16,823344,664040,Brandon Lowe,Pittsburgh Pirates,Boston Red Sox,1,Patrick Sandoval,663776,L,26,514,4.4,1.42,0.91,1.03,0.95,0.94,1.2,1.03,WIND 10 OUT,0.03866,15.9,598,450,575,+529,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824880,571448,Nolan Arenado,Arizona Diamondbacks,Atlanta Braves,0,Bryce Elder,693821,R,20,456,3.9,1.27,1.04,1.09,1.09,1.02,1.14,1.1,HOT 92F · WIND 7 OUT,0.04289,15.7,526,425,500,+537,1,2,0,0,2026-08-17T04:20:03Z
2026-08-16,824965,608369,Corey Seager,Texas Rangers,Athletics,0,Jacob Lopez,682052,L,12,274,4.2,1.21,0.94,1.12,1.07,1.0,1.0,1.0,,0.03947,15.6,343,250,305,+541,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,824965,592626,Joc Pederson,Texas Rangers,Athletics,0,Jacob Lopez,682052,L,22,373,3.3,1.52,0.97,1.01,1.07,1.0,1.0,1.0,,0.04959,15.5,,,,+545,1,2,0,0,2026-08-17T04:20:03Z
2026-08-16,823991,521692,Salvador Perez,Kansas City Royals,Los Angeles Angels,0,Ryan Johnson,696270,R,16,476,4.2,1.06,1.04,0.98,1.19,1.02,1.0,1.0,,0.0394,15.5,424,340,390,+545,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823590,596019,Francisco Lindor,New York Mets,Washington Nationals,1,Jake Irvin,663623,R,12,292,4.4,1.17,1.04,1.08,1.07,0.97,1.25,1.04,WIND 13 OUT,0.03727,15.4,333,300,330,+549,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,607208,Trea Turner,Philadelphia Phillies,Minnesota Twins,0,Dean Kremer,665152,R,17,533,4.4,1.03,1.13,1.0,1.19,0.99,1.2,1.01,WIND 10 OUT,0.03723,15.4,,,,+549,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,823991,545361,Mike Trout,Los Angeles Angels,Kansas City Royals,1,Noah Cameron,702070,L,20,470,4.5,1.24,1.02,1.04,0.94,1.02,1.0,1.0,,0.03632,15.3,421,310,390,+554,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824965,669394,Jake Burger,Texas Rangers,Athletics,0,Jacob Lopez,682052,L,20,472,4.0,1.24,1.12,0.89,1.07,1.0,1.0,1.0,,0.04045,15.2,317,250,290,+558,1,4,1,1,2026-08-17T04:20:03Z
2026-08-16,822940,683002,Gunnar Henderson,Baltimore Orioles,Tampa Bay Rays,0,Freddy Peralta,642547,R,20,554,4.5,1.12,1.04,0.93,1.07,0.98,1.0,1.0,ROOF,0.03562,15.1,522,450,500,+562,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824397,701538,Jackson Merrill,San Diego Padres,Cleveland Guardians,0,Tanner Bibee,676440,R,19,507,4.2,1.14,1.13,0.99,1.11,0.98,1.18,1.04,WIND 9 OUT,0.03795,15.0,477,375,475,+567,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824156,572233,Christian Walker,Houston Astros,Seattle Mariners,1,Bryan Woo,693433,R,23,493,4.1,1.33,1.09,1.02,0.93,1.04,1.0,1.0,,0.039,15.0,520,390,500,+567,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824880,682998,Corbin Carroll,Arizona Diamondbacks,Atlanta Braves,0,Bryce Elder,693821,R,18,522,4.3,1.08,1.05,1.07,1.09,1.02,1.14,1.1,HOT 92F · WIND 7 OUT,0.03674,14.9,319,280,320,+571,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,669016,Brandon Marsh,Philadelphia Phillies,Minnesota Twins,0,Dean Kremer,665152,R,17,465,3.9,1.12,1.09,0.98,1.19,0.99,1.2,1.01,WIND 10 OUT,0.04054,14.9,1040,525,700,+571,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,680777,Ryan Jeffers,Minnesota Twins,Philadelphia Phillies,1,Andrew Painter,691725,R,10,249,4.1,1.14,1.16,0.98,1.11,0.99,1.2,1.01,WIND 10 OUT,0.03851,14.9,,,,+571,1,1,0,0,2026-08-17T04:20:03Z
2026-08-16,823991,695600,Carter Jensen,Kansas City Royals,Los Angeles Angels,0,Ryan Johnson,696270,R,16,454,3.9,1.09,1.15,1.15,1.19,1.02,1.0,1.0,,0.04055,14.9,327,300,305,+571,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,824156,677594,Julio Rodríguez,Seattle Mariners,Houston Astros,0,Hunter Brown,686613,R,19,489,4.3,1.17,0.93,1.07,0.99,1.04,1.0,1.0,,0.03686,14.9,541,390,500,+571,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,823344,699013,Esmerlyn Valdez,Pittsburgh Pirates,Boston Red Sox,1,Patrick Sandoval,663776,L,14,217,3.9,1.47,1.2,1.0,0.95,0.94,1.2,1.03,WIND 10 OUT,0.04008,14.7,547,475,500,+580,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,824477,691788,Joe Mack,Miami Marlins,Cincinnati Reds,0,Nick Lodolo,666157,L,12,243,3.2,1.28,0.93,1.03,1.09,1.14,1.18,1.07,HOT 87F · WIND 9 OUT,0.04834,14.7,,,,+580,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,823991,677951,Bobby Witt Jr.,Kansas City Royals,Los Angeles Angels,0,Ryan Johnson,696270,R,13,461,4.4,0.96,1.01,1.12,1.19,1.02,1.0,1.0,,0.03538,14.7,365,340,350,+580,1,5,1,1,2026-08-17T04:20:03Z
2026-08-16,824397,664034,Ty France,San Diego Padres,Cleveland Guardians,0,Tanner Bibee,676440,R,17,347,3.5,1.33,1.19,0.95,1.11,0.98,1.18,1.04,WIND 9 OUT,0.04397,14.6,567,475,500,+585,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,824642,802139,JJ Wetherholt,St. Louis Cardinals,Chicago Cubs,0,Edward Cabrera,665795,R,16,530,4.5,0.99,1.04,0.85,1.14,1.0,1.0,1.0,,0.03458,14.6,630,400,625,+585,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,824880,686948,Drake Baldwin,Atlanta Braves,Arizona Diamondbacks,1,Michael Soroka,647336,R,20,444,4.4,1.29,1.11,1.01,0.87,1.02,1.14,1.1,HOT 92F · WIND 7 OUT,0.03492,14.5,417,340,390,+590,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824642,664023,Ian Happ,Chicago Cubs,St. Louis Cardinals,1,Hunter Dobbins,690928,R,20,508,4.2,1.18,1.1,1.01,1.01,1.0,1.0,1.0,,0.03648,14.5,502,390,500,+590,1,3,0,0,2026-08-17T04:20:03Z
2026-08-16,823912,518692,Freddie Freeman,Los Angeles Dodgers,Milwaukee Brewers,1,Logan Henderson,701656,R,15,513,4.3,0.97,1.04,1.04,1.08,1.1,1.0,1.0,,0.03543,14.4,460,375,425,+594,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824477,683357,Owen Caissie,Miami Marlins,Cincinnati Reds,0,Nick Lodolo,666157,L,13,283,3.2,1.25,0.89,1.01,1.09,1.14,1.18,1.07,HOT 87F · WIND 9 OUT,0.04716,14.3,,,,+599,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,668904,Royce Lewis,Minnesota Twins,Philadelphia Phillies,1,Andrew Painter,691725,R,13,365,4.1,1.09,1.01,0.96,1.11,0.99,1.2,1.01,WIND 10 OUT,0.03678,14.2,409,425,400,+604,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823991,687263,Zach Neto,Los Angeles Angels,Kansas City Royals,1,Noah Cameron,702070,L,20,536,4.5,1.14,1.01,0.98,0.94,1.02,1.0,1.0,,0.03345,14.2,443,270,390,+604,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,686797,Brooks Lee,Minnesota Twins,Philadelphia Phillies,1,Andrew Painter,691725,R,17,474,4.0,1.11,1.15,1.03,1.11,0.99,1.2,1.01,WIND 10 OUT,0.03731,14.1,1080,550,750,+609,1,4,1,1,2026-08-17T04:20:03Z
2026-08-16,824156,686527,Dominic Canzone,Seattle Mariners,Houston Astros,0,Hunter Brown,686613,R,19,367,3.4,1.39,1.1,1.0,0.99,1.04,1.0,1.0,,0.0436,14.1,517,425,500,+609,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,823912,668930,Brice Turang,Milwaukee Brewers,Los Angeles Dodgers,0,Tarik Skubal,669373,L,16,523,4.5,1.0,0.8,0.94,0.98,1.1,1.0,1.0,,0.03295,14.0,,600,,+614,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,824156,665161,Jeremy Peña,Houston Astros,Seattle Mariners,1,Bryan Woo,693433,R,13,331,4.4,1.15,1.15,1.01,0.93,1.04,1.0,1.0,,0.03376,14.0,680,450,575,+614,1,4,1,1,2026-08-17T04:20:03Z
2026-08-16,822774,671277,Luis García Jr.,New York Yankees,Toronto Blue Jays,0,Dylan Cease,656302,R,24,415,3.6,1.52,1.16,0.97,0.86,1.01,1.0,1.0,ROOF,0.04037,13.8,495,400,500,+625,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,605137,Josh Bell,Minnesota Twins,Philadelphia Phillies,1,Andrew Painter,691725,R,16,483,4.1,1.05,1.03,1.09,1.11,0.99,1.2,1.01,WIND 10 OUT,0.03547,13.8,557,475,525,+625,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824965,691016,Tyler Soderstrom,Athletics,Texas Rangers,1,Cody Bradford,674003,L,19,453,4.2,1.23,1.2,0.97,0.93,1.0,1.0,1.0,,0.03463,13.8,413,310,370,+625,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,656537,Derek Hill,Philadelphia Phillies,Minnesota Twins,0,Dean Kremer,665152,R,9,179,3.2,1.24,1.02,1.01,1.19,0.99,1.2,1.01,WIND 10 OUT,0.04493,13.7,,,,+630,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,823912,606192,Teoscar Hernández,Los Angeles Dodgers,Milwaukee Brewers,1,Logan Henderson,701656,R,11,342,3.8,1.03,0.97,0.98,1.08,1.1,1.0,1.0,,0.03743,13.5,391,400,390,+641,1,3,0,0,2026-08-17T04:20:03Z
2026-08-16,824880,660670,Ronald Acuña Jr.,Atlanta Braves,Arizona Diamondbacks,1,Michael Soroka,647336,R,13,313,4.4,1.19,1.08,0.89,0.87,1.02,1.14,1.1,HOT 92F · WIND 7 OUT,0.0322,13.4,393,325,370,+646,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824642,621020,Dansby Swanson,Chicago Cubs,St. Louis Cardinals,1,Hunter Dobbins,690928,R,18,458,3.9,1.18,1.01,1.01,1.01,1.0,1.0,1.0,,0.03622,13.4,584,500,575,+646,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,823182,666160,Mickey Moniak,Colorado Rockies,San Francisco Giants,0,Blade Tidwell,694918,R,19,318,3.7,1.49,1.2,1.15,0.92,0.91,1.0,1.0,,0.03804,13.4,426,475,400,+646,1,5,0,0,2026-08-17T04:20:03Z
2026-08-16,823344,678882,Ceddanne Rafaela,Boston Red Sox,Pittsburgh Pirates,0,Lake Bachar,669199,R,16,494,4.2,1.04,0.98,1.07,1.12,0.94,1.2,1.03,WIND 10 OUT,0.03332,13.3,860,450,700,+652,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,823344,680776,Jarren Duran,Boston Red Sox,Pittsburgh Pirates,0,Lake Bachar,669199,R,16,492,4.2,1.04,1.15,0.97,1.12,0.94,1.2,1.03,WIND 10 OUT,0.0334,13.3,590,575,575,+652,1,3,0,0,2026-08-17T04:20:03Z
2026-08-16,824156,668227,Randy Arozarena,Seattle Mariners,Houston Astros,0,Hunter Brown,686613,R,16,497,4.3,1.04,1.02,0.94,0.99,1.04,1.0,1.0,,0.0326,13.3,690,450,575,+652,1,5,1,1,2026-08-17T04:20:03Z
2026-08-16,823182,646240,Rafael Devers,San Francisco Giants,Colorado Rockies,1,Gabriel Hughes,687312,R,24,520,4.2,1.33,1.2,1.05,0.9,0.91,1.0,1.0,,0.03324,13.2,451,340,400,+658,1,5,1,1,2026-08-17T04:20:03Z
2026-08-16,823590,682626,Francisco Alvarez,New York Mets,Washington Nationals,1,Jake Irvin,663623,R,13,319,3.7,1.17,1.14,0.91,1.07,0.97,1.25,1.04,WIND 13 OUT,0.03733,13.1,,,,+663,0,0,0,0,2026-08-17T04:20:03Z
2026-08-16,823670,664761,Alec Bohm,Philadelphia Phillies,Minnesota Twins,0,Dean Kremer,665152,R,13,483,4.1,0.93,0.85,1.06,1.19,0.99,1.2,1.01,WIND 10 OUT,0.03355,13.1,830,650,750,+663,1,4,1,1,2026-08-17T04:20:03Z
2026-08-16,824236,679529,Spencer Torkelson,Detroit Tigers,Chicago White Sox,1,Sean Burke,680732,R,20,484,4.0,1.22,1.17,1.13,0.96,0.95,1.0,1.02,,0.03417,13.0,420,390,390,+669,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824642,608324,Alex Bregman,Chicago Cubs,St. Louis Cardinals,1,Hunter Dobbins,690928,R,16,553,4.6,0.97,1.04,1.06,1.01,1.0,1.0,1.0,,0.02982,13.0,640,400,625,+669,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824880,671739,Michael Harris II,Atlanta Braves,Arizona Diamondbacks,1,Michael Soroka,647336,R,20,467,4.0,1.25,1.08,1.01,0.87,1.02,1.14,1.1,HOT 92F · WIND 7 OUT,0.03387,12.9,359,390,370,+675,1,4,0,0,2026-08-17T04:20:03Z
2026-08-16,824880,645277,Ozzie Albies,Atlanta Braves,Arizona Diamondbacks,1,Michael Soroka,647336,R,20,526,4.3,1.16,1.04,1.13,0.87,1.02,1.14,1.1,HOT 92F · WIND 7 OUT,0.03145,12.8,582,450,525,+681,1,4,0,0,2026-08-17T04:20:03Z
