player_id,name,so,pa
500743,Miguel Rojas,21,197
502671,Paul Goldschmidt,81,334
514888,Jose Altuve,88,436
518595,Travis d'Arnaud,14,58
518692,Freddie Freeman,89,537
521692,Salvador Perez,97,501
543510,James McCann,29,123
543760,Marcus Semien,93,424
543807,George Springer,77,410
543877,Christian Vázquez,45,237
545121,Ildemaro Vargas,38,396
545341,Randal Grichuk,46,204
545361,Mike Trout,127,491
547180,Bryce Harper,113,551
553869,Elias Díaz,39,169
553993,Eugenio Suárez,138,388
571448,Nolan Arenado,97,468
571771,Enrique Hernández,10,36
571912,Luke Maile,10,26
571970,Max Muncy,114,445
572233,Christian Walker,121,508
573262,Mike Yastrzemski,77,324
575929,Willson Contreras,122,483
592518,Manny Machado,117,536
592626,Joc Pederson,90,383
592663,J.T. Realmuto,76,361
592885,Christian Yelich,105,389
593428,Xander Bogaerts,87,485
595879,Javier Báez,27,148
595978,Austin Hedges,32,191
596019,Francisco Lindor,59,313
596117,Garrett Stubbs,10,49
596142,Gary Sánchez,46,228
596146,Max Kepler,28,124
605137,Josh Bell,104,503
605141,Mookie Betts,44,387
605170,Victor Caratini,67,335
606192,Teoscar Hernández,98,362
607043,Brandon Nimmo,111,519
607208,Trea Turner,120,552
608070,José Ramírez,53,415
608324,Alex Bregman,90,576
608348,Carson Kelly,58,338
608369,Corey Seager,73,291
620443,Luis Torrens,44,231
621438,Tyrone Taylor,35,185
621439,Byron Buxton,95,391
621493,Taylor Ward,114,550
621566,Matt Olson,143,561
622268,Donovan Walton,28,172
622761,Jorge Mateo,44,150
623168,Tyler Heineman,24,156
624413,Pete Alonso,134,559
624424,Michael Conforto,68,230
624428,Adam Frazier,31,115
624431,Jose Trevino,20,108
624641,Edmundo Sosa,43,205
630105,Jake Cronenworth,65,295
640459,Brian Navarreto,10,35
640902,Jhonny Pereda,15,79
641343,Jake Bauers,119,465
641680,Jonah Heim,55,298
641933,Tyler O'Neill,72,256
642086,Dominic Smith,45,286
642201,Eli White,37,165
642215,Weston Wilson,35,117
642350,Jose Siri,50,160
642708,Amed Rosario,53,202
642715,Willy Adames,136,497
643217,Andrew Benintendi,91,381
643289,Mauricio Dubón,62,492
643376,Danny Jansen,44,150
643446,Jeff McNeil,44,392
645277,Ozzie Albies,77,550
645302,Victor Robles,22,141
645305,Ali Sánchez,18,67
646240,Rafael Devers,142,542
647304,Josh Naylor,64,515
650333,Luis Arraez,24,538
650402,Gleyber Torres,59,317
