player_id,name,so,pa
518595,Travis d'Arnaud,15,61
543510,James McCann,30,127
545121,Ildemaro Vargas,38,404
545341,Randal Grichuk,46,205
545361,Mike Trout,129,500
547180,Bryce Harper,117,559
553869,Elias Díaz,39,172
553993,Eugenio Suárez,138,397
571448,Nolan Arenado,100,477
575929,Willson Contreras,124,491
592518,Manny Machado,119,546
592626,Joc Pederson,91,389
592663,J.T. Realmuto,77,369
593428,Xander Bogaerts,88,493
595879,Javier Báez,27,150
595978,Austin Hedges,32,195
596117,Garrett Stubbs,10,49
596146,Max Kepler,28,124
605137,Josh Bell,106,512
605170,Victor Caratini,67,338
607043,Brandon Nimmo,113,527
607208,Trea Turner,121,561
608070,José Ramírez,53,419
608324,Alex Bregman,93,586
608348,Carson Kelly,58,343
608369,Corey Seager,73,299
621438,Tyrone Taylor,37,193
621439,Byron Buxton,97,399
621493,Taylor Ward,116,554
621550,Patrick Wisdom,18,44
622268,Donovan Walton,30,180
622761,Jorge Mateo,44,150
623168,Tyler Heineman,25,159
624424,Michael Conforto,68,232
624428,Adam Frazier,31,116
624431,Jose Trevino,20,109
624641,Edmundo Sosa,44,213
630105,Jake Cronenworth,70,305
640459,Brian Navarreto,12,37
640902,Jhonny Pereda,15,79
641680,Jonah Heim,56,302
642201,Eli White,38,169
642215,Weston Wilson,37,125
642350,Jose Siri,52,168
642715,Willy Adames,139,505
643217,Andrew Benintendi,93,390
643376,Danny Jansen,45,152
643446,Jeff McNeil,44,397
645302,Victor Robles,22,145
646240,Rafael Devers,144,551
647304,Josh Naylor,66,523
650333,Luis Arraez,24,541
650402,Gleyber Torres,59,326
650489,Willi Castro,120,442
650490,Yandy Díaz,79,555
650559,Bryan De La Cruz,9,45
650859,Luis Rengifo,45,340
655316,Andruw Monasterio,57,298
656537,Derek Hill,63,184
656577,Alex Jackson,23,69
656716,Zach McKinstry,56,357
656775,Cedric Mullins,85,430
656941,Kyle Schwarber,186,560
657136,Connor Wong,47,197
657757,Gavin Sheets,84,403
660688,Keibert Ruiz,33,295
660844,Leo Rivas,39,139
661531,Brian Serven,10,44
663330,Jahmai Jones,42,134
663457,Lars Nootbaar,47,234
663538,Nico Hoerner,48,562
663616,Trevor Larnach,69,384
663647,Ke'Bryan Hayes,39,204
663728,Cal Raleigh,126,404
663743,Nick Fortes,34,277
663886,Tyler Stephenson,99,367
663968,Jake Mangum,76,389
663993,Nathaniel Lowe,79,335
664023,Ian Happ,165,536
664034,Ty France,84,378
664040,Brandon Lowe,156,540
664761,Alec Bohm,69,509
664954,Brett Sullivan,32,192
664983,Jake McCarthy,75,452
665019,Kody Clemens,103,459
665052,Griffin Conine,65,210
665487,Fernando Tatis Jr.,104,569
665804,Miguel Amaya,55,212
665833,Oneil Cruz,105,300
665923,Esteury Ruiz,60,188
665953,Andrés Chaparro,33,148
666018,Jonathan Aranda,130,553
666023,Freddy Fermin,45,224
666126,Carlos Cortes,46,303
666139,Josh Lowe,77,266
666160,Mickey Moniak,89,344
666176,Jo Adell,129,526
667452,Corey Julks,1,6
667472,Dane Myers,62,254
668227,Randy Arozarena,113,531
668670,Jake Rogers,42,144
668709,JJ Bleday,95,429
668723,Ryan Vilade,49,217
668800,Andrew Knizner,2,17
668804,Bryan Reynolds,138,573
668904,Royce Lewis,98,391
668939,Adley Rutschman,51,326
668952,Ryan Kreidler,47,218
669016,Brandon Marsh,121,489
669134,Luis Campusano,34,163
669364,Xavier Edwards,73,549
669394,Jake Burger,133,493
669707,Jared Triolo,60,300
669720,Austin Hays,18,66
670032,Nicky Lopez,38,223
670764,Taylor Walls,90,371
670770,TJ Friedl,58,250
671083,Buddy Kennedy,13,43
671155,Ivan Johnson,6,14
671732,Lawrence Butler,103,405
