Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag
2026-05-26,Washington Nationals,Cleveland Guardians,49.0,51.0,113,-136,110,-135,+2.1%,+1.4%,-6.6%,-6.4%,Cade Cavalli,R,26.6,91.0,2204.0,10.1,Joey Cantillo,L,28.0,85.3,1929.0,12.4,0.746,0.693,2.51,2.29,0.0,0.0,N/A,ESTIMATED,98,
2026-05-26,Tampa Bay Rays,Baltimore Orioles,59.1,40.9,-112,-107,-115,-105,+6.3% ** BET **,+5.6%,-10.8%,-10.3%,Griffin Jax,R,14.0,92.4,2567.0,11.5,Shane Baz,R,28.6,90.8,2433.0,7.3,0.723,0.701,2.28,3.54,0.0,0.0,N/A,ESTIMATED,102,** BET **
2026-05-26,Los Angeles Angels,Detroit Tigers,37.0,63.0,113,-136,110,-135,-9.9%,-10.6%,+5.4%,+5.6%,Jack Kochanowicz,R,28.6,92.7,2303.0,9.6,Keider Montero,R,24.6,89.6,2354.0,6.6,0.689,0.682,4.82,3.19,0.0,0.0,N/A,ESTIMATED,100,
2026-05-26,Chicago Cubs,Pittsburgh Pirates,35.4,64.6,113,-136,115,-140,-11.5%,-11.1%,+7.0%,+6.3%,Jordan Wicks,L,0,None,None,None,Braxton Ashcraft,R,31.1,92.6,2473.0,12.1,0.721,0.717,4.08,3.1,0.0,0.0,N/A,ESTIMATED,98,
2026-05-26,Atlanta Braves,Boston Red Sox,55.9,44.1,-110,-110,-110,-110,+3.5%,+3.5%,-8.3%,-8.3%,Spencer Strider,R,10.5,88.8,2334.0,14.1,Ranger Suarez,L,24.1,86.3,1921.0,8.5,0.755,0.683,2.41,3.8,0.0,0.0,N/A,ESTIMATED,104,
2026-05-26,Miami Marlins,Toronto Blue Jays,None,None,119,-144,118,-145,N/A,N/A,N/A,N/A,Sandy Alcantara,R,0,None,None,None,Braydon Fisher,R,14.6,88.0,2306.0,10.1,0.7,0.678,4.14,3.05,0.0,0.0,N/A,ESTIMATED,100,
2026-05-26,Cincinnati Reds,New York Mets,None,None,-131,108,-135,110,N/A,N/A,N/A,N/A,Chase Burns,R,29.5,94.8,2578.0,14.2,TBD,R,0,None,None,None,0.703,0.643,3.83,4.94,0.0,0.0,N/A,ESTIMATED,97,
2026-05-26,Minnesota Twins,Chicago White Sox,53.2,46.8,-115,-105,-115,-105,-0.3%,-0.3%,-4.4%,-4.4%,Joe Ryan,R,28.1,88.0,2372.0,11.0,Sean Burke,R,26.5,89.0,2471.0,8.4,0.711,0.721,3.06,5.12,0.0,0.0,N/A,ESTIMATED,99,
2026-05-26,New York Yankees,Kansas City Royals,65,35,-205,168,-200,165,-2.2%,-1.7%,-2.3%,-2.7%,Cam Schlittler,R,33.0,95.6,2434.0,14.3,Bailey Falter,L,3.5,88.5,2064.0,3.4,0.753,0.691,2.33,3.67,0.0,0.0,N/A,ESTIMATED,99,
2026-05-26,St. Louis Cardinals,Milwaukee Brewers,43.8,56.2,158,-193,155,-190,+5.0%,+4.6%,-9.7%,-9.3%,Michael McGreevy,R,28.1,86.5,2208.0,7.8,Kyle Harrison,L,22.6,90.3,2170.0,13.7,0.707,0.698,5.04,3.0,0.0,0.0,N/A,ESTIMATED,100,
2026-05-26,Houston Astros,Texas Rangers,55.0,45.0,109,-132,110,-135,+7.2%,+7.4%,-11.9%,-12.4%,Jason Alexander,R,6.0,85.8,2111.0,8.5,Jack Leiter,R,27.1,92.2,2345.0,10.6,0.729,0.685,1.87,4.53,0.0,0.0,N/A,ESTIMATED,103,
2026-05-26,Seattle Mariners,Athletics,46.0,54.0,-108,-112,-110,-110,-5.9%,-6.4%,+1.2%,+1.6%,Emerson Hancock,R,29.1,89.7,2357.0,11.8,Luis Severino,R,30.6,92.2,2295.0,9.2,0.696,0.722,3.12,4.71,0.0,0.0,N/A,ESTIMATED,95,
2026-05-26,Philadelphia Phillies,San Diego Padres,46.7,53.3,-105,-114,-105,-115,-4.5%,-4.5%,+0.0%,-0.2%,Aaron Nola,R,25.1,86.1,2289.0,9.5,Randy Vásquez,R,27.1,90.8,2595.0,10.1,0.68,0.657,2.83,3.17,0.0,0.0,N/A,ESTIMATED,94,
2026-05-26,Arizona Diamondbacks,San Francisco Giants,None,None,-105,-114,-105,-115,N/A,N/A,N/A,N/A,Eduardo Rodriguez,R,0,None,None,None,Tyler Mahle,R,25.6,89.1,2219.0,8.1,0.718,0.679,2.43,5.13,0.0,0.0,N/A,ESTIMATED,95,
2026-05-26,Colorado Rockies,Los Angeles Dodgers,35,65,194,-239,190,-235,+1.0%,+0.5%,-5.5%,-5.1%,Kyle Freeland,L,19.1,86.3,2243.0,10.4,Eric Lauer,L,18.1,85.8,1987.0,6.4,0.685,0.771,5.43,2.55,0.0,0.0,N/A,ESTIMATED,96,
