Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds
2026-08-16,Baltimore Orioles,Tampa Bay Rays,46.4,53.6,131,-140,125,-150,+3.1%,+2.0%,-4.7%,-6.4%,Trevor Rogers,L,59.8,89.1,2200.0,10.8,Freddy Peralta,R,61.7,89.2,2301.0,10.7,0.698,0.713,5.09,3.93,2.8,-2.9,FADE ✗,CONFIRMED+PLATOON,98,,DK vig 101.6%,+3.8%,-3.8%,+3.9%,-3.9%,Baltimore Orioles,127,-137
2026-08-16,Boston Red Sox,Pittsburgh Pirates,46.1,53.9,-108,101,-115,-105,-5.8%,-7.4%,+4.1% ** BET **,+2.7%,Patrick Sandoval,L,15.0,88.5,2185.0,10.0,Lake Bachar,R,32.8,89.8,2698.0,11.7,0.717,0.756,3.05,5.02,-7.1,4.1,CONFIRMED ✓,CONFIRMED+PLATOON,98,** BET **,DK vig 101.7%,-4.9%,+4.9%,-5.0%,+5.0%,Pittsburgh Pirates,-111,101
2026-08-16,Arizona Diamondbacks,Atlanta Braves,51.1,48.9,115,-124,105,-125,+4.6% ** BET **,+2.3%,-6.5%,-6.7%,Michael Soroka,R,43.2,87.8,2601.0,8.7,Bryce Elder,R,65.8,88.6,2161.0,8.5,0.72,0.757,2.33,3.93,9.9,-9.8,CONFIRMED ✓,CONFIRMED+PLATOON,102,** BET **,DK vig 101.9%,+5.5%,-5.5%,+4.4%,-4.4%,Arizona Diamondbacks,115,-125
2026-08-16,New York Yankees,Toronto Blue Jays,38.3,61.7,110,-118,105,-125,-9.3%,-10.5%,+7.6%,+6.1%,Ryan Weathers,L,63.3,88.8,2341.0,10.9,Dylan Cease,R,65.7,91.0,2485.0,13.5,0.727,0.719,2.38,3.17,-13.2,10.3,CONFIRMED ✓,CONFIRMED+PLATOON,100,,DK vig 101.7%,-8.5%,+8.5%,-8.4%,+8.4%,,110,-121
2026-08-16,Washington Nationals,New York Mets,43.0,57.0,148,-160,140,-170,+2.7%,+1.3%,-4.5%,-6.0%,Jake Irvin,R,32.7,87.1,2375.0,9.7,Christian Scott,R,39.2,90.1,2346.0,11.8,0.735,0.692,4.47,3.46,0.8,-3.5,FADE ✗,CONFIRMED+PLATOON,97,,DK vig 101.8%,+3.4%,-3.4%,+3.2%,-3.2%,Washington Nationals,150,-160
2026-08-16,San Diego Padres,Cleveland Guardians,46.6,53.4,-105,-103,-115,-105,-4.6%,-6.9%,+2.7%,+2.2%,Casey Mize,R,48.0,90.0,2103.0,10.8,Tanner Bibee,R,72.2,87.6,2299.0,9.8,0.7,0.725,2.95,4.06,3.1,-5.8,FADE ✗,CONFIRMED+PLATOON,98,,DK vig 101.9%,-3.6%,+3.6%,-4.5%,+4.5%,Cleveland Guardians,-111,101
2026-08-16,Chicago White Sox,Detroit Tigers,54.8,45.2,103,-111,-102,-118,+5.5%,+4.3%,-7.4%,-8.9%,Sean Burke,R,67.8,89.7,2512.0,10.9,Drew Anderson,R,0,None,None,None,0.755,0.757,3.6,3.6,5.8,-8.5,CONFIRMED ✓,CONFIRMED+PLATOON,100,,DK vig 101.9%,+6.4%,-6.4%,+6.5%,-6.5%,,105,-115
2026-08-16,Miami Marlins,Cincinnati Reds,65.2,34.8,-118,110,-130,105,+11.1%,+8.7%,-12.8%,-14.0%,Eury Pérez,R,58.3,93.0,2527.0,13.4,Nick Lodolo,L,33.3,89.7,2282.0,9.3,0.77,0.657,3.4,5.43,2.9,-5.7,CONFIRMED ✓,CONFIRMED+PLATOON,106,,DK vig 101.7%,+12.0%,-12.0%,+11.5%,-11.5%,,-121,110
2026-08-16,Philadelphia Phillies,Minnesota Twins,36.3,63.7,-104,-103,-110,-110,-14.7%,-16.1%,+13.0%,+11.3%,Andrew Painter,R,40.2,90.3,2284.0,10.3,Dean Kremer,R,24.0,86.6,2070.0,11.6,0.75,0.755,3.27,5.63,-0.2,-2.5,FADE ✗,CONFIRMED+PLATOON,100,,DK vig 101.7%,-13.8%,+13.8%,-13.7%,+13.7%,,-111,101
2026-08-16,St. Louis Cardinals,Chicago Cubs,73.1,26.9,163,-176,154,-190,+35.1%,+33.7%,-36.9%,-38.6%,Hunter Dobbins,R,22.5,89.2,2456.0,8.6,Edward Cabrera,R,36.2,92.2,2149.0,10.5,1.035,0.755,2.21,4.75,-0.9,-1.9,CONFIRMED ✓,PARTIAL,104,,DK vig 101.8%,+35.8%,-35.8%,+35.5%,-35.5%,,162,-177
2026-08-16,Colorado Rockies,San Francisco Giants,45.1,54.9,116,-124,110,-135,-1.2%,-2.5%,-0.5%,-2.5%,Gabriel Hughes,R,16.8,89.2,2172.0,7.9,Blade Tidwell,R,11.3,89.1,2482.0,12.2,0.734,0.712,5.12,2.41,-1.6,-1.4,CONFIRMED ✓,CONFIRMED+PLATOON,95,,DK vig 101.7%,-0.4%,+0.4%,-0.2%,+0.2%,,115,-125
2026-08-16,Texas Rangers,Athletics,53.1,46.9,-129,120,-140,115,-3.2%,-5.2%,+1.4%,+0.4%,Cody Bradford,L,5.7,83.9,1877.0,4.8,Jacob Lopez,L,41.0,84.5,2259.0,10.1,0.71,0.717,5.4,6.17,4.9,-5.0,CONFIRMED ✓,ESTIMATED,95,,DK vig 101.8%,-2.2%,+2.2%,-2.5%,+2.5%,,-130,120
2026-08-16,Kansas City Royals,Los Angeles Angels,67.5,32.5,-109,102,-118,-102,+15.3%,+13.4%,-17.0%,-18.0%,Noah Cameron,L,64.7,86.8,2198.0,10.2,Ryan Johnson,R,27.5,87.3,2255.0,10.2,0.71,0.688,5.44,3.43,-0.2,-2.9,CONFIRMED ✓,PARTIAL,97,,DK vig 101.7%,+16.2%,-16.2%,+15.8%,-15.8%,,-110,100
