Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning
2026-06-05,San Francisco Giants,Chicago Cubs,38.6,61.4,149,-181,150,-185,-1.6%,-1.4%,-3.0%,-3.5%,Robbie Ray,L,31.3,88.6,2160.0,10.7,Edward Cabrera,R,27.0,91.7,2129.0,11.1,0.734,0.774,7.69,4.08,-2.4,2.4,CONFIRMED ✓,CONFIRMED+PLATOON,104,,
2026-06-05,Seattle Mariners,Detroit Tigers,47.4,52.6,-123,102,-120,100,-7.8%,-7.1%,+3.1%,+2.6%,Bryan Woo,R,35.3,92.3,2292.0,11.0,Framber Valdez,L,33.8,88.2,2296.0,7.8,0.715,0.698,2.84,3.93,-2.5,2.6,CONFIRMED ✓,ESTIMATED,100,,
2026-06-05,Chicago White Sox,Philadelphia Phillies,42.5,57.5,153,-186,154,-190,+3.0%,+3.1%,-7.5%,-8.0%,Anthony Kay,L,28.7,90.2,2242.0,8.4,Jesús Luzardo,L,33.5,90.7,2168.0,12.9,0.735,0.679,3.23,4.15,0.0,0.0,N/A,ESTIMATED,105,,
2026-06-05,Boston Red Sox,New York Yankees,46.7,53.3,123,-149,125,-150,+1.9%,+2.3%,-6.5%,-6.7%,Sonny Gray,R,25.0,87.2,2513.0,8.5,Ryan Weathers,L,32.0,89.0,2305.0,10.9,0.699,0.761,3.74,4.58,-0.8,1.0,N/A,ESTIMATED,101,,
2026-06-05,Baltimore Orioles,Toronto Blue Jays,45.2,54.8,124,-149,125,-150,+0.6%,+0.8%,-5.0%,-5.2%,Brandon Young,R,21.5,88.6,2068.0,9.5,Trey Yesavage,R,18.5,89.3,2001.0,12.7,0.717,0.694,4.42,5.9,1.0,-1.1,N/A,ESTIMATED,100,,
2026-06-05,Tampa Bay Rays,Miami Marlins,48.0,52.0,-136,113,-140,115,-9.6%,-10.3%,+5.1%,+5.5%,Drew Rasmussen,R,29.5,92.3,2396.0,9.9,Ryan Gusto,R,1.5,90.6,2352.0,11.5,0.72,0.704,7.67,5.16,0.0,0.0,N/A,ESTIMATED,96,,
2026-06-05,Pittsburgh Pirates,Atlanta Braves,42.4,57.6,119,-144,120,-145,-3.3%,-3.1%,-1.4%,-1.6%,Mitch Keller,R,34.2,89.0,2378.0,9.2,Martín Pérez,L,25.8,85.5,1986.0,8.5,0.744,0.757,5.77,3.91,0.0,0.2,N/A,ESTIMATED,102,,
2026-06-05,Athletics,Houston Astros,49.4,50.6,-112,-108,-110,-110,-3.4%,-3.0%,-1.3%,-1.8%,Jack Perkins,R,14.0,91.5,2205.0,13.4,Peter Lambert,R,22.7,89.6,2256.0,10.7,0.722,0.73,5.27,4.91,0.4,-0.5,N/A,ESTIMATED,99,,
2026-06-05,Cincinnati Reds,St. Louis Cardinals,40.0,60.0,119,-144,120,-145,-5.7%,-5.5%,+1.0%,+0.8%,Brady Singer,R,25.5,86.8,2377.0,8.2,Kyle Leahy,R,27.5,89.3,2194.0,8.0,0.707,0.701,5.56,3.5,0.0,0.2,N/A,ESTIMATED,98,,
2026-06-05,Cleveland Guardians,Texas Rangers,50.6,49.4,-126,105,-125,105,-5.2%,-5.0%,+0.6%,+0.6%,Parker Messick,L,34.7,89.0,2082.0,11.5,Kumar Rocker,R,28.0,89.4,2114.0,9.0,0.693,0.694,4.58,3.4,-2.1,2.1,FADE ✗,ESTIMATED,103,,
2026-06-05,Kansas City Royals,Minnesota Twins,46.6,53.4,-105,-114,-105,-115,-4.6%,-4.6%,+0.1%,-0.1%,Michael Wacha,R,37.7,87.1,2005.0,8.6,Zebby Matthews,R,11.7,89.2,2244.0,10.5,0.689,0.703,4.62,7.01,-2.9,2.8,CONFIRMED ✓,ESTIMATED,100,,
2026-06-05,Milwaukee Brewers,Colorado Rockies,50.7,49.3,-157,130,-155,125,-10.4%,-10.1%,+5.8%,+4.9%,Brandon Sproat,R,24.5,92.8,2128.0,9.7,Ryan Feltner,R,13.0,89.1,2375.0,10.2,0.705,0.707,4.14,8.15,0.0,0.0,N/A,ESTIMATED,118,,
2026-06-05,Washington Nationals,Arizona Diamondbacks,46.8,53.2,113,-136,110,-135,-0.1%,-0.8%,-4.4%,-4.2%,Foster Griffin,L,33.5,85.7,2145.0,9.5,Merrill Kelly,R,26.7,89.1,2299.0,10.3,0.733,0.703,4.83,3.88,0.0,0.0,N/A,ESTIMATED,97,,
2026-06-05,New York Mets,San Diego Padres,None,None,109,-132,110,-135,N/A,N/A,N/A,N/A,Christian Scott,R,15.2,90.4,2293.0,10.0,Michael King,R,0,None,None,None,0.652,0.651,3.15,4.96,-0.2,0.2,N/A,ESTIMATED,94,,
2026-06-05,Los Angeles Angels,Los Angeles Dodgers,None,None,168,-205,165,-200,N/A,N/A,N/A,N/A,TBD,R,0,None,None,None,Roki Sasaki,R,25.5,91.6,1686.0,12.2,0.705,0.787,5.88,2.79,-0.7,0.7,N/A,ESTIMATED,96,,
