Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Home SP,Home Hand,Home Reliability%,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag
2026-04-28,Tampa Bay Rays,Cleveland Guardians,None,None,-102,-118,105,-125,N/A,N/A,N/A,N/A,Nick Martinez,R,0,Tanner Bibee,R,15.0,0.702,0.738,3.33,3.63,3.4,-3.1,N/A,CONFIRMED+PLATOON,98,
2026-04-28,Houston Astros,Baltimore Orioles,43.8,56.2,100,-120,115,-135,-6.2%,-2.7%,+1.7%,-1.2%,Kai-Wei Teng,R,8.1,Shane Baz,R,14.1,0.748,0.775,6.14,6.7,1.3,-1.2,FADE ✗,CONFIRMED+PLATOON,102,
2026-04-28,Colorado Rockies,Cincinnati Reds,46.6,53.4,163,-199,165,-200,+8.6%,+8.9%,-13.2%,-13.3%,Kyle Freeland,L,7.6,Chase Burns,R,14.0,0.761,0.757,2.83,5.73,0.8,-0.9,FADE ✗,CONFIRMED+PLATOON,106,
2026-04-28,St. Louis Cardinals,Pittsburgh Pirates,39.1,60.9,129,-156,125,-150,-4.6%,-5.3%,+0.0%,+0.9%,Kyle Leahy,R,12.0,Braxton Ashcraft,R,14.6,0.74,0.717,4.42,3.84,-4.9,5.0,CONFIRMED ✓,CONFIRMED+PLATOON,98,
2026-04-28,San Francisco Giants,Philadelphia Phillies,60.9,39.1,119,-143,125,-150,+15.2%,+16.5%,-19.7%,-20.9%,Tyler Mahle,R,12.6,Jesús Luzardo,L,13.6,0.739,0.667,2.83,6.14,1.1,-1.1,CONFIRMED ✓,CONFIRMED+PLATOON,105,
2026-04-28,Boston Red Sox,Toronto Blue Jays,43.8,56.2,-105,-115,-105,-115,-7.4%,-7.4%,+2.7%,+2.7%,Payton Tolle,L,3.0,Trey Yesavage,R,0,0.72,0.712,3.63,4.58,5.6,-5.4,FADE ✗,CONFIRMED+PLATOON,100,
2026-04-28,Washington Nationals,New York Mets,40.6,59.4,153,-186,150,-185,+1.1%,+0.6%,-5.6%,-5.5%,Zack Littell,R,12.5,Clay Holmes,R,15.0,0.703,0.712,3.76,3.83,0.0,0.0,CONFIRMED ✓,CONFIRMED+PLATOON,97,
2026-04-28,Detroit Tigers,Atlanta Braves,44.0,56.0,-149,123,105,-125,-15.8%,-4.8%,+11.2%,+0.4%,Casey Mize,R,14.1,Martín Pérez,L,11.6,0.794,0.792,5.98,4.83,-0.5,0.8,CONFIRMED ✓,CONFIRMED+PLATOON,102,
2026-04-28,Seattle Mariners,Minnesota Twins,43.8,56.2,-131,109,-125,105,-12.9%,-11.8%,+8.4% ** BET **,+7.4% ** BET **,Logan Gilbert,R,16.5,Joe Ryan,R,16.1,0.725,0.722,5.6,5.12,-3.9,3.8,CONFIRMED ✓,CONFIRMED+PLATOON,100,** BET **
2026-04-28,Los Angeles Angels,Chicago White Sox,47.6,52.4,-126,104,-130,110,-8.2%,-8.9%,+3.4%,+4.8%,José Soriano,R,18.6,Davis Martin,R,15.6,0.737,0.692,7.14,4.22,2.2,-2.2,FADE ✗,ESTIMATED,99,
2026-04-28,Arizona Diamondbacks,Milwaukee Brewers,37.2,62.8,100,-120,105,-125,-12.8%,-11.6%,+8.3%,+7.2%,Merrill Kelly,R,4.6,Chad Patrick,R,11.5,0.736,0.733,6.8,3.71,-4.5,4.3,CONFIRMED ✓,PARTIAL,100,
2026-04-28,New York Yankees,Texas Rangers,50.4,49.6,-118,-102,-120,100,-3.7%,-4.1%,-0.9%,-0.4%,Cam Schlittler,R,17.6,Jacob deGrom,R,12.6,0.749,0.696,2.47,3.71,-9.5,9.3,FADE ✗,PARTIAL,103,
2026-04-28,Kansas City Royals,Athletics,None,None,-115,-105,-115,-105,N/A,N/A,N/A,N/A,Kris Bubic,L,14.1,TBD,R,0,0.709,0.709,4.89,2.68,-0.6,0.7,N/A,ESTIMATED,95,
2026-04-28,Chicago Cubs,San Diego Padres,53.7,46.3,-110,-110,-115,-105,+1.3%,+0.2%,-6.1%,-4.9%,Edward Cabrera,R,14.6,Walker Buehler,R,10.1,0.778,0.705,5.9,6.75,1.1,-1.2,CONFIRMED ✓,ESTIMATED,94,
2026-04-28,Miami Marlins,Los Angeles Dodgers,35,65,169,-207,220,-275,-2.2%,+3.8%,-2.4%,-8.3%,Janson Junk,R,13.5,Shohei Ohtani,R,12.0,0.716,0.821,4.53,2.8,1.7,-1.8,FADE ✗,ESTIMATED,96,
