date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-08-15,823671,656941,Kyle Schwarber,Philadelphia Phillies,Minnesota Twins,0,Connor Prielipp,687570,L,37,526,4.5,1.83,1.04,0.95,1.01,0.99,1.0,1.04,,0.05611,22.9,255,300,255,+337
2026-08-15,824157,670541,Yordan Alvarez,Houston Astros,Seattle Mariners,1,Emerson Hancock,676106,R,36,539,4.4,1.77,1.15,1.09,1.01,1.04,1.0,1.0,ROOF,0.0563,22.5,251,240,245,+344
2026-08-15,824884,621566,Matt Olson,Atlanta Braves,Arizona Diamondbacks,1,Eduardo Rodriguez,593958,L,35,537,4.4,1.73,1.04,1.05,0.91,1.02,1.12,1.09,HOT 91F · WIND 6 OUT,0.04906,19.9,296,270,280,+403
2026-08-15,824480,701398,Sal Stewart,Cincinnati Reds,Miami Marlins,1,Ryan Gusto,687473,R,26,528,4.3,1.39,1.1,1.04,1.03,1.14,1.0,1.06,HOT 84F,0.04965,19.7,341,310,330,+408
2026-08-15,822775,700250,Ben Rice,New York Yankees,Toronto Blue Jays,0,Braydon Fisher,680755,R,32,504,4.3,1.68,1.16,1.07,0.95,1.01,1.0,1.0,,0.04885,19.4,358,270,330,+415
2026-08-15,822941,691406,Junior Caminero,Tampa Bay Rays,Baltimore Orioles,1,Kyle Bradish,680694,R,35,535,4.4,1.74,1.2,1.04,0.91,0.98,1.0,1.0,ROOF,0.04733,19.2,366,300,320,+421
2026-08-15,824480,668709,JJ Bleday,Cincinnati Reds,Miami Marlins,1,Ryan Gusto,687473,R,20,394,4.2,1.38,1.1,1.04,1.03,1.14,1.0,1.06,HOT 84F,0.04912,19.1,245,250,245,+424
2026-08-15,824239,808959,Munetaka Murakami,Chicago White Sox,Detroit Tigers,0,Troy Melton,675512,R,27,378,4.3,1.75,1.2,1.05,0.94,0.95,0.86,1.02,WIND 7 IN,0.04795,19.0,296,280,290,+426
2026-08-15,823588,682928,CJ Abrams,Washington Nationals,New York Mets,0,Sean Manaea,640455,L,29,521,4.3,1.53,0.92,0.9,1.03,0.97,1.08,1.05,HOT 83F · WIND 4 OUT,0.0467,18.6,399,390,400,+438
2026-08-15,824480,682829,Elly De La Cruz,Cincinnati Reds,Miami Marlins,1,Ryan Gusto,687473,R,20,461,4.5,1.26,0.96,1.02,1.03,1.14,1.0,1.06,HOT 84F,0.0448,18.6,341,280,330,+438
2026-08-15,823914,660271,Shohei Ohtani,Los Angeles Dodgers,Milwaukee Brewers,1,Jacob Misiorowski,694819,R,27,521,4.4,1.45,0.99,0.9,0.93,1.1,1.2,1.04,WIND 10 OUT,0.04519,18.4,302,250,290,+443
2026-08-15,822941,624413,Pete Alonso,Baltimore Orioles,Tampa Bay Rays,0,Ian Seymour,693855,L,27,534,4.3,1.42,1.01,1.06,1.07,0.98,1.0,1.0,ROOF,0.04559,18.2,374,333,350,+449
2026-08-15,823914,694192,Jackson Chourio,Milwaukee Brewers,Los Angeles Dodgers,0,Justin Wrobleski,680736,L,17,406,4.5,1.22,1.06,1.02,1.07,1.1,1.2,1.04,WIND 10 OUT,0.04368,18.2,340,310,320,+449
2026-08-15,824480,681715,Heriberto Hernández,Miami Marlins,Cincinnati Reds,0,Brady Singer,663903,R,17,333,3.6,1.36,0.95,0.98,1.15,1.14,1.0,1.06,HOT 84F,0.05405,18.1,342,340,330,+452
2026-08-15,824644,691718,Pete Crow-Armstrong,Chicago Cubs,St. Louis Cardinals,1,Michael McGreevy,700241,R,27,550,4.4,1.4,1.15,0.92,1.03,1.0,1.14,1.02,WIND 7 OUT,0.04421,18.0,302,240,305,+456
2026-08-15,824480,665052,Griffin Conine,Miami Marlins,Cincinnati Reds,0,Brady Singer,663903,R,13,185,3.2,1.5,1.2,0.95,1.15,1.14,1.0,1.06,HOT 84F,0.05975,17.9,417,280,390,+459
2026-08-15,823671,621439,Byron Buxton,Minnesota Twins,Philadelphia Phillies,1,Jesús Luzardo,666200,L,25,371,4.4,1.67,0.94,0.88,0.86,0.99,1.0,1.04,,0.04376,17.9,331,350,320,+459
2026-08-15,824480,553993,Eugenio Suárez,Cincinnati Reds,Miami Marlins,1,Ryan Gusto,687473,R,18,363,4.0,1.34,1.1,1.09,1.03,1.14,1.0,1.06,HOT 84F,0.04789,17.8,297,280,290,+462
