date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-08-24,823097,656941,Kyle Schwarber,Philadelphia Phillies,Seattle Mariners,0,Logan Gilbert,669302,R,39,560,4.5,1.84,1.19,0.98,1.04,0.99,0.8,1.02,WIND 10 IN,0.05788,23.5,249,280,255,+326
2026-08-24,825041,691718,Pete Crow-Armstrong,Chicago Cubs,Arizona Diamondbacks,0,Merrill Kelly,518876,R,33,584,4.5,1.57,1.16,0.95,1.19,1.01,1.0,1.0,,0.05731,23.3,327,250,305,+329
2026-08-24,824964,621439,Byron Buxton,Minnesota Twins,Athletics,0,Jeffrey Springs,605488,L,25,399,4.4,1.61,0.94,1.03,1.19,1.0,1.16,1.1,HOT 92F · WIND 8 OUT,0.05819,23.2,181,175,180,+331
2026-08-24,824557,808959,Munetaka Murakami,Chicago White Sox,Texas Rangers,1,Kumar Rocker,677958,R,29,415,4.4,1.76,1.2,0.92,1.02,1.05,0.86,0.99,WIND 7 IN,0.05715,22.8,298,240,280,+339
2026-08-24,822695,682928,CJ Abrams,Washington Nationals,Colorado Rockies,1,Ryan Feltner,663372,R,29,534,4.3,1.51,1.2,0.97,1.17,1.0,1.0,1.04,,0.05369,21.1,419,325,390,+374
2026-08-24,824557,678246,Miguel Vargas,Chicago White Sox,Texas Rangers,1,Kumar Rocker,677958,R,29,564,4.4,1.45,0.99,0.93,1.02,1.05,0.86,0.99,WIND 7 IN,0.0473,19.2,476,390,425,+421
2026-08-24,825041,673548,Seiya Suzuki,Chicago Cubs,Arizona Diamondbacks,0,Merrill Kelly,518876,R,22,498,4.4,1.28,1.03,1.06,1.19,1.01,1.0,1.0,,0.0469,19.1,484,375,475,+424
2026-08-24,824557,695657,Colson Montgomery,Chicago White Sox,Texas Rangers,1,Kumar Rocker,677958,R,27,519,4.2,1.45,1.08,1.15,1.02,1.05,0.86,0.99,WIND 7 IN,0.04728,18.4,412,340,370,+443
2026-08-24,824235,691406,Junior Caminero,Tampa Bay Rays,Detroit Tigers,0,Framber Valdez,664285,L,35,567,4.4,1.68,0.97,0.97,0.89,0.95,1.24,1.02,WIND 12 OUT,0.04318,17.7,304,310,305,+465
2026-08-24,824964,665019,Kody Clemens,Minnesota Twins,Athletics,0,Jeffrey Springs,605488,L,21,459,4.0,1.31,1.03,1.04,1.19,1.0,1.16,1.1,HOT 92F · WIND 8 OUT,0.0473,17.6,356,250,350,+468
2026-08-24,825041,664023,Ian Happ,Chicago Cubs,Arizona Diamondbacks,0,Merrill Kelly,518876,R,22,536,4.2,1.23,1.11,0.97,1.19,1.01,1.0,1.0,,0.04477,17.5,540,425,525,+471
2026-08-24,823260,664040,Brandon Lowe,Pittsburgh Pirates,San Diego Padres,0,Robbie Ray,592662,L,27,540,4.4,1.42,0.89,1.09,1.01,0.98,1.0,1.0,,0.04252,17.4,566,400,500,+475
2026-08-24,823097,547180,Bryce Harper,Philadelphia Phillies,Seattle Mariners,0,Logan Gilbert,669302,R,26,559,4.3,1.35,1.2,1.13,1.04,0.99,0.8,1.02,WIND 10 IN,0.04229,17.0,469,425,425,+488
2026-08-24,823260,665833,Oneil Cruz,Pittsburgh Pirates,San Diego Padres,0,Robbie Ray,592662,L,16,300,4.3,1.38,1.02,0.9,1.01,0.98,1.0,1.0,,0.04139,16.6,398,425,390,+502
2026-08-24,825041,608324,Alex Bregman,Chicago Cubs,Arizona Diamondbacks,0,Merrill Kelly,518876,R,19,586,4.6,1.05,1.05,0.99,1.19,1.01,1.0,1.0,,0.03817,16.4,720,425,625,+510
2026-08-24,823260,592518,Manny Machado,San Diego Padres,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,24,546,4.3,1.29,1.14,1.05,1.05,0.98,1.0,1.0,,0.04045,16.3,451,390,475,+513
2026-08-24,824964,686797,Brooks Lee,Minnesota Twins,Athletics,0,Jeffrey Springs,605488,L,20,499,4.0,1.2,0.83,1.1,1.19,1.0,1.16,1.1,HOT 92F · WIND 8 OUT,0.04344,16.3,500,325,500,+513
2026-08-24,824964,680869,Zack Gelof,Athletics,Minnesota Twins,1,Zebby Matthews,805673,R,14,303,3.8,1.26,1.13,1.1,1.17,1.0,1.16,1.1,HOT 92F · WIND 8 OUT,0.04473,16.0,422,333,425,+525
2026-08-24,823260,699013,Esmerlyn Valdez,Pittsburgh Pirates,San Diego Padres,0,Robbie Ray,592662,L,14,243,4.0,1.4,1.19,1.01,1.01,0.98,1.0,1.0,,0.04209,15.8,361,400,350,+533
2026-08-24,822695,666160,Mickey Moniak,Colorado Rockies,Washington Nationals,0,Cade Cavalli,676917,R,21,344,3.8,1.54,1.2,1.08,0.94,1.0,1.0,1.04,,0.04394,15.7,470,425,500,+537
2026-08-24,823183,701398,Sal Stewart,Cincinnati Reds,San Francisco Giants,0,Carson Whisenhunt,687931,L,27,568,4.3,1.37,1.07,1.04,1.01,0.91,1.0,1.0,,0.03839,15.5,472,475,500,+545
2026-08-24,824235,693307,Dillon Dingler,Detroit Tigers,Tampa Bay Rays,1,Drew Rasmussen,656876,R,26,509,4.2,1.43,1.2,1.04,0.93,0.95,1.24,1.02,WIND 12 OUT,0.03867,15.3,586,425,525,+554
2026-08-24,824557,694671,Wyatt Langford,Texas Rangers,Chicago White Sox,0,José Urquidy,664353,R,14,337,4.3,1.2,1.09,0.98,0.99,1.05,0.86,0.99,WIND 7 IN,0.0378,15.3,477,375,425,+554
2026-08-24,824557,608369,Corey Seager,Texas Rangers,Chicago White Sox,0,José Urquidy,664353,R,13,299,4.2,1.22,1.12,0.99,0.99,1.05,0.86,0.99,WIND 7 IN,0.03846,15.2,362,333,330,+558
2026-08-24,824964,680777,Ryan Jeffers,Minnesota Twins,Athletics,0,Jeffrey Springs,605488,L,10,268,4.0,1.11,0.9,0.85,1.19,1.0,1.16,1.1,HOT 92F · WIND 8 OUT,0.04011,15.1,368,250,330,+562
2026-08-24,823183,668709,JJ Bleday,Cincinnati Reds,San Francisco Giants,0,Carson Whisenhunt,687931,L,21,429,4.2,1.36,1.04,0.97,1.01,0.91,1.0,1.0,,0.03812,15.1,790,675,750,+562
2026-08-24,824557,669394,Jake Burger,Texas Rangers,Chicago White Sox,0,José Urquidy,664353,R,21,493,4.0,1.25,1.0,1.1,0.99,1.05,0.86,0.99,WIND 7 IN,0.03956,14.9,508,380,500,+571
2026-08-24,824964,605137,Josh Bell,Minnesota Twins,Athletics,0,Jeffrey Springs,605488,L,17,512,4.1,1.06,0.99,1.1,1.19,1.0,1.16,1.1,HOT 92F · WIND 8 OUT,0.03834,14.8,393,340,390,+576
2026-08-24,824557,592626,Joc Pederson,Texas Rangers,Chicago White Sox,0,José Urquidy,664353,R,22,389,3.3,1.49,1.17,0.97,0.99,1.05,0.86,0.99,WIND 7 IN,0.04705,14.7,353,333,350,+580
2026-08-24,823260,701538,Jackson Merrill,San Diego Padres,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,21,536,4.2,1.19,1.16,1.0,1.05,0.98,1.0,1.0,,0.03723,14.7,450,450,475,+580
2026-08-24,824964,668904,Royce Lewis,Minnesota Twins,Athletics,0,Jeffrey Springs,605488,L,13,391,4.1,1.05,1.05,0.87,1.19,1.0,1.16,1.1,HOT 92F · WIND 8 OUT,0.03815,14.7,301,300,290,+580
2026-08-24,823183,682829,Elly De La Cruz,Cincinnati Reds,San Francisco Giants,0,Carson Whisenhunt,687931,L,21,502,4.5,1.24,1.17,1.14,1.01,0.91,1.0,1.0,,0.03465,14.7,549,600,575,+580
2026-08-24,823828,575929,Willson Contreras,Boston Red Sox,Miami Marlins,0,Sandy Alcantara,645261,R,26,491,4.1,1.46,1.1,1.07,0.93,0.92,1.0,1.0,ROOF,0.03788,14.6,576,450,500,+585
2026-08-24,825041,683737,Michael Busch,Chicago Cubs,Arizona Diamondbacks,0,Merrill Kelly,518876,R,16,579,4.5,0.94,0.92,0.96,1.19,1.01,1.0,1.0,,0.03437,14.6,543,400,500,+585
