player_id,name,so,pa
500743,Miguel Rojas,19,192
502671,Paul Goldschmidt,79,329
514888,Jose Altuve,85,422
518595,Travis d'Arnaud,14,54
518692,Freddie Freeman,84,522
521692,Salvador Perez,97,484
543510,James McCann,29,118
543760,Marcus Semien,92,413
543807,George Springer,73,398
543877,Christian Vázquez,43,230
545121,Ildemaro Vargas,36,382
545341,Randal Grichuk,46,197
545361,Mike Trout,122,474
547180,Bryce Harper,112,538
553869,Elias Díaz,38,163
553993,Eugenio Suárez,133,375
571448,Nolan Arenado,93,458
571771,Enrique Hernández,8,29
571912,Luke Maile,8,22
571970,Max Muncy,111,435
572233,Christian Walker,117,497
573262,Mike Yastrzemski,75,316
575929,Willson Contreras,118,469
592518,Manny Machado,113,523
592626,Joc Pederson,88,375
592663,J.T. Realmuto,75,353
592885,Christian Yelich,103,375
593428,Xander Bogaerts,84,474
593871,Jorge Polanco,36,145
595879,Javier Báez,26,141
595978,Austin Hedges,31,188
596019,Francisco Lindor,56,300
596117,Garrett Stubbs,10,46
596142,Gary Sánchez,44,220
596146,Max Kepler,28,124
605137,Josh Bell,102,491
605141,Mookie Betts,44,372
605170,Victor Caratini,67,331
606192,Teoscar Hernández,95,349
607043,Brandon Nimmo,108,502
607208,Trea Turner,115,538
608070,José Ramírez,48,397
608324,Alex Bregman,88,562
608348,Carson Kelly,56,329
608369,Corey Seager,69,274
620443,Luis Torrens,43,225
621438,Tyrone Taylor,35,183
621439,Byron Buxton,93,381
621493,Taylor Ward,109,538
621566,Matt Olson,137,545
622268,Donovan Walton,27,158
622761,Jorge Mateo,42,143
623168,Tyler Heineman,23,147
624413,Pete Alonso,130,543
624424,Michael Conforto,65,220
624428,Adam Frazier,31,110
624431,Jose Trevino,20,102
624641,Edmundo Sosa,43,205
630105,Jake Cronenworth,61,284
640459,Brian Navarreto,10,32
640902,Jhonny Pereda,13,75
641343,Jake Bauers,111,448
641680,Jonah Heim,54,286
641857,Ryan McMahon,91,301
641933,Tyler O'Neill,69,248
642086,Dominic Smith,43,280
642201,Eli White,37,165
642215,Weston Wilson,33,115
642350,Jose Siri,47,152
642708,Amed Rosario,52,200
642715,Willy Adames,133,485
642851,Austin Wynns,24,89
643217,Andrew Benintendi,88,370
643289,Mauricio Dubón,61,479
643446,Jeff McNeil,44,375
645277,Ozzie Albies,75,534
645302,Victor Robles,22,136
645305,Ali Sánchez,16,64
646240,Rafael Devers,137,525
647304,Josh Naylor,63,497
650333,Luis Arraez,23,525
650402,Gleyber Torres,57,304
650489,Willi Castro,115,424
650490,Yandy Díaz,76,530
650559,Bryan De La Cruz,8,36
