player_id,name,so,pa
500743,Miguel Rojas,24,219
502671,Paul Goldschmidt,85,359
514888,Jose Altuve,101,500
518595,Travis d'Arnaud,22,72
518692,Freddie Freeman,99,596
521692,Salvador Perez,110,567
543510,James McCann,37,145
543760,Marcus Semien,99,487
543807,George Springer,85,464
543877,Christian Vázquez,49,255
545121,Ildemaro Vargas,45,454
545341,Randal Grichuk,53,225
545361,Mike Trout,147,561
547180,Bryce Harper,129,617
553869,Elias Díaz,50,209
553993,Eugenio Suárez,153,443
571448,Nolan Arenado,108,530
571657,Kyle Farmer,4,16
571771,Enrique Hernández,21,61
571912,Luke Maile,12,38
571970,Max Muncy,123,494
572233,Christian Walker,133,571
573262,Mike Yastrzemski,88,358
592450,Aaron Judge,74,264
592518,Manny Machado,127,598
592626,Joc Pederson,100,417
592663,J.T. Realmuto,86,409
592885,Christian Yelich,116,446
593428,Xander Bogaerts,97,542
595879,Javier Báez,34,177
595978,Austin Hedges,40,221
596019,Francisco Lindor,76,386
596115,Trevor Story,67,212
596117,Garrett Stubbs,12,59
596142,Gary Sánchez,52,252
602104,Ramón Urías,17,96
605137,Josh Bell,113,567
605141,Mookie Betts,51,452
605170,Victor Caratini,68,345
605353,Vimael Machín,2,2
606192,Teoscar Hernández,115,422
606466,Ketel Marte,81,548
607043,Brandon Nimmo,123,584
607208,Trea Turner,133,622
608070,José Ramírez,61,480
608324,Alex Bregman,98,650
608348,Carson Kelly,65,384
608369,Corey Seager,84,357
620443,Luis Torrens,50,252
621438,Tyrone Taylor,39,221
621493,Taylor Ward,127,591
621566,Matt Olson,161,627
622268,Donovan Walton,35,215
622761,Jorge Mateo,52,183
623168,Tyler Heineman,27,179
624413,Pete Alonso,151,631
624424,Michael Conforto,72,260
624428,Adam Frazier,37,137
624431,Jose Trevino,25,134
624641,Edmundo Sosa,48,229
630105,Jake Cronenworth,82,355
640459,Brian Navarreto,18,54
640902,Jhonny Pereda,17,89
641343,Jake Bauers,132,519
641355,Cody Bellinger,79,497
641487,J.P. Crawford,84,411
641680,Jonah Heim,65,349
641857,Ryan McMahon,95,321
642086,Dominic Smith,45,290
642201,Eli White,44,203
642215,Weston Wilson,49,148
642350,Jose Siri,66,201
642708,Amed Rosario,56,227
643217,Andrew Benintendi,99,427
643289,Mauricio Dubón,66,550
643376,Danny Jansen,49,174
643396,Isiah Kiner-Falefa,18,146
643446,Jeff McNeil,52,460
645277,Ozzie Albies,89,616
645302,Victor Robles,22,147
645305,Ali Sánchez,22,73
646240,Rafael Devers,158,620
647304,Josh Naylor,73,573
650333,Luis Arraez,26,594
650402,Gleyber Torres,72,377
650490,Yandy Díaz,88,619
650559,Bryan De La Cruz,13,59
650968,Yohel Pozo,6,50
655316,Andruw Monasterio,62,326
656537,Derek Hill,67,202
656577,Alex Jackson,24,72
656716,Zach McKinstry,64,395
656775,Cedric Mullins,88,465
656941,Kyle Schwarber,200,621
657041,Lane Thomas,93,374
657136,Connor Wong,55,229
660271,Shohei Ohtani,144,596
660670,Ronald Acuña Jr.,92,403
660688,Keibert Ruiz,36,321
660821,Jesús Sánchez,68,295
661388,William Contreras,86,579
661531,Brian Serven,17,66
662139,Daulton Varsho,97,489
663330,Jahmai Jones,47,151
663457,Lars Nootbaar,54,274
663494,Bryan Torres,31,157
663538,Nico Hoerner,56,621
663586,Austin Riley,179,566
663611,Nick Madrigal,3,52
663616,Trevor Larnach,78,424
663647,Ke'Bryan Hayes,42,214
663656,Kyle Tucker,98,557
663728,Cal Raleigh,142,454
663743,Nick Fortes,38,294
663886,Tyler Stephenson,115,416
663968,Jake Mangum,84,430
663993,Nathaniel Lowe,94,388
664023,Ian Happ,178,581
664034,Ty France,94,433
664040,Brandon Lowe,171,591
664702,Myles Straw,39,293
664728,Kyle Isbel,63,283
664761,Alec Bohm,82,561
664770,Nathan Lukes,58,395
664774,LaMonte Wade Jr.,32,127
664954,Brett Sullivan,35,210
664983,Jake McCarthy,84,518
665019,Kody Clemens,116,518
665052,Griffin Conine,77,261
