date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-09-15,824307,696100,Hunter Goodman,Colorado Rockies,San Diego Padres,1,Walker Buehler,621111,R,38,535,4.1,1.86,1.19,1.03,1.02,1.05,1.0,1.01,,0.06061,22.6,,,,+342
2026-09-15,822925,691406,Junior Caminero,Tampa Bay Rays,Athletics,1,Jack Perkins,678022,R,40,652,4.3,1.7,1.18,0.99,1.12,0.98,1.0,1.0,ROOF,0.05674,22.2,,,,+350
2026-09-15,824143,670541,Yordan Alvarez,Houston Astros,Kansas City Royals,1,Michael Wacha,608379,R,38,639,4.4,1.65,1.12,1.04,1.03,1.04,1.0,1.0,ROOF,0.05367,21.6,283,300,280,+363
2026-09-15,823654,700250,Ben Rice,New York Yankees,Minnesota Twins,0,Bailey Ober,641927,R,38,616,4.3,1.69,1.19,1.11,1.06,0.99,1.18,0.98,WIND 9 OUT,0.05451,21.4,330,280,305,+367
2026-09-15,824627,621566,Matt Olson,Atlanta Braves,Chicago Cubs,0,Kevin Gausman,592332,R,39,654,4.3,1.66,1.13,0.98,1.05,1.0,1.0,1.02,,0.05301,20.9,340,325,320,+378
2026-09-15,824384,808959,Munetaka Murakami,Chicago White Sox,Cleveland Guardians,0,Foster Griffin,656492,L,31,503,4.3,1.64,0.94,1.03,1.04,0.98,1.25,1.04,WIND 14 OUT,0.05112,20.2,,,,+395
2026-09-15,822683,656941,Kyle Schwarber,Philadelphia Phillies,Washington Nationals,0,Jackson Kent,800600,L,44,648,4.5,1.84,1.03,1.0,0.86,1.0,1.0,1.03,,0.04867,20.1,,,,+398
2026-09-15,824627,691718,Pete Crow-Armstrong,Chicago Cubs,Atlanta Braves,1,Martín Pérez,527048,L,42,677,4.5,1.72,0.99,0.85,0.92,1.0,1.0,1.02,,0.04851,20.0,366,333,370,+400
2026-09-15,823654,592450,Aaron Judge,New York Yankees,Minnesota Twins,0,Bailey Ober,641927,R,18,283,4.4,1.53,1.11,0.92,1.06,0.99,1.18,0.98,WIND 9 OUT,0.04929,19.9,,,,+403
2026-09-15,823574,624413,Pete Alonso,Baltimore Orioles,New York Mets,0,Sean Manaea,640455,L,35,657,4.3,1.52,0.99,1.02,1.1,0.97,1.14,0.98,WIND 7 OUT,0.04958,19.6,,,,+410
