Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds,Game#,GamePk
2026-08-21,Atlanta Braves,Milwaukee Brewers,51.4,48.6,130,-140,118,-145,+7.9%,+5.5% ** BET **,-9.7%,-10.6%,Chris Sale,L,64.5,88.7,2343.0,13.1,Jacob Misiorowski,R,69.5,97.7,2565.0,17.4,0.764,0.687,4.35,2.89,-1.4,-1.5,CONFIRMED ✓,CONFIRMED+PLATOON,100,** BET **,DK vig 101.8%,+8.7%,-8.7%,+7.7%,-7.7%,,125,-135,1,823746
2026-08-21,St. Louis Cardinals,Philadelphia Phillies,49.0,51.0,240,-261,225,-275,+19.6%,+18.2%,-21.3%,-22.3%,Hunter Dobbins,R,25.0,89.2,2460.0,8.4,Jesús Luzardo,L,75.2,90.6,2208.0,13.0,0.788,0.769,3.6,2.8,0.0,0.0,N/A,CONFIRMED+PLATOON,105,,DK vig 101.7%,+20.1%,-20.1%,+19.4%,-19.4%,,235,-270,1,823420
2026-08-21,Toronto Blue Jays,New York Yankees,38.2,61.8,179,-193,170,-210,+2.4%,+1.2%,-4.1%,-5.9%,Mason Fluharty,L,25.5,86.8,2578.0,12.0,Cam Schlittler,R,76.0,95.9,2508.0,13.4,0.685,0.717,3.0,2.04,N/A,N/A,N/A,ESTIMATED,101,,DK vig 101.7%,+3.0%,-3.0%,+2.9%,-2.9%,Toronto Blue Jays,183,-203,1,823510
2026-08-21,San Francisco Giants,Boston Red Sox,42.9,57.1,158,-170,150,-185,+4.1%,+2.9%,-5.9%,-7.8%,Logan Webb,R,69.5,88.7,2030.0,8.6,Sonny Gray,R,66.3,87.4,2498.0,8.2,0.726,0.752,4.85,4.42,-0.8,-2.1,FADE ✗,CONFIRMED+PLATOON,104,,DK vig 101.8%,+4.8%,-4.8%,+4.8%,-4.8%,San Francisco Giants,162,-177,1,824721
2026-08-21,Washington Nationals,Miami Marlins,56.4,43.6,130,-140,125,-150,+12.9%,+12.0%,-14.7%,-16.4%,Brad Lord,R,31.2,90.6,2450.0,8.4,Ryan Gusto,R,26.8,88.8,2230.0,8.6,0.759,0.726,3.65,3.42,-5.5,2.6,FADE ✗,PARTIAL,96,,DK vig 101.8%,+13.7%,-13.7%,+13.9%,-13.9%,,135,-145,1,823830
2026-08-21,Tampa Bay Rays,Baltimore Orioles,49.7,50.3,111,-119,105,-130,+2.3%,+0.9%,-4.0%,-6.2%,Freddy Peralta,R,64.0,89.3,2302.0,10.8,Trevor Rogers,L,62.8,89.2,2203.0,10.8,0.737,0.711,6.47,4.14,-5.4,2.6,CONFIRMED ✓,PARTIAL,102,,DK vig 101.7%,+3.1%,-3.1%,+3.4%,-3.4%,Tampa Bay Rays,110,-121,1,824800
2026-08-21,New York Mets,Chicago White Sox,40.6,59.4,131,-140,120,-145,-2.7%,-4.9%,+1.1%,+0.2%,Sean Manaea,L,55.5,85.5,2111.0,10.5,Sean Burke,R,70.0,89.7,2512.0,10.7,0.695,0.726,2.5,3.45,-1.4,-1.7,FADE ✗,ESTIMATED,99,,DK vig 101.6%,-2.0%,+2.0%,-2.9%,+2.9%,,130,-140,1,824559
2026-08-21,Detroit Tigers,Kansas City Royals,61.2,38.8,-108,101,-115,-105,+9.3%,+7.7%,-11.0%,-12.4%,Troy Melton,R,42.2,91.8,2196.0,11.4,Noah Cameron,L,69.2,86.8,2197.0,10.5,0.725,0.71,5.13,3.48,7.1,-10.1,CONFIRMED ✓,ESTIMATED,99,,DK vig 101.7%,+10.2%,-10.2%,+10.1%,-10.1%,,-111,101,1,824072
2026-08-21,Athletics,Houston Astros,49.2,50.8,165,-177,154,-190,+11.5%,+9.8%,-13.1%,-14.7%,J.T. Ginn,R,63.7,90.5,1971.0,11.2,Hayden Wesneski,R,11.3,88.1,2328.0,10.9,0.719,0.727,5.58,6.87,-14.6,11.5,CONFIRMED ✓,ESTIMATED,99,,DK vig 101.6%,+12.1%,-12.1%,+11.6%,-11.6%,,165,-180,1,824152
2026-08-21,Los Angeles Angels,Texas Rangers,47.2,52.8,127,-137,120,-145,+3.1%,+1.7%,-5.0%,-6.4%,Reid Detmers,L,71.5,88.1,2232.0,11.3,MacKenzie Gore,L,69.8,90.4,2170.0,11.3,0.687,0.708,2.38,3.63,-0.8,-2.0,FADE ✗,ESTIMATED,103,,DK vig 101.9%,+3.9%,-3.9%,+3.7%,-3.7%,Los Angeles Angels,125,-135,1,822857
