Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds
2026-08-06,Los Angeles Angels,Baltimore Orioles,25.4,74.6,154,-164,145,-180,-14.0%,-15.4%,+12.5%,+10.3%,Ryan Johnson,R,23.0,87.3,2237.0,10.8,Brandon Young,R,51.7,88.5,2047.0,9.4,0.693,0.711,3.98,4.17,-5.3,2.1,CONFIRMED ✓,ESTIMATED,102,,DK vig 101.5%,-13.4%,+13.4%,-13.4%,+13.4%,,150,-160
2026-08-06,Athletics,Cincinnati Reds,39.9,60.1,145,-154,135,-165,-0.9%,-2.7%,-0.5%,-2.2%,Mason Barnett,R,14.8,89.1,2394.0,8.5,Andrew Abbott,L,61.0,87.3,2448.0,8.6,0.718,0.706,6.68,3.71,-5.1,2.0,CONFIRMED ✓,ESTIMATED,106,,DK vig 101.4%,-0.3%,+0.3%,-0.7%,+0.7%,,142,-152
2026-08-06,New York Mets,Cleveland Guardians,47.8,52.2,-114,-105,-110,-110,-5.5%,-4.6%,+1.0%,-0.2%,Nolan McLean,R,62.8,91.1,2496.0,9.6,Foster Griffin,L,64.7,85.8,2167.0,10.0,0.686,0.681,2.71,3.44,9.6,-9.7,FADE ✗,ESTIMATED,98,,,-3.2%,+3.2%,-2.2%,+2.2%,Cleveland Guardians,-111,101
2026-08-06,Pittsburgh Pirates,Milwaukee Brewers,49.4,50.6,118,-142,115,-140,+3.5% ** BET **,+2.9%,-8.1%,-7.7%,Braxton Ashcraft,R,63.7,92.5,2473.0,11.9,Dustin May,R,54.5,92.7,2529.0,9.5,0.746,0.733,4.52,4.13,-11.8,11.7,CONFIRMED ✓,ESTIMATED,100,** BET **,,+5.5%,-5.5%,+5.0%,-5.0%,Pittsburgh Pirates,120,-130
2026-08-06,Toronto Blue Jays,Chicago Cubs,54.7,45.3,-123,102,-120,100,-0.5%,+0.2%,-4.2%,-4.7%,Dylan Cease,R,59.7,91.2,2485.0,13.7,David Peterson,L,50.5,88.9,2137.0,8.7,0.679,0.756,2.43,2.45,0.0,0.0,N/A,ESTIMATED,104,,,+2.0%,-2.0%,+2.5%,-2.5%,,-121,110
2026-08-06,Detroit Tigers,Seattle Mariners,47.5,52.5,104,-125,105,-125,-1.5%,-1.3%,-3.1%,-3.1%,Framber Valdez,L,60.2,88.1,2290.0,8.1,Bryce Miller,R,37.0,90.7,2154.0,12.4,0.729,0.688,3.05,4.72,3.1,-3.1,FADE ✗,ESTIMATED,96,,,+0.7%,-0.7%,+0.8%,-0.8%,,110,-121
2026-08-06,Washington Nationals,Philadelphia Phillies,41.0,59.0,279,-358,275,-350,+14.6%,+14.3%,-19.2%,-18.8%,Miles Mikolas,R,54.0,88.4,2209.0,5.5,Cristopher Sánchez,L,72.3,90.4,2082.0,14.8,0.766,0.704,4.76,3.81,-17.3,17.2,CONFIRMED ✓,ESTIMATED,105,,,+15.8%,-15.8%,+15.4%,-15.4%,,295,-350
2026-08-06,Chicago White Sox,Boston Red Sox,39.4,60.6,153,-187,154,-190,-0.1%,+0.0%,-4.6%,-4.9%,Luis Castillo,R,0,None,None,None,Ranger Suarez,L,50.0,86.1,1975.0,9.7,0.719,0.717,3.18,2.53,-9.5,9.4,CONFIRMED ✓,ESTIMATED,104,,,+1.7%,-1.7%,+1.8%,-1.8%,,159,-174
2026-08-06,Miami Marlins,Atlanta Braves,42.2,57.8,130,-157,125,-155,-1.3%,-2.2%,-3.3%,-3.0%,Janson Junk,R,39.3,88.4,2196.0,6.0,Martín Pérez,L,48.7,85.2,1973.0,8.6,0.728,0.732,2.85,2.15,-0.2,0.2,N/A,ESTIMATED,102,,,+0.6%,-0.6%,-0.0%,+0.0%,,139,-149
2026-08-06,Minnesota Twins,Kansas City Royals,44.8,55.2,104,-126,105,-125,-4.2%,-4.0%,-0.6%,-0.4%,Bailey Ober,R,43.5,83.6,2154.0,9.4,Michael Wacha,R,69.2,87.0,1991.0,8.2,0.721,0.711,4.35,4.22,-10.8,10.9,CONFIRMED ✓,ESTIMATED,99,,,-2.0%,+2.0%,-1.9%,+1.9%,,110,-121
2026-08-06,San Diego Padres,Arizona Diamondbacks,None,None,-105,-114,-105,-115,N/A,N/A,N/A,N/A,Walker Buehler,R,52.2,89.7,2204.0,8.1,Kohl Drake,R,0,None,None,None,0.694,0.709,4.24,3.63,0.7,-0.9,N/A,ESTIMATED,97,,,N/A,N/A,N/A,N/A,,-105,-105
