player_id,name,so,pa
500743,Miguel Rojas,24,222
502671,Paul Goldschmidt,85,359
514888,Jose Altuve,103,509
518595,Travis d'Arnaud,22,73
518692,Freddie Freeman,102,600
521692,Salvador Perez,110,574
543510,James McCann,39,148
543760,Marcus Semien,99,492
543807,George Springer,85,465
543877,Christian Vázquez,49,257
545121,Ildemaro Vargas,45,461
545341,Randal Grichuk,54,230
545361,Mike Trout,147,566
547180,Bryce Harper,133,626
553869,Elias Díaz,51,212
553993,Eugenio Suárez,154,447
571448,Nolan Arenado,108,537
571657,Kyle Farmer,4,16
571771,Enrique Hernández,22,68
571912,Luke Maile,12,38
571970,Max Muncy,127,503
572233,Christian Walker,133,579
573262,Mike Yastrzemski,88,363
592450,Aaron Judge,75,268
592518,Manny Machado,130,607
592626,Joc Pederson,101,424
592663,J.T. Realmuto,88,414
592885,Christian Yelich,119,451
593428,Xander Bogaerts,97,550
595879,Javier Báez,34,177
595978,Austin Hedges,40,221
596019,Francisco Lindor,77,392
596115,Trevor Story,69,217
596117,Garrett Stubbs,12,59
596142,Gary Sánchez,53,254
602104,Ramón Urías,17,97
605137,Josh Bell,113,571
605141,Mookie Betts,52,461
605170,Victor Caratini,69,348
605353,Vimael Machín,2,3
606192,Teoscar Hernández,116,429
606466,Ketel Marte,81,556
607043,Brandon Nimmo,129,597
607208,Trea Turner,135,632
608070,José Ramírez,62,485
608324,Alex Bregman,99,657
608348,Carson Kelly,66,388
608369,Corey Seager,88,370
620443,Luis Torrens,51,257
621438,Tyrone Taylor,39,221
621493,Taylor Ward,127,595
621566,Matt Olson,161,635
622268,Donovan Walton,35,221
622761,Jorge Mateo,56,192
623168,Tyler Heineman,27,183
624413,Pete Alonso,153,637
624424,Michael Conforto,72,266
624428,Adam Frazier,37,137
624431,Jose Trevino,27,139
624641,Edmundo Sosa,50,233
630105,Jake Cronenworth,83,358
640459,Brian Navarreto,18,54
640902,Jhonny Pereda,17,89
641343,Jake Bauers,134,522
641355,Cody Bellinger,81,506
641487,J.P. Crawford,86,423
641680,Jonah Heim,65,352
641857,Ryan McMahon,97,330
642086,Dominic Smith,46,292
642201,Eli White,45,204
642215,Weston Wilson,49,151
642350,Jose Siri,67,206
642708,Amed Rosario,56,227
643217,Andrew Benintendi,101,435
643289,Mauricio Dubón,66,558
643376,Danny Jansen,50,181
643396,Isiah Kiner-Falefa,18,150
643446,Jeff McNeil,52,464
645277,Ozzie Albies,90,622
645302,Victor Robles,22,147
645305,Ali Sánchez,22,73
646240,Rafael Devers,159,624
647304,Josh Naylor,76,584
650333,Luis Arraez,26,603
650402,Gleyber Torres,72,377
650490,Yandy Díaz,89,629
650559,Bryan De La Cruz,13,63
650968,Yohel Pozo,6,50
655316,Andruw Monasterio,62,327
656537,Derek Hill,67,203
656577,Alex Jackson,24,72
656716,Zach McKinstry,64,395
656775,Cedric Mullins,90,472
656811,Ryan O'Hearn,86,398
656941,Kyle Schwarber,205,632
657136,Connor Wong,55,229
660271,Shohei Ohtani,144,596
660670,Ronald Acuña Jr.,93,412
660688,Keibert Ruiz,36,325
660821,Jesús Sánchez,70,299
661388,William Contreras,87,586
661531,Brian Serven,18,69
662139,Daulton Varsho,99,498
663330,Jahmai Jones,47,152
663457,Lars Nootbaar,54,278
663494,Bryan Torres,31,165
663538,Nico Hoerner,56,628
663586,Austin Riley,182,573
663611,Nick Madrigal,3,55
663616,Trevor Larnach,79,428
663647,Ke'Bryan Hayes,44,217
663656,Kyle Tucker,99,563
663728,Cal Raleigh,146,466
663743,Nick Fortes,38,297
663886,Tyler Stephenson,115,421
663968,Jake Mangum,84,435
663993,Nathaniel Lowe,95,393
664023,Ian Happ,180,585
664034,Ty France,95,442
664040,Brandon Lowe,174,601
664702,Myles Straw,40,295
664728,Kyle Isbel,64,288
664761,Alec Bohm,83,565
664770,Nathan Lukes,58,400
664774,LaMonte Wade Jr.,33,128
664954,Brett Sullivan,37,214
664983,Jake McCarthy,86,528
665019,Kody Clemens,117,522
665052,Griffin Conine,78,268
665161,Jeremy Peña,96,420
665487,Fernando Tatis Jr.,116,634
665489,Vladimir Guerrero Jr.,71,558
665506,Cristian Pache,4,8
665561,Rafael Marchán,15,94
665742,Juan Soto,53,407
665750,Leody Taveras,117,452
665804,Miguel Amaya,62,233
665833,Oneil Cruz,125,367
665877,José Fermín,43,334
665923,Esteury Ruiz,69,213
665926,Andrés Giménez,87,466
665953,Andrés Chaparro,45,192
665966,Carlos Narváez,87,270
666018,Jonathan Aranda,145,617
666023,Freddy Fermin,51,245
666126,Carlos Cortes,56,344
666139,Josh Lowe,86,301
666152,David Hamilton,76,354
666160,Mickey Moniak,107,397
666176,Jo Adell,144,595
666182,Bo Bichette,112,622
666211,Taylor Trammell,78,254
666310,Bo Naylor,23,94
666624,Christopher Morel,33,95
666971,Lourdes Gurriel Jr.,38,199
667472,Dane Myers,71,297
668227,Randy Arozarena,131,602
668670,Jake Rogers,48,163
668709,JJ Bleday,109,490
668723,Ryan Vilade,54,240
668800,Andrew Knizner,10,45
668804,Bryan Reynolds,148,640
668885,Austin Martin,60,335
668901,Mark Vientos,63,266
668904,Royce Lewis,112,452
668930,Brice Turang,154,617
668939,Adley Rutschman,59,359
668942,Josh Rojas,16,103
668952,Ryan Kreidler,52,236
669003,Garrett Mitchell,151,475
669016,Brandon Marsh,132,530
669065,Kyle Stowers,149,459
669134,Luis Campusano,45,205
669221,Sean Murphy,27,80
669224,Austin Wells,94,351
669236,Jeremiah Jackson,53,252
669242,Tommy Edman,56,272
669257,Will Smith,38,230
669357,Nolan Gorman,89,276
669392,Samad Taylor,37,126
669394,Jake Burger,150,558
669397,Nick Allen,30,147
669701,Josh Smith,45,205
669707,Jared Triolo,66,340
669720,Austin Hays,24,87
669743,Alex Call,34,183
670032,Nicky Lopez,39,237
670231,John Rave,26,116
670541,Yordan Alvarez,113,637
670623,Isaac Paredes,79,595
670770,TJ Friedl,62,266
671056,Iván Herrera,119,656
671218,Heliot Ramos,106,391
671277,Luis García Jr.,86,499
671732,Lawrence Butler,125,473
671739,Michael Harris II,111,560
671976,Tristan Peters,80,445
672016,Denzel Clarke,26,73
672275,Patrick Bailey,77,311
672356,Gabriel Arias,60,147
672386,Alejandro Kirk,33,269
672515,Gabriel Moreno,73,485
672613,Eliezer Alfonzo,3,28
672640,Otto Lopez,80,622
672695,Geraldo Perdomo,75,612
672724,Oswald Peraza,105,351
672960,Kazuma Okamoto,171,576
673237,Yainer Diaz,49,301
673490,Ha-Seong Kim,30,114
673548,Seiya Suzuki,138,573
675961,Alika Williams,45,200
676356,Jonny DeLuca,63,319
676369,Nelson Velázquez,35,105
676391,Ernie Clement,55,570
676439,Hunter Feduccia,57,226
676475,Alec Burleson,105,618
676551,Brewer Hicklen,10,30
676609,José Caballero,101,422
676724,Jared Young,61,317
677008,Heston Kjerstad,1,7
677347,Kyren Paris,5,11
677587,Brayan Rocchio,78,542
677588,José Tena,85,277
677594,Julio Rodríguez,134,590
677649,Ezequiel Duran,127,537
677800,Wilyer Abreu,126,624
677943,Will Banfield,2,7
677951,Bobby Witt Jr.,96,567
677956,Rece Hinds,22,48
678218,Brandon Valenzuela,66,252
678246,Miguel Vargas,114,634
678391,Jorbit Vivas,43,324
678489,Jorge Barrosa,43,162
678545,Osleivis Basabe,24,121
678662,Ezequiel Tovar,119,465
679529,Spencer Torkelson,174,551
679822,Justin Foscue,54,223
679845,Nick Loftin,65,389
680574,Matt McLain,124,455
680577,DaShawn Keirsey Jr.,0,0
680664,Eduardo Valencia,26,95
680700,Richie Palacios,63,360
680728,Adrian Del Castillo,55,195
680757,Steven Kwan,57,573
680776,Jarren Duran,157,569
680777,Ryan Jeffers,53,326
680779,Henry Davis,58,274
680869,Zack Gelof,95,373
681082,Bryson Stott,94,548
681198,TJ Rumfield,80,578
681230,BJ Murray Jr.,3,10
681297,Colton Cowser,107,351
681351,Logan O'Hoppe,67,273
681393,Connor Norby,99,331
681508,Mickey Gasper,29,195
681715,Heriberto Hernández,118,436
681807,David Fry,54,184
681987,Nate Eaton,12,43
682177,Daniel Schneemann,84,281
682626,Francisco Alvarez,116,376
682657,Angel Martínez,83,369
682663,Agustín Ramírez,49,209
682668,Luisangel Acuña,40,207
682829,Elly De La Cruz,154,567
682877,Juan Brito,21,74
682928,CJ Abrams,149,600
682985,Riley Greene,142,527
682987,Spencer Jones,83,235
682998,Corbin Carroll,135,608
683002,Gunnar Henderson,140,647
683011,Anthony Volpe,45,198
683021,Michael Stefanic,3,20
683083,Nasim Nuñez,96,466
683090,Matthew Lugo,3,9
683146,Brett Baty,117,432
683227,Cody Freeman,14,93
683357,Owen Caissie,123,328
683734,Andrew Vaughn,50,317
683737,Michael Busch,149,647
683748,Victor Mesa Jr.,42,211
683766,Christian Koss,40,167
683953,Travis Bazzana,95,458
685133,Wade Meckler,53,273
686217,Sal Frelick,38,354
686469,Vinnie Pasquantino,66,428
686475,Tyler Tolbert,25,134
686527,Dominic Canzone,101,465
686555,Isaac Collins,106,479
686611,Dylan Crews,96,387
686668,Brenton Doyle,60,184
686681,Michael Massey,65,395
686765,Nick Sogard,43,217
686780,Pedro Pagés,52,198
686797,Brooks Lee,90,564
686948,Drake Baldwin,118,548
687093,Vaughn Grissom,74,405
687231,Darell Hernaiz,31,157
687263,Zach Neto,192,630
687363,Victor Scott II,44,186
687401,Joey Ortiz,69,370
687462,Spencer Horwitz,65,418
687529,Grant McCray,23,77
687551,Drew Gilbert,65,361
687597,Jordan Beck,45,152
687605,Andrew Pinckney,8,25
687637,Dylan Beavers,78,304
687749,Jase Bowen,35,93
687859,Troy Johnston,74,417
687952,Christian Encarnacion-Strand,45,163
687957,Dustin Harris,12,82
688363,Graham Pauley,32,140
689414,Liam Hicks,50,512
690976,Alex Freeland,70,245
690984,Petey Halpin,33,173
690993,Colt Keith,81,405
691002,Yohandy Morales,8,19
691019,Kyle Teel,33,86
691023,Jordan Walker,154,611
691026,Masyn Winn,105,494
691176,Jasson Domínguez,48,222
691182,Adael Amador,7,41
691277,Deyvison De Los Santos,4,15
691406,Junior Caminero,117,639
691594,Javier Sanoja,34,427
691718,Pete Crow-Armstrong,172,659
691720,Kyle Karros,87,414
691723,Coby Mayo,123,393
691728,Zac Veen,21,52
691777,Max Muncy,87,273
691781,Brady House,83,313
691783,Jordan Lawlar,29,99
691788,Joe Mack,76,297
691858,Jared Serna,1,10
693304,Nick Gonzales,91,564
693307,Dillon Dingler,128,563
694192,Jackson Chourio,118,509
694197,Angel Genao,16,114
694203,Denzer Guzman,63,241
694208,Moisés Ballesteros,69,299
694212,Samuel Basallo,98,371
694249,Cole Carrigg,71,304
694371,Tommy Troy,33,140
694374,Tim Tawa,75,299
694376,Shay Whitcomb,23,79
694378,Jacob Gonzalez,41,213
694497,Evan Carter,104,418
694671,Wyatt Langford,88,409
694673,Abimelec Ortiz,29,112
695257,Billy Cook,20,52
695336,Thomas Saggese,34,125
695391,Brett Harris,3,11
695491,Joshua Báez,30,92
695506,Jac Caglianone,131,510
695508,Cam Cauley,15,65
695578,James Wood,160,566
695600,Carter Jensen,153,547
695657,Colson Montgomery,202,582
695670,Harry Ford,23,97
695681,Christian Moore,29,91
695720,Tommy White,27,161
695731,Braden Montgomery,62,317
695734,Daylen Lile,118,603
696100,Hunter Goodman,168,522
696285,Jacob Young,72,435
699013,Esmerlyn Valdez,106,284
699024,Leo Bernal,7,40
699115,Carlos Jorge,4,13
699302,Héctor Rodríguez,30,106
699393,Pedro Ramírez,41,217
700250,Ben Rice,149,604
700337,Edgar Quero,43,213
