date,pk,pitcher_id,name,team,opp,home,hand,season_so,season_bf,season_gs,season_ip,prior_so,prior_bf,bf_l5,bf_season,exp_bf,p_pit,f_pit,lineup_src,lineup_n,lineup_k,f_lineup,pk_pa,exp_k,p_over_3.5,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,line_dk,over_dk,under_dk,line_fd,over_fd,under_fd,line_mgm,over_mgm,under_mgm,line_czr,over_czr,under_czr,alts,cons_line,p_over_cons,fair_over,fair_under,best_side,best_book,best_line,best_price,best_edge,odds_at,built_at
2026-09-23,824223,663992,Richard Lovelady,Washington Nationals,Detroit Tigers,0,L,30,159,5,32.7,12,57,6.0,12.04,9.02,0.2055,0.929,confirmed,9,0.2213,1.001,0.2056,1.85,0.1285,0.0472,0.0148,0.004,0.001,0.0002,,,,,,,,,,,,,,,,,,,,,,,2026-09-23T15:31:48Z,2026-09-23T16:00:06Z
2026-09-23,824223,664285,Framber Valdez,Detroit Tigers,Washington Nationals,1,L,129,736,30,168.7,187,802,24.67,24.24,24.45,0.1871,0.846,confirmed,9,0.232,1.049,0.1966,4.67,0.6832,0.5036,0.3329,0.1973,0.1051,0.0505,5.5,112,-143,5.5,116,-148,4.5,-160,120,,,,"{""dk"":{""2.5"":[-1100,null],""3.5"":[-402,null],""4.5"":[-182,null],""5.5"":[115,null],""6.5"":[233,null],""7.5"":[455,null],""8.5"":[910,null],""9.5"":[1780,null]},""fd"":{""2.5"":[-2200,null],""3.5"":[-530,null],""4.5"":[-220,null],""5.5"":[116,null],""6.5"":[230,null],""7.5"":[470,null]},""mgm"":{""6.5"":[230,null],""3.5"":[-350,null],""2.5"":[-900,null],""4.5"":[-160,null],""5.5"":[125,null]},""czr"":{""3.5"":[-530,null],""4.5"":[-190,null],""5.5"":[119,null],""6.5"":[220,null],""7.5"":[425,null],""8.5"":[850,null]}}",5.5,0.3329,+200,-200,under,dk,5.5,-143,0.112,2026-09-23T15:31:48Z,2026-09-23T16:00:06Z
2026-09-23,824785,453286,Max Scherzer,Toronto Blue Jays,Baltimore Orioles,0,R,54,315,16,72.7,82,358,22.0,19.45,20.73,0.1927,0.871,confirmed,9,0.261,1.18,0.2289,4.75,0.6981,0.5215,0.349,0.2089,0.112,0.054,4.5,-103,-123,4.5,-115,-113,4.5,-120,-110,,,,"{""dk"":{""1.5"":[-3000,null],""2.5"":[-630,null],""3.5"":[-234,null],""4.5"":[-104,null],""5.5"":[206,null],""6.5"":[431,null],""7.5"":[890,null]},""fd"":{""2.5"":[-950,null],""3.5"":[-295,null],""4.5"":[-115,null],""5.5"":[180,null],""6.5"":[390,null]},""mgm"":{""5.5"":[175,null],""6.5"":[350,null],""4.5"":[-120,null],""3.5"":[-275,null],""2.5"":[-700,null]},""czr"":{""2.5"":[-950,null],""3.5"":[-295,null],""4.5"":[-113,null],""5.5"":[173,null],""6.5"":[340,null],""7.5"":[700,null]}}",4.5,0.5215,-109,+109,over,dk,4.5,-103,0.0424,2026-09-23T15:31:48Z,2026-09-23T16:00:06Z
2026-09-23,824785,605135,Chris Bassitt,Baltimore Orioles,Toronto Blue Jays,1,R,72,438,17,97.0,166,736,25.33,22.49,23.91,0.1833,0.829,confirmed,9,0.1957,0.885,0.1613,3.83,0.5326,0.3435,0.1958,0.0992,0.0449,0.0183,3.5,-140,109,3.5,-142,112,3.5,-165,125,,,,"{""dk"":{""1.5"":[-1440,null],""2.5"":[-377,null],""3.5"":[-140,null],""4.5"":[169,null],""5.5"":[394,null],""6.5"":[930,null]},""fd"":{""2.5"":[-460,null],""3.5"":[-142,null],""4.5"":[162,null],""5.5"":[360,null]},""mgm"":{""3.5"":[-175,null],""5.5"":[240,null],""2.5"":[-400,null],""6.5"":[450,null],""4.5"":[120,null]},""czr"":{""2.5"":[-460,null],""3.5"":[-148,null],""4.5"":[141,null],""5.5"":[300,null],""6.5"":[650,null]}}",3.5,0.5326,-114,+114,under,mgm,3.5,125,0.0509,2026-09-23T15:31:48Z,2026-09-23T16:00:06Z
2026-09-23,823168,687570,Connor Prielipp,Minnesota Twins,San Francisco Giants,0,L,125,513,21,120.3,0,0,23.0,22.45,22.72,0.2374,1.073,confirmed,9,0.2396,1.083,0.2567,5.84,0.8297,0.6964,0.5369,0.377,0.2403,0.139,5.5,109,-140,5.5,110,-140,5.5,105,-140,,,,"{""dk"":{""2.5"":[-1100,null],""3.5"":[-409,null],""4.5"":[-184,null],""5.5"":[108,null],""6.5"":[209,null],""7.5"":[390,null],""8.5"":[720,null],""9.5"":[1300,null]},""fd"":{""2.5"":[-2200,null],""3.5"":[-560,null],""4.5"":[-220,null],""5.5"":[110,null],""6.5"":[215,null],""7.5"":[450,null]},""mgm"":{""7.5"":[425,null],""5.5"":[105,null],""4.5"":[-200,null],""6.5"":[210,null],""3.5"":[-500,null]},""czr"":{""3.5"":[-500,null],""4.5"":[-205,null],""5.5"":[110,null],""6.5"":[205,null],""7.5"":[400,null],""8.5"":[750,null]}}",5.5,0.5369,-116,+116,over,fd,5.5,110,0.0874,2026-09-23T15:31:48Z,2026-09-23T16:46:02Z
2026-09-23,823168,702885,Cesar Perdomo,San Francisco Giants,Minnesota Twins,1,L,12,83,3,19.3,0,0,26.0,22.82,24.41,0.1987,0.898,confirmed,9,0.2127,0.961,0.1908,4.53,0.661,0.478,0.3092,0.179,0.093,0.0436,3.5,101,-129,3.5,-104,-122,3.5,100,-135,,,,"{""dk"":{""1.5"":[-880,null],""2.5"":[-257,null],""3.5"":[100,null],""4.5"":[230,null],""5.5"":[532,null],""6.5"":[1160,null]},""fd"":{""2.5"":[-310,null],""3.5"":[-104,null],""4.5"":[220,null],""5.5"":[520,null]},""mgm"":{""3.5"":[115,null],""4.5"":[250,null],""2.5"":[-200,null],""6.5"":[875,null],""5.5"":[475,null]},""czr"":{""1.5"":[-1700,null],""2.5"":[-280,null],""3.5"":[102,null],""4.5"":[215,null],""5.5"":[475,null],""6.5"":[1100,null]}}",3.5,0.661,-195,+195,over,mgm,3.5,115,0.1959,2026-09-23T15:31:48Z,2026-09-23T16:46:02Z
2026-09-23,823327,669461,Matthew Liberatore,St. Louis Cardinals,Pittsburgh Pirates,0,L,148,652,30,149.3,122,648,22.0,21.61,21.8,0.2197,0.993,confirmed,9,0.2169,0.981,0.2154,4.68,0.6874,0.5086,0.337,0.1997,0.1061,0.0507,4.5,-155,122,4.5,-142,112,4.5,-155,115,,,,"{""fd"":{""2.5"":[-1100,null],""3.5"":[-360,null],""4.5"":[-142,null],""5.5"":[144,null],""6.5"":[310,null],""7.5"":[680,null]},""czr"":{""3.5"":[-400,null],""4.5"":[-145,null],""5.5"":[127,null],""6.5"":[250,null],""7.5"":[500,null],""8.5"":[1000,null]},""mgm"":{""5.5"":[130,null],""3.5"":[-350,null],""6.5"":[250,null],""4.5"":[-155,null],""2.5"":[-900,null]},""dk"":{""2.5"":[-900,null],""3.5"":[-337,null],""4.5"":[-152,null],""5.5"":[135,null],""6.5"":[265,null],""7.5"":[526,null],""8.5"":[1020,null]}}",4.5,0.5086,-104,+104,under,dk,4.5,122,0.0658,2026-09-23T19:32:14Z,2026-09-23T19:32:15Z
2026-09-23,823410,701656,Logan Henderson,Milwaukee Brewers,Philadelphia Phillies,0,R,107,349,17,93.3,33,99,21.0,20.46,20.73,0.289,1.307,confirmed,9,0.1838,0.831,0.2437,5.06,0.742,0.5762,0.4035,0.2538,0.1434,0.073,5.5,-101,-126,5.5,-102,-125,5.5,-105,-125,,,,"{""fd"":{""2.5"":[-3000,null],""3.5"":[-650,null],""4.5"":[-265,null],""5.5"":[-102,null],""6.5"":[196,null],""7.5"":[400,null]},""czr"":{""9.5"":[1400,null],""3.5"":[-675,null],""4.5"":[-235,null],""5.5"":[-102,null],""6.5"":[182,null],""7.5"":[350,null],""8.5"":[675,null]},""mgm"":{""7.5"":[340,null],""3.5"":[-650,null],""4.5"":[-275,null],""6.5"":[170,null],""5.5"":[-120,null]},""dk"":{""2.5"":[-1500,null],""3.5"":[-484,null],""4.5"":[-211,null],""5.5"":[100,null],""6.5"":[197,null],""7.5"":[392,null],""8.5"":[790,null],""9.5"":[1480,null]}}",5.5,0.4035,+148,-148,under,mgm,5.5,-125,0.0762,2026-09-23T19:32:14Z,2026-09-23T19:32:15Z
2026-09-23,824868,671096,Andrew Abbott,Cincinnati Reds,Atlanta Braves,0,L,125,701,31,159.0,149,684,21.0,22.85,21.92,0.1873,0.847,confirmed,9,0.2246,1.016,0.1903,4.14,0.594,0.4047,0.2443,0.1311,0.0628,0.027,3.5,-137,107,3.5,-142,112,4.5,135,-185,,,,"{""fd"":{""2.5"":[-440,null],""3.5"":[-142,null],""4.5"":[158,null],""5.5"":[360,null]},""czr"":{""2.5"":[-460,null],""3.5"":[-139,null],""4.5"":[151,null],""5.5"":[325,null],""6.5"":[700,null]},""mgm"":{""3.5"":[-190,null],""4.5"":[115,null],""5.5"":[230,null],""6.5"":[450,null],""2.5"":[-450,null]},""dk"":{""1.5"":[-1140,null],""2.5"":[-330,null],""3.5"":[-134,null],""4.5"":[166,null],""5.5"":[353,null],""6.5"":[750,null],""7.5"":[1500,null]}}",3.5,0.594,-146,+146,over,dk,3.5,-137,0.0493,2026-09-23T19:32:14Z,2026-09-23T19:32:15Z
2026-09-23,824868,519242,Chris Sale,Atlanta Braves,Cincinnati Reds,1,L,190,627,26,157.0,165,510,24.67,23.47,24.07,0.301,1.361,confirmed,9,0.2481,1.122,0.3335,7.92,0.9466,0.8924,0.8066,0.6893,0.5506,0.4079,7.5,109,-139,7.5,114,-146,7.5,100,-135,,,,"{""fd"":{""4.5"":[-1200,null],""5.5"":[-440,null],""6.5"":[-205,null],""7.5"":[114,null],""8.5"":[215,null],""9.5"":[420,null]},""czr"":{""9.5"":[305,null],""4.5"":[-1450,null],""5.5"":[-400,null],""6.5"":[-193,null],""7.5"":[104,null],""8.5"":[180,null]},""mgm"":{""5.5"":[-400,null],""8.5"":[190,null],""7.5"":[-105,null],""9.5"":[350,null],""6.5"":[-200,null]},""dk"":{""4.5"":[-1140,null],""5.5"":[-427,null],""6.5"":[-191,null],""7.5"":[109,null],""8.5"":[225,null],""9.5"":[466,null],""10.5"":[960,null]}}",7.5,0.5506,-123,+123,over,fd,7.5,114,0.1101,2026-09-23T19:32:14Z,2026-09-23T19:32:15Z
