date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-08-18,824319,696100,Hunter Goodman,Colorado Rockies,Los Angeles Dodgers,1,Eric Lauer,641778,L,34,460,4.1,1.86,0.99,0.95,1.19,1.05,1.0,1.0,,0.07109,26.1,230,190,220,+283
2026-08-18,823667,621566,Matt Olson,Atlanta Braves,Minnesota Twins,0,Zebby Matthews,805673,R,36,545,4.4,1.75,1.16,1.06,1.16,0.99,1.0,1.0,,0.06181,24.5,292,250,280,+308
2026-08-18,824319,660271,Shohei Ohtani,Los Angeles Dodgers,Colorado Rockies,0,Ryan Feltner,663372,R,29,530,4.4,1.51,1.03,0.99,1.17,1.05,1.0,1.0,,0.05636,22.5,190,200,192,+344
2026-08-18,824154,670541,Yordan Alvarez,Houston Astros,Los Angeles Angels,1,George Klassen,691946,R,36,543,4.4,1.76,1.15,1.05,0.98,1.04,1.0,1.0,,0.05485,22.0,229,240,225,+355
2026-08-18,823423,656941,Kyle Schwarber,Philadelphia Phillies,Miami Marlins,1,Cade Gibson,806188,L,37,536,4.5,1.81,1.04,0.91,0.89,1.06,1.0,1.0,,0.05238,21.5,257,200,245,+365
2026-08-18,824639,808959,Munetaka Murakami,Chicago White Sox,Chicago Cubs,0,Kevin Gausman,592332,R,28,388,4.4,1.77,1.2,1.08,0.98,1.0,1.0,1.0,,0.05324,21.4,281,200,255,+367
2026-08-18,823667,621439,Byron Buxton,Minnesota Twins,Atlanta Braves,1,Tyler Mahle,641816,R,25,381,4.4,1.64,1.2,1.14,1.03,0.99,1.0,1.0,,0.0515,20.8,306,250,290,+381
2026-08-18,824319,571970,Max Muncy,Los Angeles Dodgers,Colorado Rockies,0,Ryan Feltner,663372,R,25,435,3.8,1.52,1.12,1.05,1.17,1.05,1.0,1.0,,0.05698,20.0,283,260,265,+400
2026-08-18,824319,666160,Mickey Moniak,Colorado Rockies,Los Angeles Dodgers,1,Eric Lauer,641778,L,19,323,3.8,1.48,0.96,1.06,1.19,1.05,1.0,1.0,,0.05658,19.9,,425,,+403
2026-08-18,822938,691406,Junior Caminero,Tampa Bay Rays,Toronto Blue Jays,1,José Soriano,667755,R,35,542,4.4,1.72,1.2,1.08,0.92,0.98,1.0,1.0,,0.04719,19.2,368,340,350,+421
2026-08-18,824723,575929,Willson Contreras,Boston Red Sox,Arizona Diamondbacks,1,Merrill Kelly,518876,R,25,469,4.1,1.46,1.09,1.01,1.18,0.96,1.0,1.0,,0.05037,19.1,447,350,400,+424
2026-08-18,824639,691718,Pete Crow-Armstrong,Chicago Cubs,Chicago White Sox,1,TBD,,,30,561,4.5,1.49,1.0,1.0,1.0,1.0,1.0,1.0,,0.0457,19.0,318,270,305,+426
2026-08-18,822859,682928,CJ Abrams,Washington Nationals,Texas Rangers,0,Cal Quantrill,615698,R,29,525,4.3,1.52,1.2,1.06,1.0,1.01,1.0,1.0,,0.04658,18.5,336,310,330,+441
2026-08-18,824803,700250,Ben Rice,New York Yankees,Baltimore Orioles,0,Shane Baz,669358,R,33,509,4.3,1.71,1.17,1.15,0.86,1.03,1.0,1.0,,0.04628,18.4,370,240,320,+443
2026-08-18,823667,686948,Drake Baldwin,Atlanta Braves,Minnesota Twins,0,Zebby Matthews,805673,R,20,453,4.4,1.27,1.1,0.99,1.16,0.99,1.0,1.0,,0.04478,18.3,368,375,370,+446
2026-08-18,824475,691023,Jordan Walker,St. Louis Cardinals,Cincinnati Reds,0,Andrew Abbott,671096,L,24,521,4.3,1.32,1.13,1.02,0.99,1.14,1.0,1.0,,0.04544,18.1,310,240,290,+452
2026-08-18,823749,694192,Jackson Chourio,Milwaukee Brewers,Seattle Mariners,1,Bryce Miller,682243,R,17,411,4.5,1.21,1.05,1.09,1.11,1.05,1.0,1.0,,0.04313,18.0,421,340,400,+456
