player_id,name,so,pa
500743,Miguel Rojas,21,198
502671,Paul Goldschmidt,81,334
514888,Jose Altuve,93,450
518595,Travis d'Arnaud,16,63
518692,Freddie Freeman,91,550
521692,Salvador Perez,100,513
543510,James McCann,30,127
543760,Marcus Semien,95,437
543807,George Springer,77,420
543877,Christian Vázquez,46,240
545121,Ildemaro Vargas,40,411
545341,Randal Grichuk,46,205
545361,Mike Trout,129,509
547180,Bryce Harper,118,567
553869,Elias Díaz,40,178
553993,Eugenio Suárez,141,405
571448,Nolan Arenado,101,484
571771,Enrique Hernández,10,36
571912,Luke Maile,11,29
571970,Max Muncy,116,458
572233,Christian Walker,124,522
573262,Mike Yastrzemski,80,330
575929,Willson Contreras,124,501
592518,Manny Machado,120,555
592626,Joc Pederson,92,393
592663,J.T. Realmuto,77,372
592885,Christian Yelich,106,398
593428,Xander Bogaerts,88,501
595879,Javier Báez,29,156
595978,Austin Hedges,33,199
596019,Francisco Lindor,59,327
596117,Garrett Stubbs,11,52
596142,Gary Sánchez,47,232
596146,Max Kepler,29,131
602104,Ramón Urías,12,76
605137,Josh Bell,106,517
605141,Mookie Betts,45,400
605170,Victor Caratini,68,341
606192,Teoscar Hernández,103,370
607043,Brandon Nimmo,116,538
607208,Trea Turner,124,569
608070,José Ramírez,56,429
608324,Alex Bregman,94,595
608348,Carson Kelly,58,347
608369,Corey Seager,76,309
620443,Luis Torrens,47,239
621438,Tyrone Taylor,37,193
621439,Byron Buxton,100,408
621493,Taylor Ward,118,562
621550,Patrick Wisdom,18,44
621566,Matt Olson,146,574
622268,Donovan Walton,31,187
622761,Jorge Mateo,44,154
623168,Tyler Heineman,25,159
624413,Pete Alonso,135,571
624424,Michael Conforto,69,240
624428,Adam Frazier,31,121
624431,Jose Trevino,20,112
624641,Edmundo Sosa,44,213
630105,Jake Cronenworth,72,314
640459,Brian Navarreto,13,42
640902,Jhonny Pereda,15,79
641343,Jake Bauers,122,476
641355,Cody Bellinger,72,443
641487,J.P. Crawford,75,367
641680,Jonah Heim,57,306
641933,Tyler O'Neill,72,260
642086,Dominic Smith,45,286
642201,Eli White,38,169
642215,Weston Wilson,40,129
642350,Jose Siri,55,173
642708,Amed Rosario,53,202
643217,Andrew Benintendi,93,393
643289,Mauricio Dubón,62,504
643376,Danny Jansen,46,156
643446,Jeff McNeil,45,406
645277,Ozzie Albies,79,563
645302,Victor Robles,22,145
645305,Ali Sánchez,18,67
646240,Rafael Devers,145,559
647304,Josh Naylor,67,531
650333,Luis Arraez,24,549
650402,Gleyber Torres,61,330
650489,Willi Castro,122,450
650490,Yandy Díaz,79,564
650559,Bryan De La Cruz,10,46
650859,Luis Rengifo,48,344
650968,Yohel Pozo,6,50
655316,Andruw Monasterio,57,303
656537,Derek Hill,63,184
656577,Alex Jackson,23,69
656716,Zach McKinstry,58,365
