Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds
2026-08-05,Toronto Blue Jays,Houston Astros,36.6,63.4,195,-208,185,-225,+2.7%,+1.5%,-4.1%,-5.8%,Jameson Taillon,R,38.0,86.2,2374.0,10.7,Hunter Brown,R,26.3,92.0,2190.0,10.3,0.713,0.777,2.38,3.0,-13.3,10.1,CONFIRMED ✓,CONFIRMED+PLATOON,99,,DK vig 101.4%,+3.2%,-3.2%,+2.9%,-2.9%,Toronto Blue Jays,199,-219
2026-08-05,Los Angeles Dodgers,Chicago Cubs,39.4,60.6,102,-108,-102,-118,-10.1%,-11.1%,+8.7%,+6.5% ** BET **,Eric Lauer,L,44.0,86.6,2134.0,7.3,Shota Imanaga,L,63.8,86.6,2038.0,13.1,0.74,0.795,5.31,1.96,-6.4,3.1,CONFIRMED ✓,CONFIRMED+PLATOON,104,** BET **,DK vig 101.4%,-9.4%,+9.4%,-8.9%,+8.9%,,103,-113
2026-08-05,San Francisco Giants,Texas Rangers,27.6,72.4,139,-147,135,-165,-14.2%,-15.0%,+12.9%,+10.1%,Carson Whisenhunt,L,9.5,87.2,2189.0,13.3,Cody Bradford,L,0,None,None,None,0.554,0.707,4.18,5.43,-10.5,7.4,CONFIRMED ✓,CONFIRMED+PLATOON,103,,DK vig 101.3%,-13.7%,+13.7%,-13.0%,+13.0%,,147,-157
2026-08-05,Tampa Bay Rays,Colorado Rockies,None,None,-153,144,-160,135,N/A,N/A,N/A,N/A,Nick Martinez,R,0,None,None,None,Tomoyuki Sugano,R,51.3,88.2,2289.0,7.2,0.757,0.755,4.15,4.91,-1.9,-1.2,N/A,CONFIRMED+PLATOON,118,,DK vig 101.5%,N/A,N/A,N/A,N/A,,-153,143
2026-08-05,Los Angeles Angels,Baltimore Orioles,47.3,52.7,111,-118,105,-125,-0.1%,-1.5%,-1.4%,-2.9%,Reid Detmers,L,62.5,88.1,2234.0,10.9,Trevor Rogers,L,54.8,89.1,2189.0,11.0,0.695,0.687,3.68,4.6,2.8,-5.9,FADE ✗,PARTIAL,102,,DK vig 101.5%,+0.6%,-0.6%,+0.6%,-0.6%,,110,-121
2026-08-05,New York Mets,Cleveland Guardians,49.9,50.1,103,-110,-110,-110,+0.6%,-2.5%,-2.3%,-2.3%,Christian Scott,R,34.7,90.1,2335.0,11.5,Tanner Bibee,R,66.2,87.8,2301.0,9.5,0.684,0.68,2.71,3.6,5.6,-8.6,FADE ✗,ESTIMATED,98,,DK vig 101.7%,+1.4%,-1.4%,-0.1%,+0.1%,,101,-111
2026-08-05,Athletics,Cincinnati Reds,43.1,56.9,143,-152,135,-165,+1.9%,+0.5%,-3.4%,-5.4%,Jacob Lopez,L,35.0,84.6,2255.0,9.8,Rhett Lowder,R,41.5,89.2,2341.0,7.9,0.72,0.767,7.17,4.0,-4.7,1.6,CONFIRMED ✓,PARTIAL,106,,DK vig 101.5%,+2.5%,-2.5%,+2.5%,-2.5%,,140,-150
2026-08-05,Washington Nationals,Philadelphia Phillies,58.9,41.1,179,-191,165,-200,+23.1%,+21.2%,-24.5%,-25.6%,Jake Irvin,R,28.3,86.9,2378.0,10.0,Andrew Painter,R,35.5,90.3,2293.0,9.7,0.765,0.764,5.21,3.19,-7.8,4.7,FADE ✗,PARTIAL,105,,DK vig 101.4%,+23.6%,-23.6%,+22.8%,-22.8%,,175,-195
2026-08-05,St. Louis Cardinals,New York Yankees,45.3,54.7,144,-153,135,-165,+4.3%,+2.7%,-5.8%,-7.6%,Andre Pallante,R,59.3,89.7,2297.0,7.4,Will Warren,R,54.3,90.2,2505.0,8.7,0.627,0.722,3.19,3.14,3.7,-6.7,FADE ✗,PARTIAL,101,,DK vig 101.5%,+4.9%,-4.9%,+4.7%,-4.7%,St. Louis Cardinals,147,-157
2026-08-05,Chicago White Sox,Boston Red Sox,49.2,50.8,120,-128,115,-140,+3.7% ** BET **,+2.7%,-5.3%,-7.5%,Sean Burke,R,62.2,89.7,2511.0,10.7,Sonny Gray,R,56.8,87.5,2489.0,8.3,0.752,0.721,3.16,2.95,-3.6,0.4,CONFIRMED ✓,CONFIRMED+PLATOON,104,** BET **,DK vig 101.6%,+4.4%,-4.4%,+4.8%,-4.8%,Chicago White Sox,120,-130
