Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds
2026-08-04,Los Angeles Angels,Baltimore Orioles,46.8,53.2,138,-147,125,-155,+4.8%,+2.4%,-6.3%,-7.6%,Grayson Rodriguez,R,22.0,89.9,2223.0,8.8,Cade Povich,L,9.7,86.8,2359.0,10.2,0.685,0.675,3.6,7.16,-2.6,-0.5,CONFIRMED ✓,CONFIRMED+PLATOON,102,,DK vig 101.5%,+5.4%,-5.4%,+4.6%,-4.6%,Los Angeles Angels,135,-145
2026-08-04,New York Mets,Cleveland Guardians,50.6,49.4,138,-147,125,-150,+8.6%,+6.2%,-10.1%,-10.6%,Sean Manaea,L,45.8,85.2,2104.0,9.6,Joey Cantillo,L,56.8,84.9,2019.0,12.5,0.734,0.676,2.83,3.74,-1.7,-1.4,FADE ✗,CONFIRMED+PLATOON,98,,DK vig 101.5%,+9.2%,-9.2%,+8.1%,-8.1%,,135,-145
2026-08-04,Athletics,Cincinnati Reds,None,None,121,-129,115,-140,N/A,N/A,N/A,N/A,J.T. Ginn,R,0,None,None,None,Brady Singer,R,53.8,87.2,2387.0,10.0,0.7,0.694,6.71,3.29,-0.6,-2.3,N/A,CONFIRMED+PLATOON,106,,DK vig 101.5%,N/A,N/A,N/A,N/A,,120,-130
2026-08-04,Washington Nationals,Philadelphia Phillies,30.2,69.8,266,-287,230,-295,+2.9%,-0.1%,-4.4%,-4.9%,Carson Palmquist,L,8.0,82.8,2070.0,9.8,Jesús Luzardo,L,64.3,90.6,2202.0,12.7,0.768,0.703,4.97,3.45,-16.3,13.2,CONFIRMED ✓,PARTIAL,105,,DK vig 101.5%,+3.3%,-3.3%,+1.3%,-1.3%,Washington Nationals,255,-295
2026-08-04,St. Louis Cardinals,New York Yankees,51.1,48.9,180,-192,165,-200,+15.4%,+13.4%,-16.9%,-17.8%,Hunter Dobbins,R,16.8,89.7,2455.0,8.6,Ryan Weathers,L,57.5,88.9,2334.0,11.2,0.731,0.746,4.29,3.41,-1.6,-1.5,FADE ✗,CONFIRMED+PLATOON,101,,DK vig 101.5%,+15.9%,-15.9%,+15.0%,-15.0%,,175,-195
2026-08-04,Chicago White Sox,Boston Red Sox,50.1,49.9,121,-129,115,-140,+4.9%,+3.6%,-6.4%,-8.4%,Davis Martin,R,58.5,90.0,2486.0,10.0,Patrick Sandoval,L,9.5,88.7,2231.0,11.0,0.739,0.71,1.55,3.33,-3.8,0.6,FADE ✗,CONFIRMED+PLATOON,104,,DK vig 101.5%,+5.6%,-5.6%,+5.7%,-5.7%,Chicago White Sox,120,-130
2026-08-04,Miami Marlins,Atlanta Braves,33.8,66.2,132,-140,125,-150,-9.3%,-10.6%,+7.9%,+6.2%,Ryan Gusto,R,19.5,88.8,2215.0,8.8,Grant Holmes,R,51.0,89.6,2465.0,10.4,0.732,0.783,2.04,2.38,-0.6,-2.6,FADE ✗,PARTIAL,102,,DK vig 101.4%,-8.7%,+8.7%,-8.7%,+8.7%,,130,-140
2026-08-04,Minnesota Twins,Kansas City Royals,51.0,49.0,-140,131,-155,125,-7.3%,-9.8%,+5.7%,+4.6%,Joe Ryan,R,60.2,88.8,2388.0,10.9,Randy Dobnak,R,13.0,87.7,2070.0,7.9,0.744,0.727,3.74,5.01,-1.5,-1.6,CONFIRMED ✓,CONFIRMED+PLATOON,99,,DK vig 101.6%,-6.4%,+6.4%,-6.8%,+6.8%,Kansas City Royals,-140,130
2026-08-04,Pittsburgh Pirates,Milwaukee Brewers,37.9,62.1,132,-141,125,-150,-5.2%,-6.5%,+3.6%,+2.1%,Jared Jones,R,26.0,93.8,2510.0,12.3,Logan Henderson,R,22.0,88.0,2422.0,12.6,0.749,0.734,4.24,4.5,-14.5,11.6,CONFIRMED ✓,ESTIMATED,100,,DK vig 101.6%,-4.5%,+4.5%,-4.6%,+4.6%,Milwaukee Brewers,130,-140
2026-08-04,Los Angeles Dodgers,Chicago Cubs,54.8,45.2,-186,174,-200,165,-10.2%,-11.9%,+8.7%,+7.5% ** BET **,Tarik Skubal,L,48.3,92.5,2164.0,15.8,Javier Assad,R,34.8,89.8,2087.0,5.6,0.772,0.753,5.52,2.1,9.1,-12.3,CONFIRMED ✓,ESTIMATED,104,** BET **,DK vig 101.5%,-9.2%,+9.2%,-9.1%,+9.1%,,-190,170
