player_id,name,so,pa
500743,Miguel Rojas,21,198
502671,Paul Goldschmidt,81,334
514888,Jose Altuve,93,454
518692,Freddie Freeman,91,555
521692,Salvador Perez,102,517
543510,James McCann,30,130
543760,Marcus Semien,96,441
543807,George Springer,78,424
543877,Christian Vázquez,48,243
545121,Ildemaro Vargas,41,415
571448,Nolan Arenado,101,487
571771,Enrique Hernández,10,36
571912,Luke Maile,11,29
571970,Max Muncy,117,463
572233,Christian Walker,124,526
573262,Mike Yastrzemski,81,332
592885,Christian Yelich,106,402
596019,Francisco Lindor,60,330
596142,Gary Sánchez,48,233
596146,Max Kepler,29,131
602104,Ramón Urías,12,77
605141,Mookie Betts,45,405
606192,Teoscar Hernández,104,374
620443,Luis Torrens,47,239
621566,Matt Olson,146,579
624413,Pete Alonso,136,576
641343,Jake Bauers,122,476
641355,Cody Bellinger,72,448
642086,Dominic Smith,45,286
642708,Amed Rosario,53,202
643289,Mauricio Dubón,62,509
645277,Ozzie Albies,80,568
645305,Ali Sánchez,18,67
646240,Rafael Devers,145,564
650489,Willi Castro,122,455
650968,Yohel Pozo,6,50
657041,Lane Thomas,88,361
660271,Shohei Ohtani,131,564
660670,Ronald Acuña Jr.,85,357
660688,Keibert Ruiz,33,301
660821,Jesús Sánchez,66,284
661388,William Contreras,72,532
662139,Daulton Varsho,89,445
663457,Lars Nootbaar,47,241
663494,Bryan Torres,27,136
663586,Austin Riley,168,528
663656,Kyle Tucker,94,515
663662,Daz Cameron,5,18
663757,Trent Grisham,81,453
664702,Myles Straw,36,260
664728,Kyle Isbel,54,247
664770,Nathan Lukes,53,351
664774,LaMonte Wade Jr.,27,115
664954,Brett Sullivan,34,196
664983,Jake McCarthy,79,466
665161,Jeremy Peña,78,358
665489,Vladimir Guerrero Jr.,65,503
665506,Cristian Pache,4,7
665750,Leody Taveras,99,411
665862,Jazz Chisholm Jr.,144,482
665877,José Fermín,36,292
665926,Andrés Giménez,81,428
665953,Andrés Chaparro,34,154
665966,Carlos Narváez,82,247
666152,David Hamilton,70,322
666160,Mickey Moniak,94,358
666163,Ben Rortvedt,5,20
666182,Bo Bichette,103,568
666211,Taylor Trammell,69,217
666624,Christopher Morel,30,82
668800,Andrew Knizner,3,21
668930,Brice Turang,138,560
669003,Garrett Mitchell,140,438
669221,Sean Murphy,18,49
669224,Austin Wells,81,308
669242,Tommy Edman,44,213
669357,Nolan Gorman,77,236
669397,Nick Allen,27,135
669743,Alex Call,28,159
670231,John Rave,17,82
670541,Yordan Alvarez,99,575
670623,Isaac Paredes,70,535
671056,Iván Herrera,109,595
671083,Buddy Kennedy,15,49
671218,Heliot Ramos,100,367
671277,Luis García Jr.,74,453
671739,Michael Harris II,99,509
672386,Alejandro Kirk,25,226
672515,Gabriel Moreno,65,435
672695,Geraldo Perdomo,69,558
672960,Kazuma Okamoto,159,527
