Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag
2026-05-28,Los Angeles Angels,Detroit Tigers,50.9,49.1,-107,-112,-110,-110,-0.8%,-1.5%,-3.7%,-3.3%,Grayson Rodriguez,R,4.7,89.5,2273.0,7.4,Jack Flaherty,R,23.5,87.2,2298.0,8.7,0.698,0.685,3.54,4.19,N/A,N/A,N/A,ESTIMATED,100,
2026-05-28,Minnesota Twins,Chicago White Sox,None,None,144,-175,145,-175,N/A,N/A,N/A,N/A,Simeon Woods Richardson,R,0,None,None,None,Davis Martin,R,30.8,90.2,2440.0,12.4,0.736,0.68,5.33,4.83,-12.5,12.4,N/A,CONFIRMED+PLATOON,99,
2026-05-28,Atlanta Braves,Boston Red Sox,58.8,41.2,-137,114,-140,115,+1.0%,+0.5%,-5.5%,-5.3%,Chris Sale,L,31.0,87.6,2285.0,13.2,Payton Tolle,L,18.3,92.9,2234.0,11.9,0.739,0.722,3.76,4.4,5.4,-5.7,CONFIRMED ✓,CONFIRMED+PLATOON,104,
2026-05-28,Toronto Blue Jays,Baltimore Orioles,47.0,53.0,109,-131,110,-135,-0.8%,-0.6%,-3.7%,-4.4%,Patrick Corbin,L,22.2,84.7,1988.0,7.1,Chris Bassitt,R,23.7,84.4,2157.0,8.7,0.684,0.709,2.43,2.48,N/A,N/A,N/A,ESTIMATED,102,
2026-05-28,Chicago Cubs,Pittsburgh Pirates,38.7,61.3,144,-175,145,-180,-2.3%,-2.1%,-2.3%,-3.0%,Colin Rea,R,27.0,89.4,2036.0,8.8,Paul Skenes,R,30.0,92.8,2111.0,11.0,0.725,0.724,5.54,3.25,-6.0,6.0,CONFIRMED ✓,ESTIMATED,98,
2026-05-28,Houston Astros,Texas Rangers,52.2,47.8,113,-136,115,-140,+5.3%,+5.7%,-9.8%,-10.5%,Spencer Arrighetti,R,20.5,84.4,2475.0,10.7,Nathan Eovaldi,R,30.8,87.5,1892.0,15.1,0.734,0.687,3.4,5.57,-0.9,0.7,N/A,ESTIMATED,103,
