date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_pit,f_park,f_wind,wind,p,odds_dk,odds_mgm,odds_czr,fair
2026-08-13,822776,665926,Andrés Giménez,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,8,395,3.4,0.78,0.94,0.99,1.01,1.16,WIND 8 OUT,8.5,,750,950,+1076
2026-08-13,822696,677588,José Tena,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,6,236,3.2,0.91,1.0,0.97,1.0,1.0,,8.4,770,750,700,+1090
2026-08-13,822696,660688,Keibert Ruiz,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,7,269,3.4,0.92,0.92,0.97,1.0,1.0,,8.3,730,725,700,+1105
2026-08-13,822776,657136,Connor Wong,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,3,184,3.2,0.78,0.8,1.19,1.01,1.16,WIND 8 OUT,8.2,,,,+1120
2026-08-13,823669,624641,Edmundo Sosa,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,5,196,3.2,0.92,0.95,1.0,0.99,1.0,,8.2,,,,+1120
2026-08-13,824238,595879,Javier Báez,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,2,126,3.7,0.81,1.03,0.92,0.95,1.0,,8.1,940,700,750,+1135
2026-08-13,822696,665804,Miguel Amaya,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,4,194,3.2,0.84,1.05,0.96,1.0,1.0,,8.1,980,,850,+1135
2026-08-13,823995,694384,Nolan Schanuel,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,7,421,4.2,0.69,0.88,1.05,1.02,1.0,,8.1,930,600,750,+1135
2026-08-13,822776,664770,Nathan Lukes,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,6,308,3.5,0.78,0.85,0.99,1.01,1.16,WIND 8 OUT,8.0,,,,+1150
2026-08-13,824238,595978,Austin Hedges,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,4,183,3.2,0.86,1.06,0.95,0.95,1.0,,7.9,910,725,750,+1166
2026-08-13,823829,672640,Otto Lopez,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,9,508,4.3,0.7,0.91,1.05,0.92,1.0,ROOF,7.8,980,900,850,+1182
2026-08-13,823669,807712,Luke Keaschall,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,6,445,3.9,0.62,0.93,1.19,0.99,1.0,,7.8,,725,850,+1182
2026-08-13,823669,681082,Bryson Stott,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,8,453,3.9,0.71,0.95,1.0,0.99,1.0,,7.7,660,775,625,+1199
2026-08-13,823915,500743,Miguel Rojas,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,3,188,3.2,0.77,1.03,0.92,1.1,1.0,,7.7,740,800,700,+1199
2026-08-13,823995,694497,Evan Carter,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,8,340,3.3,0.86,1.03,0.86,1.02,1.0,,7.6,880,600,700,+1216
2026-08-13,824238,701678,Hao-Yu Lee,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,6,211,3.2,0.97,0.93,0.92,0.95,1.0,,7.5,573,575,525,+1233
2026-08-13,824561,680574,Matt McLain,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,10,351,3.7,0.96,0.89,0.87,1.05,0.88,WIND 6 IN,7.5,660,675,575,+1233
2026-08-13,824561,700337,Edgar Quero,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,3,205,3.2,0.74,1.14,1.0,1.05,0.88,WIND 6 IN,7.4,910,1000,850,+1251
2026-08-13,824238,677587,Brayan Rocchio,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,9,461,3.9,0.75,0.92,0.95,0.95,1.0,,7.3,950,800,850,+1270
2026-08-13,823829,682663,Agustín Ramírez,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,2,145,3.9,0.77,0.85,1.05,0.92,1.0,ROOF,7.3,880,650,750,+1270
2026-08-13,824238,672275,Patrick Bailey,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,6,252,3.2,0.88,0.95,0.95,0.95,1.0,,7.2,,,,+1289
2026-08-13,824561,682622,Noelvi Marte,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,6,192,3.3,1.01,0.9,0.87,1.05,0.88,WIND 6 IN,7.2,,,,+1289
2026-08-13,822776,669701,Josh Smith,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,2,174,3.2,0.71,0.92,0.99,1.01,1.16,WIND 8 OUT,7.2,,,,+1289
2026-08-13,823995,553869,Elias Díaz,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,5,154,3.2,1.03,0.84,0.86,1.02,1.0,,7.2,1000,800,750,+1289
2026-08-13,822776,664702,Myles Straw,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,3,233,3.2,0.69,0.91,0.99,1.01,1.16,WIND 8 OUT,7.0,,1700,1100,+1329
2026-08-13,823995,624428,Adam Frazier,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,1,103,3.2,0.77,0.89,1.05,1.02,1.0,,7.0,,,,+1329
2026-08-13,823915,676439,Hunter Feduccia,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,3,176,3.2,0.79,0.91,0.92,1.1,1.0,,7.0,840,1000,750,+1329
2026-08-13,824238,690984,Petey Halpin,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,2,123,3.2,0.82,0.96,0.95,0.95,1.0,,6.9,,,,+1349
2026-08-13,823995,685133,Wade Meckler,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,3,201,3.2,0.74,0.91,1.05,1.02,1.0,,6.9,820,725,750,+1349
2026-08-13,824561,803011,Sam Antonacci,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,8,395,4.0,0.78,0.8,1.0,1.05,0.88,WIND 6 IN,6.8,1060,1000,950,+1371
2026-08-13,822696,608348,Carson Kelly,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,7,321,3.6,0.82,0.8,0.96,1.0,1.0,,6.8,,650,,+1371
2026-08-13,823995,672724,Oswald Peraza,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,7,313,3.2,0.84,0.8,1.05,1.02,1.0,,6.8,860,800,750,+1371
2026-08-13,824238,690993,Colt Keith,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,8,344,3.2,0.85,0.93,0.92,0.95,1.0,,6.7,,,,+1393
2026-08-13,823915,663604,Brandon Lockridge,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,0,104,3.2,0.66,0.83,1.18,1.1,1.0,,6.7,,,,+1393
2026-08-13,823915,666152,David Hamilton,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,3,293,3.3,0.61,0.86,1.18,1.1,1.0,,6.6,1080,775,850,+1415
2026-08-13,824561,663647,Ke'Bryan Hayes,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,4,178,3.2,0.88,0.95,0.87,1.05,0.88,WIND 6 IN,6.4,1020,1050,950,+1462
2026-08-13,824561,686668,Brenton Doyle,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,2,150,3.2,0.76,0.96,1.0,1.05,0.88,WIND 6 IN,6.4,610,500,525,+1462
2026-08-13,822696,663538,Nico Hoerner,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,7,525,4.4,0.59,0.84,0.96,1.0,1.0,,6.3,1560,1000,1300,+1487
2026-08-13,822696,699393,Pedro Ramírez,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,2,129,3.2,0.81,0.84,0.96,1.0,1.0,,6.3,,,,+1487
2026-08-13,823915,669743,Alex Call,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,1,150,3.2,0.67,0.98,0.92,1.1,1.0,,6.3,,,,+1487
2026-08-13,823995,623168,Tyler Heineman,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,1,141,3.2,0.68,0.87,1.05,1.02,1.0,,6.1,1360,1050,1100,+1539
2026-08-13,823829,693304,Nick Gonzales,Pittsburgh Pirates,Miami Marlins,0,Tyler Phillips,663969,R,6,478,4.1,0.59,0.92,0.99,0.92,1.0,ROOF,6.0,1140,850,950,+1567
2026-08-13,823829,688363,Graham Pauley,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,1,106,3.2,0.76,0.86,1.05,0.92,1.0,ROOF,6.0,,,,+1567
2026-08-13,823829,805300,Jakob Marsee,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,6,459,4.0,0.6,0.87,1.05,0.92,1.0,ROOF,6.0,830,850,750,+1567
2026-08-13,823508,660844,Leo Rivas,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,0,128,3.2,0.61,0.88,0.86,1.08,1.18,WIND 9 OUT,5.7,1240,,1100,+1654
2026-08-13,823669,650333,Luis Arraez,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,5,506,4.4,0.52,0.84,1.0,0.99,1.0,,5.7,1220,1150,1100,+1654
2026-08-13,824561,671976,Tristan Peters,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,6,351,3.2,0.72,0.88,1.0,1.05,0.88,WIND 6 IN,5.6,,,,+1686
2026-08-13,823508,645302,Victor Robles,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,0,126,3.2,0.61,0.87,0.86,1.08,1.18,WIND 9 OUT,5.6,,,,+1686
2026-08-13,823829,677870,Leo Jiménez,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,2,159,3.2,0.74,0.8,1.05,0.92,1.0,ROOF,5.5,1300,1000,1100,+1718
2026-08-13,823829,669364,Xavier Edwards,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,6,507,4.2,0.56,0.8,1.05,0.92,1.0,ROOF,5.4,1280,1750,1300,+1752
2026-08-13,822696,678391,Jorbit Vivas,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,3,253,3.2,0.66,0.86,0.97,1.0,1.0,,5.3,1140,900,950,+1787
2026-08-13,823669,668885,Austin Martin,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,3,330,3.2,0.56,0.8,1.19,0.99,1.0,,5.1,,,,+1861
2026-08-13,824561,670770,TJ Friedl,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,3,239,3.5,0.68,0.88,0.87,1.05,0.88,WIND 6 IN,5.0,,,,+1900
2026-08-13,823829,663968,Jake Mangum,Pittsburgh Pirates,Miami Marlins,0,Tyler Phillips,663969,R,4,357,3.6,0.59,0.82,0.99,0.92,1.0,ROOF,4.8,1720,2200,1500,+1983
2026-08-13,823829,691594,Javier Sanoja,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,4,324,3.2,0.63,0.8,1.05,0.92,1.0,ROOF,4.7,1320,1050,1100,+2028
2026-08-13,824238,656716,Zach McKinstry,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,4,327,3.4,0.63,0.82,0.92,0.95,1.0,,4.6,,,,+2074
2026-08-13,824561,667472,Dane Myers,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,3,211,3.2,0.73,0.82,0.87,1.05,0.88,WIND 6 IN,4.6,870,800,750,+2074
2026-08-13,824561,682668,Luisangel Acuña,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,1,193,3.2,0.59,0.8,1.0,1.05,0.88,WIND 6 IN,4.2,1220,1200,1100,+2281
2026-08-13,823995,670032,Nicky Lopez,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,1,207,3.2,0.57,0.8,0.86,1.02,1.0,,3.9,1980,2200,1500,+2464
2026-08-13,823669,702222,Justin Crawford,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,2,358,3.2,0.48,0.8,1.0,0.99,1.0,,3.7,1420,1350,1300,+2603
2026-08-13,824238,680757,Steven Kwan,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,2,455,4.1,0.41,0.8,0.95,0.95,1.0,,3.6,1520,900,1100,+2678
2026-08-13,823829,669707,Jared Triolo,Pittsburgh Pirates,Miami Marlins,0,Tyler Phillips,663969,R,1,265,3.2,0.5,0.8,0.99,0.92,1.0,ROOF,3.5,1220,1200,1100,+2757
2026-08-13,822696,683083,Nasim Nuñez,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,1,400,3.5,0.39,0.8,0.97,1.0,1.0,,3.2,1620,1500,1500,+3025
