date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_h,season_pa,season_g,pa_g,n_eff,f_bat,f_pit,f_park,h_pa,p,p2,odds_dk,odds_mgm,odds_czr,odds2_dk,odds2_mgm,odds2_czr,fair,fair2,odds_dk_u
2026-09-15,824307,665487,Fernando Tatis Jr.,San Diego Padres,Colorado Rockies,0,Kyle Freeland,607536,L,168,654,148,4.42,4.15,1.11,1.1,1.07,0.28386,75.0,33.8,-610,-500,-850,-109,110,-105,-300,+196,
2026-09-15,822683,650333,Luis Arraez,Philadelphia Phillies,Washington Nationals,0,Jackson Kent,800600,L,178,619,143,4.33,4.07,1.2,1.01,1.0,0.26308,71.1,29.2,,,,,,,-246,+242,
2026-09-15,825030,672640,Otto Lopez,Miami Marlins,Arizona Diamondbacks,0,Michael Soroka,647336,R,180,640,147,4.35,4.09,1.18,1.0,1.01,0.26114,71.0,29.1,-256,-295,-320,209,175,171,-245,+244,189
2026-09-15,822849,673962,Josh Jung,Texas Rangers,Boston Red Sox,1,Patrick Sandoval,663776,L,108,405,94,4.31,4.05,1.12,1.07,1.01,0.26128,70.7,28.7,-224,-250,-230,248,210,198,-241,+248,167
2026-09-15,824307,701538,Jackson Merrill,San Diego Padres,Colorado Rockies,0,Kyle Freeland,607536,L,143,619,147,4.21,3.96,1.04,1.1,1.07,0.26479,70.4,28.2,-410,-400,-480,131,130,131,-238,+255,
2026-09-15,822925,650490,Yandy Díaz,Tampa Bay Rays,Athletics,1,Jack Perkins,678022,R,173,644,145,4.44,4.17,1.15,1.03,0.99,0.25272,70.3,28.5,,,,,,,-237,+251,
2026-09-15,824307,664983,Jake McCarthy,Colorado Rockies,San Diego Padres,1,Walker Buehler,621111,R,148,546,135,4.04,3.8,1.14,1.02,1.07,0.27119,69.9,27.4,-310,-325,-360,172,155,152,-232,+265,
2026-09-15,824466,518692,Freddie Freeman,Los Angeles Dodgers,Cincinnati Reds,0,Rhett Lowder,695076,R,157,611,143,4.27,4.01,1.11,1.05,1.01,0.25662,69.6,27.4,,,,,,,-229,+265,
2026-09-15,824307,681198,TJ Rumfield,Colorado Rockies,San Diego Padres,1,Walker Buehler,621111,R,153,592,145,4.08,3.84,1.11,1.02,1.07,0.26413,69.2,26.8,-261,-250,-250,209,210,184,-225,+273,192
2026-09-15,824627,686948,Drake Baldwin,Atlanta Braves,Chicago Cubs,0,Kevin Gausman,592332,R,141,568,128,4.44,4.17,1.09,1.04,1.0,0.24411,68.9,26.9,-217,-250,-230,241,200,200,-222,+272,161
2026-09-15,825030,672515,Gabriel Moreno,Arizona Diamondbacks,Miami Marlins,1,Janson Junk,676083,R,131,504,120,4.2,3.95,1.11,1.05,1.01,0.25624,68.9,26.7,-287,-300,-310,201,175,182,-222,+275,
2026-09-15,824307,664034,Ty France,San Diego Padres,Colorado Rockies,0,Kyle Freeland,607536,L,117,447,121,3.69,3.47,1.11,1.1,1.07,0.2825,68.4,25.2,-420,-400,-440,132,130,136,-216,+297,
2026-09-15,822925,802415,Chandler Simpson,Tampa Bay Rays,Athletics,1,Jack Perkins,678022,R,163,574,142,4.04,3.8,1.18,1.03,0.99,0.26045,68.2,25.7,,,,,,,-214,+289,
2026-09-15,824627,671739,Michael Harris II,Atlanta Braves,Chicago Cubs,0,Kevin Gausman,592332,R,161,579,145,3.99,3.75,1.17,1.04,1.0,0.26257,68.1,25.5,-237,-235,-245,228,210,195,-213,+292,175
2026-09-15,822849,607043,Brandon Nimmo,Texas Rangers,Boston Red Sox,1,Patrick Sandoval,663776,L,145,610,144,4.24,3.99,1.06,1.07,1.01,0.24782,67.9,25.7,-213,-165,-205,265,310,240,-212,+289,159
2026-09-15,822683,695578,James Wood,Washington Nationals,Philadelphia Phillies,1,Cristopher Sánchez,650911,L,127,580,124,4.68,4.4,1.01,1.04,1.0,0.22681,67.8,26.1,,,,,,,-211,+283,
2026-09-15,822762,703520,Brett Bateman,Toronto Blue Jays,Detroit Tigers,1,Drew Anderson,623454,R,42,150,33,4.55,4.28,1.08,0.99,1.0,0.23219,67.7,25.9,,,,,,,-210,+286,
2026-09-15,824307,669392,Samad Taylor,San Diego Padres,Colorado Rockies,0,Kyle Freeland,607536,L,37,137,36,3.81,3.58,1.06,1.1,1.07,0.2706,67.7,24.8,-226,-250,-225,246,210,205,-210,+303,168
2026-09-15,823333,694192,Jackson Chourio,Milwaukee Brewers,Pittsburgh Pirates,0,Lake Bachar,669199,R,140,526,116,4.53,4.26,1.13,0.94,1.01,0.23165,67.5,25.7,,,,,,,-208,+289,
2026-09-15,825030,606466,Ketel Marte,Arizona Diamondbacks,Miami Marlins,1,Janson Junk,676083,R,129,575,130,4.42,4.15,1.02,1.05,1.01,0.2354,67.2,25.2,-287,-275,-295,199,195,191,-205,+297,
2026-09-15,822925,691406,Junior Caminero,Tampa Bay Rays,Athletics,1,Jack Perkins,678022,R,159,652,150,4.35,4.09,1.08,1.03,0.99,0.23728,67.0,24.9,,,,,,,-203,+302,
2026-09-15,824143,670541,Yordan Alvarez,Houston Astros,Kansas City Royals,1,Michael Wacha,608379,R,162,639,146,4.38,4.12,1.1,0.99,0.99,0.23494,66.8,24.8,-248,-235,-240,221,220,188,-201,+303,183
2026-09-15,822925,666018,Jonathan Aranda,Tampa Bay Rays,Athletics,1,Jack Perkins,678022,R,153,632,146,4.33,4.07,1.07,1.03,0.99,0.23597,66.6,24.5,,,,,,,-199,+308,
2026-09-15,822683,682928,CJ Abrams,Washington Nationals,Philadelphia Phillies,1,Cristopher Sánchez,650911,L,143,613,142,4.32,4.06,1.05,1.04,1.0,0.23585,66.4,24.4,,,,,,,-198,+310,
2026-09-15,824307,592518,Manny Machado,San Diego Padres,Colorado Rockies,0,Kyle Freeland,607536,L,120,626,146,4.29,4.03,0.93,1.1,1.07,0.23665,66.3,24.2,-393,-350,-460,135,140,135,-197,+313,
2026-09-15,823574,666182,Bo Bichette,New York Mets,Baltimore Orioles,1,Shane Baz,669358,R,154,640,149,4.3,4.04,1.07,1.03,0.98,0.2344,66.0,24.0,,,,,,,-194,+317,
2026-09-15,823007,691023,Jordan Walker,St. Louis Cardinals,San Francisco Giants,1,Blade Tidwell,694918,R,160,623,147,4.24,3.99,1.11,0.99,0.99,0.23664,66.0,23.8,-229,-250,-240,242,210,195,-194,+320,170
2026-09-15,824627,691718,Pete Crow-Armstrong,Chicago Cubs,Atlanta Braves,1,Martín Pérez,527048,L,164,677,151,4.48,4.21,1.07,0.97,1.0,0.22541,65.9,24.1,-277,-275,-250,208,200,181,-193,+315,203
2026-09-15,825030,669364,Xavier Edwards,Miami Marlins,Arizona Diamondbacks,0,Michael Soroka,647336,R,144,583,139,4.19,3.94,1.08,1.0,1.01,0.23899,65.9,23.7,-267,-275,-260,205,200,181,-193,+322,196
2026-09-15,824466,605141,Mookie Betts,Los Angeles Dodgers,Cincinnati Reds,0,Rhett Lowder,695076,R,108,481,113,4.26,4.0,1.02,1.05,1.01,0.23528,65.8,23.7,,,,,,,-192,+322,
2026-09-15,823007,676475,Alec Burleson,St. Louis Cardinals,San Francisco Giants,1,Blade Tidwell,694918,R,162,634,150,4.23,3.98,1.11,0.99,0.99,0.23602,65.7,23.6,-318,-295,-325,180,180,174,-192,+324,
2026-09-15,822849,694671,Wyatt Langford,Texas Rangers,Boston Red Sox,1,Patrick Sandoval,663776,L,90,421,98,4.3,4.04,0.99,1.07,1.01,0.23251,65.7,23.6,-150,-165,-159,400,333,330,-192,+324,113
2026-09-15,823980,647304,Josh Naylor,Seattle Mariners,Los Angeles Angels,0,Ryan Johnson,696270,R,149,603,141,4.28,4.02,1.08,0.99,1.0,0.23375,65.7,23.7,-222,-235,-235,250,220,205,-192,+322,165
2026-09-15,824307,696100,Hunter Goodman,Colorado Rockies,San Diego Padres,1,Walker Buehler,621111,R,118,535,129,4.15,3.9,1.01,1.02,1.07,0.23931,65.6,23.4,,,,,,,-191,+327,
2026-09-15,822925,669127,Shea Langeliers,Athletics,Tampa Bay Rays,0,Griffin Jax,643377,R,102,422,96,4.4,4.14,1.06,1.0,0.99,0.22683,65.5,23.7,,,,,,,-190,+322,
2026-09-15,824627,643289,Mauricio Dubón,Atlanta Braves,Chicago Cubs,0,Kevin Gausman,592332,R,144,577,143,4.03,3.79,1.09,1.04,1.0,0.24505,65.5,23.1,-204,-210,-209,277,240,235,-190,+333,152
2026-09-15,824627,660670,Ronald Acuña Jr.,Atlanta Braves,Chicago Cubs,0,Kevin Gausman,592332,R,95,431,98,4.4,4.14,1.01,1.04,1.0,0.22691,65.5,23.7,-212,-250,-225,257,200,210,-190,+322,158
2026-09-15,823574,701807,Carson Benge,New York Mets,Baltimore Orioles,1,Shane Baz,669358,R,149,600,145,4.14,3.89,1.09,1.03,0.98,0.23872,65.4,23.2,,,,,,,-189,+331,
2026-09-15,824143,677951,Bobby Witt Jr.,Kansas City Royals,Houston Astros,0,Hunter Brown,686613,R,143,581,131,4.44,4.17,1.08,0.96,0.99,0.22465,65.4,23.6,-215,-250,-230,250,200,205,-189,+324,160
2026-09-15,823980,668227,Randy Arozarena,Seattle Mariners,Los Angeles Angels,0,Ryan Johnson,696270,R,148,621,143,4.34,4.08,1.06,0.99,1.0,0.22865,65.3,23.4,-243,-225,-230,227,220,200,-188,+327,179
2026-09-15,822683,607208,Trea Turner,Philadelphia Phillies,Washington Nationals,0,Jackson Kent,800600,L,145,647,146,4.43,4.16,1.02,1.01,1.0,0.22413,65.2,23.4,,,,,,,-187,+327,
2026-09-15,823574,624413,Pete Alonso,Baltimore Orioles,New York Mets,0,Sean Manaea,640455,L,151,657,152,4.32,4.06,1.04,1.03,0.98,0.22916,65.2,23.3,,,,,,,-187,+329,
2026-09-15,823654,641355,Cody Bellinger,New York Yankees,Minnesota Twins,0,Bailey Ober,641927,R,123,522,123,4.24,3.99,1.05,1.02,1.0,0.23226,65.2,23.1,-248,-235,-250,213,210,188,-187,+333,183
2026-09-15,823007,808982,Jung Hoo Lee,San Francisco Giants,St. Louis Cardinals,0,Andre Pallante,669467,R,144,558,138,4.04,3.8,1.11,1.01,0.99,0.24265,65.2,22.9,-282,-250,-240,196,210,191,-187,+337,
2026-09-15,822849,677649,Ezequiel Duran,Texas Rangers,Boston Red Sox,1,Patrick Sandoval,663776,L,133,550,141,3.9,3.67,1.07,1.07,1.01,0.24983,65.2,22.6,-165,-185,-173,350,310,280,-187,+342,124
2026-09-15,824384,800050,Chase DeLauter,Cleveland Guardians,Chicago White Sox,1,Chris Murphy,669684,L,134,522,125,4.18,3.93,1.1,0.99,0.99,0.23505,65.1,23.0,,,,,,,-187,+335,
2026-09-15,824627,621566,Matt Olson,Atlanta Braves,Chicago Cubs,0,Kevin Gausman,592332,R,145,654,151,4.33,4.07,1.01,1.04,1.0,0.22813,65.1,23.2,-211,-200,-205,262,250,235,-187,+331,157
2026-09-15,824627,663538,Nico Hoerner,Chicago Cubs,Atlanta Braves,1,Martín Pérez,527048,L,157,645,148,4.36,4.1,1.08,0.97,1.0,0.22583,65.0,23.1,-259,-275,-260,218,200,181,-186,+333,191
2026-09-15,824466,682829,Elly De La Cruz,Cincinnati Reds,Los Angeles Dodgers,1,Yoshinobu Yamamoto,808967,R,148,587,132,4.45,4.18,1.1,0.92,1.01,0.22176,64.9,23.2,,,,,,,-185,+331,
2026-09-15,823654,700250,Ben Rice,New York Yankees,Minnesota Twins,0,Bailey Ober,641927,R,140,616,143,4.31,4.05,1.03,1.02,1.0,0.22785,64.9,23.0,-252,-250,-250,217,210,184,-185,+335,186
2026-09-15,824627,608324,Alex Bregman,Chicago Cubs,Atlanta Braves,1,Martín Pérez,527048,L,153,673,148,4.55,4.28,1.03,0.97,1.0,0.21632,64.8,23.1,-233,-235,-230,247,220,210,-184,+333,172
2026-09-15,824143,665161,Jeremy Peña,Houston Astros,Kansas City Royals,1,Michael Wacha,608379,R,106,430,100,4.3,4.04,1.07,0.99,0.99,0.22788,64.8,22.9,-253,-235,-260,218,210,191,-184,+337,187
2026-09-15,824307,694249,Cole Carrigg,Colorado Rockies,San Diego Padres,1,Walker Buehler,621111,R,74,322,81,3.98,3.74,1.03,1.02,1.07,0.2433,64.7,22.4,-217,-235,-245,265,210,198,-183,+346,162
