pitcher,pt,n,date
660761,SI,3,2026-05-23
660761,SL,14,2026-05-23
660853,CH,3,2026-05-23
660853,FF,2,2026-05-23
660853,SL,3,2026-05-23
661395,CH,6,2026-05-23
661395,CU,2,2026-05-23
661395,FF,8,2026-05-23
661395,FS,4,2026-05-23
663423,CU,2,2026-05-23
663423,FC,2,2026-05-23
663423,FF,2,2026-05-23
663423,SI,5,2026-05-23
663423,ST,3,2026-05-23
663542,FF,16,2026-05-23
663558,CH,6,2026-05-23
663558,FF,6,2026-05-23
663558,SI,3,2026-05-23
663568,CH,18,2026-05-23
663568,FC,10,2026-05-23
663568,FF,36,2026-05-23
663568,SI,23,2026-05-23
663568,SL,9,2026-05-23
663568,ST,12,2026-05-23
663574,FF,19,2026-05-23
663574,SL,2,2026-05-23
663574,SV,7,2026-05-23
663623,CH,3,2026-05-23
663623,CU,39,2026-05-23
663623,FF,29,2026-05-23
663623,SI,9,2026-05-23
663765,FC,21,2026-05-23
663765,FS,5,2026-05-23
663765,SI,18,2026-05-23
663765,ST,5,2026-05-23
663978,CH,21,2026-05-23
663978,CU,14,2026-05-23
663978,FC,13,2026-05-23
663978,FF,28,2026-05-23
663978,SI,3,2026-05-23
663978,ST,5,2026-05-23
663992,FF,1,2026-05-23
663992,SI,3,2026-05-23
663992,SL,1,2026-05-23
663992,ST,6,2026-05-23
666171,CU,1,2026-05-23
666171,FF,3,2026-05-23
666171,SI,5,2026-05-23
666171,SL,2,2026-05-23
666171,ST,4,2026-05-23
666277,CH,1,2026-05-23
666277,FF,2,2026-05-23
666277,SI,1,2026-05-23
666277,SL,2,2026-05-23
666277,ST,2,2026-05-23
666711,FF,12,2026-05-23
666711,SI,8,2026-05-23
666711,SL,9,2026-05-23
668390,FC,6,2026-05-23
668390,FF,6,2026-05-23
668390,FS,1,2026-05-23
668390,SL,3,2026-05-23
668678,CH,3,2026-05-23
668678,CU,22,2026-05-23
668678,FF,33,2026-05-23
668678,SL,24,2026-05-23
668933,FC,20,2026-05-23
668933,SL,9,2026-05-23
668941,CH,2,2026-05-23
668941,SI,5,2026-05-23
668941,ST,5,2026-05-23
669020,CU,3,2026-05-23
669020,FF,7,2026-05-23
669020,SL,3,2026-05-23
669020,ST,3,2026-05-23
669084,CH,4,2026-05-23
669084,CU,6,2026-05-23
669084,FF,6,2026-05-23
669084,SI,9,2026-05-23
669084,SL,3,2026-05-23
669084,ST,1,2026-05-23
669093,FF,3,2026-05-23
669093,FS,8,2026-05-23
669093,SL,1,2026-05-23
669165,CH,10,2026-05-23
669165,FF,5,2026-05-23
669270,CH,1,2026-05-23
669270,CU,1,2026-05-23
669270,FC,9,2026-05-23
669270,FF,2,2026-05-23
669270,SI,8,2026-05-23
669372,CH,10,2026-05-23
669372,FC,8,2026-05-23
669372,FF,13,2026-05-23
669372,SI,28,2026-05-23
669372,SL,14,2026-05-23
669467,CU,19,2026-05-23
669467,FF,26,2026-05-23
669467,FS,3,2026-05-23
669467,SI,19,2026-05-23
669467,SL,26,2026-05-23
669622,SI,6,2026-05-23
669622,SL,3,2026-05-23
669622,ST,11,2026-05-23
669923,CU,19,2026-05-23
669923,FC,6,2026-05-23
669923,FF,24,2026-05-23
669923,FS,2,2026-05-23
669923,SI,10,2026-05-23
669923,ST,31,2026-05-23
670036,FC,4,2026-05-23
670036,FF,7,2026-05-23
670036,ST,8,2026-05-23
670245,CU,1,2026-05-23
670245,FC,7,2026-05-23
670245,FF,6,2026-05-23
670245,SI,1,2026-05-23
670245,ST,5,2026-05-23
670950,CH,15,2026-05-23
670950,FF,22,2026-05-23
670950,SL,2,2026-05-23
670970,CH,3,2026-05-23
670970,FF,1,2026-05-23
670970,SI,5,2026-05-23
670970,SL,1,2026-05-23
670990,CU,4,2026-05-23
670990,FF,3,2026-05-23
670990,SI,3,2026-05-23
670990,ST,9,2026-05-23
671737,CU,7,2026-05-23
671737,FC,23,2026-05-23
671737,FF,34,2026-05-23
671737,FS,9,2026-05-23
671936,CU,1,2026-05-23
671936,FF,4,2026-05-23
671936,SL,5,2026-05-23
673929,FF,17,2026-05-23
673929,SI,1,2026-05-23
673929,SL,3,2026-05-23
676617,SI,9,2026-05-23
676617,ST,11,2026-05-23
676974,CH,6,2026-05-23
676974,FF,26,2026-05-23
676974,SI,10,2026-05-23
676974,SL,22,2026-05-23
676974,ST,31,2026-05-23
677053,CH,1,2026-05-23
677053,FF,4,2026-05-23
677053,SI,3,2026-05-23
677053,SL,1,2026-05-23
677053,ST,3,2026-05-23
677865,CH,1,2026-05-23
677865,SI,7,2026-05-23
677865,ST,5,2026-05-23
677944,CH,7,2026-05-23
677944,CU,13,2026-05-23
677944,FC,23,2026-05-23
677944,FF,18,2026-05-23
677944,SI,25,2026-05-23
678020,FF,3,2026-05-23
678020,SL,1,2026-05-23
678394,CH,20,2026-05-23
678394,FC,1,2026-05-23
678394,FF,7,2026-05-23
678394,SI,38,2026-05-23
678394,ST,26,2026-05-23
678906,CH,6,2026-05-23
678906,CU,7,2026-05-23
678906,FF,17,2026-05-23
678906,SI,17,2026-05-23
678906,SL,6,2026-05-23
678906,ST,36,2026-05-23
680755,CU,5,2026-05-23
680755,FF,1,2026-05-23
680755,SL,8,2026-05-23
681217,FF,1,2026-05-23
681217,FS,2,2026-05-23
681217,ST,1,2026-05-23
681517,CH,16,2026-05-23
681517,CU,12,2026-05-23
681517,FF,27,2026-05-23
681517,SI,9,2026-05-23
681517,SL,9,2026-05-23
681517,ST,14,2026-05-23
681676,CH,2,2026-05-23
681676,FF,9,2026-05-23
681676,SL,13,2026-05-23
681895,CH,4,2026-05-23
681895,CU,2,2026-05-23
681895,FF,1,2026-05-23
681895,SI,1,2026-05-23
681895,ST,1,2026-05-23
681911,CH,1,2026-05-23
681911,FF,14,2026-05-23
681911,SL,8,2026-05-23
681982,FF,15,2026-05-23
681982,SI,3,2026-05-23
681982,ST,8,2026-05-23
683175,CU,1,2026-05-23
683175,FF,11,2026-05-23
683175,ST,16,2026-05-23
683742,CH,7,2026-05-23
683742,FF,24,2026-05-23
683742,SL,23,2026-05-23
684320,FF,3,2026-05-23
684320,FS,4,2026-05-23
684320,SI,4,2026-05-23
684320,SL,9,2026-05-23
687911,FF,12,2026-05-23
687911,SI,1,2026-05-23
687911,ST,8,2026-05-23
688107,CH,8,2026-05-23
688107,FC,29,2026-05-23
688107,FF,16,2026-05-23
688107,SI,18,2026-05-23
688107,ST,18,2026-05-23
688883,CH,1,2026-05-23
688883,CU,7,2026-05-23
688883,FF,12,2026-05-23
688883,SL,9,2026-05-23
689147,FF,2,2026-05-23
689147,FS,3,2026-05-23
689147,ST,7,2026-05-23
689266,FC,13,2026-05-23
689266,SI,14,2026-05-23
689266,SL,3,2026-05-23
689546,FF,8,2026-05-23
689546,SL,16,2026-05-23
694297,CH,1,2026-05-23
694297,CU,2,2026-05-23
694297,FC,4,2026-05-23
694297,FF,1,2026-05-23
694297,SI,11,2026-05-23
694297,ST,4,2026-05-23
694335,FC,3,2026-05-23
694335,SI,5,2026-05-23
694335,ST,6,2026-05-23
694973,CH,10,2026-05-23
694973,FF,29,2026-05-23
694973,FS,15,2026-05-23
694973,SI,23,2026-05-23
694973,SL,4,2026-05-23
694973,ST,17,2026-05-23
695243,FF,7,2026-05-23
695243,SL,6,2026-05-23
695380,FF,5,2026-05-23
695380,SI,1,2026-05-23
695380,SL,4,2026-05-23
695418,FF,18,2026-05-23
695418,SI,7,2026-05-23
695418,SL,9,2026-05-23
695418,ST,13,2026-05-23
695534,CH,10,2026-05-23
695534,FF,11,2026-05-23
695534,SI,20,2026-05-23
695534,SL,15,2026-05-23
695534,ST,6,2026-05-23
696070,CH,12,2026-05-23
696070,FF,17,2026-05-23
696070,SI,7,2026-05-23
696070,SL,9,2026-05-23
700669,CH,2,2026-05-23
700669,CU,5,2026-05-23
700669,FF,7,2026-05-23
700669,SI,1,2026-05-23
700669,SL,2,2026-05-23
700712,CH,34,2026-05-23
700712,FF,22,2026-05-23
700712,SI,26,2026-05-23
700712,ST,11,2026-05-23
701719,FF,4,2026-05-23
701719,SI,4,2026-05-23
701719,ST,3,2026-05-23
702193,CH,2,2026-05-23
702193,FC,4,2026-05-23
702193,FF,14,2026-05-23
702193,SI,7,2026-05-23
702193,ST,5,2026-05-23
702752,CH,3,2026-05-23
702752,FC,7,2026-05-23
702752,SI,2,2026-05-23
808963,FF,40,2026-05-23
808963,FS,25,2026-05-23
808963,SL,22,2026-05-23
820862,CH,1,2026-05-23
820862,FF,1,2026-05-23
820862,SI,8,2026-05-23
820862,SL,19,2026-05-23
445276,FC,17,2026-05-24
445276,SI,5,2026-05-24
445276,SL,2,2026-05-24
471911,CH,4,2026-05-24
471911,FC,2,2026-05-24
471911,FF,3,2026-05-24
471911,SI,2,2026-05-24
471911,SL,1,2026-05-24
500779,CH,8,2026-05-24
500779,CU,4,2026-05-24
500779,FF,8,2026-05-24
500779,SI,9,2026-05-24
500779,SV,4,2026-05-24
518585,FF,6,2026-05-24
518585,FS,7,2026-05-24
518585,SL,2,2026-05-24
527048,CH,31,2026-05-24
527048,CU,10,2026-05-24
527048,FC,13,2026-05-24
527048,FF,2,2026-05-24
527048,SI,30,2026-05-24
543056,CU,1,2026-05-24
543056,FC,10,2026-05-24
543056,FF,1,2026-05-24
543056,SI,6,2026-05-24
543056,ST,4,2026-05-24
543243,CH,2,2026-05-24
543243,CU,16,2026-05-24
543243,FC,25,2026-05-24
543243,FF,10,2026-05-24
543243,SI,13,2026-05-24
543243,ST,9,2026-05-24
544150,CH,4,2026-05-24
544150,CU,2,2026-05-24
544150,FC,12,2026-05-24
544150,FF,25,2026-05-24
548384,CH,1,2026-05-24
548384,FC,2,2026-05-24
548384,SI,5,2026-05-24
548384,ST,5,2026-05-24
552640,FF,4,2026-05-24
552640,SI,3,2026-05-24
552640,SL,4,2026-05-24
573124,SI,9,2026-05-24
573124,ST,4,2026-05-24
573204,CU,3,2026-05-24
573204,FF,9,2026-05-24
573204,SL,1,2026-05-24
592662,CH,14,2026-05-24
592662,CU,13,2026-05-24
592662,FF,45,2026-05-24
592662,SL,20,2026-05-24
593974,CH,13,2026-05-24
593974,SI,13,2026-05-24
593974,SL,4,2026-05-24
594027,FS,3,2026-05-24
594027,SI,11,2026-05-24
596001,CH,11,2026-05-24
596001,FF,2,2026-05-24
596001,SI,5,2026-05-24
596001,ST,16,2026-05-24
596133,CH,4,2026-05-24
596133,FC,2,2026-05-24
596133,FF,5,2026-05-24
605130,FF,2,2026-05-24
605130,ST,6,2026-05-24
607455,CH,1,2026-05-24
607455,FF,1,2026-05-24
607455,SI,5,2026-05-24
607455,SL,3,2026-05-24
607625,CH,6,2026-05-24
607625,CU,14,2026-05-24
607625,FC,19,2026-05-24
607625,FF,14,2026-05-24
607625,SI,13,2026-05-24
607625,SL,5,2026-05-24
607625,ST,15,2026-05-24
608650,CH,2,2026-05-24
608650,CU,1,2026-05-24
608650,FC,1,2026-05-24
608650,FF,7,2026-05-24
621383,FF,3,2026-05-24
621383,SI,2,2026-05-24
621383,SL,7,2026-05-24
621383,ST,5,2026-05-24
622554,FF,4,2026-05-24
622554,FS,2,2026-05-24
622554,SI,3,2026-05-24
622554,ST,6,2026-05-24
623211,CH,1,2026-05-24
623211,SI,7,2026-05-24
623454,CH,19,2026-05-24
623454,CU,7,2026-05-24
623454,FF,18,2026-05-24
623454,SI,1,2026-05-24
625643,CH,2,2026-05-24
625643,CU,2,2026-05-24
625643,FF,22,2026-05-24
625643,SL,9,2026-05-24
640448,FF,8,2026-05-24
640448,FS,13,2026-05-24
641835,SI,4,2026-05-24
641835,SL,4,2026-05-24
641927,CH,25,2026-05-24
641927,FF,29,2026-05-24
641927,SI,4,2026-05-24
641927,SL,15,2026-05-24
641927,ST,9,2026-05-24
642207,CH,9,2026-05-24
642207,FF,5,2026-05-24
642397,FF,10,2026-05-24
642397,SI,3,2026-05-24
642397,SL,9,2026-05-24
643410,CU,2,2026-05-24
643410,FC,4,2026-05-24
643410,FF,1,2026-05-24
643410,FS,2,2026-05-24
643410,SI,4,2026-05-24
650556,FF,6,2026-05-24
650556,SL,9,2026-05-24
650633,CH,25,2026-05-24
650633,FF,15,2026-05-24
650633,SI,23,2026-05-24
650633,SL,6,2026-05-24
650633,ST,12,2026-05-24
656302,CH,10,2026-05-24
656302,CU,11,2026-05-24
656302,FF,24,2026-05-24
656302,SI,11,2026-05-24
656302,SL,18,2026-05-24
656302,ST,2,2026-05-24
656492,CH,10,2026-05-24
656492,CU,9,2026-05-24
656492,FC,27,2026-05-24
656492,FF,23,2026-05-24
656492,FS,3,2026-05-24
656492,SI,5,2026-05-24
656492,ST,13,2026-05-24
656605,CH,1,2026-05-24
656605,CU,8,2026-05-24
656605,FC,7,2026-05-24
656605,FF,34,2026-05-24
656605,SI,22,2026-05-24
656605,SL,10,2026-05-24
656605,ST,19,2026-05-24
656848,CH,4,2026-05-24
656848,FF,11,2026-05-24
656848,SL,2,2026-05-24
656876,CH,19,2026-05-24
656876,CU,7,2026-05-24
656876,FC,28,2026-05-24
656876,FF,17,2026-05-24
656876,SI,20,2026-05-24
656876,ST,1,2026-05-24
656945,FF,9,2026-05-24
656945,SL,6,2026-05-24
657424,FF,1,2026-05-24
657424,SI,3,2026-05-24
657424,SL,5,2026-05-24
657514,CU,4,2026-05-24
657514,FC,6,2026-05-24
657612,SI,13,2026-05-24
657612,SL,5,2026-05-24
663558,CH,5,2026-05-24
663558,FC,1,2026-05-24
663558,FF,5,2026-05-24
663558,SI,1,2026-05-24
663558,ST,2,2026-05-24
663567,CH,16,2026-05-24
663567,FC,7,2026-05-24
663567,FF,34,2026-05-24
663567,SI,9,2026-05-24
663567,SL,24,2026-05-24
663567,ST,7,2026-05-24
663567,SV,6,2026-05-24
663687,CH,1,2026-05-24
663687,CU,1,2026-05-24
663687,FC,1,2026-05-24
663687,FF,11,2026-05-24
663687,SL,1,2026-05-24
663738,CH,2,2026-05-24
663738,SI,4,2026-05-24
663738,SL,1,2026-05-24
663878,FF,8,2026-05-24
663878,SL,12,2026-05-24
663947,CH,5,2026-05-24
663947,FC,6,2026-05-24
663947,FF,4,2026-05-24
663947,SI,1,2026-05-24
663947,ST,4,2026-05-24
663969,CU,9,2026-05-24
663969,FF,10,2026-05-24
663969,FS,14,2026-05-24
663969,SI,14,2026-05-24
663969,ST,12,2026-05-24
663992,FF,4,2026-05-24
663992,SL,2,2026-05-24
663992,ST,9,2026-05-24
664126,FC,5,2026-05-24
664126,FF,9,2026-05-24
664126,SL,2,2026-05-24
664199,CH,2,2026-05-24
664199,FC,4,2026-05-24
664199,SI,2,2026-05-24
664199,SL,3,2026-05-24
664208,CU,5,2026-05-24
664208,FC,5,2026-05-24
664208,SI,1,2026-05-24
664208,ST,2,2026-05-24
664285,CH,16,2026-05-24
664285,CU,22,2026-05-24
664285,FF,4,2026-05-24
664285,SI,48,2026-05-24
664285,SL,2,2026-05-24
664954,EP,4,2026-05-24
664954,FA,5,2026-05-24
665622,CH,2,2026-05-24
665622,CU,1,2026-05-24
665622,FF,6,2026-05-24
665622,SI,5,2026-05-24
665622,SL,4,2026-05-24
667463,CU,2,2026-05-24
667463,SI,6,2026-05-24
667463,SL,4,2026-05-24
667463,ST,1,2026-05-24
668674,CH,3,2026-05-24
668674,FF,7,2026-05-24
668674,SI,10,2026-05-24
668674,SL,12,2026-05-24
668873,CU,3,2026-05-24
668873,FF,8,2026-05-24
668873,SI,1,2026-05-24
668873,SL,4,2026-05-24
669022,CH,6,2026-05-24
669022,CU,35,2026-05-24
669022,FC,15,2026-05-24
669022,FF,34,2026-05-24
669022,SI,6,2026-05-24
669022,SL,3,2026-05-24
669062,CH,1,2026-05-24
669062,FF,1,2026-05-24
669062,SI,4,2026-05-24
669062,SL,5,2026-05-24
669194,CU,5,2026-05-24
669194,FC,15,2026-05-24
669194,FF,63,2026-05-24
669194,SI,3,2026-05-24
669194,SL,17,2026-05-24
669211,CH,9,2026-05-24
669211,FF,10,2026-05-24
669211,SL,3,2026-05-24
669432,CH,15,2026-05-24
669432,FC,5,2026-05-24
669432,FF,47,2026-05-24
669432,SI,12,2026-05-24
669432,ST,11,2026-05-24
669622,SI,6,2026-05-24
669622,ST,5,2026-05-24
669711,CH,2,2026-05-24
669711,FF,10,2026-05-24
669711,SI,5,2026-05-24
669711,ST,2,2026-05-24
670059,FF,1,2026-05-24
670059,SI,7,2026-05-24
670059,ST,2,2026-05-24
670167,CH,1,2026-05-24
670167,FC,1,2026-05-24
670167,FF,5,2026-05-24
670167,SI,2,2026-05-24
670167,ST,3,2026-05-24
670245,CU,3,2026-05-24
670245,FC,4,2026-05-24
670245,FF,4,2026-05-24
670245,SI,2,2026-05-24
670245,ST,7,2026-05-24
670990,SI,9,2026-05-24
670990,ST,7,2026-05-24
671922,FF,8,2026-05-24
671922,FS,2,2026-05-24
671922,ST,2,2026-05-24
672282,CH,6,2026-05-24
672282,CU,8,2026-05-24
672282,FF,53,2026-05-24
672282,SL,29,2026-05-24
672782,CH,1,2026-05-24
672782,FC,2,2026-05-24
672782,FF,12,2026-05-24
672782,SI,1,2026-05-24
672782,ST,6,2026-05-24
674841,CU,8,2026-05-24
674841,FF,4,2026-05-24
674841,SI,1,2026-05-24
674841,SL,5,2026-05-24
675512,FC,5,2026-05-24
675512,FF,41,2026-05-24
675512,FS,9,2026-05-24
675512,SI,6,2026-05-24
675512,SL,18,2026-05-24
675660,CU,5,2026-05-24
675660,FC,6,2026-05-24
675660,FF,6,2026-05-24
675660,SI,16,2026-05-24
675660,SL,7,2026-05-24
676477,CH,4,2026-05-24
676477,SI,6,2026-05-24
676477,SL,4,2026-05-24
676534,CU,5,2026-05-24
676534,FC,9,2026-05-24
676534,FF,1,2026-05-24
676534,SI,4,2026-05-24
676534,ST,4,2026-05-24
676684,CH,1,2026-05-24
676684,FF,10,2026-05-24
676684,SI,1,2026-05-24
676684,SL,2,2026-05-24
676760,CH,8,2026-05-24
676760,FC,9,2026-05-24
676760,FF,20,2026-05-24
676760,ST,1,2026-05-24
676775,FF,12,2026-05-24
676775,FS,11,2026-05-24
676775,SI,3,2026-05-24
676775,SL,3,2026-05-24
677960,CH,16,2026-05-24
677960,FF,34,2026-05-24
677960,SI,20,2026-05-24
677960,SL,8,2026-05-24
677960,ST,17,2026-05-24
678020,FF,14,2026-05-24
678020,FS,5,2026-05-24
678020,SL,5,2026-05-24
678606,SI,3,2026-05-24
678606,SL,2,2026-05-24
679358,CU,2,2026-05-24
679358,FF,5,2026-05-24
679358,FS,2,2026-05-24
679358,SL,1,2026-05-24
680604,FC,7,2026-05-24
680604,FF,2,2026-05-24
680604,SI,19,2026-05-24
680604,ST,17,2026-05-24
680742,CH,4,2026-05-24
680742,FF,6,2026-05-24
680742,SL,2,2026-05-24
680755,CU,5,2026-05-24
680755,SL,3,2026-05-24
681035,CU,3,2026-05-24
681035,FC,14,2026-05-24
681035,FF,43,2026-05-24
681035,FS,9,2026-05-24
681035,SI,1,2026-05-24
681035,SL,1,2026-05-24
681035,ST,23,2026-05-24
681402,FF,4,2026-05-24
681402,SL,8,2026-05-24
681799,FC,9,2026-05-24
681799,SI,1,2026-05-24
681799,ST,6,2026-05-24
681867,CH,6,2026-05-24
681867,FC,8,2026-05-24
681867,FF,3,2026-05-24
681867,SI,2,2026-05-24
681867,ST,6,2026-05-24
682052,CH,14,2026-05-24
682052,FC,20,2026-05-24
682052,FF,29,2026-05-24
682052,SI,2,2026-05-24
682052,SL,26,2026-05-24
682120,CU,4,2026-05-24
682120,FF,3,2026-05-24
682120,SI,1,2026-05-24
682120,SL,6,2026-05-24
682254,CU,1,2026-05-24
682254,FF,13,2026-05-24
682254,SL,4,2026-05-24
683769,CH,4,2026-05-24
683769,FF,3,2026-05-24
683769,SL,9,2026-05-24
684007,FF,40,2026-05-24
684007,FS,46,2026-05-24
684007,ST,8,2026-05-24
684320,FF,4,2026-05-24
684320,FS,6,2026-05-24
684320,SL,5,2026-05-24
685126,CH,9,2026-05-24
685126,FF,13,2026-05-24
685126,SL,6,2026-05-24
686560,FC,5,2026-05-24
686560,FF,4,2026-05-24
686560,SI,4,2026-05-24
686560,ST,4,2026-05-24
686993,FC,5,2026-05-24
686993,FF,5,2026-05-24
686993,ST,9,2026-05-24
687064,CU,14,2026-05-24
687064,FF,42,2026-05-24
687064,FS,25,2026-05-24
687064,SI,16,2026-05-24
687064,SL,8,2026-05-24
687075,CH,4,2026-05-24
687075,CU,6,2026-05-24
687075,FC,22,2026-05-24
687075,FF,26,2026-05-24
687075,SI,27,2026-05-24
687075,ST,4,2026-05-24
687330,CH,3,2026-05-24
687330,FF,1,2026-05-24
687330,SI,10,2026-05-24
687377,FF,2,2026-05-24
687377,SI,3,2026-05-24
687377,SL,5,2026-05-24
689254,CH,1,2026-05-24
689254,FC,11,2026-05-24
689254,ST,7,2026-05-24
691725,CU,5,2026-05-24
691725,FF,21,2026-05-24
691725,FS,23,2026-05-24
691725,SI,6,2026-05-24
691725,SL,19,2026-05-24
691725,ST,8,2026-05-24
691799,CU,3,2026-05-24
691799,FF,7,2026-05-24
691799,SI,1,2026-05-24
691799,SL,5,2026-05-24
692230,CH,10,2026-05-24
692230,CU,1,2026-05-24
692230,FC,12,2026-05-24
692230,FF,15,2026-05-24
693433,CH,5,2026-05-24
693433,FF,52,2026-05-24
693433,SI,12,2026-05-24
693433,SL,10,2026-05-24
693433,ST,12,2026-05-24
694361,CU,1,2026-05-24
694361,FF,10,2026-05-24
694361,ST,5,2026-05-24
695380,FF,8,2026-05-24
695380,SI,10,2026-05-24
695380,SL,15,2026-05-24
695445,CH,2,2026-05-24
695445,FF,3,2026-05-24
695445,SI,11,2026-05-24
695445,ST,6,2026-05-24
696147,CH,4,2026-05-24
696147,SI,9,2026-05-24
696147,SL,14,2026-05-24
699134,CH,11,2026-05-24
699134,FF,6,2026-05-24
699134,SI,9,2026-05-24
699134,SL,1,2026-05-24
699823,FF,13,2026-05-24
699823,FS,1,2026-05-24
699823,SL,12,2026-05-24
701519,SL,1,2026-05-24
702273,CH,5,2026-05-24
702273,FC,20,2026-05-24
702273,FF,13,2026-05-24
702273,SI,24,2026-05-24
702273,ST,8,2026-05-24
800048,CH,16,2026-05-24
800048,CU,13,2026-05-24
800048,FC,7,2026-05-24
800048,FF,27,2026-05-24
800048,SI,25,2026-05-24
800048,SL,3,2026-05-24
800311,FF,3,2026-05-24
800311,SL,2,2026-05-24
805123,CH,6,2026-05-24
805123,FC,1,2026-05-24
805123,FF,14,2026-05-24
805123,ST,8,2026-05-24
808967,CU,17,2026-05-24
808967,FC,9,2026-05-24
808967,FF,27,2026-05-24
808967,FS,18,2026-05-24
808967,SI,13,2026-05-24
808967,SL,8,2026-05-24
455119,FC,8,2026-05-25
455119,FF,1,2026-05-25
455119,FS,3,2026-05-25
455119,SI,2,2026-05-25
518876,CH,17,2026-05-25
518876,CU,12,2026-05-25
518876,FC,13,2026-05-25
518876,FF,27,2026-05-25
518876,SI,9,2026-05-25
518876,SL,18,2026-05-25
594580,CH,1,2026-05-25
594580,FF,1,2026-05-25
594580,SI,7,2026-05-25
594580,ST,3,2026-05-25
595014,SI,1,2026-05-25
595014,ST,3,2026-05-25
595345,FF,6,2026-05-25
595345,SL,9,2026-05-25
608379,CH,20,2026-05-25
608379,CU,16,2026-05-25
608379,FC,8,2026-05-25
608379,FF,24,2026-05-25
608379,SI,15,2026-05-25
608379,SL,10,2026-05-25
608650,CH,2,2026-05-25
608650,FC,5,2026-05-25
608650,FF,5,2026-05-25
622088,CU,2,2026-05-25
622088,FF,3,2026-05-25
622088,SI,1,2026-05-25
622088,SL,3,2026-05-25
622088,ST,7,2026-05-25
622491,CH,6,2026-05-25
622491,FF,31,2026-05-25
622491,SI,11,2026-05-25
622491,SL,20,2026-05-25
622554,FF,9,2026-05-25
622554,FS,4,2026-05-25
622554,ST,6,2026-05-25
641329,CH,8,2026-05-25
641329,FF,3,2026-05-25
641329,SL,1,2026-05-25
641743,CH,16,2026-05-25
641743,FC,8,2026-05-25
641743,FF,22,2026-05-25
641743,SI,16,2026-05-25
641743,SL,7,2026-05-25
641743,ST,25,2026-05-25
641745,FF,3,2026-05-25
641745,SI,8,2026-05-25
641745,SL,6,2026-05-25
641745,ST,5,2026-05-25
641793,FF,36,2026-05-25
641793,FS,19,2026-05-25
641793,SI,11,2026-05-25
641793,SL,34,2026-05-25
641793,ST,6,2026-05-25
642397,FF,2,2026-05-25
642397,SI,3,2026-05-25
642397,SL,6,2026-05-25
642397,ST,3,2026-05-25
642528,CH,3,2026-05-25
642528,CU,2,2026-05-25
642528,FF,3,2026-05-25
642528,SI,6,2026-05-25
643511,SI,15,2026-05-25
643511,SL,2,2026-05-25
650644,CU,20,2026-05-25
650644,FC,32,2026-05-25
650644,FF,8,2026-05-25
650644,FS,2,2026-05-25
650644,SI,11,2026-05-25
656234,CU,1,2026-05-25
656234,FF,5,2026-05-25
656234,SI,6,2026-05-25
656234,ST,7,2026-05-25
656271,CH,1,2026-05-25
656271,FF,5,2026-05-25
656271,SI,1,2026-05-25
656271,SL,6,2026-05-25
656288,CH,15,2026-05-25
656288,CU,1,2026-05-25
656288,FC,6,2026-05-25
656288,FF,29,2026-05-25
656288,SI,12,2026-05-25
656288,SL,33,2026-05-25
656288,ST,1,2026-05-25
656529,CU,2,2026-05-25
656529,FF,4,2026-05-25
656529,SI,2,2026-05-25
656529,SL,5,2026-05-25
657097,CH,8,2026-05-25
657097,CU,1,2026-05-25
657097,FF,10,2026-05-25
657097,SL,4,2026-05-25
657514,CU,5,2026-05-25
657514,FC,4,2026-05-25
657612,FF,1,2026-05-25
657612,SI,4,2026-05-25
661395,CH,1,2026-05-25
661395,FF,3,2026-05-25
661395,FS,11,2026-05-25
661395,ST,2,2026-05-25
663423,CU,3,2026-05-25
663423,FC,7,2026-05-25
663423,FF,3,2026-05-25
663423,SI,3,2026-05-25
663423,ST,5,2026-05-25
663542,FF,6,2026-05-25
663542,ST,4,2026-05-25
663556,CH,22,2026-05-25
663556,CU,8,2026-05-25
663556,FF,33,2026-05-25
663556,SL,21,2026-05-25
663738,CH,3,2026-05-25
663738,SI,3,2026-05-25
663738,SL,2,2026-05-25
664059,EP,6,2026-05-25
664141,CH,5,2026-05-25
664141,CU,6,2026-05-25
664141,SI,14,2026-05-25
664141,SL,10,2026-05-25
664991,FF,2,2026-05-25
664991,SI,9,2026-05-25
666157,CH,19,2026-05-25
666157,CU,26,2026-05-25
666157,FF,33,2026-05-25
666157,SI,20,2026-05-25
666200,CH,32,2026-05-25
666200,FF,34,2026-05-25
666200,SI,8,2026-05-25
666200,ST,30,2026-05-25
666711,FF,3,2026-05-25
666711,SI,5,2026-05-25
666711,SL,3,2026-05-25
666974,FS,1,2026-05-25
666974,SI,5,2026-05-25
667463,CH,2,2026-05-25
667463,CU,2,2026-05-25
667463,FF,1,2026-05-25
667463,SI,4,2026-05-25
667463,SL,3,2026-05-25
667463,ST,2,2026-05-25
668674,CH,2,2026-05-25
668674,FF,2,2026-05-25
668674,SI,5,2026-05-25
668674,SL,5,2026-05-25
668933,FC,5,2026-05-25
668933,SL,8,2026-05-25
668964,FC,2,2026-05-25
668964,FF,10,2026-05-25
668964,FS,6,2026-05-25
668964,SL,1,2026-05-25
668964,ST,1,2026-05-25
668984,CH,6,2026-05-25
668984,FF,13,2026-05-25
668984,SI,2,2026-05-25
668984,SL,3,2026-05-25
668984,ST,8,2026-05-25
669093,FF,1,2026-05-25
669093,FS,3,2026-05-25
669165,CH,3,2026-05-25
669165,FF,8,2026-05-25
669165,SL,1,2026-05-25
669199,CU,3,2026-05-25
669199,FF,5,2026-05-25
669199,FS,3,2026-05-25
