Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds,Game#,GamePk,DK RL Away,DK RL Home,MGM RL Away,MGM RL Home
2026-09-05,San Francisco Giants,New York Mets,27.2,72.8,138,-167,140,-170,-14.8%,-14.5%,+10.3%,+9.8%,Anthony Molina,R,7.2,91.2,2139.0,12.6,Zac Thornton,L,30.7,87.3,2350.0,8.5,0.715,0.746,5.4,4.08,0.0,0.0,N/A,PARTIAL,97,,,-13.0%,+13.0%,-12.6%,+12.6%,,147,-157,1,823577,+1.5@-157,-1.5@130,+1.5@-155,-1.5@130
2026-09-05,Chicago Cubs,Miami Marlins,56.7,43.3,-126,104,-130,105,+0.9%,+0.2%,-5.7%,-5.5%,Javier Assad,R,41.7,89.8,2091.0,5.9,Ryan Gusto,R,33.8,88.8,2242.0,9.1,0.766,0.745,5.0,4.96,0.0,0.0,N/A,CONFIRMED+PLATOON,96,,,+3.5%,-3.5%,+3.0%,-3.0%,Chicago Cubs,-119,108,1,823823,-1.5@130,+1.5@-157,-1.5@135,+1.5@-165
2026-09-05,Atlanta Braves,Philadelphia Phillies,47.2,52.8,135,-163,135,-160,+4.6% ** BET **,+4.6% ** BET **,-9.2%,-8.7%,Martín Pérez,L,60.5,85.1,1973.0,8.8,Zack Wheeler,R,65.2,90.1,2374.0,12.9,0.725,0.713,3.33,1.83,0.0,0.0,N/A,ESTIMATED,105,** BET **,,+6.5%,-6.5%,+6.3%,-6.3%,,143,-153,1,823419,+1.5@-157,-1.5@130,,
2026-09-05,Detroit Tigers,Cleveland Guardians,38.6,61.4,134,-162,135,-160,-4.1%,-4.0%,-0.4%,-0.1%,Framber Valdez,L,75.3,88.1,2285.0,7.6,Parker Messick,L,80.5,90.1,2101.0,10.6,0.71,0.686,6.22,4.08,0.0,0.0,N/A,ESTIMATED,98,,,-2.3%,+2.3%,-2.3%,+2.3%,,143,-153,1,824389,+1.5@-167,-1.5@137,+1.5@-160,-1.5@135
2026-09-05,Los Angeles Angels,Pittsburgh Pirates,35.1,64.9,157,-191,154,-190,-3.8%,-4.3%,-0.7%,-0.6%,Yusei Kikuchi,L,21.5,89.7,2195.0,9.8,Braxton Ashcraft,R,80.2,92.6,2472.0,11.4,0.677,0.733,3.6,3.76,0.0,0.0,N/A,ESTIMATED,98,,,-2.1%,+2.1%,-2.5%,+2.5%,,162,-177,1,823335,+1.5@-144,-1.5@119,+1.5@-145,-1.5@118
2026-09-05,Milwaukee Brewers,Cincinnati Reds,52.4,47.6,-157,130,-160,135,-8.7%,-9.1%,+4.1% ** BET **,+5.0% ** BET **,Dustin May,R,64.3,92.6,2530.0,9.4,Andrew Abbott,L,74.2,87.4,2450.0,8.2,0.739,0.704,6.2,6.96,0.0,0.0,N/A,ESTIMATED,106,** BET **,,-6.0%,+6.0%,-6.7%,+6.7%,Cincinnati Reds,-153,143,1,824468,-1.5@104,+1.5@-125,-1.5@105,+1.5@-125
2026-09-05,Boston Red Sox,Baltimore Orioles,58.7,41.3,-130,108,-130,110,+2.2%,+2.2%,-6.8%,-6.3%,Sonny Gray,R,71.8,87.4,2496.0,8.3,Chris Bassitt,R,39.8,85.2,2182.0,8.1,0.73,0.711,6.85,3.39,0.0,0.0,N/A,ESTIMATED,102,,,+4.7%,-4.7%,+4.4%,-4.4%,Boston Red Sox,-122,112,1,824795,-1.5@131,+1.5@-159,-1.5@130,+1.5@-155
2026-09-05,Tampa Bay Rays,Texas Rangers,55.7,44.3,-110,-110,-110,-110,+3.3% ** BET **,+3.3% ** BET **,-8.1%,-8.1%,Drew Rasmussen,R,73.2,92.4,2358.0,11.0,Jacob deGrom,R,68.7,93.1,2439.0,15.4,0.731,0.717,4.5,4.21,0.0,0.0,N/A,ESTIMATED,103,** BET **,,+5.7%,-5.7%,+5.7%,-5.7%,Tampa Bay Rays,-105,-105,1,822850,-1.5@155,+1.5@-189,-1.5@155,+1.5@-190
2026-09-05,Toronto Blue Jays,Kansas City Royals,50.4,49.6,-110,-110,-110,-110,-2.0%,-2.0%,-2.8%,-2.8%,Max Scherzer,R,28.5,87.6,2260.0,8.2,Seth Lugo,R,77.0,85.7,2520.0,7.3,0.691,0.719,2.38,6.79,0.0,0.0,N/A,ESTIMATED,99,,,+0.4%,-0.4%,+0.4%,-0.4%,,-105,-105,1,824066,-1.5@144,+1.5@-175,-1.5@145,+1.5@-175
2026-09-05,Minnesota Twins,Chicago White Sox,52.8,47.2,102,-123,105,-125,+3.3% ** BET **,+4.0% ** BET **,-8.0%,-8.4%,Taj Bradley,R,77.2,92.9,2183.0,10.2,Anthony Kay,L,68.3,90.1,2293.0,9.9,0.728,0.723,3.05,3.36,0.0,0.0,N/A,ESTIMATED,99,** BET **,,+5.5%,-5.5%,+6.1%,-6.1%,Minnesota Twins,105,-115,1,824553,+1.5@-204,-1.5@167,,
2026-09-05,Arizona Diamondbacks,Houston Astros,61.0,39.0,-108,-112,-110,-110,+9.1%,+8.6%,-13.8%,-13.4%,Brandon Pfaadt,R,55.5,89.0,2455.0,8.9,Ethan Pecko,R,6.5,89.5,2266.0,10.4,0.708,0.723,3.12,2.76,0.0,0.0,N/A,ESTIMATED,99,,,+11.4%,-11.4%,+11.0%,-11.0%,,-105,-105,1,824145,-1.5@151,+1.5@-183,-1.5@150,+1.5@-185
2026-09-05,New York Yankees,San Diego Padres,46.0,54.0,109,-131,110,-130,-1.8%,-1.6%,-2.7%,-2.5%,Carlos Rodón,L,29.5,90.7,2317.0,11.7,Robbie Ray,L,74.5,88.4,2127.0,10.2,0.719,0.7,3.55,3.38,0.0,0.0,N/A,ESTIMATED,94,,,+0.3%,-0.3%,+0.3%,-0.3%,,115,-125,1,823257,+1.5@-204,-1.5@167,+1.5@-200,-1.5@165
2026-09-05,St. Louis Cardinals,Colorado Rockies,33.3,66.7,-126,104,-125,105,-22.5%,-22.3%,+17.7%,+17.9%,Matthew Liberatore,L,67.3,88.7,2390.0,9.6,Mason Adams,R,4.5,89.4,2264.0,8.1,0.701,0.741,4.97,2.95,0.0,0.0,N/A,ESTIMATED,118,,,-19.9%,+19.9%,-20.0%,+20.0%,,-121,110,1,824310,-1.5@123,+1.5@-149,-1.5@125,+1.5@-150
2026-09-05,Washington Nationals,Los Angeles Dodgers,47.7,52.3,183,-225,180,-220,+12.4%,+12.0%,-16.9%,-16.5%,Cade Cavalli,R,76.3,91.6,2233.0,10.6,Tyler Glasnow,R,25.8,90.7,2628.0,11.3,0.754,0.756,5.17,4.47,0.0,0.0,N/A,ESTIMATED,96,,,+13.9%,-13.9%,+13.5%,-13.5%,,193,-213,1,823904,+1.5@-126,-1.5@104,+1.5@-125,-1.5@105
2026-09-05,Athletics,Seattle Mariners,42.9,57.1,201,-249,200,-250,+9.7%,+9.6%,-14.2%,-14.3%,Jeffrey Springs,L,61.5,85.8,1996.0,9.5,George Kirby,R,76.3,91.9,2266.0,10.4,0.727,0.687,5.75,6.02,0.0,0.0,N/A,ESTIMATED,96,,,+11.1%,-11.1%,+11.1%,-11.1%,,210,-240,1,823094,+1.5@-110,-1.5@-110,+1.5@-110,-1.5@-110
