date,pk,pitcher_id,name,team,opp,home,hand,season_so,season_bf,season_gs,season_ip,prior_so,prior_bf,bf_l5,bf_season,exp_bf,p_pit,f_pit,lineup_src,lineup_n,lineup_k,f_lineup,pk_pa,exp_k,p_over_3.5,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,line_dk,over_dk,under_dk,line_fd,over_fd,under_fd,line_mgm,over_mgm,under_mgm,line_czr,over_czr,under_czr,alts,cons_line,p_over_cons,fair_over,fair_under,best_side,best_book,best_line,best_price,best_edge,odds_at,built_at
2026-08-21,823746,519242,Chris Sale,Atlanta Braves,Milwaukee Brewers,0,L,160,517,22,129.0,165,510,21.88,23.31,22.23,0.3054,1.381,confirmed,9,0.2043,0.924,0.2844,6.19,0.8603,0.7434,0.5943,0.435,0.2901,0.1759,7.5,-117,-109,7.5,-115,-111,7.5,-115,-115,,,,"{""dk"":{""4.5"":[-1260,null],""5.5"":[-507,null],""6.5"":[-232,null],""7.5"":[-117,null],""8.5"":[164,null],""9.5"":[309,null],""10.5"":[583,null],""11.5"":[1080,null]},""fd"":{""4.5"":[-2200,null],""5.5"":[-620,null],""6.5"":[-265,null],""7.5"":[-115,null],""8.5"":[162,null],""9.5"":[300,null],""10.5"":[600,null]},""mgm"":{""5.5"":[-500,null],""8.5"":[155,null],""7.5"":[-118,null],""6.5"":[-235,null],""9.5"":[290,null]},""czr"":{""9.5"":[260,null],""4.5"":[-2000,null],""5.5"":[-530,null],""6.5"":[-235,null],""7.5"":[-129,null],""8.5"":[144,null]}}",7.5,0.2901,+245,-245,under,dk,7.5,-109,0.2182,2026-08-21T18:09:58Z,2026-08-21T18:13:06Z
2026-08-21,823746,694819,Jacob Misiorowski,Milwaukee Brewers,Atlanta Braves,1,R,210,527,23,139.0,87,273,21.75,22.89,22.04,0.3652,1.651,confirmed,9,0.2053,0.928,0.3436,7.48,0.9311,0.8654,0.7649,0.6338,0.4871,0.3449,9.5,102,-130,9.5,110,-140,9.5,110,-150,,,,"{""dk"":{""5.5"":[-1780,null],""6.5"":[-730,null],""7.5"":[-340,null],""8.5"":[-179,null],""9.5"":[102,null],""10.5"":[182,null],""11.5"":[320,null],""12.5"":[587,null],""13.5"":[1040,null]},""fd"":{""5.5"":[-3500,null],""6.5"":[-1000,null],""7.5"":[-430,null],""8.5"":[-184,null],""9.5"":[100,null],""10.5"":[196,null],""11.5"":[370,null]},""mgm"":{""6.5"":[-650,null],""7.5"":[-325,null],""10.5"":[200,null],""8.5"":[-165,null],""9.5"":[110,null]},""czr"":{""9.5"":[101,null],""6.5"":[-850,null],""7.5"":[-325,null],""8.5"":[-170,null]}}",9.5,0.2242,+346,-346,under,dk,9.5,-130,0.2427,2026-08-21T18:09:58Z,2026-08-21T18:13:06Z
2026-08-21,823420,666200,Jesús Luzardo,Philadelphia Phillies,St. Louis Cardinals,1,L,185,621,25,150.3,216,758,25.88,24.49,25.53,0.2915,1.318,confirmed,9,0.2048,0.926,0.2718,7.0,0.9127,0.8262,0.7044,0.5589,0.4096,0.276,7.5,-104,-123,7.5,114,-146,7.5,110,-150,,,,"{""dk"":{""3.5"":[-3400,null],""4.5"":[-1020,null],""5.5"":[-423,null],""6.5"":[-204,null],""7.5"":[-104,null],""8.5"":[187,null],""9.5"":[362,null],""10.5"":[710,null],""11.5"":[1340,null]},""fd"":{""4.5"":[-1400,null],""5.5"":[-460,null],""6.5"":[-200,null],""7.5"":[114,null],""8.5"":[200,null],""9.5"":[390,null]},""mgm"":{""9.5"":[333,null],""7.5"":[105,null],""8.5"":[195,null],""5.5"":[-325,null],""6.5"":[-175,null]},""czr"":{""9.5"":[330,null],""4.5"":[-1250,null],""5.5"":[-400,null],""6.5"":[-182,null],""7.5"":[103,null],""8.5"":[180,null]}}",7.5,0.4096,+144,-144,under,dk,7.5,-123,0.0708,2026-08-21T18:14:06Z,2026-08-21T19:14:21Z
2026-08-21,824721,543243,Sonny Gray,Boston Red Sox,San Francisco Giants,1,R,117,536,23,132.7,201,753,24.88,23.25,24.47,0.2289,1.035,confirmed,9,0.2142,0.968,0.2217,5.27,0.7675,0.6084,0.4377,0.2845,0.1671,0.0889,5.5,-110,-116,5.5,-104,-122,5.5,-115,-115,,,,"{""dk"":{""2.5"":[-2300,null],""3.5"":[-620,null],""4.5"":[-243,null],""5.5"":[-110,null],""6.5"":[193,null],""7.5"":[400,null],""8.5"":[800,null],""9.5"":[1580,null]},""fd"":{""2.5"":[-3500,null],""3.5"":[-700,null],""4.5"":[-265,null],""5.5"":[-104,null],""6.5"":[196,null],""7.5"":[400,null]},""mgm"":{""5.5"":[-115,null],""4.5"":[-235,null],""3.5"":[-525,null],""7.5"":[320,null],""6.5"":[165,null]},""czr"":{""9.5"":[1200,null],""3.5"":[-675,null],""4.5"":[-250,null],""5.5"":[-117,null],""6.5"":[168,null],""7.5"":[325,null],""8.5"":[625,null]}}",5.5,0.4377,+128,-128,under,mgm,5.5,-115,0.0623,2026-08-21T18:14:06Z,2026-08-21T19:14:21Z
2026-08-21,823420,690928,Hunter Dobbins,St. Louis Cardinals,Philadelphia Phillies,0,R,49,212,7,50.0,45,256,22.0,21.93,21.98,0.2139,0.967,confirmed,9,0.186,0.841,0.1796,3.91,0.5497,0.3595,0.2075,0.1062,0.0485,0.0199,,,,,,,,,,,,,,,,,,,,,,,,2026-08-21T19:14:21Z
2026-08-21,824721,657277,Logan Webb,San Francisco Giants,Boston Red Sox,0,R,110,560,22,139.0,224,856,24.88,24.97,24.9,0.2116,0.957,confirmed,9,0.1987,0.898,0.1899,4.7,0.6876,0.5085,0.3378,0.2014,0.1081,0.0525,4.5,-114,-112,4.5,-115,-111,4.5,-110,-120,,,,"{""dk"":{""1.5"":[-3300,null],""2.5"":[-710,null],""3.5"":[-261,null],""4.5"":[-112,null],""5.5"":[188,null],""6.5"":[386,null],""7.5"":[780,null],""8.5"":[1620,null]},""fd"":{""2.5"":[-1000,null],""3.5"":[-310,null],""4.5"":[-115,null],""5.5"":[180,null],""6.5"":[390,null]},""mgm"":{""5.5"":[185,null],""2.5"":[-625,null],""3.5"":[-235,null],""4.5"":[-110,null],""6.5"":[360,null]},""czr"":{""2.5"":[-1000,null],""3.5"":[-320,null],""4.5"":[-125,null],""5.5"":[168,null],""6.5"":[350,null],""7.5"":[700,null]}}",4.5,0.5085,-103,+103,over,mgm,4.5,-110,0.0187,2026-08-21T18:14:06Z,2026-08-21T19:29:14Z
2026-08-21,823830,695418,Brad Lord,Washington Nationals,Miami Marlins,0,R,57,269,3,62.3,108,546,9.67,15.72,11.18,0.2086,0.943,confirmed,9,0.2256,1.02,0.2128,2.32,0.2168,0.0951,0.0357,0.0116,0.0033,0.0008,2.5,-112,-114,2.5,-104,-122,2.5,-110,-120,,,,"{""dk"":{""0.5"":[-2100,null],""1.5"":[-336,null],""2.5"":[-112,null],""3.5"":[233,null],""4.5"":[587,null],""5.5"":[1480,null]},""fd"":{""2.5"":[-104,null],""3.5"":[240,null],""4.5"":[600,null]},""mgm"":{""4.5"":[625,null],""2.5"":[-110,null],""6.5"":[1350,null],""5.5"":[1200,null],""3.5"":[260,null]},""czr"":{""1.5"":[-420,null],""2.5"":[-121,null],""3.5"":[215,null],""4.5"":[550,null]}}",2.5,0.4161,+140,-140,under,dk,2.5,-114,0.0818,2026-08-21T18:14:06Z,2026-08-21T19:29:14Z
2026-08-21,824800,642547,Freddy Peralta,Tampa Bay Rays,Baltimore Orioles,0,R,123,573,25,128.0,204,723,21.62,22.86,21.93,0.2287,1.034,confirmed,9,0.2574,1.164,0.2657,5.78,0.8249,0.6894,0.5282,0.368,0.2324,0.133,5.5,112,-143,5.5,112,-142,5.5,120,-160,,,,"{""dk"":{""2.5"":[-1440,null],""3.5"":[-471,null],""4.5"":[-193,null],""5.5"":[114,null],""6.5"":[245,null],""7.5"":[524,null],""8.5"":[1100,null]},""fd"":{""2.5"":[-2500,null],""3.5"":[-620,null],""4.5"":[-225,null],""5.5"":[112,null],""6.5"":[220,null],""7.5"":[470,null]},""mgm"":{""7.5"":[400,null],""3.5"":[-450,null],""5.5"":[105,null],""6.5"":[200,null],""4.5"":[-190,null]},""czr"":{""3.5"":[-530,null],""4.5"":[-205,null],""5.5"":[106,null],""6.5"":[200,null],""7.5"":[390,null],""8.5"":[750,null]}}",5.5,0.5282,-112,+112,over,mgm,5.5,120,0.1033,2026-08-21T18:14:06Z,2026-08-21T19:29:14Z
2026-08-21,823510,689254,Mason Fluharty,Toronto Blue Jays,New York Yankees,0,L,56,213,3,51.0,56,215,5.67,13.72,7.68,0.2526,1.142,confirmed,9,0.2439,1.103,0.2774,2.23,0.2034,0.0891,0.0335,0.0109,0.0031,0.0008,,,,,,,,,,,,,,,,,,,,,,,2026-08-21T18:14:06Z,2026-08-21T20:29:53Z
2026-08-21,823510,693645,Cam Schlittler,New York Yankees,Toronto Blue Jays,1,R,189,602,26,152.0,84,304,23.5,23.23,23.43,0.2991,1.352,confirmed,9,0.193,0.873,0.2644,6.02,0.8461,0.7205,0.5657,0.4057,0.2647,0.157,6.5,-118,-108,6.5,-111,-115,6.5,-120,-110,,,,"{""dk"":{""3.5"":[-1660,null],""4.5"":[-565,null],""5.5"":[-243,null],""6.5"":[-117,null],""7.5"":[167,null],""8.5"":[332,null],""9.5"":[660,null],""10.5"":[1280,null]},""fd"":{""3.5"":[-3000,null],""4.5"":[-700,null],""5.5"":[-280,null],""6.5"":[-111,null],""7.5"":[172,null],""8.5"":[340,null],""9.5"":[680,null]},""mgm"":{""8.5"":[290,null],""6.5"":[-125,null],""4.5"":[-525,null],""7.5"":[150,null],""5.5"":[-250,null]},""czr"":{""9.5"":[500,null],""4.5"":[-675,null],""5.5"":[-260,null],""6.5"":[-121,null],""7.5"":[150,null],""8.5"":[280,null]}}",6.5,0.4057,+146,-146,under,dk,6.5,-108,0.1047,2026-08-21T18:14:06Z,2026-08-21T20:29:53Z
2026-08-21,824800,669432,Trevor Rogers,Baltimore Orioles,Tampa Bay Rays,1,L,108,529,23,125.7,103,423,24.0,22.69,23.67,0.213,0.963,confirmed,9,0.1812,0.819,0.1742,4.14,0.5922,0.4029,0.2435,0.1312,0.0633,0.0275,4.5,-113,-113,4.5,-111,-115,4.5,-110,-120,,,,"{""dk"":{""2.5"":[-750,null],""3.5"":[-263,null],""4.5"":[-112,null],""5.5"":[198,null],""6.5"":[426,null],""7.5"":[920,null]},""fd"":{""2.5"":[-1000,null],""3.5"":[-310,null],""4.5"":[-111,null],""5.5"":[196,null],""6.5"":[420,null]},""mgm"":{""3.5"":[-235,null],""5.5"":[180,null],""4.5"":[-110,null],""2.5"":[-625,null],""6.5"":[340,null]},""czr"":{""2.5"":[-1200,null],""3.5"":[-295,null],""4.5"":[-122,null],""5.5"":[173,null],""6.5"":[350,null],""7.5"":[700,null]}}",4.5,0.4029,+148,-148,under,dk,4.5,-113,0.0971,2026-08-21T18:14:06Z,2026-08-21T20:29:53Z
2026-08-21,824559,640455,Sean Manaea,New York Mets,Chicago White Sox,0,L,113,481,12,111.0,75,263,25.25,23.62,24.84,0.2416,1.092,confirmed,9,0.2421,1.095,0.2638,6.53,0.8851,0.7805,0.642,0.4873,0.3392,0.216,5.5,-146,114,5.5,-132,104,6.5,130,-175,,,,"{""dk"":{""2.5"":[-2600,null],""3.5"":[-770,null],""4.5"":[-309,null],""5.5"":[-145,null],""6.5"":[142,null],""7.5"":[286,null],""8.5"":[578,null],""9.5"":[1180,null]},""fd"":{""2.5"":[-4500,null],""3.5"":[-1000,null],""4.5"":[-340,null],""5.5"":[-132,null],""6.5"":[148,null],""7.5"":[310,null],""8.5"":[630,null]},""mgm"":{""6.5"":[130,null],""5.5"":[-145,null],""7.5"":[230,null],""8.5"":[425,null],""4.5"":[-295,null]},""czr"":{""9.5"":[900,null],""3.5"":[-1200,null],""4.5"":[-360,null],""5.5"":[-159,null],""6.5"":[132,null],""7.5"":[235,null],""8.5"":[450,null]}}",5.5,0.642,-179,+179,over,fd,5.5,-132,0.1048,2026-08-21T18:14:06Z,2026-08-21T20:29:53Z
2026-08-21,824072,675512,Troy Melton,Detroit Tigers,Kansas City Royals,0,R,73,329,14,84.3,36,180,23.0,23.2,23.05,0.2178,0.985,confirmed,9,0.2068,0.935,0.2035,4.63,0.6783,0.4976,0.3268,0.1921,0.1013,0.0482,4.5,-107,-120,4.5,-102,-125,4.5,-105,-125,,,,"{""dk"":{""1.5"":[-4000,null],""2.5"":[-730,null],""3.5"":[-250,null],""4.5"":[-107,null],""5.5"":[207,null],""6.5"":[453,null],""7.5"":[990,null]},""fd"":{""2.5"":[-950,null],""3.5"":[-290,null],""4.5"":[-102,null],""5.5"":[200,null],""6.5"":[430,null]},""mgm"":{""6.5"":[340,null],""2.5"":[-650,null],""4.5"":[-115,null],""3.5"":[-250,null],""5.5"":[180,null]},""czr"":{""2.5"":[-1200,null],""3.5"":[-280,null],""4.5"":[-120,null],""5.5"":[180,null],""6.5"":[350,null],""7.5"":[750,null]}}",4.5,0.4976,+101,-101,over,fd,4.5,-102,0.0215,2026-08-21T18:14:06Z,2026-08-21T20:29:53Z
2026-08-21,822857,672282,Reid Detmers,Los Angeles Angels,Texas Rangers,0,L,167,579,25,143.0,80,266,21.62,23.09,21.99,0.2828,1.279,confirmed,9,0.2364,1.069,0.3006,6.54,0.8852,0.7839,0.6473,0.4925,0.3429,0.2178,6.5,-102,-125,6.5,100,-128,6.5,-110,-120,,,,"{""dk"":{""3.5"":[-1140,null],""4.5"":[-434,null],""5.5"":[-204,null],""6.5"":[-101,null],""7.5"":[190,null],""8.5"":[374,null],""9.5"":[720,null],""10.5"":[1340,null]},""fd"":{""3.5"":[-2000,null],""4.5"":[-530,null],""5.5"":[-235,null],""6.5"":[100,null],""7.5"":[196,null],""8.5"":[390,null],""9.5"":[750,null]},""mgm"":{""5.5"":[-220,null],""7.5"":[165,null],""8.5"":[300,null],""4.5"":[-500,null],""6.5"":[-110,null]},""czr"":{""9.5"":[575,null],""4.5"":[-530,null],""5.5"":[-213,null],""6.5"":[-106,null],""7.5"":[172,null],""8.5"":[320,null]}}",6.5,0.4925,+103,-103,over,fd,6.5,100,0.0214,2026-08-21T18:14:06Z,2026-08-21T20:29:53Z
