Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag
2026-05-08,Houston Astros,Cincinnati Reds,54.6,45.4,113,-136,115,-135,+7.7%,+8.1%,-12.2%,-12.0%,Mike Burrows,R,18.6,89.6,2216.0,11.8,Nick Lodolo,L,0,None,None,None,0.767,0.693,5.32,6.85,0.0,0.0,N/A,ESTIMATED,106,
2026-05-08,Colorado Rockies,Philadelphia Phillies,39.5,60.5,179,-219,180,-220,+3.7%,+3.8%,-8.2%,-8.3%,Chase Dollander,R,18.6,94.1,2421.0,12.7,Jesús Luzardo,L,20.1,90.9,2184.0,14.0,0.727,0.682,7.11,3.78,0.0,0.0,N/A,ESTIMATED,105,
2026-05-08,Athletics,Baltimore Orioles,45.5,54.5,113,-136,115,-135,-1.4%,-1.0%,-3.1%,-2.9%,Jacob Lopez,L,15.0,85.4,2208.0,8.1,Kyle Bradish,R,17.0,90.1,2460.0,8.1,0.734,0.708,5.9,6.69,0.0,0.0,N/A,ESTIMATED,102,
2026-05-08,Los Angeles Angels,Toronto Blue Jays,42.3,57.7,135,-163,135,-160,-0.3%,-0.3%,-4.3%,-3.8%,Reid Detmers,L,20.0,87.6,2213.0,10.6,Dylan Cease,R,19.1,91.6,2508.0,13.4,0.714,0.69,3.76,4.34,0.0,0.0,N/A,ESTIMATED,100,
2026-05-08,Tampa Bay Rays,Boston Red Sox,49.6,50.4,119,-143,118,-140,+3.9%,+3.7%,-8.4%,-7.9%,Jesse Scholtens,R,11.1,89.3,2211.0,9.7,Connelly Early,L,17.6,88.1,2064.0,8.5,0.709,0.668,1.27,3.09,-3.8,3.9,CONFIRMED ✓,ESTIMATED,104,
2026-05-08,Washington Nationals,Miami Marlins,None,None,104,-126,105,-125,N/A,N/A,N/A,N/A,Foster Griffin,L,19.6,85.6,2090.0,8.5,Robby Snelling,R,0,None,None,None,0.721,0.702,3.57,4.71,0.0,0.0,N/A,ESTIMATED,96,
2026-05-08,Minnesota Twins,Cleveland Guardians,35.6,64.4,119,-143,120,-145,-10.1%,-9.9%,+5.6%,+5.2%,Connor Prielipp,L,7.0,89.7,2538.0,9.3,Parker Messick,L,20.6,89.1,2089.0,11.4,0.71,0.696,6.49,5.1,0.0,0.0,N/A,ESTIMATED,98,
2026-05-08,Detroit Tigers,Kansas City Royals,45.6,54.4,123,-149,115,-135,+0.8%,-0.9%,-5.4%,-3.0%,Keider Montero,R,16.6,89.9,2350.0,7.6,Kris Bubic,L,20.1,88.3,2240.0,10.4,0.719,0.711,3.29,3.75,0.0,0.0,N/A,ESTIMATED,99,
2026-05-08,Seattle Mariners,Chicago White Sox,40.9,59.1,-143,119,-145,120,-17.9%,-18.3%,+13.4%,+13.6%,Emerson Hancock,R,20.6,89.7,2390.0,12.9,Sean Burke,R,19.6,88.8,2463.0,9.0,0.696,0.702,3.44,2.82,0.0,0.0,N/A,ESTIMATED,99,
2026-05-08,New York Yankees,Milwaukee Brewers,58.5,41.5,-143,119,-140,118,-0.3%,+0.2%,-4.2%,-4.4%,Max Fried,L,26.1,87.9,2255.0,10.1,Jacob Misiorowski,R,19.0,96.6,2510.0,16.3,0.794,0.696,2.71,2.42,0.0,0.0,N/A,ESTIMATED,100,
2026-05-08,Chicago Cubs,Texas Rangers,65,35,-143,119,-140,118,+6.2% ** BET **,+6.7% ** BET **,-10.7%,-10.9%,Ben Brown,R,12.6,92.8,2180.0,6.3,Kumar Rocker,R,14.1,89.9,2079.0,9.4,0.782,0.689,3.18,5.94,0.0,0.0,N/A,ESTIMATED,103,** BET **
2026-05-08,New York Mets,Arizona Diamondbacks,54.4,45.6,-143,119,-145,120,-4.4%,-4.8%,-0.1%,+0.1%,Nolan McLean,R,19.6,91.3,2411.0,10.1,Ryne Nelson,R,15.6,92.8,2350.0,9.4,0.644,0.704,3.16,5.03,0.0,0.0,N/A,ESTIMATED,97,
2026-05-08,St. Louis Cardinals,San Diego Padres,54.4,45.6,129,-156,125,-150,+10.7%,+10.0%,-15.3%,-14.4%,Michael McGreevy,R,19.6,86.6,2200.0,6.9,Griffin Canning,R,2.5,90.9,2133.0,19.2,0.722,0.685,3.14,3.77,2.7,-2.7,CONFIRMED ✓,ESTIMATED,94,
2026-05-08,Atlanta Braves,Los Angeles Dodgers,53.4,46.6,100,-120,100,-120,+3.4%,+3.4%,-7.9%,-7.9%,Chris Sale,L,21.0,87.3,2278.0,12.4,Emmet Sheehan,R,15.5,88.2,2239.0,14.9,0.792,0.798,3.98,3.0,0.0,0.0,N/A,ESTIMATED,96,
2026-05-08,Pittsburgh Pirates,San Francisco Giants,None,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Carmen Mlodzinski,R,17.0,89.2,2031.0,8.4,TBD,R,0,None,None,None,0.719,0.637,3.92,3.97,N/A,N/A,N/A,ESTIMATED,95,
