date,pk,pitcher_id,name,team,opp,home,hand,season_so,season_bf,season_gs,season_ip,prior_so,prior_bf,bf_l5,bf_season,exp_bf,p_pit,f_pit,lineup_src,lineup_n,lineup_k,f_lineup,pk_pa,exp_k,p_over_3.5,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,line_dk,over_dk,under_dk,line_fd,over_fd,under_fd,line_mgm,over_mgm,under_mgm,line_czr,over_czr,under_czr,alts,cons_line,p_over_cons,fair_over,fair_under,best_side,best_book,best_line,best_price,best_edge,odds_at,built_at
2026-09-15,822849,663776,Patrick Sandoval,Boston Red Sox,Texas Rangers,0,L,57,253,11,55.0,0,0,24.67,22.94,23.8,0.2233,1.012,confirmed,9,0.2314,1.048,0.234,5.56,0.8006,0.654,0.4878,0.3302,0.2025,0.1127,4.5,-162,127,5.5,132,-170,5.5,120,-160,,,,"{""fd"":{""2.5"":[-1800,null],""3.5"":[-480,null],""4.5"":[-188,null],""5.5"":[132,null],""6.5"":[255,null],""7.5"":[520,null]},""mgm"":{""5.5"":[120,null],""4.5"":[-165,null],""7.5"":[425,null],""3.5"":[-350,null],""6.5"":[230,null]},""dk"":{""2.5"":[-1000,null],""3.5"":[-365,null],""4.5"":[-163,null],""5.5"":[129,null],""6.5"":[265,null],""7.5"":[550,null],""8.5"":[1140,null]},""czr"":{""3.5"":[-480,null],""4.5"":[-157,null],""5.5"":[123,null],""6.5"":[240,null],""7.5"":[475,null],""8.5"":[950,null]}}",5.5,0.4878,+105,-105,over,fd,5.5,132,0.0815,2026-09-15T23:32:00Z,2026-09-15T23:32:00Z
2026-09-15,824143,608379,Michael Wacha,Kansas City Royals,Houston Astros,0,R,147,736,29,182.7,126,716,23.33,25.08,24.21,0.1967,0.891,confirmed,9,0.2041,0.925,0.1814,4.31,0.6227,0.4356,0.2714,0.1509,0.0753,0.0338,4.5,-112,-113,4.5,-115,-111,4.5,-125,-105,,,,"{""dk"":{""1.5"":[-3600,null],""2.5"":[-720,null],""3.5"":[-265,null],""4.5"":[-113,null],""5.5"":[195,null],""6.5"":[425,null],""7.5"":[920,null]},""czr"":{""2.5"":[-1250,null],""3.5"":[-295,null],""4.5"":[-113,null],""5.5"":[172,null],""6.5"":[350,null],""7.5"":[700,null]},""fd"":{""2.5"":[-1000,null],""3.5"":[-320,null],""4.5"":[-115,null],""5.5"":[176,null],""6.5"":[360,null]},""mgm"":{""3.5"":[-275,null],""6.5"":[300,null],""2.5"":[-750,null],""5.5"":[155,null],""4.5"":[-125,null]}}",4.5,0.4356,+130,-130,under,mgm,4.5,-105,0.0848,2026-09-15T23:32:00Z,2026-09-15T23:32:00Z
2026-09-15,824143,686613,Hunter Brown,Houston Astros,Kansas City Royals,1,R,100,386,17,92.0,206,729,22.33,22.39,22.36,0.2625,1.189,confirmed,8,0.211,0.956,0.2515,5.47,0.7918,0.6426,0.4748,0.3174,0.1916,0.1046,5.5,-130,102,5.5,-113,-113,6.5,165,-225,,,,"{""dk"":{""2.5"":[-2300,null],""3.5"":[-670,null],""4.5"":[-279,null],""5.5"":[-130,null],""6.5"":[159,null],""7.5"":[328,null],""8.5"":[650,null],""9.5"":[1280,null]},""czr"":{""9.5"":[1100,null],""3.5"":[-850,null],""4.5"":[-280,null],""5.5"":[-114,null],""6.5"":[158,null],""7.5"":[295,null],""8.5"":[575,null]},""fd"":{""2.5"":[-3500,null],""3.5"":[-750,null],""4.5"":[-280,null],""5.5"":[-113,null],""6.5"":[172,null],""7.5"":[360,null]},""mgm"":{""7.5"":[300,null],""6.5"":[165,null],""8.5"":[525,null],""4.5"":[-235,null],""5.5"":[-110,null]}}",5.5,0.4748,+111,-111,under,dk,5.5,102,0.0583,2026-09-15T23:32:00Z,2026-09-15T23:32:00Z
2026-09-15,824307,621111,Walker Buehler,San Diego Padres,Colorado Rockies,0,R,121,588,29,138.7,92,565,17.67,20.56,19.11,0.1987,0.9,confirmed,9,0.2036,0.922,0.1828,3.43,0.4533,0.2695,0.1399,0.0638,0.0258,0.0093,3.5,123,-157,3.5,112,-142,3.5,105,-145,,,,"{""dk"":{""1.5"":[-640,null],""2.5"":[-202,null],""3.5"":[123,null],""4.5"":[276,null],""5.5"":[610,null],""6.5"":[1300,null]},""czr"":{""1.5"":[-1250,null],""2.5"":[-260,null],""3.5"":[115,null],""4.5"":[245,null],""5.5"":[550,null],""6.5"":[1300,null]},""mgm"":{""2.5"":[-235,null],""4.5"":[250,null],""5.5"":[525,null],""6.5"":[1050,null],""3.5"":[105,null]},""fd"":{""2.5"":[-265,null],""3.5"":[112,null],""4.5"":[250,null],""5.5"":[560,null]}}",3.5,0.4533,+121,-121,over,dk,3.5,123,0.03,2026-09-15T23:32:00Z,2026-09-15T23:32:00Z
2026-09-15,824307,607536,Kyle Freeland,Colorado Rockies,San Diego Padres,1,L,103,554,23,124.3,124,709,22.67,23.93,23.3,0.1857,0.841,confirmed,9,0.2203,0.998,0.1853,4.21,0.6067,0.4183,0.2561,0.1397,0.0682,0.03,2.5,-145,113,2.5,-128,100,2.5,-120,-110,,,,"{""dk"":{""0.5"":[-4100,null],""1.5"":[-483,null],""2.5"":[-148,null],""3.5"":[181,null],""4.5"":[481,null],""5.5"":[1200,null]},""czr"":{""1.5"":[-480,null],""2.5"":[-129,null],""3.5"":[187,null],""4.5"":[450,null],""5.5"":[1100,null]},""mgm"":{""4.5"":[475,null],""5.5"":[1000,null],""2.5"":[-120,null],""6.5"":[1500,null],""3.5"":[200,null]},""fd"":{""2.5"":[-128,null],""3.5"":[180,null],""4.5"":[420,null]}}",2.5,0.7839,-363,+363,over,mgm,2.5,-120,0.2737,2026-09-15T23:32:00Z,2026-09-15T23:32:00Z
2026-09-15,823980,669302,Logan Gilbert,Seattle Mariners,Los Angeles Angels,0,R,187,686,29,172.0,173,535,23.33,23.65,23.49,0.2778,1.258,confirmed,9,0.236,1.069,0.2955,6.72,0.8957,0.8013,0.6711,0.5199,0.3697,0.2404,6.5,-130,102,6.5,-122,-104,6.5,-120,-110,,,,"{""dk"":{""3.5"":[-1740,null],""4.5"":[-630,null],""5.5"":[-279,null],""6.5"":[-133,null],""7.5"":[147,null],""8.5"":[284,null],""9.5"":[559,null],""10.5"":[1100,null]},""czr"":{""9.5"":[425,null],""4.5"":[-800,null],""5.5"":[-290,null],""6.5"":[-130,null],""7.5"":[131,null],""8.5"":[240,null]},""fd"":{""3.5"":[-3000,null],""4.5"":[-720,null],""5.5"":[-295,null],""6.5"":[-122,null],""7.5"":[158,null],""8.5"":[310,null],""9.5"":[630,null]},""mgm"":{""7.5"":[160,null],""6.5"":[-120,null],""8.5"":[300,null],""5.5"":[-235,null],""4.5"":[-525,null]}}",6.5,0.5199,-108,+108,under,dk,6.5,102,0.0132,2026-09-15T23:32:00Z,2026-09-15T23:32:00Z
2026-09-15,823980,696270,Ryan Johnson,Los Angeles Angels,Seattle Mariners,1,R,63,363,16,84.3,16,72,23.33,21.08,22.21,0.1905,0.863,confirmed,9,0.2219,1.005,0.1915,4.16,0.5985,0.4094,0.2482,0.1338,0.0645,0.0279,4.5,114,-146,4.5,124,-158,4.5,115,-155,,,,"{""dk"":{""1.5"":[-2500,null],""2.5"":[-566,null],""3.5"":[-207,null],""4.5"":[111,null],""5.5"":[250,null],""6.5"":[559,null],""7.5"":[1240,null]},""czr"":{""2.5"":[-675,null],""3.5"":[-205,null],""4.5"":[120,null],""5.5"":[235,null],""6.5"":[475,null],""7.5"":[1000,null]},""fd"":{""2.5"":[-650,null],""3.5"":[-225,null],""4.5"":[124,null],""5.5"":[255,null],""6.5"":[560,null]},""mgm"":{""3.5"":[-190,null],""4.5"":[110,null],""5.5"":[225,null],""6.5"":[425,null],""2.5"":[-450,null]}}",4.5,0.4094,+144,-144,under,dk,4.5,-146,0.0312,2026-09-15T23:32:00Z,2026-09-15T23:32:00Z
2026-09-15,825030,676083,Janson Junk,Miami Marlins,Arizona Diamondbacks,0,R,74,472,22,111.0,77,447,20.0,21.79,20.89,0.1658,0.751,confirmed,8,0.1885,0.854,0.1401,2.91,0.3371,0.1769,0.0807,0.0324,0.0115,0.0037,2.5,-125,-102,2.5,-125,-102,2.5,-135,100,,,,"{""dk"":{""0.5"":[-2300,null],""1.5"":[-373,null],""2.5"":[-123,null],""3.5"":[202,null],""4.5"":[487,null],""5.5"":[1140,null]},""czr"":{""1.5"":[-480,null],""2.5"":[-127,null],""3.5"":[187,null],""4.5"":[450,null],""5.5"":[1200,null]},""fd"":{""2.5"":[-125,null],""3.5"":[196,null],""4.5"":[480,null]},""mgm"":{""5.5"":[875,null],""3.5"":[180,null],""2.5"":[-135,null],""6.5"":[1450,null],""4.5"":[425,null]}}",2.5,0.5527,-124,+124,over,dk,2.5,-125,0.0289,2026-09-15T23:32:00Z,2026-09-15T23:32:00Z
2026-09-15,822849,594798,Jacob deGrom,Texas Rangers,Boston Red Sox,1,R,186,601,28,149.3,185,669,20.33,21.58,20.96,0.2981,1.35,confirmed,9,0.214,0.969,0.2898,6.01,0.8455,0.7219,0.5678,0.4074,0.2654,0.1568,6.5,-111,-115,6.5,-111,-115,6.5,-115,-115,,,,"{""fd"":{""3.5"":[-2200,null],""4.5"":[-620,null],""5.5"":[-265,null],""6.5"":[-111,null],""7.5"":[176,null],""8.5"":[350,null],""9.5"":[700,null]},""mgm"":{""6.5"":[-115,null],""5.5"":[-225,null],""8.5"":[300,null],""4.5"":[-450,null],""7.5"":[165,null]},""dk"":{""3.5"":[-1620,null],""4.5"":[-542,null],""5.5"":[-232,null],""6.5"":[-111,null],""7.5"":[184,null],""8.5"":[369,null],""9.5"":[760,null],""10.5"":[1440,null]},""czr"":{""9.5"":[500,null],""4.5"":[-625,null],""5.5"":[-260,null],""6.5"":[-112,null],""7.5"":[155,null],""8.5"":[280,null]}}",6.5,0.4074,+145,-145,under,mgm,6.5,-115,0.0926,2026-09-15T23:32:00Z,2026-09-15T23:32:00Z
