date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-08-23,823099,691718,Pete Crow-Armstrong,Chicago Cubs,Seattle Mariners,0,Bryce Miller,682243,R,33,584,4.5,1.57,1.16,1.13,1.15,0.99,1.06,0.98,WIND 3 OUT,0.05449,22.3,,,,+348
2026-08-23,823421,656941,Kyle Schwarber,Philadelphia Phillies,St. Louis Cardinals,1,Kyle Leahy,681517,R,39,560,4.5,1.84,1.19,0.96,0.91,1.06,1.0,1.03,,0.05422,22.2,,,,+350
2026-08-23,823909,660271,Shohei Ohtani,Los Angeles Dodgers,Pittsburgh Pirates,1,Lake Bachar,669199,R,30,554,4.4,1.51,1.03,0.91,1.09,1.1,1.04,1.12,HOT 97F · WIND 2 OUT,0.05499,22.0,,,,+355
2026-08-23,824150,670541,Yordan Alvarez,Houston Astros,Athletics,1,Brady Basso,669620,L,36,566,4.4,1.72,1.05,1.11,0.99,1.04,1.0,1.0,ROOF,0.05357,21.5,,,,+365
2026-08-23,824558,808959,Munetaka Murakami,Chicago White Sox,New York Mets,1,Nolan McLean,690997,R,29,415,4.4,1.76,1.2,1.03,0.93,1.05,1.1,1.01,WIND 5 OUT,0.05181,20.9,,,,+378
2026-08-23,823507,700250,Ben Rice,New York Yankees,Toronto Blue Jays,1,José Soriano,667755,R,34,536,4.3,1.7,1.17,1.05,0.89,1.08,1.0,1.03,,0.04999,19.8,,,,+405
2026-08-23,823745,621566,Matt Olson,Atlanta Braves,Milwaukee Brewers,0,Shane Drohan,675660,L,36,568,4.3,1.71,1.05,1.05,0.89,1.05,1.2,0.98,WIND 10 OUT,0.04885,19.4,,,,+415
2026-08-23,823909,571970,Max Muncy,Los Angeles Dodgers,Pittsburgh Pirates,1,Lake Bachar,669199,R,26,453,3.7,1.54,1.12,1.02,1.09,1.1,1.04,1.12,HOT 97F · WIND 2 OUT,0.05598,19.2,,,,+421
2026-08-23,823258,621439,Byron Buxton,Minnesota Twins,San Diego Padres,0,Walker Buehler,621111,R,25,399,4.4,1.61,1.2,1.06,0.97,0.98,1.0,1.04,,0.04644,18.9,,,,+429
2026-08-23,824315,666160,Mickey Moniak,Colorado Rockies,Cleveland Guardians,1,Foster Griffin,656492,L,21,344,3.8,1.54,0.98,1.04,1.09,1.05,0.86,1.09,HOT 91F · WIND 7 IN,0.05343,18.8,,,,+432
