Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning
2026-07-21,Minnesota Twins,Cleveland Guardians,57.1,42.9,104,-126,125,-155,+8.1%,+12.7%,-12.9%,-17.9%,Kendry Rojas,L,9.7,92.6,2085.0,10.8,Parker Messick,L,56.0,89.4,2085.0,10.8,0.716,0.6,7.91,5.0,-2.0,2.1,FADE ✗,CONFIRMED+PLATOON,98,,
2026-07-21,Los Angeles Dodgers,Philadelphia Phillies,47.0,53.0,-110,-110,-110,-110,-5.4%,-5.4%,+0.6%,+0.6%,Justin Wrobleski,L,50.2,90.1,2374.0,8.8,Zack Wheeler,R,46.5,90.3,2374.0,12.7,0.727,0.726,3.71,4.5,6.4,-6.4,FADE ✗,CONFIRMED+PLATOON,105,,
2026-07-21,Tampa Bay Rays,Toronto Blue Jays,56.9,43.1,-109,-110,-110,-110,+4.7% ** BET **,+4.5% ** BET **,-9.3%,-9.3%,Drew Rasmussen,R,49.7,92.2,2380.0,10.5,Kevin Gausman,R,56.2,89.1,1999.0,11.9,0.747,0.72,5.49,4.5,5.2,-5.2,CONFIRMED ✓,CONFIRMED+PLATOON,100,** BET **,
2026-07-21,San Diego Padres,Atlanta Braves,34.4,65.6,123,-149,125,-150,-10.4%,-10.0%,+5.8% ** BET **,+5.6% ** BET **,Walker Buehler,R,44.5,89.5,2217.0,7.9,Reynaldo López,R,30.8,88.6,2158.0,8.1,0.711,0.818,3.93,3.5,-3.0,3.1,CONFIRMED ✓,CONFIRMED+PLATOON,102,** BET **,
2026-07-21,San Francisco Giants,Kansas City Royals,51.1,48.9,-110,-110,-110,-110,-1.3%,-1.3%,-3.5%,-3.5%,Tyler Mahle,R,39.0,89.3,2191.0,8.6,Luinder Avila,R,28.3,91.7,2506.0,8.6,0.771,0.735,2.83,5.35,1.2,-0.9,N/A,CONFIRMED+PLATOON,99,,
2026-07-21,New York Mets,Milwaukee Brewers,None,None,123,-149,125,-150,N/A,N/A,N/A,N/A,Zac Thornton,R,0,None,None,None,Brandon Sproat,R,41.0,92.9,2129.0,10.2,0.723,0.771,4.24,2.43,10.0,-10.0,N/A,CONFIRMED+PLATOON,100,,
2026-07-21,Detroit Tigers,Chicago Cubs,56.0,44.0,-105,-115,-105,-115,+4.8%,+4.8%,-9.5%,-9.5%,Framber Valdez,L,53.8,88.3,2280.0,8.0,David Peterson,L,41.2,88.7,2140.0,8.8,0.759,0.753,2.25,3.16,-1.5,1.7,FADE ✗,CONFIRMED+PLATOON,104,,
2026-07-21,Chicago White Sox,Texas Rangers,40.9,59.1,-105,-115,-105,-115,-10.3%,-10.3%,+5.6%,+5.6%,Noah Schultz,L,26.5,90.7,2534.0,8.1,Kumar Rocker,R,45.0,89.2,2134.0,10.2,0.758,0.767,2.06,10.32,8.7,-8.6,FADE ✗,CONFIRMED+PLATOON,103,,
2026-07-21,Miami Marlins,Houston Astros,65.5,34.5,100,-120,100,-120,+15.5%,+15.5%,-20.0%,-20.0%,Tyler Phillips,R,37.5,88.9,2075.0,9.4,Tatsuya Imai,R,26.0,90.5,2098.0,11.8,0.773,0.724,5.03,3.55,-0.7,0.6,N/A,CONFIRMED+PLATOON,99,,
2026-07-21,Washington Nationals,Colorado Rockies,38.6,61.4,-137,114,-140,115,-19.2%,-19.7%,+14.7%,+14.9%,Carson Palmquist,L,4.8,83.9,2058.0,10.6,Michael Lorenzen,R,48.5,88.7,2350.0,7.6,0.788,0.714,5.91,6.25,-2.3,2.4,CONFIRMED ✓,CONFIRMED+PLATOON,118,,
2026-07-21,St. Louis Cardinals,Los Angeles Angels,38.4,61.6,100,-120,100,-120,-11.6%,-11.6%,+7.1% ** BET **,+7.1% ** BET **,Matthew Liberatore,L,46.8,89.1,2357.0,9.5,Walbert Ureña,R,40.7,93.2,2053.0,11.2,0.74,0.754,4.67,3.25,1.4,-1.1,N/A,CONFIRMED+PLATOON,97,** BET **,
2026-07-21,Athletics,Arizona Diamondbacks,None,None,-102,-118,-102,-118,N/A,N/A,N/A,N/A,Jack Perkins,R,28.8,91.3,2230.0,11.9,Kohl Drake,R,0,None,None,None,0.739,0.698,7.5,4.38,1.9,-2.0,N/A,CONFIRMED+PLATOON,97,,
2026-07-21,Cincinnati Reds,Seattle Mariners,55.5,44.5,130,-157,135,-160,+12.0%,+12.9%,-16.6%,-17.0%,Chase Burns,R,51.3,94.6,2626.0,12.7,Luis Castillo,R,0,None,None,None,0.699,0.711,6.62,2.68,4.1,-4.3,CONFIRMED ✓,CONFIRMED+PLATOON,96,,
2026-07-21,Pittsburgh Pirates,New York Yankees,48.8,51.2,123,-149,120,-145,+4.0% ** BET **,+3.3% ** BET **,-8.6%,-8.0%,Bubba Chandler,R,47.2,94.6,2349.0,9.8,Will Warren,R,49.2,90.3,2506.0,8.9,0.768,0.739,3.67,4.0,-5.9,5.9,CONFIRMED ✓,ESTIMATED,101,** BET **,
2026-07-21,Baltimore Orioles,Boston Red Sox,44.5,55.5,135,-163,-110,-110,+1.9%,-7.9%,-6.5%,+3.1%,Kyle Bradish,R,53.7,90.5,2447.0,8.6,Eduardo Rivera,L,4.7,92.2,2084.0,10.1,0.72,0.686,2.19,2.8,4.7,-4.8,FADE ✗,CONFIRMED+PLATOON,104,,
