player_id,name,so,pa
500743,Miguel Rojas,25,231
502054,Tommy Pham,8,19
514888,Jose Altuve,104,529
518595,Travis d'Arnaud,23,77
518692,Freddie Freeman,106,619
521692,Salvador Perez,112,592
543760,Marcus Semien,100,514
543877,Christian Vázquez,52,260
545341,Randal Grichuk,59,250
545361,Mike Trout,155,592
547180,Bryce Harper,139,648
553869,Elias Díaz,55,226
553993,Eugenio Suárez,159,470
571771,Enrique Hernández,25,80
571912,Luke Maile,12,41
571970,Max Muncy,135,527
572233,Christian Walker,138,596
575929,Willson Contreras,133,529
592518,Manny Machado,133,635
592626,Joc Pederson,102,432
592663,J.T. Realmuto,92,434
592885,Christian Yelich,126,473
593428,Xander Bogaerts,103,576
595879,Javier Báez,34,180
596019,Francisco Lindor,85,421
596115,Trevor Story,75,236
596117,Garrett Stubbs,12,59
596142,Gary Sánchez,54,258
605137,Josh Bell,119,592
605141,Mookie Betts,54,488
605170,Victor Caratini,72,362
606192,Teoscar Hernández,122,450
607043,Brandon Nimmo,136,618
607208,Trea Turner,139,654
608369,Corey Seager,91,393
620443,Luis Torrens,54,264
622268,Donovan Walton,39,240
622761,Jorge Mateo,61,204
623168,Tyler Heineman,27,188
624428,Adam Frazier,39,145
624431,Jose Trevino,28,148
624641,Edmundo Sosa,50,237
630105,Jake Cronenworth,88,385
641343,Jake Bauers,142,545
641584,Jake Fraley,25,90
641680,Jonah Heim,68,363
642350,Jose Siri,70,220
643217,Andrew Benintendi,102,446
643376,Danny Jansen,51,195
643396,Isiah Kiner-Falefa,20,158
643446,Jeff McNeil,54,484
650333,Luis Arraez,26,626
650402,Gleyber Torres,76,396
650490,Yandy Díaz,93,650
650559,Bryan De La Cruz,16,74
655316,Andruw Monasterio,64,329
656537,Derek Hill,68,209
656577,Alex Jackson,24,72
656716,Zach McKinstry,66,411
656775,Cedric Mullins,92,479
656811,Ryan O'Hearn,89,416
656941,Kyle Schwarber,212,655
657136,Connor Wong,55,229
661388,William Contreras,88,607
661531,Brian Serven,19,76
662139,Daulton Varsho,103,515
