date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_h,season_pa,season_g,pa_g,n_eff,f_bat,f_pit,f_park,h_pa,p,p2,odds_dk,odds_mgm,odds_czr,odds2_dk,odds2_mgm,odds2_czr,fair,fair2
2026-08-17,824641,691718,Pete Crow-Armstrong,Chicago Cubs,Chicago White Sox,1,Luis Castillo,622491,R,131,555,125,4.44,4.26,1.05,1.03,1.0,0.23464,68.0,26.2,-261,-250,-325,215,210,178,-213,+282
2026-08-17,822939,802415,Chandler Simpson,Tampa Bay Rays,Baltimore Orioles,1,Brandon Young,687064,R,133,464,115,4.03,3.87,1.17,1.01,0.99,0.2545,67.9,25.5,-313,-275,-325,177,195,188,-212,+292
2026-08-17,823427,607208,Trea Turner,Philadelphia Phillies,Miami Marlins,1,Janson Junk,676083,R,122,533,120,4.44,4.26,1.03,1.04,1.0,0.23305,67.7,25.9,-305,-300,-320,179,175,181,-210,+286
2026-08-17,823343,650402,Gleyber Torres,Detroit Tigers,Pittsburgh Pirates,0,Carmen Mlodzinski,669387,R,68,298,67,4.45,4.27,1.02,1.04,1.01,0.23237,67.7,25.9,-237,-235,-290,235,210,195,-210,+286
2026-08-17,823668,671739,Michael Harris II,Atlanta Braves,Minnesota Twins,0,Bailey Ober,641927,R,129,471,118,3.99,3.83,1.14,1.03,1.0,0.25507,67.6,25.2,-313,-275,-320,177,180,188,-209,+297
2026-08-17,824641,663538,Nico Hoerner,Chicago Cubs,Chicago White Sox,1,Luis Castillo,622491,R,126,537,122,4.4,4.22,1.05,1.03,1.0,0.23365,67.5,25.6,-237,-225,-290,240,240,198,-208,+291
2026-08-17,824641,673548,Seiya Suzuki,Chicago Cubs,Chicago White Sox,1,Luis Castillo,622491,R,111,469,107,4.38,4.2,1.05,1.03,1.0,0.23415,67.4,25.5,-204,-225,-265,274,230,225,-207,+292
2026-08-17,823668,621566,Matt Olson,Atlanta Braves,Minnesota Twins,0,Bailey Ober,641927,R,127,541,124,4.36,4.19,1.05,1.03,1.0,0.2339,67.3,25.4,-231,-250,-320,242,200,191,-206,+294
2026-08-17,822939,666018,Jonathan Aranda,Tampa Bay Rays,Baltimore Orioles,1,Brandon Young,687064,R,129,526,120,4.38,4.2,1.08,1.01,0.99,0.23314,67.2,25.3,-263,-275,-325,209,200,181,-205,+295
2026-08-17,823589,666182,Bo Bichette,New York Mets,San Diego Padres,1,Walker Buehler,621111,R,131,536,124,4.32,4.15,1.07,1.03,0.98,0.23511,67.1,25.2,-272,-250,-325,207,210,181,-204,+297
2026-08-17,824320,605141,Mookie Betts,Los Angeles Dodgers,Colorado Rockies,0,Tomoyuki Sugano,608372,R,80,367,88,4.17,4.0,1.0,1.04,1.07,0.24257,67.1,24.9,-343,-375,-440,154,135,148,-204,+302
2026-08-17,824641,608324,Alex Bregman,Chicago Cubs,Chicago White Sox,1,Luis Castillo,622491,R,121,557,122,4.57,4.39,1.0,1.03,1.0,0.22339,67.0,25.4,-215,-210,-240,269,250,240,-203,+294
2026-08-17,824514,682829,Elly De La Cruz,Cincinnati Reds,St. Louis Cardinals,1,TBD,,,107,465,104,4.47,4.29,1.03,1.0,1.01,0.22704,66.9,25.1,,,,,,,-202,+298
2026-08-17,823427,669364,Xavier Edwards,Miami Marlins,Philadelphia Phillies,0,Cristopher Sánchez,650911,L,129,524,125,4.19,4.02,1.08,1.03,1.0,0.24031,66.9,24.8,-224,-200,-265,249,260,215,-202,+303
2026-08-17,823343,664040,Brandon Lowe,Pittsburgh Pirates,Detroit Tigers,1,Framber Valdez,664285,L,117,518,117,4.43,4.25,1.03,1.02,1.01,0.22907,66.9,25.1,-149,-140,-176,407,390,325,-202,+298
2026-08-17,823343,693307,Dillon Dingler,Detroit Tigers,Pittsburgh Pirates,0,Carmen Mlodzinski,669387,R,114,489,115,4.25,4.08,1.04,1.04,1.01,0.23677,66.8,24.8,-277,-235,-295,199,210,188,-201,+303
2026-08-17,822939,691406,Junior Caminero,Tampa Bay Rays,Baltimore Orioles,1,Brandon Young,687064,R,128,538,123,4.37,4.2,1.06,1.01,0.99,0.22909,66.5,24.6,-253,-225,-320,214,230,191,-199,+307
2026-08-17,824725,606466,Ketel Marte,Arizona Diamondbacks,Boston Red Sox,0,TBD,,,117,519,118,4.4,4.22,1.02,1.0,1.03,0.22806,66.5,24.6,-261,-275,-325,213,200,175,-199,+307
2026-08-17,824077,805779,Jacob Wilson,Athletics,Kansas City Royals,0,Michael Wacha,608379,R,85,337,80,4.21,4.04,1.08,1.0,1.02,0.23712,66.5,24.4,-326,-300,-360,166,170,172,-199,+310
2026-08-17,824478,802139,JJ Wetherholt,St. Louis Cardinals,Cincinnati Reds,0,Rhett Lowder,695076,R,111,535,118,4.53,4.35,0.98,1.03,1.01,0.22083,66.2,24.6,,,,,,,-196,+307
2026-08-17,823343,668804,Bryan Reynolds,Pittsburgh Pirates,Detroit Tigers,1,Framber Valdez,664285,L,122,547,126,4.34,4.17,1.02,1.02,1.01,0.22751,65.9,24.1,-216,-200,-265,260,260,215,-193,+315
2026-08-17,824320,696100,Hunter Goodman,Colorado Rockies,Los Angeles Dodgers,1,Blake Snell,605483,L,104,460,111,4.14,3.97,1.02,1.0,1.07,0.23762,65.9,23.8,,-165,,,325,,-193,+320
2026-08-17,824478,671056,Iván Herrera,St. Louis Cardinals,Cincinnati Reds,0,Rhett Lowder,695076,R,115,549,123,4.46,4.28,0.98,1.03,1.01,0.22197,65.8,24.1,,,,,,,-192,+315
2026-08-17,823427,669016,Brandon Marsh,Philadelphia Phillies,Miami Marlins,1,Janson Junk,676083,R,119,469,119,3.94,3.78,1.09,1.04,1.0,0.24661,65.7,23.3,-203,-250,-250,274,210,230,-192,+329
2026-08-17,823589,701807,Carson Benge,New York Mets,San Diego Padres,1,Walker Buehler,621111,R,122,492,119,4.13,3.96,1.08,1.03,0.98,0.2365,65.7,23.5,-198,-190,-245,293,275,235,-192,+326
2026-08-17,824641,805367,Chase Meidroth,Chicago White Sox,Chicago Cubs,0,Shota Imanaga,684007,L,121,497,118,4.21,4.04,1.07,1.01,1.0,0.23284,65.7,23.7,-209,-235,-245,267,210,225,-192,+322
2026-08-17,824514,701398,Sal Stewart,Cincinnati Reds,St. Louis Cardinals,1,TBD,,,121,532,123,4.33,4.16,1.03,1.0,1.01,0.22596,65.5,23.7,,,,,,,-190,+322
2026-08-17,823668,645277,Ozzie Albies,Atlanta Braves,Minnesota Twins,0,Bailey Ober,641927,R,119,530,124,4.27,4.1,1.02,1.03,1.0,0.2278,65.4,23.4,-208,-210,-245,270,240,225,-189,+327
2026-08-17,824641,683737,Michael Busch,Chicago Cubs,Chicago White Sox,1,Luis Castillo,622491,R,115,552,123,4.49,4.31,0.98,1.03,1.0,0.21807,65.4,23.7,-225,-225,-275,248,240,210,-189,+322
2026-08-17,823427,656941,Kyle Schwarber,Philadelphia Phillies,Miami Marlins,1,Janson Junk,676083,R,109,531,119,4.46,4.28,0.97,1.04,1.0,0.21898,65.3,23.6,-280,-220,-310,201,240,181,-188,+324
2026-08-17,823668,643289,Mauricio Dubón,Atlanta Braves,Minnesota Twins,0,Bailey Ober,641927,R,115,475,117,4.06,3.9,1.06,1.03,1.0,0.23741,65.3,23.1,-223,-210,-290,242,240,205,-188,+333
2026-08-17,824725,677800,Wilyer Abreu,Boston Red Sox,Arizona Diamondbacks,1,Mitch Bratt,683352,L,118,525,121,4.34,4.17,1.02,0.98,1.03,0.22388,65.2,23.4,-256,-275,-295,224,200,188,-187,+327
2026-08-17,824320,650489,Willi Castro,Colorado Rockies,Los Angeles Dodgers,1,Blake Snell,605483,L,99,420,106,3.96,3.8,1.05,1.0,1.07,0.24267,65.2,22.9,-193,-200,-225,294,250,245,-187,+337
2026-08-17,824725,682998,Corbin Carroll,Arizona Diamondbacks,Boston Red Sox,0,TBD,,,113,526,121,4.35,4.18,1.0,1.0,1.03,0.22189,65.0,23.2,-238,-275,-295,230,190,188,-186,+331
2026-08-17,823589,665487,Fernando Tatis Jr.,San Diego Padres,New York Mets,0,Nolan McLean,690997,R,134,542,123,4.41,4.23,1.08,0.95,0.98,0.21852,64.8,23.1,-254,-250,-310,209,200,188,-184,+333
2026-08-17,823668,660670,Ronald Acuña Jr.,Atlanta Braves,Minnesota Twins,0,Bailey Ober,641927,R,66,317,72,4.4,4.22,0.98,1.03,1.0,0.21926,64.8,23.1,-264,-295,-345,204,175,178,-184,+333
2026-08-17,824320,694249,Cole Carrigg,Colorado Rockies,Los Angeles Dodgers,1,Blake Snell,605483,L,54,218,56,3.89,3.73,1.05,1.0,1.07,0.24388,64.8,22.3,-231,-200,-275,234,270,220,-184,+348
2026-08-17,824320,606192,Teoscar Hernández,Los Angeles Dodgers,Colorado Rockies,0,Tomoyuki Sugano,608372,R,78,345,90,3.83,3.68,1.02,1.04,1.07,0.24673,64.7,22.3,-268,-300,-345,194,165,178,-183,+348
2026-08-17,824320,663656,Kyle Tucker,Los Angeles Dodgers,Colorado Rockies,0,Tomoyuki Sugano,608372,R,96,479,117,4.09,3.93,0.96,1.04,1.07,0.23201,64.6,22.5,-267,-300,-320,197,165,175,-182,+344
2026-08-17,823589,596019,Francisco Lindor,New York Mets,San Diego Padres,1,Walker Buehler,621111,R,64,296,68,4.35,4.18,1.0,1.03,0.98,0.21878,64.4,22.7,-213,-220,-265,268,240,220,-181,+341
2026-08-17,823427,547180,Bryce Harper,Philadelphia Phillies,Miami Marlins,1,Janson Junk,676083,R,112,533,125,4.26,4.09,0.98,1.04,1.0,0.22187,64.2,22.4,-250,-275,-320,225,200,181,-179,+346
2026-08-17,823668,621439,Byron Buxton,Minnesota Twins,Atlanta Braves,1,Martín Pérez,527048,L,88,376,85,4.42,4.24,1.04,0.95,1.0,0.21498,64.2,22.6,-263,-275,-325,208,195,181,-179,+342
2026-08-17,824725,575929,Willson Contreras,Boston Red Sox,Arizona Diamondbacks,1,Mitch Bratt,683352,L,108,464,113,4.11,3.95,1.04,0.98,1.03,0.22797,64.0,22.0,-230,-275,-280,241,200,205,-178,+355
2026-08-17,822939,689414,Liam Hicks,Tampa Bay Rays,Baltimore Orioles,1,Brandon Young,687064,R,109,449,111,4.05,3.89,1.06,1.01,0.99,0.23068,63.9,21.9,-206,-190,-235,277,280,240,-177,+357
2026-08-17,823427,681082,Bryson Stott,Philadelphia Phillies,Miami Marlins,1,Janson Junk,676083,R,110,468,119,3.93,3.77,1.05,1.04,1.0,0.23608,63.8,21.6,-249,-235,-295,231,220,198,-176,+363
2026-08-17,824725,672695,Geraldo Perdomo,Arizona Diamondbacks,Boston Red Sox,0,TBD,,,107,521,120,4.34,4.17,0.97,1.0,1.03,0.21639,63.8,22.2,-202,-235,-265,263,210,225,-176,+350
2026-08-17,824320,669242,Tommy Edman,Los Angeles Dodgers,Colorado Rockies,0,Tomoyuki Sugano,608372,R,43,181,49,3.69,3.54,1.03,1.04,1.07,0.24906,63.7,21.1,-354,-300,-390,158,165,163,-175,+374
2026-08-17,823343,663968,Jake Mangum,Pittsburgh Pirates,Detroit Tigers,1,Framber Valdez,664285,L,102,373,103,3.62,3.48,1.13,1.02,1.01,0.25198,63.6,20.9,-248,-325,-280,232,230,198,-175,+378
2026-08-17,824077,695506,Jac Caglianone,Kansas City Royals,Athletics,1,Mason Barnett,686930,R,113,450,116,3.88,3.72,1.09,0.99,1.02,0.23794,63.6,21.3,-328,-275,-335,170,180,184,-175,+369
2026-08-17,824320,666160,Mickey Moniak,Colorado Rockies,Los Angeles Dodgers,1,Blake Snell,605483,L,78,323,86,3.76,3.61,1.05,1.0,1.07,0.24407,63.6,21.1,-169,,-205,312,,280,-175,+374
2026-08-17,823427,664761,Alec Bohm,Philadelphia Phillies,Miami Marlins,1,Janson Junk,676083,R,107,487,120,4.06,3.9,1.01,1.04,1.0,0.2275,63.5,21.5,-234,-235,-290,238,220,200,-174,+365
2026-08-17,824320,571970,Max Muncy,Los Angeles Dodgers,Colorado Rockies,0,Tomoyuki Sugano,608372,R,94,430,115,3.74,3.59,1.01,1.04,1.07,0.24301,63.2,20.8,-291,-295,-310,189,175,184,-172,+381
2026-08-17,824641,803011,Sam Antonacci,Chicago White Sox,Chicago Cubs,0,Shota Imanaga,684007,L,98,411,103,3.99,3.83,1.05,1.01,1.0,0.22898,63.1,21.0,,,,,,,-171,+376
2026-08-17,824641,678246,Miguel Vargas,Chicago White Sox,Chicago Cubs,0,Shota Imanaga,684007,L,108,533,121,4.4,4.22,0.96,1.01,1.0,0.20983,63.0,21.5,-184,-200,-240,306,260,240,-170,+365
2026-08-17,822939,624413,Pete Alonso,Baltimore Orioles,Tampa Bay Rays,0,Shane McClanahan,663556,L,123,538,124,4.34,4.17,1.03,0.96,0.99,0.21124,62.8,21.3,-186,-175,-209,312,300,265,-169,+369
2026-08-17,824320,687859,Troy Johnston,Colorado Rockies,Los Angeles Dodgers,1,Blake Snell,605483,L,93,373,104,3.59,3.45,1.07,1.0,1.07,0.2491,62.8,20.2,,,,,,,-169,+395
2026-08-17,823589,805999,A.J. Ewing,New York Mets,San Diego Padres,1,Walker Buehler,621111,R,76,346,84,4.12,3.96,1.01,1.03,0.98,0.22039,62.7,20.9,-214,-235,-265,277,230,210,-168,+378
2026-08-17,824725,668939,Adley Rutschman,Boston Red Sox,Arizona Diamondbacks,1,Mitch Bratt,683352,L,63,306,72,4.25,4.08,0.98,0.98,1.03,0.21443,62.6,21.0,-229,-235,-295,254,210,198,-167,+376
2026-08-17,824478,691026,Masyn Winn,St. Louis Cardinals,Cincinnati Reds,0,Rhett Lowder,695076,R,98,471,116,4.06,3.9,0.98,1.03,1.01,0.22145,62.3,20.5,,,,,,,-165,+388
2026-08-17,823343,687462,Spencer Horwitz,Pittsburgh Pirates,Detroit Tigers,1,Framber Valdez,664285,L,74,339,85,3.99,3.83,1.0,1.02,1.01,0.22442,62.2,20.3,,,,,,,-165,+393
2026-08-17,824725,686765,Nick Sogard,Boston Red Sox,Arizona Diamondbacks,1,Mitch Bratt,683352,L,24,121,29,4.17,4.0,0.98,0.98,1.03,0.21477,62.0,20.4,-173,-175,-205,336,310,280,-163,+390
2026-08-17,824077,695720,Tommy White,Athletics,Kansas City Royals,0,Michael Wacha,608379,R,26,101,26,3.88,3.72,1.04,1.0,1.02,0.22881,62.0,20.0,-198,-165,-235,270,310,245,-163,+400
2026-08-17,824077,680869,Zack Gelof,Athletics,Kansas City Royals,0,Michael Wacha,608379,R,69,273,73,3.74,3.59,1.07,1.0,1.02,0.23544,61.9,19.7,-211,-225,-265,268,230,215,-162,+408
2026-08-17,824641,808959,Munetaka Murakami,Chicago White Sox,Chicago Cubs,0,Shota Imanaga,684007,L,74,383,88,4.35,4.18,0.95,1.01,1.0,0.20632,61.9,20.6,-133,-135,-145,427,400,390,-162,+385
2026-08-17,823343,595879,Javier Báez,Detroit Tigers,Pittsburgh Pirates,0,Carmen Mlodzinski,669387,R,35,136,37,3.68,3.53,1.05,1.04,1.01,0.23796,61.7,19.4,-175,-185,-218,321,300,265,-161,+415
2026-08-17,823343,699013,Esmerlyn Valdez,Pittsburgh Pirates,Detroit Tigers,1,Framber Valdez,664285,L,48,222,56,3.96,3.8,1.0,1.02,1.01,0.22344,61.7,19.9,-162,-155,-190,365,350,300,-161,+403
2026-08-17,824641,695731,Braden Montgomery,Chicago White Sox,Chicago Cubs,0,Shota Imanaga,684007,L,48,231,56,4.12,3.96,0.99,1.01,1.0,0.21454,61.6,20.0,-144,-175,-179,402,310,325,-160,+400
2026-08-17,824077,521692,Salvador Perez,Kansas City Royals,Athletics,1,Mason Barnett,686930,R,95,480,115,4.17,4.0,0.95,0.99,1.02,0.20909,60.9,19.5,-254,-225,-295,218,240,195,-156,+413
2026-08-17,823668,605137,Josh Bell,Minnesota Twins,Atlanta Braves,1,Martín Pérez,527048,L,112,487,120,4.06,3.9,1.03,0.95,1.0,0.21394,60.9,19.4,-212,-185,-235,280,310,240,-156,+415
2026-08-17,823668,680777,Ryan Jeffers,Minnesota Twins,Atlanta Braves,1,Martín Pérez,527048,L,60,250,62,4.03,3.87,1.04,0.95,1.0,0.21546,60.9,19.3,-198,-210,-265,289,250,230,-156,+418
2026-08-17,822939,683002,Gunnar Henderson,Baltimore Orioles,Tampa Bay Rays,0,Shane McClanahan,663556,L,109,558,123,4.54,4.36,0.94,0.96,0.99,0.19301,60.7,19.8,-156,-175,-190,367,310,300,-154,+405
2026-08-17,823343,679529,Spencer Torkelson,Detroit Tigers,Pittsburgh Pirates,0,Carmen Mlodzinski,669387,R,97,488,123,3.97,3.81,0.96,1.04,1.01,0.21694,60.6,19.0,-175,-165,-190,332,310,305,-154,+426
2026-08-17,824725,571448,Nolan Arenado,Arizona Diamondbacks,Boston Red Sox,0,TBD,,,98,458,118,3.88,3.72,0.99,1.0,1.03,0.22147,60.6,18.9,,,,,,,-154,+429
2026-08-17,824725,814439,Ryan Waldschmidt,Arizona Diamondbacks,Boston Red Sox,0,TBD,,,52,211,58,3.64,3.49,1.05,1.0,1.03,0.23346,60.5,18.4,-139,-165,-159,405,310,360,-153,+443
2026-08-17,823589,701538,Jackson Merrill,San Diego Padres,New York Mets,0,Nolan McLean,690997,R,115,511,122,4.19,4.02,1.02,0.95,0.98,0.20648,60.5,19.3,-219,-190,-265,248,280,230,-153,+418
2026-08-17,823668,663586,Austin Riley,Atlanta Braves,Minnesota Twins,0,Bailey Ober,641927,R,99,492,123,4.0,3.84,0.96,1.03,1.0,0.21439,60.4,18.9,-176,-175,-213,317,300,265,-153,+429
2026-08-17,824077,703607,Henry Bolte,Athletics,Kansas City Royals,0,Michael Wacha,608379,R,71,300,81,3.7,3.55,1.04,1.0,1.02,0.22927,60.3,18.4,-185,-200,-225,310,270,245,-152,+443
2026-08-17,824641,664023,Ian Happ,Chicago Cubs,Chicago White Sox,1,Luis Castillo,622491,R,94,511,121,4.22,4.05,0.92,1.03,1.0,0.20413,60.3,19.1,-179,-160,-197,339,340,290,-152,+424
2026-08-17,824641,695657,Colson Montgomery,Chicago White Sox,Chicago Cubs,0,Shota Imanaga,684007,L,94,495,117,4.23,4.06,0.93,1.01,1.0,0.20299,60.2,19.0,-143,-120,-154,399,450,375,-151,+426
2026-08-17,824725,702332,Caleb Durbin,Boston Red Sox,Arizona Diamondbacks,1,Mitch Bratt,683352,L,99,443,117,3.79,3.64,1.02,0.98,1.03,0.22283,60.1,18.4,-228,-220,-265,250,250,215,-151,+443
2026-08-17,823668,686797,Brooks Lee,Minnesota Twins,Atlanta Braves,1,Martín Pérez,527048,L,108,478,119,4.02,3.86,1.02,0.95,1.0,0.21178,60.1,18.7,-173,-200,-213,346,270,270,-151,+435
2026-08-17,823668,668904,Royce Lewis,Minnesota Twins,Atlanta Braves,1,Martín Pérez,527048,L,80,369,90,4.1,3.94,1.0,0.95,1.0,0.20699,59.9,18.7,-213,-210,-245,271,250,225,-149,+435
2026-08-17,824514,668709,JJ Bleday,Cincinnati Reds,St. Louis Cardinals,1,TBD,,,73,398,95,4.19,4.02,0.92,1.0,1.01,0.20286,59.8,18.7,,,,,,,-149,+435
2026-08-17,823427,682663,Agustín Ramírez,Miami Marlins,Philadelphia Phillies,0,Cristopher Sánchez,650911,L,33,155,41,3.78,3.63,1.0,1.03,1.0,0.22185,59.8,18.1,-170,-140,-197,338,390,300,-149,+452
2026-08-17,824725,680776,Jarren Duran,Boston Red Sox,Arizona Diamondbacks,1,Mitch Bratt,683352,L,91,495,117,4.23,4.06,0.92,0.98,1.03,0.20083,59.8,18.7,-182,,-197,314,,290,-149,+435
2026-08-17,824725,545121,Ildemaro Vargas,Arizona Diamondbacks,Boston Red Sox,0,TBD,,,94,378,109,3.47,3.33,1.07,1.0,1.03,0.23895,59.7,17.6,-191,-190,-235,289,280,260,-148,+468
2026-08-17,823668,807712,Luke Keaschall,Minnesota Twins,Atlanta Braves,1,Martín Pérez,527048,L,103,457,116,3.94,3.78,1.02,0.95,1.0,0.21139,59.2,18.0,-188,-200,-235,296,260,245,-145,+456
2026-08-17,823668,665019,Kody Clemens,Minnesota Twins,Atlanta Braves,1,Martín Pérez,527048,L,92,437,108,4.05,3.89,0.99,0.95,1.0,0.20388,58.8,17.8,,,,,,,-143,+462
2026-08-17,824725,663457,Lars Nootbaar,Arizona Diamondbacks,Boston Red Sox,0,TBD,,,42,223,58,3.84,3.69,0.95,1.0,1.03,0.21243,58.6,17.3,,-185,,,300,,-142,+478
2026-08-17,824077,695600,Carter Jensen,Kansas City Royals,Athletics,1,Mason Barnett,686930,R,89,459,116,3.96,3.8,0.94,0.99,1.02,0.20712,58.6,17.5,-255,-225,-320,210,230,195,-142,+471
2026-08-17,824641,608348,Carson Kelly,Chicago Cubs,Chicago White Sox,1,Luis Castillo,622491,R,75,324,92,3.52,3.38,1.03,1.03,1.0,0.22982,58.6,16.9,-154,,-179,383,,330,-142,+492
2026-08-17,823589,682626,Francisco Alvarez,New York Mets,San Diego Padres,1,Walker Buehler,621111,R,69,319,86,3.71,3.56,1.0,1.03,0.98,0.21882,58.5,17.1,-130,-120,-141,473,475,390,-141,+485
2026-08-17,824725,678011,Anthony Seigler,Boston Red Sox,Arizona Diamondbacks,1,Mitch Bratt,683352,L,35,158,43,3.67,3.52,1.01,0.98,1.03,0.22049,58.4,17.0,,,,,,,-140,+488
2026-08-17,823427,592663,J.T. Realmuto,Philadelphia Phillies,Miami Marlins,1,Janson Junk,676083,R,67,349,92,3.79,3.64,0.95,1.04,1.0,0.21371,58.3,17.1,-213,-200,-240,263,280,240,-140,+485
2026-08-17,824725,543510,James McCann,Arizona Diamondbacks,Boston Red Sox,0,TBD,,,33,117,35,3.34,3.21,1.07,1.0,1.03,0.23805,58.2,16.3,,,,,,,-139,+513
2026-08-17,824514,553993,Eugenio Suárez,Cincinnati Reds,St. Louis Cardinals,1,TBD,,,67,367,92,3.99,3.83,0.93,1.0,1.01,0.20311,58.1,17.2,,,,,,,-139,+481
2026-08-17,823589,673357,Luis Robert Jr.,New York Mets,San Diego Padres,1,Walker Buehler,621111,R,34,175,46,3.8,3.65,0.97,1.03,0.98,0.21202,58.1,16.9,,,,,,,-139,+492
2026-08-17,824478,691458,Blaze Jordan,St. Louis Cardinals,Cincinnati Reds,0,Rhett Lowder,695076,R,38,161,47,3.43,3.29,1.03,1.03,1.01,0.232,58.0,16.3,,,,,,,-138,+513
2026-08-17,824641,621020,Dansby Swanson,Chicago Cubs,Chicago White Sox,1,Luis Castillo,622491,R,87,458,119,3.85,3.7,0.94,1.03,1.0,0.20833,57.9,16.8,,,,,,,-138,+495
2026-08-17,824514,663886,Tyler Stephenson,Cincinnati Reds,St. Louis Cardinals,1,TBD,,,75,339,95,3.57,3.43,1.01,1.0,1.01,0.2218,57.7,16.3,,,,,,,-136,+513
2026-08-17,823589,543760,Marcus Semien,New York Mets,San Diego Padres,1,Walker Buehler,621111,R,78,410,105,3.9,3.74,0.94,1.03,0.98,0.20548,57.7,16.8,-167,-155,-190,354,350,305,-136,+495
2026-08-17,824077,643446,Jeff McNeil,Athletics,Kansas City Royals,0,Michael Wacha,608379,R,87,371,108,3.44,3.3,1.04,1.0,1.02,0.22931,57.7,16.1,-243,-275,-310,216,180,188,-136,+521
2026-08-17,823427,681715,Heriberto Hernández,Miami Marlins,Philadelphia Phillies,0,Cristopher Sánchez,650911,L,70,338,93,3.63,3.48,0.98,1.03,1.0,0.2185,57.6,16.3,-171,-165,-205,342,310,280,-136,+513
2026-08-17,824725,596146,Max Kepler,Arizona Diamondbacks,Boston Red Sox,0,TBD,,,24,124,34,3.65,3.5,0.98,1.0,1.03,0.21718,57.6,16.3,-164,-175,-205,326,310,280,-136,+513
2026-08-17,824077,641680,Jonah Heim,Athletics,Kansas City Royals,0,Michael Wacha,608379,R,56,285,76,3.75,3.6,0.96,1.0,1.02,0.21198,57.6,16.5,-154,-155,-179,362,350,320,-136,+506
2026-08-17,824077,686681,Michael Massey,Kansas City Royals,Athletics,1,Mason Barnett,686930,R,87,344,104,3.31,3.18,1.08,0.99,1.02,0.23641,57.6,15.8,-247,-225,-295,226,240,198,-136,+533
2026-08-17,824320,678662,Ezequiel Tovar,Colorado Rockies,Los Angeles Dodgers,1,Blake Snell,605483,L,79,413,114,3.62,3.48,0.94,1.0,1.07,0.21837,57.6,16.3,-125,-150,-141,454,380,425,-136,+513
2026-08-17,823589,664034,Ty France,San Diego Padres,New York Mets,0,Nolan McLean,690997,R,92,352,99,3.56,3.42,1.1,0.95,0.98,0.22159,57.5,16.2,-201,-210,-225,265,250,245,-135,+517
2026-08-17,823668,663616,Trevor Larnach,Minnesota Twins,Atlanta Braves,1,Martín Pérez,527048,L,89,371,102,3.64,3.49,1.05,0.95,1.0,0.21761,57.5,16.3,,,,,,,-135,+513
2026-08-17,823427,805300,Jakob Marsee,Miami Marlins,Philadelphia Phillies,0,Cristopher Sánchez,650911,L,84,476,120,3.97,3.81,0.9,1.03,1.0,0.20055,57.4,16.6,-128,-105,-139,445,525,450,-135,+502
