date,pk,pitcher_id,name,team,opp,home,hand,season_so,season_bf,season_gs,season_ip,prior_so,prior_bf,bf_l5,bf_season,exp_bf,p_pit,f_pit,lineup_src,lineup_n,lineup_k,f_lineup,pk_pa,exp_k,p_over_3.5,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,line_dk,over_dk,under_dk,line_fd,over_fd,under_fd,line_mgm,over_mgm,under_mgm,line_czr,over_czr,under_czr,alts,cons_line,p_over_cons,fair_over,fair_under,best_side,best_book,best_line,best_price,best_edge,odds_at,built_at
2026-08-24,824235,656876,Drew Rasmussen,Tampa Bay Rays,Detroit Tigers,0,R,138,529,24,134.3,127,585,21.62,22.09,21.74,0.2491,1.127,confirmed,9,0.2073,0.938,0.2341,5.09,0.7465,0.5815,0.409,0.2588,0.1474,0.0757,5.5,125,-160,4.5,-148,116,5.5,135,-185,,,,"{""dk"":{""2.5"":[-1180,null],""3.5"":[-407,null],""4.5"":[-172,null],""5.5"":[125,null],""6.5"":[269,null],""7.5"":[572,null],""8.5"":[1160,null]},""fd"":{""2.5"":[-1450,null],""3.5"":[-400,null],""4.5"":[-148,null],""5.5"":[140,null],""6.5"":[300,null],""7.5"":[630,null]},""mgm"":{""2.5"":[-1200,null],""4.5"":[-160,null],""6.5"":[270,null],""5.5"":[135,null],""3.5"":[-375,null],""7.5"":[525,null]},""czr"":{""3.5"":[-400,null],""4.5"":[-170,null],""5.5"":[128,null],""6.5"":[245,null],""7.5"":[500,null],""8.5"":[1000,null]}}",5.5,0.409,+144,-144,over,fd,4.5,-148,0.0183,2026-08-24T21:30:12Z,2026-08-24T21:33:13Z
2026-08-24,824235,664285,Framber Valdez,Detroit Tigers,Tampa Bay Rays,1,L,111,613,25,138.7,187,802,24.5,24.13,24.41,0.1933,0.874,confirmed,9,0.1884,0.852,0.1638,3.89,0.545,0.3554,0.205,0.1052,0.0483,0.02,3.5,-145,113,3.5,-160,124,3.5,-155,115,,,,"{""dk"":{""1.5"":[-1140,null],""2.5"":[-359,null],""3.5"":[-148,null],""4.5"":[144,null],""5.5"":[296,null],""6.5"":[610,null],""7.5"":[1220,null]},""fd"":{""2.5"":[-500,null],""3.5"":[-160,null],""4.5"":[144,null],""5.5"":[330,null],""6.5"":[750,null]},""mgm"":{""3.5"":[-155,null],""2.5"":[-375,null],""4.5"":[135,null],""5.5"":[270,null],""6.5"":[500,null]},""czr"":{""2.5"":[-560,null],""3.5"":[-170,null],""4.5"":[132,null],""5.5"":[290,null],""6.5"":[600,null],""7.5"":[1300,null]}}",3.5,0.545,-120,+120,under,fd,3.5,124,0.0346,2026-08-24T21:30:12Z,2026-08-24T21:33:13Z
2026-08-24,823828,624133,Ranger Suarez,Boston Red Sox,Miami Marlins,0,L,113,467,22,113.3,151,651,19.62,21.35,20.06,0.2382,1.078,confirmed,9,0.2049,0.927,0.2211,4.37,0.6374,0.451,0.2834,0.1583,0.0789,0.0353,4.5,-126,-101,4.5,-136,106,5.5,130,-175,,,,"{""dk"":{""2.5"":[-830,null],""3.5"":[-294,null],""4.5"":[-126,null],""5.5"":[173,null],""6.5"":[365,null],""7.5"":[770,null],""8.5"":[1620,null]},""fd"":{""2.5"":[-1100,null],""3.5"":[-360,null],""4.5"":[-136,null],""5.5"":[162,null],""6.5"":[350,null],""7.5"":[750,null]},""mgm"":{""4.5"":[-235,null],""3.5"":[-550,null],""5.5"":[-115,null],""6.5"":[175,null],""7.5"":[340,null]},""czr"":{""2.5"":[-1700,null],""3.5"":[-380,null],""4.5"":[-148,null],""5.5"":[143,null],""6.5"":[280,null],""7.5"":[550,null],""8.5"":[1100,null]}}",4.5,0.451,+122,-122,under,mgm,5.5,-175,0.1225,2026-08-24T21:30:12Z,2026-08-24T21:33:13Z
2026-08-24,823828,645261,Sandy Alcantara,Miami Marlins,Boston Red Sox,1,R,131,728,27,176.7,142,745,26.38,26.49,26.4,0.1836,0.831,confirmed,9,0.1949,0.882,0.161,4.15,0.5922,0.4034,0.2447,0.1326,0.0645,0.0284,4.5,-119,-107,4.5,102,-130,4.5,-105,-125,,,,"{""dk"":{""2.5"":[-800,null],""3.5"":[-282,null],""4.5"":[-116,null],""5.5"":[188,null],""6.5"":[395,null],""7.5"":[840,null],""8.5"":[1700,null]},""fd"":{""2.5"":[-800,null],""3.5"":[-265,null],""4.5"":[102,null],""5.5"":[215,null],""6.5"":[450,null]},""mgm"":{""3.5"":[-220,null],""4.5"":[-105,null],""6.5"":[360,null],""5.5"":[185,null],""2.5"":[-525,null]},""czr"":{""2.5"":[-1000,null],""3.5"":[-275,null],""4.5"":[-109,null],""5.5"":[195,null],""6.5"":[390,null],""7.5"":[850,null]}}",4.5,0.4034,+148,-148,under,dk,4.5,-107,0.1091,2026-08-24T21:30:12Z,2026-08-24T21:33:13Z
2026-08-24,822695,663372,Ryan Feltner,Colorado Rockies,Washington Nationals,0,R,64,408,19,92.0,25,135,23.5,22.02,23.13,0.1732,0.784,confirmed,9,0.1997,0.903,0.1556,3.54,0.4736,0.2885,0.1545,0.0732,0.031,0.0118,3.5,-127,-101,3.5,-122,-104,3.5,-120,-110,,,,"{""dk"":{""1.5"":[-1100,null],""2.5"":[-326,null],""3.5"":[-126,null],""4.5"":[184,null],""5.5"":[414,null],""6.5"":[890,null]},""fd"":{""2.5"":[-360,null],""3.5"":[-122,null],""4.5"":[182,null],""5.5"":[420,null]},""mgm"":{""5.5"":[325,null],""2.5"":[-325,null],""4.5"":[165,null],""3.5"":[-135,null],""6.5"":[600,null]},""czr"":{""2.5"":[-380,null],""3.5"":[-132,null],""4.5"":[178,null],""5.5"":[380,null],""6.5"":[850,null]}}",3.5,0.4736,+111,-111,under,dk,3.5,-101,0.0532,2026-08-24T21:30:12Z,2026-08-24T21:33:13Z
2026-08-24,822695,676917,Cade Cavalli,Washington Nationals,Colorado Rockies,1,R,162,600,27,142.7,40,219,23.5,22.36,23.21,0.2527,1.143,confirmed,9,0.2199,0.995,0.2515,5.72,0.8188,0.6799,0.5172,0.3576,0.2242,0.1275,6.5,-110,-116,6.5,-104,-122,6.5,105,-140,,,,"{""dk"":{""3.5"":[-1200,null],""4.5"":[-465,null],""5.5"":[-218,null],""6.5"":[-110,null],""7.5"":[173,null],""8.5"":[318,null],""9.5"":[579,null],""10.5"":[1080,null]},""fd"":{""3.5"":[-2500,null],""4.5"":[-650,null],""5.5"":[-260,null],""6.5"":[-104,null],""7.5"":[180,null],""8.5"":[350,null],""9.5"":[750,null]},""mgm"":{""7.5"":[195,null],""5.5"":[-190,null],""8.5"":[350,null],""4.5"":[-375,null],""6.5"":[100,null]},""czr"":{""9.5"":[550,null],""4.5"":[-560,null],""5.5"":[-230,null],""6.5"":[-117,null],""7.5"":[150,null],""8.5"":[300,null]}}",6.5,0.3576,+180,-180,under,dk,6.5,-116,0.1361,2026-08-24T21:30:12Z,2026-08-24T21:33:13Z
2026-08-24,824557,677958,Kumar Rocker,Texas Rangers,Chicago White Sox,0,R,109,528,22,121.0,56,287,23.0,21.85,22.71,0.2063,0.933,confirmed,9,0.229,1.036,0.2139,4.87,0.7143,0.5407,0.3681,0.225,0.1237,0.0613,4.5,-123,-104,4.5,-128,100,4.5,-130,-105,,,,"{""dk"":{""2.5"":[-880,null],""3.5"":[-299,null],""4.5"":[-123,null],""5.5"":[181,null],""6.5"":[407,null],""7.5"":[900,null]},""fd"":{""2.5"":[-1200,null],""3.5"":[-340,null],""4.5"":[-128,null],""5.5"":[164,null],""6.5"":[350,null],""7.5"":[750,null]},""mgm"":{""2.5"":[-750,null],""4.5"":[-135,null],""5.5"":[155,null],""6.5"":[300,null],""3.5"":[-295,null]},""czr"":{""2.5"":[-1450,null],""3.5"":[-360,null],""4.5"":[-141,null],""5.5"":[151,null],""6.5"":[295,null],""7.5"":[600,null],""8.5"":[1200,null]}}",4.5,0.5407,-118,+118,over,dk,6.5,407,0.0278,2026-08-24T21:30:12Z,2026-08-24T21:33:13Z
2026-08-24,824557,664353,José Urquidy,Chicago White Sox,Texas Rangers,1,R,17,71,0,16.0,3,14,21.78,21.78,21.78,0.2255,1.02,confirmed,9,0.2339,1.058,0.2385,5.19,0.7588,0.5975,0.4258,0.2733,0.158,0.0824,4.5,129,-165,3.5,-158,124,4.5,150,-210,,,,"{""dk"":{""1.5"":[-1580,null],""2.5"":[-434,null],""3.5"":[-174,null],""4.5"":[128,null],""5.5"":[276,null],""6.5"":[574,null],""7.5"":[1200,null]},""fd"":{""2.5"":[-500,null],""3.5"":[-158,null],""4.5"":[142,null],""5.5"":[320,null],""6.5"":[750,null]},""mgm"":{""2.5"":[-400,null],""3.5"":[-160,null],""6.5"":[550,null],""5.5"":[300,null],""4.5"":[140,null]},""czr"":{""2.5"":[-560,null],""3.5"":[-170,null],""4.5"":[135,null],""5.5"":[290,null],""6.5"":[625,null]}}",4.5,0.5975,-148,+148,over,mgm,4.5,150,0.2263,2026-08-24T21:30:12Z,2026-08-24T21:33:13Z
2026-08-24,824964,605488,Jeffrey Springs,Athletics,Minnesota Twins,1,L,89,504,23,113.7,138,713,20.5,21.89,20.85,0.1831,0.828,confirmed,9,0.2068,0.935,0.1707,3.54,0.4761,0.2901,0.155,0.0731,0.0306,0.0115,3.5,-132,103,3.5,-130,102,3.5,-140,105,,,,"{""dk"":{""1.5"":[-1300,null],""2.5"":[-359,null],""3.5"":[-136,null],""4.5"":[170,null],""5.5"":[374,null],""6.5"":[820,null],""7.5"":[1720,null]},""fd"":{""2.5"":[-390,null],""3.5"":[-130,null],""4.5"":[176,null],""5.5"":[400,null]},""mgm"":{""5.5"":[290,null],""2.5"":[-325,null],""4.5"":[150,null],""6.5"":[525,null],""3.5"":[-140,null]},""czr"":{""2.5"":[-390,null],""3.5"":[-141,null],""4.5"":[159,null],""5.5"":[330,null],""6.5"":[750,null]}}",3.5,0.4761,+110,-110,under,mgm,3.5,105,0.0685,2026-08-24T21:30:12Z,2026-08-24T21:33:13Z
2026-08-24,823097,554430,Zack Wheeler,Philadelphia Phillies,Seattle Mariners,0,R,144,474,21,120.3,195,585,20.75,22.47,21.18,0.3041,1.376,confirmed,9,0.2188,0.99,0.3013,6.26,0.8653,0.7524,0.6061,0.4473,0.3006,0.1837,6.5,-155,121,7.5,120,-154,7.5,115,-155,,,,"{""dk"":{""3.5"":[-1960,null],""4.5"":[-730,null],""5.5"":[-319,null],""6.5"":[-154,null],""7.5"":[132,null],""8.5"":[263,null],""9.5"":[534,null],""10.5"":[1060,null]},""fd"":{""4.5"":[-1200,null],""5.5"":[-440,null],""6.5"":[-188,null],""7.5"":[120,null],""8.5"":[220,null],""9.5"":[430,null]},""mgm"":{""8.5"":[200,null],""9.5"":[360,null],""7.5"":[115,null],""5.5"":[-325,null],""6.5"":[-165,null]},""czr"":{""9.5"":[340,null],""4.5"":[-1200,null],""5.5"":[-380,null],""6.5"":[-173,null],""7.5"":[111,null],""8.5"":[195,null]}}",7.5,0.3006,+233,-233,under,mgm,7.5,-155,0.1328,2026-08-24T21:30:12Z,2026-08-24T21:33:13Z
