date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_h,season_pa,season_g,pa_g,n_eff,f_bat,f_pit,f_park,h_pa,p,p2,odds_dk,odds_mgm,odds_czr,odds2_dk,odds2_mgm,odds2_czr,fair,fair2,odds_dk_u
2026-09-17,824305,665487,Fernando Tatis Jr.,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,169,664,150,4.43,4.16,1.11,1.12,1.07,0.28693,75.5,34.5,-578,-525,-800,-103,100,-105,-308,+190,
2026-09-17,824305,701538,Jackson Merrill,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,148,628,149,4.21,3.96,1.05,1.12,1.07,0.27258,71.6,29.6,-404,-450,-440,131,125,130,-252,+238,
2026-09-17,823334,694192,Jackson Chourio,Milwaukee Brewers,Pittsburgh Pirates,0,Wilber Dotel,696062,R,141,534,117,4.56,4.29,1.12,1.01,1.01,0.24829,70.6,29.0,-334,-275,-325,162,180,171,-240,+245,
2026-09-17,822924,650490,Yandy Díaz,Tampa Bay Rays,Athletics,1,Jeffrey Springs,605488,L,173,650,146,4.45,4.18,1.14,1.04,0.99,0.25407,70.6,28.8,-421,-350,-400,132,155,140,-240,+247,
2026-09-17,824141,670541,Yordan Alvarez,Houston Astros,Kansas City Royals,1,Seth Lugo,607625,R,164,647,148,4.37,4.11,1.1,1.08,0.99,0.25702,70.5,28.6,-296,-275,-280,192,195,179,-239,+250,
2026-09-17,824464,518692,Freddie Freeman,Los Angeles Dodgers,Cincinnati Reds,0,Brady Singer,663903,R,159,619,144,4.3,4.04,1.11,1.06,1.01,0.25987,70.4,28.3,-267,-350,-325,198,150,169,-238,+253,196
2026-09-17,824141,665161,Jeremy Peña,Houston Astros,Kansas City Royals,1,Seth Lugo,607625,R,112,438,102,4.29,4.03,1.09,1.08,0.99,0.25451,69.4,27.3,-290,-295,-310,188,180,179,-227,+266,
2026-09-17,822924,802415,Chandler Simpson,Tampa Bay Rays,Athletics,1,Jeffrey Springs,605488,L,167,580,143,4.06,3.82,1.19,1.04,0.99,0.26593,69.3,26.8,-283,-295,-295,201,180,182,-226,+273,
2026-09-17,823334,693304,Nick Gonzales,Pittsburgh Pirates,Milwaukee Brewers,1,Kyle Harrison,690986,L,160,576,140,4.11,3.86,1.17,1.03,1.01,0.26285,69.2,26.8,-196,-225,-213,297,240,235,-225,+273,146
2026-09-17,824464,682829,Elly De La Cruz,Cincinnati Reds,Los Angeles Dodgers,1,Justin Wrobleski,680736,L,150,593,133,4.46,4.19,1.1,1.01,1.01,0.24436,69.1,27.2,-232,-235,-230,244,220,205,-224,+268,172
2026-09-17,824305,664034,Ty France,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,118,456,123,3.71,3.49,1.1,1.12,1.07,0.28551,69.1,25.9,-413,-400,-440,130,125,130,-224,+286,
2026-09-17,822845,673962,Josh Jung,Texas Rangers,Boston Red Sox,1,Sonny Gray,543243,R,111,414,96,4.31,4.05,1.12,1.01,1.01,0.2474,68.4,26.3,-233,-235,-230,239,230,200,-216,+280,173
2026-09-17,824305,669392,Samad Taylor,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,39,143,38,3.76,3.53,1.07,1.12,1.07,0.27639,68.1,25.0,,,,,,,-213,+300,
2026-09-17,823573,650333,Luis Arraez,Philadelphia Phillies,New York Mets,0,Nolan McLean,690997,R,180,626,144,4.35,4.09,1.2,0.95,0.98,0.24256,67.9,25.9,-265,-325,-310,208,165,174,-212,+286,195
2026-09-17,822924,691406,Junior Caminero,Tampa Bay Rays,Athletics,1,Jeffrey Springs,605488,L,161,659,151,4.36,4.1,1.08,1.04,0.99,0.24027,67.6,25.6,-274,-295,-320,207,180,177,-209,+291,201
2026-09-17,824548,805808,Kevin McGonigle,Detroit Tigers,Chicago White Sox,0,Erick Fedde,607200,R,155,663,147,4.51,4.24,1.05,1.02,1.0,0.23202,67.3,25.5,-195,-250,-218,289,200,225,-206,+292,146
2026-09-17,823334,665833,Oneil Cruz,Pittsburgh Pirates,Milwaukee Brewers,1,Kyle Harrison,690986,L,93,388,89,4.36,4.1,1.05,1.03,1.01,0.23715,67.0,25.0,-186,-185,-190,302,280,265,-203,+300,139
2026-09-17,822924,666018,Jonathan Aranda,Tampa Bay Rays,Athletics,1,Jeffrey Springs,605488,L,153,634,146,4.34,4.08,1.07,1.04,0.99,0.23813,67.0,25.0,-217,-275,-245,260,200,198,-203,+300,162
2026-09-17,824305,592518,Manny Machado,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,122,635,148,4.29,4.03,0.93,1.12,1.07,0.24075,67.0,24.9,-394,-400,-460,135,130,135,-203,+302,
2026-09-17,824305,664983,Jake McCarthy,Colorado Rockies,San Diego Padres,1,Michael King,650633,R,150,555,137,4.05,3.81,1.14,0.95,1.07,0.25248,67.0,24.5,-320,-325,-380,164,155,152,-203,+308,
2026-09-17,823573,666182,Bo Bichette,New York Mets,Philadelphia Phillies,1,Aaron Nola,605400,R,157,649,150,4.33,4.07,1.07,1.04,0.98,0.23848,67.0,25.0,-334,-275,-310,171,200,176,-203,+300,
2026-09-17,823334,661388,William Contreras,Milwaukee Brewers,Pittsburgh Pirates,0,Wilber Dotel,696062,R,146,607,139,4.37,4.11,1.07,1.01,1.01,0.23535,66.8,24.8,,,,,,,-201,+303,
2026-09-17,823334,664040,Brandon Lowe,Pittsburgh Pirates,Milwaukee Brewers,1,Kyle Harrison,690986,L,143,617,141,4.38,4.12,1.04,1.03,1.01,0.23487,66.8,24.8,-168,-165,-170,346,333,305,-201,+303,126
2026-09-17,824464,605141,Mookie Betts,Los Angeles Dodgers,Cincinnati Reds,0,Brady Singer,663903,R,111,488,114,4.28,4.02,1.03,1.06,1.01,0.23995,66.8,24.7,,,,,,,-201,+305,
2026-09-17,824141,677951,Bobby Witt Jr.,Kansas City Royals,Houston Astros,0,TBD,,,144,590,133,4.44,4.17,1.08,1.0,0.99,0.23187,66.7,24.8,-221,-250,-245,244,210,205,-200,+303,164
2026-09-17,823334,668930,Brice Turang,Milwaukee Brewers,Pittsburgh Pirates,0,Wilber Dotel,696062,R,144,640,141,4.54,4.27,1.02,1.01,1.01,0.22593,66.5,24.7,-256,-235,-245,211,210,188,-199,+305,188
2026-09-17,824464,701398,Sal Stewart,Cincinnati Reds,Los Angeles Dodgers,1,Justin Wrobleski,680736,L,157,657,152,4.32,4.06,1.06,1.01,1.01,0.23635,66.5,24.5,-266,-250,-245,213,200,188,-199,+308,195
2026-09-17,824305,681198,TJ Rumfield,Colorado Rockies,San Diego Padres,1,Michael King,650633,R,155,597,146,4.09,3.84,1.12,0.95,1.07,0.24696,66.4,24.0,-247,-250,-245,225,200,191,-198,+317,182
2026-09-17,824548,682985,Riley Greene,Detroit Tigers,Chicago White Sox,0,Erick Fedde,607200,R,136,553,131,4.22,3.97,1.08,1.02,1.0,0.23846,66.1,23.9,-200,-250,-209,278,210,220,-195,+318,149
2026-09-17,823573,701807,Carson Benge,New York Mets,Philadelphia Phillies,1,Aaron Nola,605400,R,150,609,146,4.17,3.92,1.08,1.04,0.98,0.24081,66.0,23.8,-209,-200,-205,279,270,240,-194,+320,156
2026-09-17,823334,668804,Bryan Reynolds,Pittsburgh Pirates,Milwaukee Brewers,1,Kyle Harrison,690986,L,148,662,152,4.36,4.1,1.02,1.03,1.01,0.22982,65.7,23.8,-204,-210,-218,281,250,225,-192,+320,152
2026-09-17,823334,804606,Konnor Griffin,Pittsburgh Pirates,Milwaukee Brewers,1,Kyle Harrison,690986,L,71,295,70,4.21,3.96,1.05,1.03,1.01,0.23596,65.6,23.4,-239,-275,-240,224,200,188,-191,+327,177
2026-09-17,824141,670623,Isaac Paredes,Houston Astros,Kansas City Royals,1,Seth Lugo,607625,R,135,615,145,4.24,3.99,1.01,1.08,0.99,0.23445,65.6,23.5,-217,-235,-209,262,230,230,-191,+326,161
2026-09-17,824141,514888,Jose Altuve,Houston Astros,Kansas City Royals,1,Seth Lugo,607625,R,117,529,125,4.23,3.98,1.01,1.08,0.99,0.23536,65.6,23.5,-251,-225,-245,217,240,198,-191,+326,185
2026-09-17,822845,607043,Brandon Nimmo,Texas Rangers,Boston Red Sox,1,Sonny Gray,543243,R,147,618,146,4.23,3.98,1.06,1.01,1.01,0.23384,65.4,23.3,-163,-175,-173,370,310,290,-189,+329,122
2026-09-17,823334,656811,Ryan O'Hearn,Pittsburgh Pirates,Milwaukee Brewers,1,Kyle Harrison,690986,L,101,416,101,4.12,3.87,1.06,1.03,1.01,0.2392,65.3,23.0,,,,,,,-188,+335,
2026-09-17,824548,805367,Chase Meidroth,Chicago White Sox,Detroit Tigers,1,Framber Valdez,664285,L,146,613,146,4.2,3.95,1.06,1.02,1.0,0.23458,65.2,23.1,-258,-275,-260,220,195,184,-187,+333,190
2026-09-17,824548,650402,Gleyber Torres,Detroit Tigers,Chicago White Sox,0,Erick Fedde,607200,R,90,396,91,4.35,4.09,1.02,1.02,1.0,0.22652,65.0,23.1,-197,,-205,281,,230,-186,+333,147
2026-09-17,822845,677800,Wilyer Abreu,Boston Red Sox,Texas Rangers,0,Tyler Alexander,641302,L,143,644,148,4.35,4.09,1.02,1.02,1.01,0.22651,65.0,23.1,-232,-235,-235,236,220,200,-186,+333,172
2026-09-17,823573,665742,Juan Soto,New York Mets,Philadelphia Phillies,1,Aaron Nola,605400,R,98,435,101,4.31,4.05,1.02,1.04,0.98,0.22706,64.8,22.8,-254,-235,-230,221,230,198,-184,+339,187
2026-09-17,822845,701350,Roman Anthony,Boston Red Sox,Texas Rangers,0,Tyler Alexander,641302,L,42,205,46,4.46,4.19,0.98,1.02,1.01,0.219,64.5,22.8,-239,-210,-235,217,240,205,-182,+339,177
2026-09-17,824464,606192,Teoscar Hernández,Los Angeles Dodgers,Cincinnati Reds,0,Brady Singer,663903,R,106,450,115,3.91,3.68,1.05,1.06,1.01,0.24434,64.3,21.9,-258,-295,-260,216,175,181,-180,+357,190
2026-09-17,824305,593428,Xander Bogaerts,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,110,576,145,3.97,3.73,0.93,1.12,1.07,0.24062,64.2,21.8,-363,-295,-345,147,180,162,-179,+359,
2026-09-17,824305,630105,Jake Cronenworth,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,74,385,99,3.89,3.66,0.94,1.12,1.07,0.24442,64.1,21.7,-234,-225,-230,227,240,205,-179,+361,173
2026-09-17,824141,672580,Maikel Garcia,Kansas City Royals,Houston Astros,0,TBD,,,76,313,74,4.23,3.98,1.05,1.0,0.99,0.22705,64.1,22.2,-215,-220,-209,315,240,230,-179,+350,160
2026-09-17,822845,596115,Trevor Story,Boston Red Sox,Texas Rangers,0,Tyler Alexander,641302,L,54,236,56,4.21,3.96,1.02,1.02,1.01,0.22775,64.1,22.1,-172,-185,-179,338,300,285,-179,+352,129
2026-09-17,822845,575929,Willson Contreras,Boston Red Sox,Texas Rangers,0,Tyler Alexander,641302,L,122,529,128,4.13,3.88,1.04,1.02,1.01,0.23128,64.0,21.9,-202,-225,-213,273,240,235,-178,+357,151
2026-09-17,822924,669127,Shea Langeliers,Athletics,Tampa Bay Rays,0,Drew Rasmussen,656876,R,103,428,97,4.41,4.15,1.06,0.96,0.99,0.21719,63.8,22.1,,,,,,,-176,+352,
2026-09-17,824548,678246,Miguel Vargas,Chicago White Sox,Detroit Tigers,1,Framber Valdez,664285,L,139,662,150,4.41,4.15,0.98,1.02,1.0,0.21703,63.8,22.1,-257,-220,-245,219,240,198,-176,+352,189
2026-09-17,822845,686765,Nick Sogard,Boston Red Sox,Texas Rangers,0,Tyler Alexander,641302,L,53,235,56,4.2,3.95,1.01,1.02,1.01,0.22649,63.7,21.8,-165,-165,-164,353,333,320,-175,+359,124
2026-09-17,823573,596019,Francisco Lindor,New York Mets,Philadelphia Phillies,1,Aaron Nola,605400,R,86,421,95,4.43,4.16,0.97,1.04,0.98,0.21593,63.6,22.0,-188,-225,-218,300,220,230,-175,+355,141
2026-09-17,824305,669134,Luis Campusano,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,54,228,66,3.45,3.24,1.03,1.12,1.07,0.2675,63.5,20.4,-280,-300,-325,196,165,171,-174,+390,
