Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning
2026-06-09,Seattle Mariners,Baltimore Orioles,47.3,52.7,-122,101,-125,105,-7.7%,-8.3%,+2.9%,+3.9%,Logan Gilbert,R,36.8,88.3,1882.0,12.0,Trevor Rogers,L,27.2,89.0,2152.0,10.0,0.718,0.719,3.73,4.35,0.0,0.0,N/A,ESTIMATED,102,,
2026-06-09,Los Angeles Dodgers,Pittsburgh Pirates,42.2,57.8,-110,-110,-110,-110,-10.2%,-10.2%,+5.4%,+5.4%,Eric Lauer,L,23.5,86.0,2034.0,6.2,Paul Skenes,R,35.0,92.6,2125.0,11.6,0.784,0.735,3.96,5.4,0.0,0.0,N/A,ESTIMATED,98,,
2026-06-09,Boston Red Sox,Tampa Bay Rays,None,None,-109,-110,-110,-110,N/A,N/A,N/A,N/A,Payton Tolle,L,23.7,93.2,2240.0,13.2,Nick Martinez,R,0,None,None,None,0.69,0.716,4.33,4.87,0.0,0.0,N/A,ESTIMATED,98,,
2026-06-09,Minnesota Twins,Detroit Tigers,38.7,61.3,104,-125,105,-125,-10.3%,-10.1%,+5.7%,+5.7%,Taj Bradley,R,30.3,92.3,2163.0,10.6,Troy Melton,R,10.3,91.0,2201.0,7.6,0.701,0.695,5.14,3.67,0.0,0.0,N/A,ESTIMATED,100,,
2026-06-09,Arizona Diamondbacks,Miami Marlins,41.7,58.3,104,-125,110,-130,-7.3%,-5.9%,+2.7%,+1.8%,Zac Gallen,R,32.2,88.9,2212.0,7.8,Max Meyer,R,36.8,91.0,2522.0,12.3,0.695,0.698,5.14,2.83,0.0,0.0,N/A,ESTIMATED,96,,
2026-06-09,New York Yankees,Cleveland Guardians,52.5,47.5,-131,109,-135,115,-4.2%,-4.9%,-0.3%,+1.0%,Gerrit Cole,R,9.0,91.7,2349.0,7.7,Slade Cecconi,R,33.8,88.2,2286.0,8.3,0.764,0.688,3.93,4.13,0.0,0.0,N/A,ESTIMATED,98,,
2026-06-09,Philadelphia Phillies,Toronto Blue Jays,42.8,57.2,-115,-105,-115,-105,-10.7%,-10.7%,+6.0% ** BET **,+6.0% ** BET **,Zack Wheeler,R,25.3,90.6,2378.0,10.3,Dylan Cease,R,31.0,91.6,2494.0,13.7,0.688,0.699,3.71,5.46,0.0,0.0,N/A,ESTIMATED,100,** BET **,
2026-06-09,St. Louis Cardinals,New York Mets,52.2,47.8,108,-131,110,-130,+4.1%,+4.6%,-8.9%,-8.7%,Dustin May,R,33.3,92.5,2529.0,9.4,Freddy Peralta,R,36.0,89.5,2277.0,11.3,0.709,0.661,3.5,2.75,0.0,0.0,N/A,ESTIMATED,97,,
2026-06-09,Texas Rangers,Kansas City Royals,38.8,61.2,-122,101,-125,105,-16.2%,-16.8%,+11.4%,+12.4%,Nathan Eovaldi,R,37.3,87.4,1900.0,14.8,Stephen Kolek,R,19.0,90.2,2229.0,8.1,0.698,0.688,2.89,3.32,0.0,0.0,N/A,ESTIMATED,99,,
2026-06-09,Atlanta Braves,Chicago White Sox,53.1,46.9,-162,134,-155,130,-8.7%,-7.7%,+4.2%,+3.4%,Grant Holmes,R,31.5,89.6,2486.0,11.1,Erick Fedde,R,29.2,87.7,2222.0,6.0,0.753,0.741,3.5,6.3,0.0,0.0,N/A,ESTIMATED,99,,
2026-06-09,Chicago Cubs,Colorado Rockies,52.7,47.3,-149,123,-155,130,-7.1%,-8.1%,+2.5%,+3.8%,Colin Rea,R,32.3,89.4,2036.0,8.7,Tomoyuki Sugano,R,31.7,88.1,2295.0,6.3,0.721,0.704,5.21,7.67,0.0,0.0,N/A,ESTIMATED,118,,
2026-06-09,Houston Astros,Los Angeles Angels,52.8,47.2,-126,104,-125,105,-3.0%,-2.8%,-1.8%,-1.6%,Kai-Wei Teng,R,23.5,88.6,2508.0,10.8,Walbert Ureña,R,25.2,93.6,2054.0,11.6,0.732,0.702,4.76,5.16,0.0,0.0,N/A,ESTIMATED,97,,
2026-06-09,Cincinnati Reds,San Diego Padres,60.4,39.6,-117,-103,-118,-102,+6.5% ** BET **,+6.3% ** BET **,-11.1%,-10.9%,Chase Burns,R,35.2,94.8,2587.0,14.0,Lucas Giolito,R,8.3,83.9,1872.0,10.1,0.708,0.647,5.85,4.07,0.0,0.0,N/A,ESTIMATED,94,** BET **,
2026-06-09,Washington Nationals,San Francisco Giants,51.0,49.0,-102,-118,-105,-115,+0.5%,-0.2%,-5.1%,-4.5%,Andrew Alvarez,L,10.2,86.8,2513.0,10.6,Adrian Houser,R,30.3,91.2,2083.0,7.1,0.738,0.718,4.06,5.32,0.0,0.0,N/A,ESTIMATED,95,,
2026-06-09,Milwaukee Brewers,Athletics,None,None,-119,-102,-115,-105,N/A,N/A,N/A,N/A,Robert Gasser,L,6.7,87.7,2304.0,9.6,J.T. Ginn,R,0,None,None,None,0.726,0.726,4.82,5.58,0.0,0.0,N/A,ESTIMATED,95,,
