player_id,name,so,pa
502671,Paul Goldschmidt,79,330
514888,Jose Altuve,87,430
518595,Travis d'Arnaud,14,55
521692,Salvador Perez,97,492
543807,George Springer,74,404
543877,Christian Vázquez,44,233
545341,Randal Grichuk,46,200
545361,Mike Trout,123,482
553869,Elias Díaz,39,166
553993,Eugenio Suárez,138,383
571912,Luke Maile,8,22
572233,Christian Walker,120,504
573262,Mike Yastrzemski,77,320
592626,Joc Pederson,90,381
592885,Christian Yelich,105,385
595978,Austin Hedges,32,191
596142,Gary Sánchez,44,220
607043,Brandon Nimmo,109,510
608070,José Ramírez,50,406
608369,Corey Seager,70,282
621493,Taylor Ward,111,542
621566,Matt Olson,139,553
622268,Donovan Walton,28,164
622761,Jorge Mateo,42,143
623168,Tyler Heineman,24,150
624413,Pete Alonso,133,551
624428,Adam Frazier,31,110
624431,Jose Trevino,20,105
640902,Jhonny Pereda,13,76
641343,Jake Bauers,116,457
641680,Jonah Heim,54,294
641857,Ryan McMahon,93,306
641933,Tyler O'Neill,70,252
642086,Dominic Smith,45,282
642215,Weston Wilson,34,116
642350,Jose Siri,48,154
642708,Amed Rosario,53,201
642715,Willy Adames,133,489
643217,Andrew Benintendi,90,377
643289,Mauricio Dubón,62,484
643376,Danny Jansen,42,146
643446,Jeff McNeil,44,383
645277,Ozzie Albies,75,542
645302,Victor Robles,22,140
645305,Ali Sánchez,16,65
646240,Rafael Devers,141,533
647304,Josh Naylor,64,506
650490,Yandy Díaz,76,538
650968,Yohel Pozo,6,50
656775,Cedric Mullins,84,417
657041,Lane Thomas,87,348
660670,Ronald Acuña Jr.,77,330
660688,Keibert Ruiz,33,284
660821,Jesús Sánchez,63,273
660844,Leo Rivas,38,130
661388,William Contreras,71,509
661531,Brian Serven,7,36
662139,Daulton Varsho,83,419
663494,Bryan Torres,25,123
663586,Austin Riley,159,504
663647,Ke'Bryan Hayes,38,193
663662,Daz Cameron,1,6
663728,Cal Raleigh,125,391
663743,Nick Fortes,33,274
663757,Trent Grisham,74,424
663886,Tyler Stephenson,93,351
663993,Nathaniel Lowe,78,317
664702,Myles Straw,33,243
664728,Kyle Isbel,51,228
664770,Nathan Lukes,50,333
664774,LaMonte Wade Jr.,21,100
665161,Jeremy Peña,69,340
665750,Leody Taveras,95,388
665862,Jazz Chisholm Jr.,142,459
665877,José Fermín,33,269
665926,Andrés Giménez,81,419
665953,Andrés Chaparro,31,136
665966,Carlos Narváez,78,236
666018,Jonathan Aranda,125,540
666126,Carlos Cortes,43,288
666139,Josh Lowe,71,252
666152,David Hamilton,69,308
666176,Jo Adell,124,510
666211,Taylor Trammell,66,205
667472,Dane Myers,60,236
668227,Randy Arozarena,108,511
668670,Jake Rogers,39,137
668709,JJ Bleday,89,410
668723,Ryan Vilade,47,212
668800,Andrew Knizner,2,7
668930,Brice Turang,132,532
669003,Garrett Mitchell,134,421
669221,Sean Murphy,14,34
669224,Austin Wells,73,287
669394,Jake Burger,128,480
669397,Nick Allen,27,128
669701,Josh Smith,40,187
669911,Michael Toglia,10,24
670032,Nicky Lopez,37,219
670231,John Rave,14,65
670541,Yordan Alvarez,95,551
670623,Isaac Paredes,69,509
670764,Taylor Walls,87,360
670770,TJ Friedl,57,246
671056,Iván Herrera,100,568
671083,Buddy Kennedy,13,41
671218,Heliot Ramos,96,356
671277,Luis García Jr.,71,429
671732,Lawrence Butler,98,388
671739,Michael Harris II,95,483
671976,Tristan Peters,67,374
672275,Patrick Bailey,67,265
672284,Jarred Kelenic,29,80
672386,Alejandro Kirk,23,202
672580,Maikel Garcia,47,308
672724,Oswald Peraza,95,320
672960,Kazuma Okamoto,154,502
673237,Yainer Diaz,38,246
673490,Ha-Seong Kim,23,85
675961,Alika Williams,37,152
676356,Jonny DeLuca,51,252
676369,Nelson Velázquez,26,88
676391,Ernie Clement,47,498
676475,Alec Burleson,90,539
676609,José Caballero,87,362
677587,Brayan Rocchio,70,478
677588,José Tena,73,245
677592,Everson Pereira,35,105
677594,Julio Rodríguez,106,503
677649,Ezequiel Duran,110,451
677943,Will Banfield,0,0
