Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning
2026-05-30,Detroit Tigers,Chicago White Sox,49.6,50.4,-121,100,-115,-105,-5.2%,-3.9%,+0.4%,-0.8%,Framber Valdez,L,30.5,88.0,2299.0,7.5,Anthony Kay,L,26.2,90.2,2241.0,8.5,0.675,0.706,4.31,4.08,0.2,-0.2,N/A,CONFIRMED+PLATOON,99,,
2026-05-30,San Diego Padres,Washington Nationals,None,None,-136,113,-135,110,N/A,N/A,N/A,N/A,Michael King,R,0,None,None,None,Foster Griffin,L,31.0,85.6,2135.0,9.2,0.723,0.682,3.33,1.87,4.8,-4.7,N/A,CONFIRMED+PLATOON,99,,
2026-05-30,Kansas City Royals,Texas Rangers,47.6,52.4,-101,-120,100,-120,-2.6%,-2.4%,-2.1%,-2.1%,Seth Lugo,R,32.5,85.6,2497.0,6.4,Kumar Rocker,R,25.0,89.5,2112.0,8.8,0.725,0.703,6.62,4.23,1.2,-1.2,N/A,CONFIRMED+PLATOON,103,,
2026-05-30,Toronto Blue Jays,Baltimore Orioles,61.8,38.2,-126,105,-130,105,+6.0% ** BET **,+5.3%,-10.6%,-10.6%,Trey Yesavage,R,16.0,89.1,1995.0,13.9,Brandon Young,R,18.2,88.8,2068.0,9.6,0.689,0.71,3.0,2.69,N/A,N/A,N/A,ESTIMATED,102,** BET **,
2026-05-30,Minnesota Twins,Pittsburgh Pirates,43.5,56.5,128,-154,125,-150,-0.4%,-0.9%,-4.1%,-3.5%,Bailey Ober,R,31.0,83.9,2168.0,9.7,Mitch Keller,R,32.2,89.0,2372.0,9.0,0.752,0.691,5.58,3.77,-2.9,2.8,CONFIRMED ✓,CONFIRMED+PLATOON,98,,
2026-05-30,Boston Red Sox,Cleveland Guardians,38.8,61.2,108,-131,110,-135,-9.3%,-8.8%,+4.5%,+3.8%,Sonny Gray,R,22.0,87.2,2512.0,8.3,Parker Messick,L,32.2,88.9,2083.0,11.3,0.674,0.719,4.92,3.91,-2.2,2.2,CONFIRMED ✓,CONFIRMED+PLATOON,98,,
2026-05-30,Los Angeles Angels,Tampa Bay Rays,48.5,51.5,139,-168,140,-170,+6.7% ** BET **,+6.8% ** BET **,-11.2%,-11.5%,Reid Detmers,L,31.5,88.0,2206.0,10.6,Drew Rasmussen,R,27.5,92.3,2389.0,9.9,0.692,0.638,3.29,4.57,2.2,-2.2,FADE ✗,CONFIRMED+PLATOON,98,** BET **,
2026-05-30,Miami Marlins,New York Mets,40.0,60.0,109,-132,110,-135,-7.8%,-7.6%,+3.1%,+2.6%,Tyler Phillips,R,16.8,89.3,2078.0,10.1,Christian Scott,R,12.7,90.9,2321.0,9.9,0.652,0.643,3.44,4.73,-1.2,1.1,N/A,PARTIAL,97,,
2026-05-30,Milwaukee Brewers,Houston Astros,47.5,52.5,-117,-103,-118,-102,-6.4%,-6.6%,+1.8%,+2.0%,Brandon Sproat,R,22.3,92.8,2123.0,10.3,Peter Lambert,R,20.2,89.8,2258.0,11.3,0.735,0.73,3.27,3.29,-0.6,0.5,N/A,PARTIAL,99,,
2026-05-30,Chicago Cubs,St. Louis Cardinals,46.4,53.6,-136,113,-135,110,-11.2%,-11.0%,+6.7% ** BET **,+6.0% ** BET **,Ben Brown,R,22.3,92.7,2181.0,9.9,Kyle Leahy,R,25.3,89.4,2195.0,8.4,0.724,0.706,5.4,4.13,-1.2,1.3,N/A,ESTIMATED,98,** BET **,
2026-05-30,Atlanta Braves,Cincinnati Reds,52.2,47.8,-132,109,-135,110,-4.7%,-5.2%,+0.0%,+0.2%,Martín Pérez,L,23.3,85.5,1980.0,8.6,Brady Singer,R,23.0,86.7,2377.0,8.3,0.759,0.709,3.74,4.75,-3.9,4.0,FADE ✗,ESTIMATED,106,,
2026-05-30,San Francisco Giants,Colorado Rockies,48.6,51.4,-117,-103,-115,-105,-5.3%,-4.9%,+0.7%,+0.2%,Adrian Houser,R,26.3,91.2,2078.0,7.3,Ryan Feltner,R,10.0,89.0,2383.0,11.1,0.684,0.69,4.7,8.08,-8.8,8.9,CONFIRMED ✓,ESTIMATED,118,,
2026-05-30,New York Yankees,Athletics,None,None,-156,129,-155,125,N/A,N/A,N/A,N/A,Ryan Weathers,L,28.7,89.0,2307.0,10.4,J.T. Ginn,R,0,None,None,None,0.773,0.715,1.2,4.58,0.0,0.0,N/A,ESTIMATED,95,,
2026-05-30,Arizona Diamondbacks,Seattle Mariners,42.4,57.6,130,-157,125,-150,-1.1%,-2.0%,-3.5%,-2.4%,Ryne Nelson,R,30.0,93.0,2337.0,8.5,Bryan Woo,R,31.8,92.4,2294.0,10.6,0.718,0.708,3.31,3.57,0.0,0.0,N/A,ESTIMATED,96,,
2026-05-30,Philadelphia Phillies,Los Angeles Dodgers,51.8,48.2,105,-126,105,-125,+3.0%,+3.0%,-7.6%,-7.4%,Jesús Luzardo,L,30.8,90.7,2160.0,13.1,Roki Sasaki,R,22.8,91.4,1662.0,11.3,0.677,0.788,1.7,2.5,-1.2,1.2,N/A,ESTIMATED,96,,
