date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_h,season_pa,season_g,pa_g,n_eff,f_bat,f_pit,f_park,h_pa,p,p2,odds_dk,odds_mgm,odds_czr,odds2_dk,odds2_mgm,odds2_czr,fair,fair2,odds_dk_u
2026-09-05,824066,703520,Brett Bateman,Toronto Blue Jays,Kansas City Royals,0,Seth Lugo,607625,R,31,107,23,4.65,4.37,1.07,1.07,1.02,0.25328,72.1,30.7,-277,-275,-325,187,190,188,-258,+226,
2026-09-05,824310,664983,Jake McCarthy,Colorado Rockies,St. Louis Cardinals,1,Matthew Liberatore,669461,L,134,505,126,4.01,3.77,1.13,1.07,1.07,0.27832,70.8,28.3,-374,-325,-440,143,160,148,-242,+253,
2026-09-05,824310,681198,TJ Rumfield,Colorado Rockies,St. Louis Cardinals,1,Matthew Liberatore,669461,L,142,557,137,4.07,3.83,1.1,1.07,1.07,0.27274,70.5,28.1,-322,-235,-320,178,230,191,-239,+256,
2026-09-05,824310,691023,Jordan Walker,St. Louis Cardinals,Colorado Rockies,0,Mason Adams,690279,R,156,591,138,4.28,4.02,1.13,1.0,1.07,0.26152,70.4,28.4,-334,-325,-345,157,155,163,-238,+252,
2026-09-05,824795,678882,Ceddanne Rafaela,Boston Red Sox,Baltimore Orioles,0,Chris Bassitt,605135,R,151,569,135,4.21,3.96,1.13,1.07,1.0,0.26404,70.3,28.1,,-250,,,210,,-237,+256,
2026-09-05,824468,694192,Jackson Chourio,Milwaukee Brewers,Cincinnati Reds,0,Andrew Abbott,671096,L,126,485,107,4.53,4.26,1.11,1.01,1.01,0.24611,70.0,28.2,-364,-325,-400,146,155,150,-233,+255,
2026-09-05,822850,650490,Yandy Díaz,Tampa Bay Rays,Texas Rangers,0,Jacob deGrom,594798,R,165,605,136,4.45,4.18,1.16,0.99,1.01,0.25027,70.0,28.1,-250,-225,-310,225,220,191,-233,+256,185
2026-09-05,823823,672640,Otto Lopez,Miami Marlins,Chicago Cubs,1,Javier Assad,665871,R,166,599,138,4.34,4.08,1.17,1.0,1.01,0.25448,69.8,27.8,-241,-235,-290,225,230,195,-231,+260,178
2026-09-05,823335,693304,Nick Gonzales,Pittsburgh Pirates,Los Angeles Angels,1,Yusei Kikuchi,579328,L,153,549,132,4.16,3.91,1.17,1.03,1.01,0.26348,69.8,27.4,-295,-275,-320,191,200,195,-231,+265,
2026-09-05,823419,650333,Luis Arraez,Philadelphia Phillies,Atlanta Braves,1,Martín Pérez,527048,L,168,580,133,4.36,4.1,1.2,0.96,1.0,0.25068,69.4,27.4,-269,-275,-325,214,195,184,-227,+265,198
2026-09-05,824310,676475,Alec Burleson,St. Louis Cardinals,Colorado Rockies,0,Mason Adams,690279,R,151,595,141,4.22,3.97,1.1,1.0,1.07,0.2551,68.9,26.7,-406,-450,-460,132,120,128,-222,+275,
2026-09-05,824066,676391,Ernie Clement,Toronto Blue Jays,Kansas City Royals,0,Seth Lugo,607625,R,145,553,138,4.01,3.77,1.12,1.07,1.02,0.26534,68.7,26.1,-295,-275,-310,182,200,191,-219,+283,
2026-09-05,824468,682829,Elly De La Cruz,Cincinnati Reds,Milwaukee Brewers,1,Dustin May,669160,R,133,546,122,4.48,4.21,1.07,1.02,1.01,0.24027,68.6,26.7,-183,-200,-235,297,250,260,-218,+275,137
2026-09-05,823823,691718,Pete Crow-Armstrong,Chicago Cubs,Miami Marlins,0,Ryan Gusto,687473,R,153,636,142,4.48,4.21,1.07,1.02,1.01,0.23903,68.3,26.5,-284,-295,-295,187,175,188,-215,+277,
2026-09-05,824145,670541,Yordan Alvarez,Houston Astros,Arizona Diamondbacks,1,Brandon Pfaadt,694297,R,159,613,140,4.38,4.12,1.12,1.0,0.99,0.24164,68.0,26.0,-287,-300,-320,196,180,198,-213,+285,
2026-09-05,824066,677951,Bobby Witt Jr.,Kansas City Royals,Toronto Blue Jays,1,Max Scherzer,453286,R,136,544,123,4.42,4.15,1.09,1.0,1.02,0.23976,67.9,26.0,-277,-295,-310,197,180,191,-212,+285,
2026-09-05,824310,696100,Hunter Goodman,Colorado Rockies,St. Louis Cardinals,1,Matthew Liberatore,669461,L,113,502,121,4.15,3.9,1.02,1.07,1.07,0.25267,67.9,25.5,-279,-235,-325,201,210,188,-212,+292,
2026-09-05,823823,608324,Alex Bregman,Chicago Cubs,Miami Marlins,0,Ryan Gusto,687473,R,145,636,139,4.58,4.31,1.03,1.02,1.01,0.23105,67.8,26.0,-244,-210,-280,231,250,205,-211,+285,180
2026-09-05,822850,802415,Chandler Simpson,Tampa Bay Rays,Texas Rangers,0,Jacob deGrom,594798,R,155,538,133,4.05,3.81,1.19,0.99,1.01,0.25749,67.8,25.3,-210,-235,-275,264,210,210,-211,+295,156
2026-09-05,824066,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,Kansas City Royals,0,Seth Lugo,607625,R,125,537,127,4.23,3.98,1.04,1.07,1.02,0.24657,67.6,25.4,-348,-325,-390,157,160,155,-209,+294,
2026-09-05,824795,677800,Wilyer Abreu,Boston Red Sox,Baltimore Orioles,0,Chris Bassitt,605135,R,136,607,139,4.37,4.11,1.02,1.07,1.0,0.23804,67.3,25.3,-218,-210,-275,254,250,220,-206,+295,162
2026-09-05,823904,518692,Freddie Freeman,Los Angeles Dodgers,Washington Nationals,1,Cade Cavalli,676917,R,155,584,136,4.29,4.03,1.13,1.0,0.99,0.24205,67.3,25.1,-216,-235,-265,253,220,210,-206,+298,160
2026-09-05,823823,663538,Nico Hoerner,Chicago Cubs,Miami Marlins,0,Ryan Gusto,687473,R,145,607,139,4.37,4.11,1.06,1.02,1.01,0.23771,67.2,25.2,-263,-225,-325,213,230,188,-205,+297,193
2026-09-05,824310,650489,Willi Castro,Colorado Rockies,St. Louis Cardinals,1,Matthew Liberatore,669461,L,111,477,120,3.98,3.74,1.04,1.07,1.07,0.25727,67.1,24.5,,,,,,,-204,+308,
2026-09-05,823823,673548,Seiya Suzuki,Chicago Cubs,Miami Marlins,0,Ryan Gusto,687473,R,128,550,124,4.44,4.17,1.04,1.02,1.01,0.23348,67.0,25.1,-221,-210,-280,249,240,205,-203,+298,164
2026-09-05,824795,701350,Roman Anthony,Boston Red Sox,Baltimore Orioles,0,Chris Bassitt,605135,R,35,159,36,4.42,4.15,1.0,1.07,1.0,0.23427,67.0,25.0,-275,-220,-290,200,240,198,-203,+300,
2026-09-05,824389,800050,Chase DeLauter,Cleveland Guardians,Detroit Tigers,1,Framber Valdez,664285,L,131,499,120,4.16,3.91,1.12,1.03,0.99,0.2461,66.9,24.6,-209,-225,-275,278,240,225,-202,+307,156
2026-09-05,823335,665833,Oneil Cruz,Pittsburgh Pirates,Los Angeles Angels,1,Yusei Kikuchi,579328,L,81,347,79,4.39,4.13,1.04,1.03,1.01,0.23415,66.8,24.8,-200,-175,-225,287,310,260,-201,+303,150
2026-09-05,824468,661388,William Contreras,Milwaukee Brewers,Cincinnati Reds,0,Andrew Abbott,671096,L,137,568,131,4.34,4.08,1.07,1.01,1.01,0.23665,66.8,24.7,-276,-275,-320,199,185,191,-201,+305,
2026-09-05,823094,647304,Josh Naylor,Seattle Mariners,Athletics,1,Jeffrey Springs,605488,L,139,566,132,4.29,4.03,1.08,1.05,0.98,0.2394,66.8,24.7,-253,-220,-295,215,240,210,-201,+305,187
2026-09-05,823335,664040,Brandon Lowe,Pittsburgh Pirates,Los Angeles Angels,1,Yusei Kikuchi,579328,L,132,582,132,4.41,4.15,1.03,1.03,1.01,0.23231,66.6,24.7,-189,-155,-209,301,375,275,-199,+305,141
2026-09-05,824468,701398,Sal Stewart,Cincinnati Reds,Milwaukee Brewers,1,Dustin May,669160,R,144,611,141,4.33,4.07,1.05,1.02,1.01,0.23608,66.6,24.5,-242,-235,-295,231,220,195,-199,+308,179
2026-09-05,822850,691406,Junior Caminero,Tampa Bay Rays,Texas Rangers,0,Jacob deGrom,594798,R,151,615,141,4.36,4.1,1.08,0.99,1.01,0.23402,66.5,24.5,-245,-210,-275,229,250,210,-199,+308,181
2026-09-05,824310,694249,Cole Carrigg,Colorado Rockies,St. Louis Cardinals,1,Matthew Liberatore,669461,L,66,285,72,3.96,3.72,1.03,1.07,1.07,0.25437,66.4,23.9,-256,-235,-320,210,220,188,-198,+318,189
2026-09-05,824468,668930,Brice Turang,Milwaukee Brewers,Cincinnati Reds,0,Andrew Abbott,671096,L,131,597,131,4.56,4.29,1.01,1.01,1.01,0.2236,66.2,24.5,-268,-235,-325,202,210,181,-196,+308,197
2026-09-05,824145,665161,Jeremy Peña,Houston Astros,Arizona Diamondbacks,1,Brandon Pfaadt,694297,R,101,396,92,4.3,4.04,1.09,1.0,0.99,0.2349,66.1,24.0,-279,-275,-320,196,180,198,-195,+317,
2026-09-05,823335,668804,Bryan Reynolds,Pittsburgh Pirates,Los Angeles Angels,1,Yusei Kikuchi,579328,L,139,620,142,4.37,4.11,1.02,1.03,1.01,0.23082,66.0,24.0,-242,-225,-295,227,240,198,-194,+317,179
2026-09-05,824310,671056,Iván Herrera,St. Louis Cardinals,Colorado Rockies,0,Mason Adams,690279,R,131,632,141,4.48,4.21,0.97,1.0,1.07,0.22525,65.9,24.1,-363,-375,-390,149,135,158,-193,+315,
2026-09-05,823094,668227,Randy Arozarena,Seattle Mariners,Athletics,1,Jeffrey Springs,605488,L,135,581,134,4.34,4.08,1.04,1.05,0.98,0.23156,65.9,23.9,-248,-235,-320,213,210,195,-193,+318,183
2026-09-05,824066,543807,George Springer,Toronto Blue Jays,Kansas City Royals,0,Seth Lugo,607625,R,101,453,109,4.16,3.91,1.02,1.07,1.02,0.24013,65.8,23.6,-303,-285,-310,183,180,191,-192,+324,
2026-09-05,822850,666018,Jonathan Aranda,Tampa Bay Rays,Texas Rangers,0,Jacob deGrom,594798,R,143,596,137,4.35,4.09,1.06,0.99,1.01,0.23045,65.7,23.8,-202,-190,-240,280,250,240,-192,+320,151
2026-09-05,823335,804606,Konnor Griffin,Pittsburgh Pirates,Los Angeles Angels,1,Yusei Kikuchi,579328,L,62,250,60,4.17,3.92,1.06,1.03,1.01,0.23859,65.6,23.5,-300,-275,-290,186,195,200,-191,+326,
2026-09-05,824795,686765,Nick Sogard,Boston Red Sox,Baltimore Orioles,0,Chris Bassitt,605135,R,44,200,47,4.26,4.0,1.01,1.07,1.0,0.23441,65.6,23.6,-188,-175,-225,301,310,260,-191,+324,141
2026-09-05,823577,808982,Jung Hoo Lee,San Francisco Giants,New York Mets,0,Zac Thornton,804267,L,138,529,130,4.07,3.83,1.12,1.02,0.98,0.24254,65.5,23.2,-216,-235,-280,255,210,210,-190,+331,160
2026-09-05,823577,666182,Bo Bichette,New York Mets,San Francisco Giants,1,Anthony Molina,683627,R,146,597,139,4.29,4.03,1.08,1.01,0.98,0.23126,65.4,23.3,-286,-275,-320,197,190,195,-189,+329,
2026-09-05,824795,624413,Pete Alonso,Baltimore Orioles,Boston Red Sox,1,Sonny Gray,543243,R,142,615,142,4.33,4.07,1.04,1.01,1.0,0.22968,65.4,23.5,-210,-210,-250,264,250,225,-189,+326,156
2026-09-05,823904,660271,Shohei Ohtani,Los Angeles Dodgers,Washington Nationals,1,Cade Cavalli,676917,R,139,592,133,4.45,4.18,1.05,1.0,0.99,0.2242,65.4,23.6,-206,,-275,264,,220,-189,+324,153
2026-09-05,824795,596115,Trevor Story,Boston Red Sox,Baltimore Orioles,0,Chris Bassitt,605135,R,42,196,46,4.26,4.0,1.0,1.07,1.0,0.23237,65.3,23.2,-160,-150,-190,358,360,300,-188,+331,120
2026-09-05,823419,686948,Drake Baldwin,Atlanta Braves,Philadelphia Phillies,0,Zack Wheeler,554430,R,128,523,118,4.43,4.16,1.07,0.96,1.0,0.22359,65.1,23.3,-202,-220,-245,264,240,225,-187,+329,151
2026-09-05,824066,672386,Alejandro Kirk,Toronto Blue Jays,Kansas City Royals,0,Seth Lugo,607625,R,61,252,64,3.94,3.7,1.05,1.07,1.02,0.24719,65.0,22.5,-339,-300,-360,159,165,163,-186,+344,
2026-09-05,824145,672515,Gabriel Moreno,Arizona Diamondbacks,Houston Astros,0,Ethan Pecko,814490,R,119,464,111,4.18,3.93,1.1,0.99,0.99,0.23418,65.0,22.8,-231,-235,-280,243,210,205,-186,+339,171
2026-09-05,824310,666160,Mickey Moniak,Colorado Rockies,St. Louis Cardinals,1,Matthew Liberatore,669461,L,88,385,101,3.81,3.58,1.03,1.07,1.07,0.25397,65.0,22.3,-236,-190,-260,230,270,225,-186,+348,175
2026-09-05,823577,701807,Carson Benge,New York Mets,San Francisco Giants,1,Anthony Molina,683627,R,142,558,135,4.13,3.88,1.1,1.01,0.98,0.23653,64.9,22.7,-230,-235,-295,252,230,198,-185,+341,171
