date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-09-18,823572,656941,Kyle Schwarber,Philadelphia Phillies,New York Mets,0,Zac Thornton,804267,L,45,660,4.5,1.86,1.04,1.03,1.1,0.97,1.0,1.0,,0.06017,24.4,282,230,280,+310
2026-09-18,824463,691718,Pete Crow-Armstrong,Chicago Cubs,Cincinnati Reds,0,Chase Burns,695505,R,44,687,4.5,1.77,1.19,1.15,0.95,1.14,1.0,1.0,,0.0581,23.6,252,200,225,+324
2026-09-18,824138,670541,Yordan Alvarez,Houston Astros,Atlanta Braves,1,Tyler Mahle,641816,R,40,651,4.4,1.7,1.13,1.04,1.01,1.04,1.0,1.0,,0.05449,21.8,280,300,265,+359
2026-09-18,824303,696100,Hunter Goodman,Colorado Rockies,Seattle Mariners,1,Bryan Woo,693433,R,38,535,4.1,1.86,1.19,1.04,0.96,1.05,1.0,1.0,,0.05706,21.4,,,,+367
2026-09-18,824547,808959,Munetaka Murakami,Chicago White Sox,Detroit Tigers,1,Andrew Sears,808825,L,32,512,4.3,1.67,0.96,1.03,0.99,1.05,1.0,1.0,,0.0526,20.7,,310,,+383
2026-09-18,823572,665742,Juan Soto,New York Mets,Philadelphia Phillies,1,Andrew Painter,691725,R,25,439,4.3,1.52,1.2,1.02,1.08,0.97,1.0,1.0,,0.04865,19.3,304,280,290,+418
2026-09-18,822923,575929,Willson Contreras,Boston Red Sox,Tampa Bay Rays,0,Ian Seymour,693855,L,27,533,4.1,1.43,1.09,1.04,1.17,0.98,1.0,1.0,,0.04966,18.8,,360,,+432
2026-09-18,824138,621566,Matt Olson,Atlanta Braves,Houston Astros,0,Peter Lambert,663567,R,39,662,4.3,1.65,1.13,1.07,0.91,1.04,1.0,1.0,,0.04715,18.8,330,310,320,+432
2026-09-18,822847,672960,Kazuma Okamoto,Toronto Blue Jays,Texas Rangers,0,Kumar Rocker,677958,R,33,600,4.1,1.54,1.07,1.05,1.03,1.01,1.0,1.0,,0.04868,18.5,390,375,370,+441
2026-09-18,824547,693307,Dillon Dingler,Detroit Tigers,Chicago White Sox,0,David Sandlin,689818,R,27,583,4.2,1.35,1.2,1.02,1.09,1.05,1.0,1.0,,0.04691,18.3,522,450,500,+446
2026-09-18,825032,700250,Ben Rice,New York Yankees,Arizona Diamondbacks,0,Eduardo Rodriguez,593958,L,38,628,4.3,1.67,0.97,1.15,0.89,1.01,1.0,1.0,,0.04581,18.3,498,450,475,+446
2026-09-18,824383,669127,Shea Langeliers,Athletics,Cleveland Guardians,0,Daniel Espino,682982,R,23,428,4.4,1.45,1.03,1.06,1.02,0.98,1.0,1.0,,0.04438,18.1,423,390,390,+452
2026-09-18,824547,695657,Colson Montgomery,Chicago White Sox,Detroit Tigers,1,Andrew Sears,808825,L,31,604,4.2,1.46,1.09,0.96,0.99,1.05,1.0,1.0,,0.04609,18.0,415,,390,+456
2026-09-18,822923,691406,Junior Caminero,Tampa Bay Rays,Boston Red Sox,1,Ranger Suarez,624133,L,41,664,4.4,1.71,0.95,0.98,0.86,0.98,1.0,1.0,,0.04393,17.9,382,325,370,+459
2026-09-18,824547,678246,Miguel Vargas,Chicago White Sox,Detroit Tigers,1,Andrew Sears,808825,L,31,666,4.4,1.37,1.19,0.94,0.99,1.05,1.0,1.0,,0.04314,17.6,352,400,370,+468
2026-09-18,823898,571970,Max Muncy,Los Angeles Dodgers,San Francisco Giants,1,Cesar Perdomo,702885,L,28,532,3.8,1.47,1.02,1.14,1.01,1.1,1.0,1.0,,0.04942,17.5,,,,+471
2026-09-18,823572,596019,Francisco Lindor,New York Mets,Philadelphia Phillies,1,Andrew Painter,691725,R,20,425,4.4,1.32,1.13,0.98,1.08,0.97,1.0,1.0,,0.04232,17.3,418,325,400,+478
2026-09-18,825032,571448,Nolan Arenado,Arizona Diamondbacks,New York Yankees,1,Gerrit Cole,543037,R,26,560,3.9,1.35,1.01,1.15,1.13,1.01,1.0,1.0,,0.04684,17.1,595,550,625,+485
2026-09-18,824463,682829,Elly De La Cruz,Cincinnati Reds,Chicago Cubs,1,Clay Holmes,605280,R,28,597,4.5,1.36,1.02,0.85,0.86,1.14,1.0,1.0,,0.04067,17.0,346,425,370,+488
2026-09-18,824790,624413,Pete Alonso,Baltimore Orioles,Milwaukee Brewers,1,Dustin May,669160,R,37,665,4.3,1.57,1.16,0.94,0.86,1.03,1.0,1.0,,0.04244,17.0,377,333,390,+488
2026-09-18,824463,701398,Sal Stewart,Cincinnati Reds,Chicago Cubs,1,Clay Holmes,605280,R,32,661,4.3,1.41,1.09,0.93,0.86,1.14,1.0,1.0,,0.04206,16.9,515,425,500,+492
2026-09-18,824790,694192,Jackson Chourio,Milwaukee Brewers,Baltimore Orioles,0,TBD,,,23,539,4.6,1.26,1.0,1.0,1.0,1.03,1.0,1.0,,0.03941,16.9,492,390,500,+492
2026-09-18,823977,665019,Kody Clemens,Minnesota Twins,Los Angeles Angels,0,Grayson Rodriguez,680570,R,26,553,4.1,1.36,1.16,1.05,1.05,1.02,1.0,1.0,,0.04425,16.9,446,300,425,+492
2026-09-18,825032,592450,Aaron Judge,New York Yankees,Arizona Diamondbacks,0,Eduardo Rodriguez,593958,L,18,285,4.3,1.53,1.13,1.03,0.89,1.01,1.0,1.0,,0.04181,16.8,297,280,290,+495
2026-09-18,823572,547180,Bryce Harper,Philadelphia Phillies,New York Mets,0,Zac Thornton,804267,L,28,653,4.3,1.28,0.8,1.1,1.1,0.97,1.0,1.0,,0.04157,16.7,445,425,425,+499
2026-09-18,823005,695578,James Wood,Washington Nationals,St. Louis Cardinals,0,Kyle Leahy,681517,R,30,585,4.6,1.46,1.13,1.02,0.93,0.94,1.0,1.0,,0.03889,16.7,410,450,400,+499
2026-09-18,824138,665161,Jeremy Peña,Houston Astros,Atlanta Braves,1,Tyler Mahle,641816,R,20,443,4.3,1.29,1.18,1.07,1.01,1.04,1.0,1.0,,0.04133,16.6,556,400,575,+502
2026-09-18,825032,606466,Ketel Marte,Arizona Diamondbacks,New York Yankees,1,Gerrit Cole,543037,R,22,585,4.4,1.16,0.91,1.05,1.13,1.01,1.0,1.0,,0.04033,16.6,452,450,475,+502
2026-09-18,824463,673548,Seiya Suzuki,Chicago Cubs,Cincinnati Reds,0,Chase Burns,695505,R,24,597,4.4,1.22,0.99,1.15,0.95,1.14,1.0,1.0,,0.03985,16.4,360,380,350,+510
2026-09-18,823898,605141,Mookie Betts,Los Angeles Dodgers,San Francisco Giants,1,Cesar Perdomo,702885,L,20,488,4.3,1.22,0.95,1.09,1.01,1.1,1.0,1.0,,0.04093,16.4,451,350,475,+510
2026-09-18,824463,608324,Alex Bregman,Chicago Cubs,Cincinnati Reds,0,Chase Burns,695505,R,26,681,4.5,1.18,1.02,1.11,0.95,1.14,1.0,1.0,,0.03864,16.3,526,340,525,+513
2026-09-18,824303,663728,Cal Raleigh,Seattle Mariners,Colorado Rockies,0,TBD,,,22,495,4.2,1.29,1.0,1.0,1.0,1.05,1.0,1.0,,0.04108,16.2,266,,255,+517
2026-09-18,822923,677800,Wilyer Abreu,Boston Red Sox,Tampa Bay Rays,0,Ian Seymour,693855,L,24,648,4.3,1.15,0.95,0.96,1.17,0.98,1.0,1.0,,0.04001,16.1,493,425,475,+521
2026-09-18,823252,592518,Manny Machado,San Diego Padres,Miami Marlins,1,Tyler Phillips,663969,R,28,639,4.3,1.3,1.13,0.85,1.04,0.98,1.0,1.0,,0.04013,16.1,454,400,475,+521
2026-09-18,824790,641343,Jake Bauers,Milwaukee Brewers,Baltimore Orioles,0,TBD,,,26,545,4.0,1.37,1.0,1.0,1.0,1.03,1.0,1.0,,0.04279,16.0,429,,425,+525
2026-09-18,824463,553993,Eugenio Suárez,Cincinnati Reds,Chicago Cubs,1,Clay Holmes,605280,R,24,470,4.0,1.42,1.11,0.85,0.86,1.14,1.0,1.0,,0.04227,15.9,475,333,475,+529
2026-09-18,824547,679529,Spencer Torkelson,Detroit Tigers,Chicago White Sox,0,David Sandlin,689818,R,24,579,3.9,1.24,1.2,0.97,1.09,1.05,1.0,1.0,,0.04321,15.8,660,425,625,+533
2026-09-18,824303,666160,Mickey Moniak,Colorado Rockies,Seattle Mariners,1,Bryan Woo,693433,R,22,416,3.8,1.43,1.18,1.09,0.96,1.05,1.0,1.0,,0.04394,15.7,379,,390,+537
2026-09-18,823331,664040,Brandon Lowe,Pittsburgh Pirates,Kansas City Royals,1,Randy Dobnak,677976,R,31,621,4.4,1.43,1.17,0.85,0.91,0.94,1.0,1.0,,0.03744,15.5,374,350,370,+545
2026-09-18,824303,668227,Randy Arozarena,Seattle Mariners,Colorado Rockies,0,TBD,,,25,630,4.3,1.21,1.0,1.0,1.0,1.05,1.0,1.0,,0.0385,15.5,413,,400,+545
2026-09-18,824138,572233,Christian Walker,Houston Astros,Atlanta Braves,1,Tyler Mahle,641816,R,25,596,4.1,1.25,1.09,1.04,1.01,1.04,1.0,1.0,,0.04016,15.5,445,425,425,+545
2026-09-18,824547,682985,Riley Greene,Detroit Tigers,Chicago White Sox,0,David Sandlin,689818,R,20,557,4.2,1.12,1.08,1.07,1.09,1.05,1.0,1.0,,0.03896,15.4,356,360,350,+549
2026-09-18,823977,687263,Zach Neto,Los Angeles Angels,Minnesota Twins,1,Connor Prielipp,687570,L,26,662,4.5,1.2,1.08,0.98,0.98,1.02,1.0,1.0,,0.03653,15.4,508,310,500,+549
2026-09-18,824383,666176,Jo Adell,Cleveland Guardians,Athletics,1,Mason Barnett,686930,R,22,620,4.1,1.11,0.8,1.15,1.19,0.98,1.0,1.0,,0.03971,15.3,451,400,425,+554
2026-09-18,823005,682928,CJ Abrams,Washington Nationals,St. Louis Cardinals,0,Kyle Leahy,681517,R,30,617,4.3,1.41,1.16,0.95,0.93,0.94,1.0,1.0,,0.03753,15.2,560,575,575,+558
2026-09-18,825032,671277,Luis García Jr.,New York Yankees,Arizona Diamondbacks,0,Eduardo Rodriguez,593958,L,30,519,3.7,1.57,0.94,1.01,0.89,1.01,1.0,1.0,,0.04309,15.0,,,,+567
2026-09-18,825032,682998,Corbin Carroll,Arizona Diamondbacks,New York Yankees,1,Gerrit Cole,543037,R,21,634,4.3,1.06,1.05,1.1,1.13,1.01,1.0,1.0,,0.03699,15.0,424,475,425,+567
2026-09-18,824463,664023,Ian Happ,Chicago Cubs,Cincinnati Reds,0,Chase Burns,695505,R,23,602,4.1,1.17,1.09,0.96,0.95,1.14,1.0,1.0,,0.03843,14.8,410,400,400,+576
2026-09-18,824138,686948,Drake Baldwin,Atlanta Braves,Houston Astros,0,Peter Lambert,663567,R,24,577,4.4,1.24,1.13,0.96,0.91,1.04,1.0,1.0,,0.03559,14.7,414,390,400,+580
2026-09-18,823252,701538,Jackson Merrill,San Diego Padres,Miami Marlins,1,Tyler Phillips,663969,R,25,632,4.2,1.21,1.12,0.96,1.04,0.98,1.0,1.0,,0.03716,14.7,448,450,475,+580
