Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning
2026-06-03,Miami Marlins,Washington Nationals,43.0,57.0,-112,-108,-115,-105,-9.8%,-10.5%,+5.1%,+5.8%,Max Meyer,R,33.3,91.0,2514.0,12.3,Andrew Alvarez,L,7.8,87.0,2518.0,9.7,0.751,0.666,5.44,4.75,8.0,-7.8,FADE ✗,CONFIRMED+PLATOON,99,,
2026-06-03,Detroit Tigers,Tampa Bay Rays,None,None,123,-149,125,-150,N/A,N/A,N/A,N/A,Troy Melton,R,6.3,91.3,2187.0,7.7,Nick Martinez,R,0,None,None,None,0.734,0.74,4.09,8.49,3.9,-3.8,N/A,CONFIRMED+PLATOON,98,,
2026-06-03,Chicago White Sox,Minnesota Twins,46.4,53.6,124,-149,125,-150,+1.8%,+2.0%,-6.2%,-6.4%,Erick Fedde,R,26.7,87.6,2218.0,6.1,Taj Bradley,R,28.0,92.3,2150.0,10.6,0.701,0.662,3.34,8.18,3.1,-3.3,FADE ✗,CONFIRMED+PLATOON,100,,
2026-06-03,New York Mets,Seattle Mariners,39.7,60.3,123,-149,125,-150,-5.1%,-4.7%,+0.5%,+0.3%,Freddy Peralta,R,33.0,89.5,2270.0,10.9,George Kirby,R,37.0,92.1,2281.0,9.6,0.65,0.717,2.82,2.05,-2.1,2.2,CONFIRMED ✓,ESTIMATED,96,,
2026-06-03,San Diego Padres,Philadelphia Phillies,31.6,68.4,179,-219,180,-220,-4.2%,-4.1%,-0.3%,-0.4%,Walker Buehler,R,25.8,88.9,2246.0,6.8,Cristopher Sánchez,L,39.7,90.0,2073.0,14.4,0.656,0.675,4.71,3.77,-11.1,11.0,CONFIRMED ✓,ESTIMATED,105,,
2026-06-03,Baltimore Orioles,Boston Red Sox,46.3,53.7,129,-156,125,-155,+2.6%,+1.9%,-7.2%,-7.1%,Chris Bassitt,R,26.7,84.8,2163.0,8.5,Payton Tolle,L,20.7,93.2,2241.0,12.9,0.717,0.693,3.33,3.91,-3.3,3.3,CONFIRMED ✓,ESTIMATED,104,,
2026-06-03,Cleveland Guardians,New York Yankees,41.4,58.6,129,-156,135,-160,-2.3%,-1.2%,-2.3%,-2.9%,Gavin Williams,R,38.2,90.2,2266.0,13.3,Gerrit Cole,R,6.3,91.5,2368.0,10.6,0.696,0.767,4.6,4.3,8.9,-8.9,FADE ✗,ESTIMATED,101,,
2026-06-03,Kansas City Royals,Cincinnati Reds,42.3,57.7,135,-163,135,-160,-0.3%,-0.3%,-4.3%,-3.8%,Stephen Kolek,R,15.5,90.0,2213.0,8.3,Chase Burns,R,32.2,94.9,2581.0,13.7,0.686,0.707,5.26,5.5,4.4,-4.5,FADE ✗,ESTIMATED,106,,
2026-06-03,Toronto Blue Jays,Atlanta Braves,45.0,55.0,123,-149,125,-150,+0.2%,+0.6%,-4.8%,-5.0%,Patrick Corbin,L,24.7,84.6,1978.0,7.0,Grant Holmes,R,28.5,89.5,2486.0,11.6,0.69,0.76,4.56,3.81,-3.2,3.1,CONFIRMED ✓,ESTIMATED,102,,
2026-06-03,San Francisco Giants,Milwaukee Brewers,None,None,129,-156,125,-150,N/A,N/A,N/A,N/A,Logan Webb,R,26.2,89.2,2024.0,8.8,TBD,R,0,None,None,None,0.705,0.704,7.99,2.83,0.2,-0.2,N/A,ESTIMATED,100,,
2026-06-03,Texas Rangers,St. Louis Cardinals,37.6,62.4,-105,-115,-110,-110,-13.6%,-14.8%,+8.9% ** BET **,+10.0% ** BET **,MacKenzie Gore,L,30.7,90.1,2181.0,9.7,Andre Pallante,R,29.0,89.3,2306.0,8.0,0.696,0.698,3.29,3.23,-3.9,4.0,CONFIRMED ✓,ESTIMATED,98,** BET **,
2026-06-03,Athletics,Chicago Cubs,39.8,60.2,113,-136,110,-135,-7.1%,-7.8%,+2.6%,+2.8%,Jeffrey Springs,L,33.2,85.6,2036.0,10.6,Colin Rea,R,29.7,89.5,2041.0,8.6,0.72,0.717,5.4,3.46,-2.1,2.1,CONFIRMED ✓,ESTIMATED,104,,
2026-06-03,Pittsburgh Pirates,Houston Astros,48.9,51.1,-156,129,-155,125,-12.0%,-11.9%,+7.4%,+6.7%,Paul Skenes,R,32.7,92.7,2113.0,11.7,Spencer Arrighetti,R,23.5,84.4,2477.0,9.5,0.74,0.726,5.83,3.44,10.2,-10.2,FADE ✗,ESTIMATED,99,,
2026-06-03,Colorado Rockies,Los Angeles Angels,48.0,52.0,130,-157,125,-155,+4.5%,+3.6%,-9.1%,-8.8%,Michael Lorenzen,R,28.7,88.5,2345.0,8.6,Walbert Ureña,R,22.2,93.7,2047.0,11.6,0.708,0.7,6.96,4.8,7.4,-7.4,FADE ✗,ESTIMATED,97,,
2026-06-03,Los Angeles Dodgers,Arizona Diamondbacks,60.1,39.9,-198,162,-190,155,-6.3%,-5.4%,+1.7%,+0.7%,Shohei Ohtani,R,27.5,90.8,2486.0,13.7,Zac Gallen,R,29.7,88.9,2214.0,8.0,0.787,0.706,2.89,3.52,5.4,-5.3,CONFIRMED ✓,ESTIMATED,97,,
