Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds,Game#,GamePk,DK RL Away,DK RL Home,MGM RL Away,MGM RL Home
2026-09-15,Los Angeles Dodgers,Cincinnati Reds,71.7,28.3,-238,193,-235,190,+1.3%,+1.6%,-5.8%,-6.2%,Yoshinobu Yamamoto,R,86.0,91.1,2177.0,11.5,Rhett Lowder,R,59.7,89.3,2358.0,6.9,0.757,0.703,2.8,9.16,0.0,0.0,N/A,ESTIMATED,106,,,+4.3%,-4.3%,+4.7%,-4.7%,Los Angeles Dodgers,-240,196,1,824466,-1.5@-137,+1.5@114,-2.5@115,+2.5@-140
2026-09-15,Athletics,Tampa Bay Rays,31.3,68.7,187,-231,185,-225,-3.5%,-3.8%,-1.1%,-0.5%,Jack Perkins,R,51.7,91.0,2246.0,11.5,Griffin Jax,R,49.7,91.5,2549.0,12.7,0.723,0.736,5.89,2.21,0.0,0.0,N/A,ESTIMATED,98,,,-2.0%,+2.0%,-2.4%,+2.4%,,188,-230,1,822925,+1.5@-115,-1.5@-104,+1.5@-120,-1.5@100
2026-09-15,Chicago White Sox,Cleveland Guardians,45.8,54.2,108,-130,105,-125,-2.3%,-3.0%,-2.3%,-1.4%,Davis Martin,R,67.8,90.0,2483.0,9.7,Foster Griffin,L,81.3,86.0,2154.0,9.3,0.722,0.688,3.98,4.65,0.0,0.0,N/A,ESTIMATED,98,,,-0.2%,+0.2%,-0.9%,+0.9%,,110,-130,1,824384,+1.5@-194,-1.5@159,+1.5@-190,-1.5@155
2026-09-15,Milwaukee Brewers,Pittsburgh Pirates,60.3,39.7,-257,207,-235,195,-11.7%,-9.8%,+7.1%,+5.8%,Jacob Misiorowski,R,80.7,97.6,2570.0,16.7,Lake Bachar,R,39.7,89.7,2708.0,11.2,0.747,0.731,3.93,4.15,0.0,0.0,N/A,ESTIMATED,98,,,-8.5%,+8.5%,-7.1%,+7.1%,,-260,210,1,823333,-1.5@-142,+1.5@118,-2.5@118,+2.5@-145
2026-09-15,Philadelphia Phillies,Washington Nationals,67.0,33.0,-217,177,-220,180,-1.5%,-1.8%,-3.1%,-2.7%,Cristopher Sánchez,L,93.7,90.4,2082.0,14.3,Jackson Kent,L,13.7,88.1,2151.0,9.1,0.712,0.749,4.1,5.02,0.0,0.0,N/A,ESTIMATED,99,,,+1.5%,-1.5%,+1.2%,-1.2%,,-210,175,1,822683,-1.5@-123,+1.5@102,-1.5@-120,+1.5@100
2026-09-15,Detroit Tigers,Toronto Blue Jays,39.8,60.2,118,-143,115,-140,-6.1%,-6.7%,+1.4%,+1.9%,Drew Anderson,R,48.5,90.0,2145.0,11.5,Braydon Fisher,R,36.3,87.4,2332.0,9.8,0.715,0.697,3.29,3.65,0.0,0.0,N/A,ESTIMATED,100,,,-4.0%,+4.0%,-4.6%,+4.6%,Toronto Blue Jays,118,-140,1,822762,+1.5@-186,-1.5@153,+1.5@-190,-1.5@155
2026-09-15,Baltimore Orioles,New York Mets,49.6,50.4,109,-131,110,-135,+1.8%,+2.0%,-6.3%,-7.0%,Shane Baz,R,84.5,90.7,2401.0,8.4,Sean Manaea,L,66.7,85.6,2105.0,9.9,0.709,0.703,5.16,5.02,0.0,0.0,N/A,ESTIMATED,97,,,+3.9%,-3.9%,+4.3%,-4.3%,Baltimore Orioles,109,-129,1,823574,+1.5@-193,-1.5@158,+1.5@-190,-1.5@155
2026-09-15,Atlanta Braves,Chicago Cubs,48.9,51.1,119,-143,118,-145,+3.2%,+3.0%,-7.7%,-8.1%,Martín Pérez,L,65.8,85.1,1975.0,8.6,Kevin Gausman,R,83.2,89.1,2008.0,11.6,0.721,0.771,4.5,3.52,0.0,0.0,N/A,ESTIMATED,104,,,+5.2%,-5.2%,+5.2%,-5.2%,Atlanta Braves,118,-140,1,824627,+1.5@-181,-1.5@149,,
2026-09-15,New York Yankees,Minnesota Twins,53.4,46.6,-180,148,-180,145,-10.9%,-10.9%,+6.3%,+5.8%,Max Fried,L,49.5,88.0,2249.0,10.0,Bailey Ober,R,58.8,83.6,2146.0,9.3,0.722,0.722,3.14,5.61,0.0,0.0,N/A,ESTIMATED,100,,,-8.1%,+8.1%,-7.8%,+7.8%,,-178,150,1,823654,-1.5@-102,+1.5@-118,,
2026-09-15,San Francisco Giants,St. Louis Cardinals,36.7,63.3,138,-168,140,-165,-5.3%,-5.0%,+0.6%,+1.0%,Blade Tidwell,R,23.3,89.1,2416.0,8.0,Andre Pallante,R,73.0,90.0,2285.0,7.5,0.714,0.701,3.94,3.18,0.0,0.0,N/A,ESTIMATED,98,,,-3.4%,+3.4%,-3.4%,+3.4%,St. Louis Cardinals,140,-165,1,823007,+1.5@-155,-1.5@129,+1.5@-160,-1.5@135
