date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-09-25,824544,808959,Munetaka Murakami,Chicago White Sox,Colorado Rockies,1,Tomoyuki Sugano,608372,R,33,540,4.4,1.65,1.2,0.99,1.19,1.05,1.0,1.0,,0.06273,24.8,393,240,390,+303
2026-09-25,823489,624413,Pete Alonso,Baltimore Orioles,New York Yankees,0,Brendan Beck,694341,R,41,690,4.3,1.67,1.2,1.08,1.16,1.08,1.0,1.0,,0.06376,24.7,346,260,350,+305
2026-09-25,823409,656941,Kyle Schwarber,Philadelphia Phillies,Tampa Bay Rays,1,Freddy Peralta,642547,R,45,687,4.5,1.81,1.16,1.01,1.03,1.06,1.0,1.0,,0.06,24.3,280,260,265,+312
2026-09-25,823489,700250,Ben Rice,New York Yankees,Baltimore Orioles,1,Brandon Young,687064,R,41,658,4.3,1.73,1.18,1.15,1.04,1.08,1.0,1.0,,0.05924,23.1,466,390,425,+333
2026-09-25,824947,670541,Yordan Alvarez,Houston Astros,Athletics,0,Jacob Lopez,682052,L,41,678,4.4,1.69,1.03,1.09,1.13,1.0,1.0,1.0,,0.05793,23.1,274,275,255,+333
2026-09-25,824544,696100,Hunter Goodman,Colorado Rockies,Chicago White Sox,0,Sean Burke,680732,R,39,561,4.2,1.84,1.19,1.05,0.94,1.05,1.0,1.0,,0.05538,21.3,323,310,330,+369
2026-09-25,824544,678246,Miguel Vargas,Chicago White Sox,Colorado Rockies,1,Tomoyuki Sugano,608372,R,33,695,4.4,1.4,1.01,1.02,1.19,1.05,1.0,1.0,,0.05296,21.3,393,310,370,+369
2026-09-25,824544,695657,Colson Montgomery,Chicago White Sox,Colorado Rockies,1,Tomoyuki Sugano,608372,R,31,629,4.2,1.43,1.07,1.04,1.19,1.05,1.0,1.0,,0.05402,20.8,409,310,390,+381
2026-09-25,824706,691718,Pete Crow-Armstrong,Chicago Cubs,Boston Red Sox,0,Brayan Bello,678394,R,45,716,4.5,1.76,1.19,0.85,0.94,0.96,1.0,1.0,,0.04783,19.8,426,400,400,+405
2026-09-25,822760,672960,Kazuma Okamoto,Toronto Blue Jays,Cincinnati Reds,1,Nick Lodolo,666157,L,33,625,4.1,1.5,1.12,0.97,1.14,1.01,1.0,1.0,,0.05254,19.8,352,280,330,+405
2026-09-25,823409,691406,Junior Caminero,Tampa Bay Rays,Philadelphia Phillies,0,Cristopher Sánchez,650911,L,41,692,4.4,1.67,0.93,0.86,0.89,1.06,1.0,1.0,,0.04761,19.3,401,425,400,+418
2026-09-25,824220,664040,Brandon Lowe,Pittsburgh Pirates,Detroit Tigers,0,Jackson Jobe,695549,R,34,647,4.4,1.5,1.18,1.05,1.07,0.95,1.0,1.0,,0.04644,18.9,458,300,425,+429
2026-09-25,823816,621566,Matt Olson,Atlanta Braves,Miami Marlins,0,Eury Pérez,691587,R,41,688,4.3,1.67,1.12,1.01,1.02,0.92,1.0,1.0,,0.04745,18.9,307,350,320,+429
2026-09-25,822681,695578,James Wood,Washington Nationals,New York Mets,1,TBD,,,30,610,4.6,1.42,1.0,1.0,1.0,1.0,1.0,1.0,,0.04316,18.4,377,390,400,+443
2026-09-25,823489,671277,Luis García Jr.,New York Yankees,Baltimore Orioles,1,Brandon Young,687064,R,30,539,3.7,1.54,1.17,0.88,1.04,1.08,1.0,1.0,,0.05279,18.2,,,,+449
2026-09-25,822681,682928,CJ Abrams,Washington Nationals,New York Mets,1,TBD,,,33,642,4.3,1.48,1.0,1.0,1.0,1.0,1.0,1.0,,0.0449,17.9,610,475,625,+459
2026-09-25,823489,691723,Coby Mayo,Baltimore Orioles,New York Yankees,0,Brendan Beck,694341,R,24,444,3.4,1.47,0.82,1.07,1.16,1.08,1.0,1.0,,0.05604,17.8,519,400,475,+462
2026-09-25,823735,694192,Jackson Chourio,Milwaukee Brewers,St. Louis Cardinals,1,Michael McGreevy,700241,R,25,563,4.5,1.3,1.01,1.08,1.01,1.05,1.0,1.0,,0.04206,17.6,450,390,425,+468
2026-09-25,822760,682829,Elly De La Cruz,Cincinnati Reds,Toronto Blue Jays,0,TBD,,,30,622,4.4,1.4,1.0,1.0,1.0,1.01,1.0,1.0,,0.04281,17.5,520,500,500,+471
2026-09-25,824947,665161,Jeremy Peña,Houston Astros,Athletics,0,Jacob Lopez,682052,L,20,466,4.3,1.25,0.87,1.02,1.13,1.0,1.0,1.0,,0.04295,17.2,382,333,370,+481
2026-09-25,823489,683002,Gunnar Henderson,Baltimore Orioles,New York Yankees,0,Brendan Beck,694341,R,24,697,4.4,1.1,1.01,0.9,1.16,1.08,1.0,1.0,,0.04182,17.1,640,450,575,+485
2026-09-25,824220,665833,Oneil Cruz,Pittsburgh Pirates,Detroit Tigers,0,Jackson Jobe,695549,R,20,414,4.4,1.35,1.2,0.88,1.07,0.95,1.0,1.0,,0.04158,17.0,394,340,390,+488
2026-09-25,824947,572233,Christian Walker,Houston Astros,Athletics,0,Jacob Lopez,682052,L,27,621,4.1,1.29,0.97,1.05,1.13,1.0,1.0,1.0,,0.04432,17.0,391,360,370,+488
2026-09-25,823085,687263,Zach Neto,Los Angeles Angels,Seattle Mariners,0,Bryce Miller,682243,R,26,689,4.5,1.17,1.01,1.07,1.15,0.99,1.0,1.0,,0.04045,17.0,481,425,475,+488
2026-09-25,822760,701398,Sal Stewart,Cincinnati Reds,Toronto Blue Jays,0,TBD,,,32,686,4.3,1.38,1.0,1.0,1.0,1.01,1.0,1.0,,0.04208,16.9,533,475,525,+492
2026-09-25,823489,687952,Christian Encarnacion-Strand,Baltimore Orioles,New York Yankees,0,Brendan Beck,694341,R,11,208,3.6,1.31,0.94,1.05,1.16,1.08,1.0,1.0,,0.04982,16.8,610,425,575,+495
2026-09-25,823167,660271,Shohei Ohtani,Los Angeles Dodgers,San Francisco Giants,0,Yunior Marte,805074,R,30,606,4.5,1.42,1.02,0.87,1.02,0.91,1.0,1.0,,0.04016,16.8,265,310,265,+495
2026-09-25,823409,547180,Bryce Harper,Philadelphia Phillies,Tampa Bay Rays,1,Freddy Peralta,642547,R,28,679,4.3,1.25,1.2,1.15,1.03,1.06,1.0,1.0,,0.04148,16.7,382,425,400,+499
2026-09-25,824947,669127,Shea Langeliers,Athletics,Houston Astros,1,Hunter Brown,686613,R,23,456,4.4,1.4,1.01,1.02,0.95,1.0,1.0,1.0,,0.04039,16.6,451,340,475,+502
2026-09-25,823652,608369,Corey Seager,Texas Rangers,Minnesota Twins,0,Joe Ryan,657746,R,19,423,4.3,1.28,1.06,0.96,1.07,0.99,1.0,1.0,,0.04118,16.5,365,425,370,+506
2026-09-25,822681,665742,Juan Soto,New York Mets,Washington Nationals,0,Andrew Alvarez,674841,L,27,467,4.3,1.55,0.93,1.03,0.86,1.0,1.0,1.0,,0.04078,16.4,485,400,475,+510
2026-09-25,822760,553993,Eugenio Suárez,Cincinnati Reds,Toronto Blue Jays,0,TBD,,,25,490,4.0,1.43,1.0,1.0,1.0,1.01,1.0,1.0,,0.04357,16.3,540,390,525,+513
2026-09-25,823735,691023,Jordan Walker,St. Louis Cardinals,Milwaukee Brewers,0,Robert Gasser,688107,L,28,655,4.2,1.28,1.13,1.02,1.01,1.05,1.0,1.0,,0.04156,16.3,422,360,390,+513
2026-09-25,823735,641343,Jake Bauers,Milwaukee Brewers,St. Louis Cardinals,1,Michael McGreevy,700241,R,26,565,4.0,1.34,1.05,1.0,1.01,1.05,1.0,1.0,,0.04319,16.2,350,360,370,+517
2026-09-25,823085,545361,Mike Trout,Los Angeles Angels,Seattle Mariners,0,Bryce Miller,682243,R,22,624,4.5,1.11,1.04,0.92,1.15,0.99,1.0,1.0,,0.03836,16.1,473,425,425,+521
2026-09-25,823652,669394,Jake Burger,Texas Rangers,Minnesota Twins,0,Joe Ryan,657746,R,27,607,4.0,1.31,0.92,1.05,1.07,0.99,1.0,1.0,,0.04217,15.8,481,500,500,+533
2026-09-25,824947,670623,Isaac Paredes,Houston Astros,Athletics,0,Jacob Lopez,682052,L,24,646,4.2,1.16,0.91,0.95,1.13,1.0,1.0,1.0,,0.03956,15.6,420,360,390,+541
2026-09-25,823248,571448,Nolan Arenado,Arizona Diamondbacks,San Diego Padres,0,TBD,,,29,586,3.9,1.42,1.0,1.0,1.0,0.98,1.0,1.0,,0.04212,15.5,564,450,525,+545
2026-09-25,823489,502671,Paul Goldschmidt,New York Yankees,Baltimore Orioles,1,Brandon Young,687064,R,18,375,3.6,1.33,0.96,1.14,1.04,1.08,1.0,1.0,,0.04547,15.4,507,450,475,+549
2026-09-25,824544,545341,Randal Grichuk,Chicago White Sox,Colorado Rockies,1,Tomoyuki Sugano,608372,R,14,269,3.2,1.34,1.01,0.99,1.19,1.05,1.0,1.0,,0.05079,15.4,,,,+549
2026-09-25,824544,666160,Mickey Moniak,Colorado Rockies,Chicago White Sox,0,Sean Burke,680732,R,23,431,3.7,1.45,1.18,1.08,0.94,1.05,1.0,1.0,,0.04352,15.2,630,500,525,+558
2026-09-25,823652,665019,Kody Clemens,Minnesota Twins,Texas Rangers,1,Jacob deGrom,594798,R,26,571,4.0,1.33,1.15,1.13,1.01,0.99,1.0,1.0,,0.04044,15.2,464,400,425,+558
2026-09-25,822760,668709,JJ Bleday,Cincinnati Reds,Toronto Blue Jays,0,TBD,,,23,533,4.1,1.27,1.0,1.0,1.0,1.01,1.0,1.0,,0.0389,15.0,548,500,525,+567
2026-09-25,824947,680869,Zack Gelof,Athletics,Houston Astros,1,Hunter Brown,686613,R,22,423,3.9,1.42,1.07,0.97,0.95,1.0,1.0,1.0,,0.04092,15.0,710,450,700,+567
2026-09-25,823489,806146,George Lombard Jr.,New York Yankees,Baltimore Orioles,1,Brandon Young,687064,R,7,162,4.0,1.15,1.02,0.91,1.04,1.08,1.0,1.0,,0.03945,14.9,700,775,700,+571
2026-09-25,823248,592518,Manny Machado,San Diego Padres,Arizona Diamondbacks,1,Brandon Pfaadt,694297,R,29,666,4.3,1.3,1.13,1.01,0.95,0.98,1.0,1.0,,0.03688,14.9,434,400,425,+571
2026-09-25,823167,571970,Max Muncy,Los Angeles Dodgers,San Francisco Giants,0,Yunior Marte,805074,R,29,553,3.8,1.47,1.1,1.15,1.02,0.91,1.0,1.0,,0.04157,14.9,428,450,425,+571
2026-09-25,823816,660670,Ronald Acuña Jr.,Atlanta Braves,Miami Marlins,0,Eury Pérez,691587,R,20,460,4.4,1.26,1.12,0.99,1.02,0.92,1.0,1.0,,0.03582,14.8,417,400,390,+576
2026-09-25,823652,694671,Wyatt Langford,Texas Rangers,Minnesota Twins,0,Joe Ryan,657746,R,17,458,4.3,1.14,1.12,0.96,1.07,0.99,1.0,1.0,,0.03648,14.8,596,525,575,+576
2026-09-25,824706,575929,Willson Contreras,Boston Red Sox,Chicago Cubs,1,David Peterson,656849,L,27,533,4.1,1.43,1.09,1.07,0.91,0.96,1.0,1.0,,0.03799,14.7,,,,+580
2026-09-25,823085,663728,Cal Raleigh,Seattle Mariners,Los Angeles Angels,1,Reid Detmers,672282,L,23,520,4.2,1.29,1.08,1.06,0.95,0.99,1.0,1.0,,0.03703,14.7,375,400,370,+580
2026-09-25,824058,695600,Carter Jensen,Kansas City Royals,Cleveland Guardians,1,Gavin Williams,668909,R,25,593,4.0,1.26,1.17,0.9,1.09,0.93,1.0,1.0,,0.03861,14.6,660,500,700,+585
