Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning
2026-05-29,Atlanta Braves,Cincinnati Reds,45.7,54.3,-155,128,-155,125,-15.1%,-15.1%,+10.4%,+9.9% ** BET **,Grant Holmes,R,26.2,89.5,2498.0,11.8,Chris Paddack,R,20.3,86.8,2013.0,7.8,0.756,0.707,3.52,4.11,0.0,0.0,N/A,ESTIMATED,106,** BET **,
2026-05-29,San Diego Padres,Washington Nationals,41.1,58.9,-104,-116,-102,-118,-9.9%,-9.4%,+5.2%,+4.8%,Lucas Giolito,R,5.0,84.1,1876.0,7.3,Paxton Schultz,R,9.3,89.8,2160.0,7.7,0.747,0.677,3.0,1.48,-1.8,2.0,CONFIRMED ✓,CONFIRMED+PLATOON,99,,
2026-05-29,Minnesota Twins,Pittsburgh Pirates,41.8,58.2,114,-137,115,-140,-4.9%,-4.7%,+0.4%,-0.1%,Taj Bradley,R,26.0,92.2,2144.0,10.2,Jared Jones,R,0,None,None,None,0.699,0.723,5.37,3.34,0.0,0.0,N/A,ESTIMATED,98,,
2026-05-29,Toronto Blue Jays,Baltimore Orioles,None,None,-131,109,-135,110,N/A,N/A,N/A,N/A,Adam Macko,R,0,None,None,None,Trevor Rogers,L,21.3,88.9,2143.0,10.0,0.728,0.713,2.57,2.42,N/A,N/A,N/A,CONFIRMED+PLATOON,102,,
2026-05-29,Boston Red Sox,Cleveland Guardians,54.8,45.2,113,-136,115,-140,+7.9% ** BET **,+8.3% ** BET **,-12.4%,-13.1%,Tyler Samaniego,L,8.7,90.2,2200.0,6.9,Slade Cecconi,R,28.7,88.3,2287.0,7.9,0.761,0.677,5.33,3.4,-1.5,1.2,FADE ✗,CONFIRMED+PLATOON,98,** BET **,
2026-05-29,Los Angeles Angels,Tampa Bay Rays,None,None,129,-156,125,-150,N/A,N/A,N/A,N/A,Walbert Ureña,R,0,None,None,None,Nick Martinez,R,0,None,None,None,0.711,0.68,3.23,3.97,1.5,-1.5,N/A,CONFIRMED+PLATOON,98,,
2026-05-29,Miami Marlins,New York Mets,46.7,53.3,113,-136,115,-140,-0.2%,+0.2%,-4.3%,-5.0%,Max Meyer,R,30.3,91.0,2514.0,12.7,Freddy Peralta,R,30.7,89.4,2277.0,10.9,0.685,0.71,2.42,4.38,1.7,-1.8,FADE ✗,CONFIRMED+PLATOON,97,,
2026-05-29,Chicago Cubs,St. Louis Cardinals,38.3,61.7,-136,113,-135,110,-19.3%,-19.1%,+14.8%,+14.1%,Shota Imanaga,L,32.3,87.0,1973.0,13.7,Andre Pallante,R,27.5,89.2,2304.0,8.3,0.67,0.732,5.02,3.95,-1.0,1.1,N/A,CONFIRMED+PLATOON,98,,
2026-05-29,Detroit Tigers,Chicago White Sox,68.1,31.9,-126,104,-125,105,+12.3%,+12.5%,-17.1%,-16.9%,Troy Melton,R,2.8,92.9,2168.0,8.9,Erick Fedde,R,24.7,87.6,2218.0,6.1,0.73,0.651,4.61,4.43,-2.2,1.9,FADE ✗,CONFIRMED+PLATOON,99,,
2026-05-29,Kansas City Royals,Texas Rangers,47.4,52.6,102,-122,105,-125,-2.1%,-1.4%,-2.4%,-3.0%,Stephen Kolek,R,13.0,90.0,2210.0,6.8,MacKenzie Gore,L,27.5,90.1,2187.0,10.2,0.718,0.718,5.67,5.49,-2.3,2.1,CONFIRMED ✓,CONFIRMED+PLATOON,103,,
2026-05-29,Milwaukee Brewers,Houston Astros,57.4,42.6,-115,-105,-115,-105,+3.9%,+3.9%,-8.6%,-8.6%,Coleman Crow,R,5.2,85.3,2836.0,7.6,Kai-Wei Teng,R,18.5,88.7,2520.0,10.3,0.691,0.768,3.0,3.05,4.3,-4.6,CONFIRMED ✓,CONFIRMED+PLATOON,99,,
2026-05-29,San Francisco Giants,Colorado Rockies,53.6,46.4,-149,124,-155,125,-6.2%,-7.2%,+1.8%,+2.0%,Logan Webb,R,24.0,89.2,2003.0,8.5,Michael Lorenzen,R,26.8,88.4,2338.0,8.7,0.706,0.7,4.67,7.35,-2.8,2.8,FADE ✗,CONFIRMED+PLATOON,118,,
2026-05-29,New York Yankees,Athletics,55.2,44.8,-156,129,-150,125,-5.7%,-4.8%,+1.1%,+0.4%,Carlos Rodón,L,6.5,90.9,2328.0,11.1,Luis Severino,R,30.8,92.2,2295.0,9.2,0.78,0.716,1.4,5.19,-3.1,3.1,FADE ✗,PARTIAL,95,,
2026-05-29,Arizona Diamondbacks,Seattle Mariners,43.3,56.7,135,-163,135,-160,+0.7%,+0.7%,-5.3%,-4.8%,Zac Gallen,R,27.2,88.8,2224.0,8.1,George Kirby,R,34.3,92.0,2275.0,9.7,0.771,0.7,2.83,2.6,3.3,-3.3,FADE ✗,PARTIAL,96,,
2026-05-29,Philadelphia Phillies,Los Angeles Dodgers,47.5,52.5,100,-120,-102,-118,-2.5%,-3.0%,-2.0%,-1.6%,Zack Wheeler,R,18.8,90.4,2357.0,10.9,Justin Wrobleski,L,27.8,89.4,2362.0,7.0,0.783,0.786,1.17,3.06,0.0,0.0,N/A,PARTIAL,96,,
