date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_h,season_pa,season_g,pa_g,n_eff,f_bat,f_pit,f_park,h_pa,p,p2,odds_dk,odds_mgm,odds_czr,odds2_dk,odds2_mgm,odds2_czr,fair,fair2,odds_dk_u
2026-09-12,823737,694192,Jackson Chourio,Milwaukee Brewers,Cincinnati Reds,1,Brady Singer,663903,R,139,515,113,4.56,4.29,1.14,1.06,1.0,0.26064,72.6,31.2,-301,-325,-325,174,165,169,-265,+221,
2026-09-12,824870,650333,Luis Arraez,Philadelphia Phillies,Atlanta Braves,0,Tyler Mahle,641816,R,177,608,140,4.34,4.08,1.21,1.01,1.0,0.26544,71.6,29.7,-283,-325,-325,191,155,174,-252,+237,
2026-09-12,822768,703520,Brett Bateman,Toronto Blue Jays,Baltimore Orioles,1,Kyle Bradish,680694,R,40,134,29,4.62,4.34,1.09,1.02,1.0,0.24266,70.1,28.4,-251,-220,-230,222,240,205,-234,+252,185
2026-09-12,824224,805808,Kevin McGonigle,Detroit Tigers,Colorado Rockies,1,Tanner Gordon,685299,R,148,639,142,4.5,4.23,1.04,1.1,0.99,0.24738,69.9,28.2,-262,-285,-320,214,180,177,-232,+255,193
2026-09-12,824712,677951,Bobby Witt Jr.,Kansas City Royals,Boston Red Sox,0,Ranger Suarez,624133,L,141,572,129,4.43,4.16,1.08,1.0,1.03,0.24223,68.5,26.5,-297,-325,-325,185,165,171,-217,+277,
2026-09-12,824224,682985,Riley Greene,Detroit Tigers,Colorado Rockies,1,Tanner Gordon,685299,R,128,531,126,4.21,3.96,1.06,1.1,0.99,0.25255,68.4,26.2,-243,-275,-260,243,195,184,-216,+282,179
2026-09-12,824224,650402,Gleyber Torres,Detroit Tigers,Colorado Rockies,1,Tanner Gordon,685299,R,87,381,87,4.38,4.12,1.03,1.1,0.99,0.24355,68.3,26.3,,,,,,,-215,+280,
2026-09-12,823737,661388,William Contreras,Milwaukee Brewers,Cincinnati Reds,1,Brady Singer,663903,R,143,592,136,4.35,4.09,1.07,1.06,1.0,0.24467,68.3,26.2,-236,-275,-235,239,225,198,-215,+282,174
2026-09-12,822927,650490,Yandy Díaz,Tampa Bay Rays,Houston Astros,1,Peter Lambert,663567,R,171,633,142,4.46,4.19,1.15,0.96,0.99,0.23789,68.0,26.1,-308,-275,-320,176,180,169,-213,+283,
2026-09-12,825035,672515,Gabriel Moreno,Arizona Diamondbacks,Texas Rangers,1,Kumar Rocker,677958,R,127,490,117,4.19,3.94,1.11,1.03,1.01,0.25096,68.0,25.7,-217,-275,-240,252,200,195,-213,+289,161
2026-09-12,823819,672640,Otto Lopez,Miami Marlins,Los Angeles Dodgers,1,Tyler Glasnow,607192,R,177,627,144,4.35,4.09,1.19,0.93,1.01,0.24224,67.8,25.8,-193,-190,-200,301,300,250,-211,+288,144
2026-09-12,823737,668930,Brice Turang,Milwaukee Brewers,Cincinnati Reds,1,Brady Singer,663903,R,139,621,137,4.53,4.26,1.02,1.06,1.0,0.23358,67.8,26.0,-214,-225,-230,261,230,215,-211,+285,159
2026-09-12,823819,518692,Freddie Freeman,Los Angeles Dodgers,Miami Marlins,0,Tyler Phillips,663969,R,156,600,140,4.29,4.03,1.12,1.0,1.01,0.244,67.6,25.5,-276,-275,-325,200,195,176,-209,+292,
2026-09-12,823737,682829,Elly De La Cruz,Cincinnati Reds,Milwaukee Brewers,0,TBD,,,142,571,128,4.46,4.19,1.09,1.0,1.0,0.23548,67.5,25.6,-181,-165,-190,304,310,265,-208,+291,135
2026-09-12,823657,800050,Chase DeLauter,Cleveland Guardians,Minnesota Twins,0,Connor Prielipp,687570,L,133,509,122,4.17,3.92,1.12,1.02,1.0,0.24754,67.2,24.9,-248,-275,-250,225,195,188,-205,+302,183
2026-09-12,824870,686948,Drake Baldwin,Atlanta Braves,Philadelphia Phillies,1,TBD,,,137,554,125,4.43,4.16,1.08,1.0,1.0,0.23443,67.1,25.2,-211,-235,-225,270,210,210,-204,+297,157
2026-09-12,822927,670541,Yordan Alvarez,Houston Astros,Tampa Bay Rays,0,Ian Seymour,693855,L,162,637,145,4.39,4.13,1.11,0.99,0.99,0.23487,66.9,24.9,-248,-225,-245,224,220,195,-202,+302,183
2026-09-12,823170,665487,Fernando Tatis Jr.,San Diego Padres,San Francisco Giants,0,Cesar Perdomo,702885,L,162,639,145,4.41,4.15,1.1,0.99,0.98,0.2329,66.7,24.8,-334,-295,-390,158,175,156,-200,+303,
2026-09-12,825035,606466,Ketel Marte,Arizona Diamondbacks,Texas Rangers,1,Kumar Rocker,677958,R,127,561,127,4.42,4.15,1.03,1.03,1.01,0.23242,66.6,24.7,-268,-235,-260,201,220,181,-199,+305,197
2026-09-12,824630,691718,Pete Crow-Armstrong,Chicago Cubs,Pittsburgh Pirates,1,Paul Skenes,694973,R,160,664,148,4.49,4.22,1.07,0.98,1.0,0.22828,66.5,24.7,-288,-250,-245,195,200,188,-199,+305,
2026-09-12,824955,647304,Josh Naylor,Seattle Mariners,Athletics,0,Gage Jump,695611,L,144,589,138,4.27,4.01,1.08,1.02,1.0,0.23888,66.5,24.4,-266,-275,-325,207,190,176,-199,+310,196
2026-09-12,824224,664983,Jake McCarthy,Colorado Rockies,Detroit Tigers,0,Andrew Sears,808825,L,145,533,132,4.04,3.8,1.15,1.01,0.99,0.24874,66.3,23.8,-257,-275,-295,206,190,179,-197,+320,189
2026-09-12,824224,693307,Dillon Dingler,Detroit Tigers,Colorado Rockies,1,Tanner Gordon,685299,R,126,567,135,4.2,3.95,1.02,1.1,0.99,0.24088,66.3,24.1,,,,,,,-197,+315,
2026-09-12,824630,693304,Nick Gonzales,Pittsburgh Pirates,Chicago Cubs,0,Clay Holmes,605280,R,157,568,137,4.15,3.9,1.16,0.96,1.0,0.24225,66.1,23.8,-282,-235,-325,187,220,174,-195,+320,
2026-09-12,824712,677800,Wilyer Abreu,Boston Red Sox,Kansas City Royals,1,Randy Dobnak,677976,R,141,628,144,4.36,4.1,1.02,1.01,1.03,0.23109,66.0,24.0,-293,-275,-295,193,190,185,-194,+317,
2026-09-12,824955,668227,Randy Arozarena,Seattle Mariners,Athletics,0,Gage Jump,695611,L,141,607,140,4.34,4.08,1.04,1.02,1.0,0.23156,65.9,23.9,-345,-295,-345,157,175,164,-193,+318,
2026-09-12,823009,805367,Chase Meidroth,Chicago White Sox,St. Louis Cardinals,0,Kyle Leahy,681517,R,140,591,141,4.19,3.94,1.06,1.05,0.99,0.23826,65.8,23.6,-232,-190,-209,242,280,230,-192,+324,172
2026-09-12,824630,608324,Alex Bregman,Chicago Cubs,Pittsburgh Pirates,1,Paul Skenes,694973,R,151,661,145,4.56,4.29,1.03,0.98,1.0,0.22057,65.7,24.0,-213,-210,-205,269,250,235,-192,+317,159
2026-09-12,824630,663538,Nico Hoerner,Chicago Cubs,Pittsburgh Pirates,1,Paul Skenes,694973,R,154,633,145,4.37,4.11,1.08,0.98,1.0,0.22941,65.7,23.8,-258,-220,-240,216,240,200,-192,+320,190
2026-09-12,822927,802415,Chandler Simpson,Tampa Bay Rays,Houston Astros,1,Peter Lambert,663567,R,160,564,139,4.06,3.82,1.18,0.96,0.99,0.24404,65.7,23.3,-235,-275,-250,246,195,195,-192,+329,174
2026-09-12,823496,666182,Bo Bichette,New York Mets,New York Yankees,0,Gerrit Cole,543037,R,152,626,145,4.32,4.06,1.07,1.0,0.99,0.23095,65.6,23.6,-228,-250,-240,246,210,195,-191,+324,169
2026-09-12,822768,676391,Ernie Clement,Toronto Blue Jays,Baltimore Orioles,1,Kyle Bradish,680694,R,149,574,144,3.99,3.75,1.12,1.02,1.0,0.24753,65.6,23.1,,-190,-200,,280,235,-191,+333,
2026-09-12,823737,701398,Sal Stewart,Cincinnati Reds,Milwaukee Brewers,0,TBD,,,151,636,147,4.33,4.07,1.06,1.0,1.0,0.22939,65.4,23.4,-199,-210,-213,267,250,235,-189,+327,148
