date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-09-24,823493,700250,Ben Rice,New York Yankees,Tampa Bay Rays,1,Ian Seymour,693855,L,41,654,4.3,1.73,0.99,1.02,1.19,1.08,1.0,1.0,,0.06792,26.1,509,325,500,+283
2026-09-24,824950,670541,Yordan Alvarez,Houston Astros,Athletics,0,Mason Barnett,686930,R,41,673,4.4,1.7,1.14,1.08,1.19,1.0,1.0,1.0,,0.06138,24.3,228,240,220,+312
2026-09-24,823411,656941,Kyle Schwarber,Philadelphia Phillies,Milwaukee Brewers,1,TBD,,,45,683,4.5,1.82,1.0,1.0,1.0,1.06,1.0,1.0,,0.05859,23.8,302,240,305,+320
2026-09-24,824866,621566,Matt Olson,Atlanta Braves,Cincinnati Reds,1,Brady Singer,663903,R,41,683,4.3,1.68,1.12,1.05,1.17,1.02,1.0,1.0,,0.06127,23.8,303,280,290,+320
2026-09-24,824623,691718,Pete Crow-Armstrong,Chicago Cubs,Miami Marlins,1,Tyler Phillips,663969,R,45,712,4.5,1.77,1.19,0.95,1.03,1.0,1.0,1.0,,0.05521,22.6,509,333,475,+342
2026-09-24,823493,671277,Luis García Jr.,New York Yankees,Tampa Bay Rays,1,Ian Seymour,693855,L,30,539,3.7,1.54,0.95,1.08,1.19,1.08,1.0,1.0,,0.06027,20.5,,,,+388
2026-09-24,824298,696100,Hunter Goodman,Colorado Rockies,Arizona Diamondbacks,1,Eduardo Rodriguez,593958,L,39,556,4.1,1.86,1.03,0.95,0.91,1.05,1.0,1.0,,0.05389,20.3,332,260,320,+393
2026-09-24,822842,665742,Juan Soto,New York Mets,Texas Rangers,0,Kumar Rocker,677958,R,27,463,4.3,1.56,1.2,0.97,1.02,1.01,1.0,1.0,ROOF,0.04872,19.3,312,280,305,+418
2026-09-24,823411,694192,Jackson Chourio,Milwaukee Brewers,Philadelphia Phillies,0,Andrew Painter,691725,R,24,561,4.6,1.27,1.03,1.01,1.11,1.06,1.0,1.0,,0.04543,19.3,495,425,475,+418
2026-09-24,823493,691406,Junior Caminero,Tampa Bay Rays,New York Yankees,0,Cam Schlittler,693645,R,41,687,4.3,1.68,1.19,1.11,0.89,1.08,1.0,1.0,,0.04874,19.3,423,333,390,+418
2026-09-24,824866,660670,Ronald Acuña Jr.,Atlanta Braves,Cincinnati Reds,1,Brady Singer,663903,R,20,455,4.4,1.27,1.13,1.12,1.17,1.02,1.0,1.0,,0.04632,18.8,403,340,390,+432
2026-09-24,823895,660271,Shohei Ohtani,Los Angeles Dodgers,San Diego Padres,1,Nick Pivetta,601713,R,30,601,4.5,1.43,1.02,0.89,0.93,1.1,1.0,1.0,,0.04434,18.5,314,240,305,+441
2026-09-24,824866,686948,Drake Baldwin,Atlanta Braves,Cincinnati Reds,1,Brady Singer,663903,R,24,601,4.5,1.21,1.12,1.03,1.17,1.02,1.0,1.0,,0.04415,18.4,466,400,475,+443
2026-09-24,824950,665161,Jeremy Peña,Houston Astros,Athletics,0,Mason Barnett,686930,R,20,461,4.3,1.26,1.18,1.01,1.19,1.0,1.0,1.0,,0.04557,18.2,,,,+449
2026-09-24,824298,571448,Nolan Arenado,Arizona Diamondbacks,Colorado Rockies,0,Tanner Gordon,685299,R,28,581,3.9,1.39,1.0,1.15,1.13,1.05,1.0,1.0,,0.05004,18.1,475,340,475,+452
2026-09-24,823411,641343,Jake Bauers,Milwaukee Brewers,Philadelphia Phillies,0,Andrew Painter,691725,R,26,560,4.0,1.35,1.05,1.02,1.11,1.06,1.0,1.0,,0.04823,17.9,532,475,500,+459
2026-09-24,823493,502671,Paul Goldschmidt,New York Yankees,Tampa Bay Rays,1,Ian Seymour,693855,L,18,371,3.6,1.33,1.2,1.07,1.19,1.08,1.0,1.0,,0.05221,17.6,580,400,575,+468
2026-09-24,824059,808959,Munetaka Murakami,Chicago White Sox,Kansas City Royals,0,Randy Dobnak,677976,R,33,535,4.3,1.67,1.2,0.99,0.93,0.93,0.88,1.01,WIND 6 IN,0.04361,17.4,371,340,370,+475
2026-09-24,824866,682829,Elly De La Cruz,Cincinnati Reds,Atlanta Braves,0,Tyler Mahle,641816,R,29,618,4.4,1.37,1.03,1.15,1.0,1.02,1.0,1.0,,0.04259,17.4,414,525,425,+475
2026-09-24,824950,572233,Christian Walker,Houston Astros,Athletics,0,Mason Barnett,686930,R,26,617,4.1,1.26,1.09,1.0,1.19,1.0,1.0,1.0,,0.04562,17.4,388,310,390,+475
2026-09-24,824866,671739,Michael Harris II,Atlanta Braves,Cincinnati Reds,1,Brady Singer,663903,R,26,608,4.0,1.28,1.12,0.88,1.17,1.02,1.0,1.0,,0.04646,17.3,491,400,475,+478
2026-09-24,824866,701398,Sal Stewart,Cincinnati Reds,Atlanta Braves,0,Tyler Mahle,641816,R,32,682,4.3,1.38,1.09,1.15,1.0,1.02,1.0,1.0,,0.04295,17.2,593,475,575,+481
2026-09-24,824707,575929,Willson Contreras,Boston Red Sox,Cleveland Guardians,1,Daniel Espino,682982,R,27,533,4.1,1.43,1.07,0.85,1.06,0.96,1.0,1.0,,0.04414,16.9,,,,+492
2026-09-24,823895,592518,Manny Machado,San Diego Padres,Los Angeles Dodgers,0,Tyler Glasnow,607192,R,29,662,4.3,1.31,1.13,1.11,0.97,1.1,1.0,1.0,,0.04215,16.9,433,380,425,+492
2026-09-24,822842,596019,Francisco Lindor,New York Mets,Texas Rangers,0,Kumar Rocker,677958,R,20,450,4.5,1.28,1.13,0.96,1.02,1.01,1.0,1.0,ROOF,0.03995,16.8,378,350,370,+495
2026-09-24,822842,608369,Corey Seager,Texas Rangers,New York Mets,1,Zac Thornton,804267,L,18,419,4.3,1.24,1.04,1.05,1.1,1.01,1.0,1.0,ROOF,0.04182,16.8,412,333,390,+495
2026-09-24,824298,606466,Ketel Marte,Arizona Diamondbacks,Colorado Rockies,0,Tanner Gordon,685299,R,22,606,4.4,1.13,0.9,0.98,1.13,1.05,1.0,1.0,,0.04078,16.7,363,310,350,+499
2026-09-24,824866,553993,Eugenio Suárez,Cincinnati Reds,Atlanta Braves,0,Tyler Mahle,641816,R,25,486,4.0,1.43,1.12,1.15,1.0,1.02,1.0,1.0,,0.04452,16.7,580,390,575,+499
2026-09-24,823326,664040,Brandon Lowe,Pittsburgh Pirates,St. Louis Cardinals,1,Kyle Leahy,681517,R,34,643,4.4,1.51,1.18,1.03,0.94,0.94,0.86,0.94,COLD 59F · WIND 7 IN,0.04051,16.6,610,500,575,+502
2026-09-24,822842,669394,Jake Burger,Texas Rangers,New York Mets,1,Zac Thornton,804267,L,27,603,4.0,1.32,1.2,0.97,1.1,1.01,1.0,1.0,ROOF,0.04436,16.6,529,310,500,+502
2026-09-24,823411,547180,Bryce Harper,Philadelphia Phillies,Milwaukee Brewers,1,TBD,,,28,675,4.3,1.26,1.0,1.0,1.0,1.06,1.0,1.0,,0.0405,16.3,450,400,475,+513
2026-09-24,823087,663728,Cal Raleigh,Seattle Mariners,Los Angeles Angels,1,Grayson Rodriguez,680570,R,23,516,4.2,1.3,1.05,0.89,1.06,0.99,1.0,1.0,,0.04134,16.3,341,350,330,+513
2026-09-24,823895,571970,Max Muncy,Los Angeles Dodgers,San Diego Padres,1,Nick Pivetta,601713,R,29,550,3.8,1.48,1.1,1.13,0.93,1.1,1.0,1.0,,0.0458,16.3,380,340,370,+513
2026-09-24,823493,665862,Jazz Chisholm Jr.,New York Yankees,Tampa Bay Rays,1,Ian Seymour,693855,L,19,528,3.9,1.12,0.98,1.03,1.19,1.08,1.0,1.0,,0.04388,16.1,,,,+521
