date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-09-14,823656,700250,Ben Rice,New York Yankees,Minnesota Twins,0,Dean Kremer,665152,R,38,612,4.3,1.7,1.19,1.05,1.19,0.99,1.0,1.0,,0.0613,23.8,345,340,330,+320
2026-09-14,824386,808959,Munetaka Murakami,Chicago White Sox,Cleveland Guardians,0,Gavin Williams,668909,R,31,496,4.4,1.66,1.2,1.03,1.12,0.98,1.0,1.0,,0.05542,22.2,433,400,400,+350
2026-09-14,824629,691718,Pete Crow-Armstrong,Chicago Cubs,Atlanta Braves,1,Reynaldo López,625643,R,41,672,4.5,1.7,1.16,1.12,1.03,1.0,1.0,1.0,,0.05331,21.9,293,185,265,+357
2026-09-14,824308,696100,Hunter Goodman,Colorado Rockies,San Diego Padres,1,Casey Mize,663554,R,38,531,4.1,1.87,1.19,1.05,0.98,1.05,1.0,1.0,,0.05848,21.9,268,230,255,+357
2026-09-14,823656,592450,Aaron Judge,New York Yankees,Minnesota Twins,0,Dean Kremer,665152,R,17,279,4.4,1.48,1.13,1.09,1.19,0.99,1.0,1.0,,0.05352,21.5,294,300,280,+365
2026-09-14,824465,571970,Max Muncy,Los Angeles Dodgers,Cincinnati Reds,0,Nick Lodolo,666157,L,28,517,3.8,1.5,1.03,0.93,1.12,1.14,1.0,1.0,,0.05798,20.3,,350,350,+393
2026-09-14,823656,671277,Luis García Jr.,New York Yankees,Minnesota Twins,0,Dean Kremer,665152,R,30,506,3.7,1.6,1.18,0.95,1.19,0.99,1.0,1.0,,0.05758,19.7,480,425,,+408
2026-09-14,824308,592518,Manny Machado,San Diego Padres,Colorado Rockies,0,Tomoyuki Sugano,608372,R,27,621,4.3,1.29,1.12,0.98,1.19,1.05,1.0,1.0,,0.0491,19.5,291,260,290,+413
2026-09-14,824386,695657,Colson Montgomery,Chicago White Sox,Cleveland Guardians,0,Gavin Williams,668909,R,31,595,4.2,1.48,1.07,0.85,1.12,0.98,1.0,1.0,,0.04929,19.1,458,525,425,+424
2026-09-14,824465,605141,Mookie Betts,Los Angeles Dodgers,Cincinnati Reds,0,Nick Lodolo,666157,L,20,475,4.3,1.24,0.96,0.97,1.12,1.14,1.0,1.0,,0.04795,19.0,538,360,500,+426
2026-09-14,823575,665742,Juan Soto,New York Mets,Baltimore Orioles,1,Brandon Young,687064,R,25,421,4.3,1.56,1.2,1.01,1.03,0.97,1.0,1.0,,0.04763,18.9,322,250,305,+429
