date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_h,season_pa,season_g,pa_g,n_eff,f_bat,f_pit,f_park,h_pa,p,p2,odds_dk,odds_mgm,odds_czr,odds2_dk,odds2_mgm,odds2_czr,fair,fair2,odds_dk_u
2026-09-14,824308,665487,Fernando Tatis Jr.,San Diego Padres,Colorado Rockies,0,Tomoyuki Sugano,608372,R,167,649,147,4.41,4.15,1.12,1.07,1.07,0.27639,73.9,32.5,-640,-525,-950,-117,100,-112,-283,+208,
2026-09-14,825034,672640,Otto Lopez,Miami Marlins,Arizona Diamondbacks,0,Corbin Burnes,669203,R,180,635,146,4.35,4.09,1.19,0.99,1.01,0.25982,70.8,28.8,-278,-275,-295,189,180,179,-242,+247,
2026-09-14,824465,518692,Freddie Freeman,Los Angeles Dodgers,Cincinnati Reds,0,Nick Lodolo,666157,L,156,609,142,4.29,4.03,1.11,1.04,1.01,0.2538,69.3,27.1,-205,,,273,,,-226,+269,153
2026-09-14,824629,686948,Drake Baldwin,Atlanta Braves,Chicago Cubs,0,David Peterson,656849,L,139,564,127,4.44,4.17,1.08,1.05,1.0,0.24613,69.2,27.3,-258,-220,-245,204,240,195,-225,+266,190
2026-09-14,824308,701538,Jackson Merrill,San Diego Padres,Colorado Rockies,0,Tomoyuki Sugano,608372,R,140,614,146,4.21,3.96,1.03,1.07,1.07,0.2555,68.9,26.7,-428,-450,-480,128,120,123,-222,+275,
2026-09-14,824308,664983,Jake McCarthy,Colorado Rockies,San Diego Padres,1,Casey Mize,663554,R,146,541,134,4.04,3.8,1.14,0.99,1.07,0.2626,68.6,26.0,-276,-300,-360,191,175,164,-218,+285,
2026-09-14,824629,671739,Michael Harris II,Atlanta Braves,Chicago Cubs,0,David Peterson,656849,L,159,575,144,3.99,3.75,1.16,1.05,1.0,0.26492,68.5,25.9,-237,-235,-240,230,220,198,-217,+286,175
2026-09-14,824308,681198,TJ Rumfield,Colorado Rockies,San Diego Padres,1,Casey Mize,663554,R,151,587,144,4.08,3.84,1.11,0.99,1.07,0.25574,67.8,25.4,-219,-210,-213,267,250,235,-211,+294,163
2026-09-14,824465,682829,Elly De La Cruz,Cincinnati Reds,Los Angeles Dodgers,1,Tarik Skubal,669373,L,146,581,130,4.47,4.2,1.09,0.98,1.01,0.23588,67.7,25.8,-152,-150,-154,406,375,350,-210,+288,115
2026-09-14,825034,672515,Gabriel Moreno,Arizona Diamondbacks,Miami Marlins,1,Sandy Alcantara,645261,R,130,499,119,4.19,3.94,1.11,1.02,1.01,0.24874,67.6,25.3,-269,-275,-245,204,190,191,-209,+295,198
2026-09-14,822765,703520,Brett Bateman,Toronto Blue Jays,Detroit Tigers,1,Troy Melton,675512,R,41,144,31,4.65,4.37,1.08,0.96,1.0,0.2269,67.5,25.9,-238,-235,-240,228,210,200,-208,+286,176
2026-09-14,824629,691718,Pete Crow-Armstrong,Chicago Cubs,Atlanta Braves,1,Reynaldo López,625643,R,160,672,150,4.48,4.21,1.06,1.01,1.0,0.23263,67.2,25.3,-301,-275,-295,178,180,177,-205,+295,
2026-09-14,824629,608324,Alex Bregman,Chicago Cubs,Atlanta Braves,1,Reynaldo López,625643,R,153,669,147,4.55,4.28,1.03,1.01,1.0,0.22666,66.7,25.0,-240,-235,-235,235,220,205,-200,+300,177
2026-09-14,824629,663538,Nico Hoerner,Chicago Cubs,Atlanta Braves,1,Reynaldo López,625643,R,155,641,147,4.36,4.1,1.07,1.01,1.0,0.2347,66.6,24.6,-260,-235,-245,209,220,195,-199,+307,191
2026-09-14,824308,669392,Samad Taylor,San Diego Padres,Colorado Rockies,0,Tomoyuki Sugano,608372,R,37,137,36,3.81,3.58,1.06,1.07,1.07,0.26326,66.5,23.7,-256,-235,-250,213,210,188,-199,+322,189
2026-09-14,824629,660670,Ronald Acuña Jr.,Atlanta Braves,Chicago Cubs,0,David Peterson,656849,L,95,426,97,4.39,4.13,1.01,1.05,1.0,0.23126,66.3,24.3,-266,-275,-320,205,185,176,-197,+312,195
2026-09-14,823575,666182,Bo Bichette,New York Mets,Baltimore Orioles,1,Brandon Young,687064,R,153,635,147,4.32,4.06,1.07,1.02,0.98,0.23379,66.1,24.1,-258,-235,-245,212,230,188,-195,+315,190
2026-09-14,824629,643289,Mauricio Dubón,Atlanta Braves,Chicago Cubs,0,David Peterson,656849,L,142,573,142,4.04,3.8,1.08,1.05,1.0,0.2471,66.0,23.6,-231,-225,-240,240,230,205,-194,+324,171
2026-09-14,824465,605141,Mookie Betts,Los Angeles Dodgers,Cincinnati Reds,0,Nick Lodolo,666157,L,108,475,111,4.28,4.02,1.03,1.04,1.01,0.23478,65.9,23.8,-264,-275,-260,211,200,177,-193,+320,194
2026-09-14,825034,606466,Ketel Marte,Arizona Diamondbacks,Miami Marlins,1,Sandy Alcantara,645261,R,128,570,129,4.42,4.15,1.02,1.02,1.01,0.22841,65.9,24.0,-263,-235,-250,216,210,184,-193,+317,193
2026-09-14,824629,621566,Matt Olson,Atlanta Braves,Chicago Cubs,0,David Peterson,656849,L,145,650,150,4.33,4.07,1.02,1.05,1.0,0.23198,65.8,23.9,-226,-200,-213,236,250,215,-192,+318,168
2026-09-14,824629,673548,Seiya Suzuki,Chicago Cubs,Atlanta Braves,1,Reynaldo López,625643,R,134,583,132,4.42,4.15,1.04,1.01,1.0,0.22695,65.6,23.8,-223,-250,-225,249,210,205,-191,+320,166
2026-09-14,822765,805808,Kevin McGonigle,Detroit Tigers,Toronto Blue Jays,0,José Soriano,667755,R,151,649,144,4.51,4.24,1.05,0.98,1.0,0.22207,65.5,23.8,-241,-250,-240,223,200,191,-190,+320,178
2026-09-14,824465,701398,Sal Stewart,Cincinnati Reds,Los Angeles Dodgers,1,Tarik Skubal,669373,L,154,645,149,4.33,4.07,1.06,0.98,1.01,0.22905,65.3,23.4,-147,-185,-173,411,300,305,-188,+327,111
2026-09-14,823575,701807,Carson Benge,New York Mets,Baltimore Orioles,1,Brandon Young,687064,R,147,595,143,4.16,3.91,1.08,1.02,0.98,0.2371,65.3,23.1,-189,-200,-197,309,275,245,-188,+333,142
2026-09-14,823006,808982,Jung Hoo Lee,San Francisco Giants,St. Louis Cardinals,0,Quinn Mathews,687273,L,143,556,137,4.06,3.82,1.11,1.01,0.99,0.24228,65.3,23.0,-206,-235,-213,276,230,215,-188,+335,153
2026-09-14,825034,669364,Xavier Edwards,Miami Marlins,Arizona Diamondbacks,0,Corbin Burnes,669203,R,142,578,138,4.19,3.94,1.08,0.99,1.01,0.23579,65.3,23.2,-214,-235,-209,258,220,225,-188,+331,159
2026-09-14,824308,592518,Manny Machado,San Diego Padres,Colorado Rockies,0,Tomoyuki Sugano,608372,R,119,621,145,4.28,4.02,0.93,1.07,1.07,0.23025,65.1,23.1,-440,-375,-460,125,130,127,-187,+333,
2026-09-14,823656,641355,Cody Bellinger,New York Yankees,Minnesota Twins,0,Dean Kremer,665152,R,122,518,122,4.25,3.99,1.05,1.01,1.0,0.23136,65.0,23.0,-220,-235,-240,253,210,198,-186,+335,163
2026-09-14,824629,645277,Ozzie Albies,Atlanta Braves,Chicago Cubs,0,David Peterson,656849,L,140,637,150,4.25,3.99,1.01,1.05,1.0,0.22982,64.7,22.7,-275,-295,-320,199,180,184,-183,+341,
2026-09-14,823981,687263,Zach Neto,Los Angeles Angels,Seattle Mariners,1,Kade Anderson,807739,L,138,644,144,4.47,4.2,0.99,1.01,1.0,0.21935,64.7,22.9,-236,-220,-235,238,240,205,-183,+337,175
2026-09-14,823656,700250,Ben Rice,New York Yankees,Minnesota Twins,0,Dean Kremer,665152,R,138,612,142,4.31,4.05,1.02,1.01,1.0,0.22596,64.6,22.7,-226,-225,-235,237,230,195,-182,+341,168
2026-09-14,823006,691023,Jordan Walker,St. Louis Cardinals,San Francisco Giants,1,Landen Roupp,694738,R,159,619,146,4.24,3.99,1.11,0.95,0.99,0.22882,64.5,22.6,-250,-235,-245,224,220,198,-182,+342,185
2026-09-14,823981,647304,Josh Naylor,Seattle Mariners,Los Angeles Angels,0,Reid Detmers,672282,L,149,599,140,4.28,4.02,1.09,0.96,1.0,0.22681,64.4,22.5,-221,-200,-213,243,270,230,-181,+344,164
2026-09-14,824386,800050,Chase DeLauter,Cleveland Guardians,Chicago White Sox,1,Sean Newcomb,656794,L,134,518,124,4.18,3.93,1.11,0.97,0.99,0.22979,64.2,22.1,-222,-225,-230,262,240,215,-179,+352,165
2026-09-14,822765,682985,Riley Greene,Detroit Tigers,Toronto Blue Jays,0,José Soriano,667755,R,132,540,128,4.22,3.97,1.07,0.98,1.0,0.22801,64.2,22.2,-177,-210,-190,335,250,270,-179,+350,132
2026-09-14,823006,676475,Alec Burleson,St. Louis Cardinals,San Francisco Giants,1,Landen Roupp,694738,R,160,630,149,4.23,3.98,1.1,0.95,0.99,0.2273,64.2,22.2,-286,-250,-240,198,200,191,-179,+350,
2026-09-14,824308,696100,Hunter Goodman,Colorado Rockies,San Diego Padres,1,Casey Mize,663554,R,116,531,128,4.15,3.9,1.0,0.99,1.07,0.23121,64.1,22.1,-233,-235,-250,244,220,195,-179,+352,173
2026-09-14,823575,665742,Juan Soto,New York Mets,Baltimore Orioles,1,Brandon Young,687064,R,95,421,98,4.3,4.04,1.02,1.02,0.98,0.22342,64.0,22.1,-185,-225,-200,301,240,235,-178,+352,138
2026-09-14,823656,807712,Luke Keaschall,Minnesota Twins,New York Yankees,1,Will Warren,701542,R,132,565,140,4.04,3.8,1.05,1.03,1.0,0.23487,63.8,21.7,-262,-250,-250,212,200,182,-176,+361,193
2026-09-14,823981,668227,Randy Arozarena,Seattle Mariners,Los Angeles Angels,0,Reid Detmers,672282,L,146,617,142,4.35,4.09,1.06,0.96,1.0,0.21996,63.8,22.0,-195,-210,-205,278,250,240,-176,+355,146
2026-09-14,822765,650402,Gleyber Torres,Detroit Tigers,Toronto Blue Jays,0,José Soriano,667755,R,88,384,88,4.36,4.1,1.03,0.98,1.0,0.21838,63.6,21.9,,,,,,,-175,+357,
2026-09-14,823656,605137,Josh Bell,Minnesota Twins,New York Yankees,1,Will Warren,701542,R,132,579,142,4.08,3.84,1.03,1.03,1.0,0.23151,63.6,21.5,-201,-190,-200,289,280,240,-175,+365,150
2026-09-14,824465,606192,Teoscar Hernández,Los Angeles Dodgers,Cincinnati Reds,0,Nick Lodolo,666157,L,104,437,112,3.9,3.67,1.05,1.04,1.01,0.2404,63.5,21.2,-216,-220,-218,251,240,220,-174,+372,161
2026-09-14,823575,624413,Pete Alonso,Baltimore Orioles,New York Mets,0,Jonah Tong,804636,R,151,652,150,4.35,4.09,1.04,0.98,0.98,0.21836,63.5,21.8,-197,-210,,283,250,,-174,+359,147
2026-09-14,823656,671277,Luis García Jr.,New York Yankees,Minnesota Twins,0,Dean Kremer,665152,R,139,506,138,3.67,3.45,1.15,1.01,1.0,0.25351,63.5,20.8,-228,-275,,239,200,,-174,+381,169
2026-09-14,823006,805811,Bryce Eldridge,San Francisco Giants,St. Louis Cardinals,0,Quinn Mathews,687273,L,101,434,104,4.17,3.92,1.04,1.01,0.99,0.22694,63.5,21.6,-183,-200,-190,298,260,265,-174,+363,137
2026-09-14,823656,686797,Brooks Lee,Minnesota Twins,New York Yankees,1,Will Warren,701542,R,132,576,143,4.03,3.79,1.03,1.03,1.0,0.23222,63.3,21.2,-215,-235,-225,271,220,205,-172,+372,160
2026-09-14,825034,672695,Geraldo Perdomo,Arizona Diamondbacks,Miami Marlins,1,Sandy Alcantara,645261,R,131,625,145,4.31,4.05,0.98,1.02,1.01,0.21917,63.3,21.5,-225,-210,-218,258,250,215,-172,+365,167
2026-09-14,823575,596019,Francisco Lindor,New York Mets,Baltimore Orioles,1,Brandon Young,687064,R,84,406,92,4.41,4.15,0.98,1.02,0.98,0.2138,63.1,21.6,-210,-225,-218,269,230,210,-171,+363,157
2026-09-14,824308,694249,Cole Carrigg,Colorado Rockies,San Diego Padres,1,Casey Mize,663554,R,72,317,80,3.96,3.72,1.02,0.99,1.07,0.23505,63.1,20.9,-251,-275,-250,218,195,188,-171,+378,185
2026-09-14,822765,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,Detroit Tigers,1,Troy Melton,675512,R,135,573,135,4.24,3.99,1.05,0.96,1.0,0.22023,62.9,21.2,-249,-225,-245,228,230,198,-170,+372,183
2026-09-14,825034,682998,Corbin Carroll,Arizona Diamondbacks,Miami Marlins,1,Sandy Alcantara,645261,R,128,620,144,4.31,4.05,0.97,1.02,1.01,0.21721,62.9,21.2,-221,-210,-225,262,250,215,-170,+372,164
2026-09-14,822765,676391,Ernie Clement,Toronto Blue Jays,Detroit Tigers,1,Troy Melton,675512,R,149,579,146,3.97,3.73,1.11,0.96,1.0,0.2327,62.8,20.7,-189,-185,-182,307,310,280,-169,+383,141
2026-09-14,824629,683737,Michael Busch,Chicago Cubs,Atlanta Braves,1,Reynaldo López,625643,R,134,659,148,4.45,4.18,0.96,1.01,1.0,0.21067,62.8,21.3,-184,-200,-182,312,260,280,-169,+369,138
2026-09-14,823656,592450,Aaron Judge,New York Yankees,Minnesota Twins,0,Dean Kremer,665152,R,56,279,64,4.36,4.1,0.97,1.01,1.0,0.21388,62.7,21.1,-213,-210,-209,259,240,225,-168,+374,158
2026-09-14,823656,680777,Ryan Jeffers,Minnesota Twins,New York Yankees,1,Will Warren,701542,R,76,334,83,4.02,3.78,1.02,1.03,1.0,0.22972,62.7,20.7,-188,-190,-190,314,280,260,-168,+383,141
2026-09-14,823981,545361,Mike Trout,Los Angeles Angels,Seattle Mariners,1,Kade Anderson,807739,L,115,579,130,4.45,4.18,0.95,1.01,1.0,0.20997,62.7,21.2,-208,-165,-197,279,310,250,-168,+372,155
2026-09-14,823656,665019,Kody Clemens,Minnesota Twins,New York Yankees,1,Will Warren,701542,R,118,534,132,4.05,3.81,1.01,1.03,1.0,0.22713,62.5,20.6,-187,-190,-197,300,270,245,-167,+385,140
2026-09-14,824465,669242,Tommy Edman,Los Angeles Dodgers,Cincinnati Reds,0,Nick Lodolo,666157,L,64,282,72,3.92,3.68,1.02,1.04,1.01,0.23315,62.4,20.2,-259,-235,-245,207,210,184,-166,+395,191
2026-09-14,823656,701785,Kaelen Culpepper,Minnesota Twins,New York Yankees,1,Will Warren,701542,R,30,117,30,3.9,3.67,1.04,1.03,1.0,0.23393,62.4,20.2,,,,,,,-166,+395,
2026-09-14,824308,593428,Xander Bogaerts,San Diego Padres,Colorado Rockies,0,Tomoyuki Sugano,608372,R,108,564,142,3.97,3.73,0.93,1.07,1.07,0.23082,62.4,20.4,-357,-300,-380,151,175,154,-166,+390,
2026-09-14,824386,680757,Steven Kwan,Cleveland Guardians,Chicago White Sox,1,Sean Newcomb,656794,L,139,587,140,4.19,3.94,1.05,0.97,0.99,0.21857,62.2,20.5,-230,-235,-235,238,220,205,-165,+388,170
2026-09-14,823575,805999,A.J. Ewing,New York Mets,Baltimore Orioles,1,Brandon Young,687064,R,98,441,107,4.12,3.87,1.01,1.02,0.98,0.2217,62.1,20.3,-162,-175,-173,367,310,300,-164,+393,122
2026-09-14,823981,677594,Julio Rodríguez,Seattle Mariners,Los Angeles Angels,0,Reid Detmers,672282,L,134,606,139,4.36,4.1,1.01,0.96,1.0,0.21089,62.1,20.6,-197,-185,-200,269,280,235,-164,+385,147
2026-09-14,825034,669065,Kyle Stowers,Miami Marlins,Arizona Diamondbacks,0,Corbin Burnes,669203,R,100,472,112,4.21,3.96,0.99,0.99,1.01,0.21589,61.8,20.2,-207,-175,-205,263,300,250,-162,+395,154
2026-09-14,824386,805367,Chase Meidroth,Chicago White Sox,Cleveland Guardians,0,Gavin Williams,668909,R,140,599,143,4.19,3.94,1.05,0.96,0.99,0.21559,61.6,20.0,-153,-135,-145,377,390,360,-160,+400,115
2026-09-14,824308,630105,Jake Cronenworth,San Diego Padres,Colorado Rockies,0,Tomoyuki Sugano,608372,R,69,372,96,3.88,3.65,0.93,1.07,1.07,0.23049,61.6,19.6,-325,-235,-345,163,210,172,-160,+410,
2026-09-14,822765,693307,Dillon Dingler,Detroit Tigers,Toronto Blue Jays,0,José Soriano,667755,R,126,571,136,4.2,3.95,1.01,0.98,1.0,0.21468,61.5,19.9,-183,-185,-190,304,280,270,-160,+403,137
2026-09-14,824308,669134,Luis Campusano,San Diego Padres,Colorado Rockies,0,Tomoyuki Sugano,608372,R,52,219,64,3.42,3.21,1.03,1.07,1.07,0.25608,61.3,18.6,-334,-325,-345,161,155,158,-158,+438,
2026-09-14,824308,666160,Mickey Moniak,Colorado Rockies,San Diego Padres,1,Casey Mize,663554,R,91,403,107,3.77,3.54,1.02,0.99,1.07,0.235,61.3,19.1,-221,-225,-225,260,240,205,-158,+424,164
2026-09-14,823656,668904,Royce Lewis,Minnesota Twins,New York Yankees,1,Will Warren,701542,R,96,462,114,4.05,3.81,0.98,1.03,1.0,0.21965,61.1,19.4,,,,,,,-157,+415,
2026-09-14,823006,671056,Iván Herrera,St. Louis Cardinals,San Francisco Giants,1,Landen Roupp,694738,R,138,670,149,4.5,4.23,0.97,0.95,0.99,0.19929,60.9,19.8,-223,-225,-218,258,230,215,-156,+405,166
2026-09-14,822765,543807,George Springer,Toronto Blue Jays,Detroit Tigers,1,Troy Melton,675512,R,108,480,116,4.14,3.89,1.02,0.96,1.0,0.21385,60.8,19.3,-243,-225,-235,231,240,200,-155,+418,179
2026-09-14,824308,687859,Troy Johnston,Colorado Rockies,San Diego Padres,1,Casey Mize,663554,R,105,425,121,3.51,3.3,1.07,0.99,1.07,0.24675,60.7,18.3,,,,,,,-154,+446,
2026-09-14,824386,678246,Miguel Vargas,Chicago White Sox,Cleveland Guardians,0,Gavin Williams,668909,R,135,648,147,4.41,4.15,0.98,0.96,0.99,0.20098,60.6,19.4,-175,-140,-159,326,375,325,-154,+415,131
2026-09-14,823656,671218,Heliot Ramos,New York Yankees,Minnesota Twins,0,Dean Kremer,665152,R,88,395,101,3.91,3.68,1.01,1.01,1.0,0.22363,60.6,18.8,,,-193,,,250,-154,+432,
2026-09-14,824465,663656,Kyle Tucker,Los Angeles Dodgers,Cincinnati Reds,0,Nick Lodolo,666157,L,112,576,141,4.09,3.84,0.94,1.04,1.01,0.21481,60.5,19.0,-202,-175,-190,290,310,265,-153,+426,150
2026-09-14,824465,571970,Max Muncy,Los Angeles Dodgers,Cincinnati Reds,0,Nick Lodolo,666157,L,114,517,137,3.77,3.54,1.01,1.04,1.01,0.23093,60.5,18.6,,-140,-148,,390,360,-153,+438,
2026-09-14,822765,672386,Alejandro Kirk,Toronto Blue Jays,Detroit Tigers,1,Troy Melton,675512,R,68,278,70,3.97,3.73,1.05,0.96,1.0,0.22054,60.5,18.9,-214,-220,-218,264,250,215,-153,+429,159
2026-09-14,823575,683002,Gunnar Henderson,Baltimore Orioles,New York Mets,0,Jonah Tong,804636,R,130,660,148,4.46,4.19,0.94,0.98,0.98,0.19757,60.2,19.2,-173,-210,-190,329,250,265,-151,+421,130
2026-09-14,825034,571448,Nolan Arenado,Arizona Diamondbacks,Miami Marlins,1,Sandy Alcantara,645261,R,117,549,140,3.92,3.68,0.99,1.02,1.01,0.2215,60.2,18.5,-190,-175,-182,309,310,270,-151,+441,142
2026-09-14,823981,687093,Vaughn Grissom,Los Angeles Angels,Seattle Mariners,1,Kade Anderson,807739,L,90,418,106,3.94,3.7,1.0,1.01,1.0,0.22015,60.1,18.5,-226,-200,-218,266,270,230,-151,+441,167
2026-09-14,822765,703601,Max Clark,Detroit Tigers,Toronto Blue Jays,0,José Soriano,667755,R,37,154,39,3.95,3.71,1.03,0.98,1.0,0.21883,60.0,18.4,-165,-185,-173,325,300,290,-150,+443,124
2026-09-14,824386,683953,Travis Bazzana,Cleveland Guardians,Chicago White Sox,1,Sean Newcomb,656794,L,101,471,112,4.21,3.96,0.99,0.97,0.99,0.20598,59.9,18.7,-143,-160,-148,410,340,360,-149,+435,108
2026-09-14,824629,663586,Austin Riley,Atlanta Braves,Chicago Cubs,0,David Peterson,656849,L,117,586,148,3.96,3.72,0.95,1.05,1.0,0.21719,59.8,18.3,-184,-200,-193,303,270,250,-149,+446,137
2026-09-14,824386,666176,Jo Adell,Cleveland Guardians,Chicago White Sox,1,Sean Newcomb,656794,L,133,608,147,4.14,3.89,1.01,0.97,0.99,0.20833,59.7,18.4,-194,-165,-190,291,333,280,-148,+443,145
2026-09-14,823981,702284,Cole Young,Seattle Mariners,Los Angeles Angels,0,Reid Detmers,672282,L,135,594,149,3.99,3.75,1.03,0.96,1.0,0.21441,59.5,18.1,-177,-160,-176,301,333,300,-147,+452,132
2026-09-14,824386,803011,Sam Antonacci,Chicago White Sox,Cleveland Guardians,0,Gavin Williams,668909,R,119,516,129,4.0,3.76,1.04,0.96,0.99,0.21334,59.4,18.1,-169,-160,-176,321,310,300,-146,+452,127
2026-09-14,823656,663616,Trevor Larnach,Minnesota Twins,New York Yankees,1,Will Warren,701542,R,103,433,122,3.55,3.34,1.05,1.03,1.0,0.23601,59.3,17.3,,,,,,,-146,+478,
2026-09-14,824386,608070,José Ramírez,Cleveland Guardians,Chicago White Sox,1,Sean Newcomb,656794,L,98,494,114,4.33,4.07,0.95,0.97,0.99,0.19747,59.2,18.2,-222,-190,-205,262,280,235,-145,+449,165
