game_id,date,away_f5,home_f5,f5_home_win
718498,2023-04-20,2,0,0
718499,2023-04-20,2,2,
718494,2023-04-20,5,5,
718503,2023-04-20,5,4,0
718491,2023-04-21,0,12,1
718492,2023-04-21,2,2,
718486,2023-04-21,7,5,0
718495,2023-04-21,0,0,
718493,2023-04-21,3,2,0
718487,2023-04-21,2,1,0
718489,2023-04-21,1,4,1
718490,2023-04-21,3,4,1
718482,2023-04-21,0,2,1
718483,2023-04-21,2,3,1
718485,2023-04-21,0,2,1
718484,2023-04-21,0,2,1
718481,2023-04-21,2,2,
718480,2023-04-21,4,0,0
718476,2023-04-22,0,0,
718468,2023-04-22,5,2,0
718479,2023-04-22,3,2,0
718475,2023-04-22,3,3,
718473,2023-04-22,2,1,0
718488,2023-04-22,1,1,
718478,2023-04-22,2,7,1
718477,2023-04-22,2,3,1
718474,2023-04-22,1,2,1
718472,2023-04-22,0,5,1
718469,2023-04-22,2,13,1
718470,2023-04-22,2,5,1
718471,2023-04-22,0,1,1
718467,2023-04-22,2,3,1
718466,2023-04-22,3,4,1
718464,2023-04-22,3,1,0
718458,2023-04-23,3,4,1
718459,2023-04-23,0,0,
718463,2023-04-23,0,1,1
718462,2023-04-23,0,1,1
718465,2023-04-23,0,0,
718457,2023-04-23,1,4,1
718460,2023-04-23,1,4,1
718454,2023-04-23,1,3,1
718461,2023-04-23,3,3,
718451,2023-04-23,2,3,1
718453,2023-04-23,2,4,1
718452,2023-04-23,1,1,
718456,2023-04-23,5,1,0
718450,2023-04-23,6,3,0
718455,2023-04-23,3,4,1
718448,2023-04-24,6,0,0
718447,2023-04-24,4,5,1
718449,2023-04-24,3,6,1
718445,2023-04-24,6,4,0
718444,2023-04-24,2,4,1
718443,2023-04-24,0,5,1
718442,2023-04-24,0,4,1
718441,2023-04-24,4,2,0
718437,2023-04-24,7,2,0
718438,2023-04-24,3,4,1
718446,2023-04-24,0,0,
718440,2023-04-25,4,0,0
718435,2023-04-25,7,1,0
718432,2023-04-25,3,7,1
718436,2023-04-25,5,0,0
718434,2023-04-25,5,0,0
718430,2023-04-25,2,1,0
718433,2023-04-25,0,6,1
718431,2023-04-25,2,0,0
718429,2023-04-25,1,4,1
718426,2023-04-25,0,2,1
718427,2023-04-25,2,2,
718428,2023-04-25,4,2,0
718425,2023-04-25,2,4,1
718422,2023-04-25,4,1,0
718439,2023-04-25,1,2,1
718424,2023-04-26,2,3,1
718416,2023-04-26,1,4,1
718420,2023-04-26,0,4,1
718421,2023-04-26,0,3,1
718417,2023-04-26,11,3,0
718419,2023-04-26,2,5,1
718418,2023-04-26,0,2,1
718413,2023-04-26,0,2,1
718414,2023-04-26,1,0,0
718415,2023-04-26,5,4,0
718412,2023-04-26,2,1,0
718411,2023-04-26,3,0,0
718407,2023-04-26,2,3,1
718408,2023-04-26,3,8,1
718423,2023-04-26,2,3,1
718410,2023-04-27,0,4,1
718403,2023-04-27,2,3,1
718404,2023-04-27,0,1,1
718406,2023-04-27,1,4,1
718409,2023-04-27,0,0,
718402,2023-04-27,5,7,1
718405,2023-04-27,2,3,1
718398,2023-04-27,1,4,1
718396,2023-04-27,7,2,0
718400,2023-04-27,1,7,1
718397,2023-04-27,3,0,0
718387,2023-04-28,2,8,1
718391,2023-04-28,1,1,
718392,2023-04-28,2,2,
718395,2023-04-28,4,2,0
718394,2023-04-28,4,0,0
718393,2023-04-28,2,2,
718388,2023-04-28,1,5,1
718389,2023-04-28,2,1,0
718386,2023-04-28,1,1,
718390,2023-04-28,1,1,
718380,2023-04-28,5,1,0
718382,2023-04-28,2,5,1
718381,2023-04-29,1,5,1
718401,2023-04-29,4,0,0
718383,2023-04-29,2,2,
718399,2023-04-29,8,0,0
718378,2023-04-29,1,1,
718379,2023-04-29,0,0,
718375,2023-04-29,2,7,1
718377,2023-04-29,1,2,1
718385,2023-04-29,1,5,1
718372,2023-04-29,2,0,0
718384,2023-04-29,8,10,1
718374,2023-04-29,0,2,1
718373,2023-04-29,0,2,1
718376,2023-04-29,1,7,1
718366,2023-04-29,8,1,0
718369,2023-04-29,0,1,1
718364,2023-04-30,2,3,1
718370,2023-04-30,0,2,1
718367,2023-04-30,1,7,1
718363,2023-04-30,4,8,1
718360,2023-04-30,4,3,0
718362,2023-04-30,0,8,1
718355,2023-04-30,2,1,0
718365,2023-04-30,2,0,0
718356,2023-04-30,1,8,1
718358,2023-04-30,1,6,1
718368,2023-04-30,4,3,0
718357,2023-04-30,1,3,1
718359,2023-04-30,3,5,1
718354,2023-04-30,2,4,1
718352,2023-05-01,6,4,0
718361,2023-05-01,0,2,1
718349,2023-05-01,4,1,0
718351,2023-05-01,0,2,1
718353,2023-05-01,3,2,0
718350,2023-05-01,2,2,
718345,2023-05-01,3,6,1
718343,2023-05-01,3,9,1
718347,2023-05-02,1,3,1
718346,2023-05-02,3,0,0
718344,2023-05-02,0,1,1
718339,2023-05-02,2,0,0
718341,2023-05-02,6,5,0
718340,2023-05-02,0,0,
718336,2023-05-02,7,3,0
718338,2023-05-02,4,1,0
718342,2023-05-02,4,3,0
718337,2023-05-02,2,0,0
718334,2023-05-02,0,2,1
718335,2023-05-02,0,1,1
718332,2023-05-02,0,0,
718331,2023-05-02,1,4,1
718348,2023-05-03,5,4,0
718329,2023-05-03,1,6,1
718325,2023-05-03,6,7,1
718326,2023-05-03,0,0,
718330,2023-05-03,0,4,1
718327,2023-05-03,5,3,0
718328,2023-05-03,1,5,1
718321,2023-05-03,13,4,0
718333,2023-05-03,1,1,
718324,2023-05-03,2,2,
718323,2023-05-03,3,5,1
718322,2023-05-03,4,4,
718314,2023-05-03,0,1,1
718320,2023-05-03,3,4,1
718315,2023-05-03,0,4,1
718319,2023-05-03,0,0,
718317,2023-05-04,0,3,1
718318,2023-05-04,0,2,1
718309,2023-05-04,0,2,1
718311,2023-05-04,11,5,0
718312,2023-05-04,8,7,0
718310,2023-05-04,0,2,1
718313,2023-05-04,3,0,0
718304,2023-05-04,5,3,0
718308,2023-05-04,4,3,0
718316,2023-05-04,4,8,1
718303,2023-05-05,0,3,1
718307,2023-05-05,4,0,0
718305,2023-05-05,3,4,1
718300,2023-05-05,0,4,1
718301,2023-05-05,3,3,
718302,2023-05-05,0,1,1
718306,2023-05-05,0,0,
718298,2023-05-05,2,1,0
718299,2023-05-05,9,3,0
718292,2023-05-05,2,3,1
718294,2023-05-05,3,0,0
718296,2023-05-05,1,3,1
718295,2023-05-05,1,4,1
718297,2023-05-05,4,3,0
718293,2023-05-05,4,5,1
718288,2023-05-06,3,5,1
718289,2023-05-06,2,1,0
718290,2023-05-06,3,2,0
718291,2023-05-06,0,2,1
718285,2023-05-06,0,3,1
718286,2023-05-06,7,0,0
718281,2023-05-06,3,4,1
718280,2023-05-06,5,4,0
718284,2023-05-06,5,3,0
718283,2023-05-06,2,3,1
718287,2023-05-06,0,3,1
718282,2023-05-06,2,1,0
718279,2023-05-06,2,0,0
718275,2023-05-06,3,0,0
718274,2023-05-06,3,0,0
718277,2023-05-07,1,1,
718278,2023-05-07,5,0,0
718270,2023-05-07,1,2,1
718276,2023-05-07,10,5,0
718273,2023-05-07,0,2,1
718271,2023-05-07,6,2,0
718268,2023-05-07,1,2,1
718272,2023-05-07,1,3,1
718269,2023-05-07,1,0,0
718267,2023-05-07,5,2,0
718264,2023-05-07,11,7,0
718263,2023-05-07,3,7,1
718265,2023-05-07,0,3,1
718262,2023-05-07,17,4,0
718266,2023-05-07,0,2,1
718261,2023-05-08,4,2,0
718258,2023-05-08,0,0,
718259,2023-05-08,1,0,0
718255,2023-05-08,0,2,1
718256,2023-05-08,1,1,
718253,2023-05-08,3,4,1
718257,2023-05-08,0,3,1
718254,2023-05-08,4,4,
718251,2023-05-08,0,1,1
718249,2023-05-08,1,1,
718260,2023-05-08,5,0,0
718248,2023-05-09,0,1,1
718252,2023-05-09,5,1,0
718246,2023-05-09,2,4,1
718243,2023-05-09,1,7,1
718244,2023-05-09,1,3,1
718247,2023-05-09,2,7,1
718245,2023-05-09,1,8,1
718240,2023-05-09,4,3,0
718242,2023-05-09,1,1,
718238,2023-05-09,1,1,
718241,2023-05-09,4,0,0
718237,2023-05-09,3,1,0
718239,2023-05-09,0,2,1
718236,2023-05-09,6,1,0
718250,2023-05-09,0,3,1
718231,2023-05-10,3,3,
718232,2023-05-10,2,11,1
718234,2023-05-10,5,0,0
718228,2023-05-10,4,1,0
718229,2023-05-10,3,2,0
718226,2023-05-10,4,4,
718230,2023-05-10,9,1,0
718233,2023-05-10,1,0,0
718235,2023-05-10,5,2,0
718227,2023-05-10,0,0,
718225,2023-05-10,2,1,0
718220,2023-05-10,2,0,0
718221,2023-05-10,2,6,1
718224,2023-05-10,0,2,1
718222,2023-05-10,1,7,1
718223,2023-05-11,0,5,1
718216,2023-05-11,3,2,0
718218,2023-05-11,1,3,1
718219,2023-05-11,1,0,0
718215,2023-05-11,2,0,0
718217,2023-05-11,1,0,0
718208,2023-05-12,6,2,0
718212,2023-05-12,2,3,1
718214,2023-05-12,0,2,1
718213,2023-05-12,1,0,0
718210,2023-05-12,2,2,
718206,2023-05-12,0,1,1
718205,2023-05-12,3,3,
718211,2023-05-12,2,4,1
718209,2023-05-12,1,2,1
718207,2023-05-12,2,1,0
718204,2023-05-12,0,3,1
718202,2023-05-12,0,0,
718199,2023-05-12,4,4,
718200,2023-05-12,4,4,
718201,2023-05-12,0,2,1
718197,2023-05-13,6,4,0
718194,2023-05-13,3,0,0
718198,2023-05-13,3,1,0
718195,2023-05-13,0,7,1
718192,2023-05-13,2,2,
718203,2023-05-13,1,2,1
718190,2023-05-13,3,0,0
718196,2023-05-13,0,3,1
718191,2023-05-13,3,0,0
718193,2023-05-13,0,2,1
718183,2023-05-13,3,2,0
718185,2023-05-13,2,4,1
718189,2023-05-13,0,1,1
718184,2023-05-13,1,0,0
718188,2023-05-13,4,3,0
718182,2023-05-14,0,1,1
718203,2023-05-14,1,2,1
718179,2023-05-14,4,0,0
718180,2023-05-14,8,4,0
718181,2023-05-14,5,4,0
718173,2023-05-14,3,2,0
718178,2023-05-14,0,0,
718175,2023-05-14,1,8,1
718176,2023-05-14,4,1,0
718177,2023-05-14,4,8,1
718174,2023-05-14,0,4,1
718172,2023-05-14,3,1,0
718168,2023-05-14,0,2,1
718169,2023-05-14,1,1,
718186,2023-05-14,8,1,0
718187,2023-05-14,4,1,0
718167,2023-05-15,1,6,1
718171,2023-05-15,9,5,0
718164,2023-05-15,5,0,0
718163,2023-05-15,2,0,0
718166,2023-05-15,0,4,1
718165,2023-05-15,6,0,0
718158,2023-05-15,4,4,
718161,2023-05-15,6,6,
718160,2023-05-15,5,1,0
718162,2023-05-15,0,3,1
718170,2023-05-15,2,6,1
718159,2023-05-15,2,5,1
718154,2023-05-16,2,4,1
718155,2023-05-16,0,4,1
718153,2023-05-16,0,2,1
718157,2023-05-16,3,3,
718149,2023-05-16,4,7,1
718150,2023-05-16,6,1,0
718151,2023-05-16,2,2,
718148,2023-05-16,1,3,1
718152,2023-05-16,1,5,1
718147,2023-05-16,0,6,1
718145,2023-05-16,0,0,
718146,2023-05-16,6,4,0
718144,2023-05-16,5,2,0
718156,2023-05-16,2,4,1
718141,2023-05-16,3,1,0
718142,2023-05-17,4,0,0
718138,2023-05-17,5,5,
718136,2023-05-17,1,2,1
718139,2023-05-17,1,0,0
718143,2023-05-17,4,4,
718140,2023-05-17,1,1,
718137,2023-05-17,1,3,1
718132,2023-05-17,2,3,1
718134,2023-05-17,0,0,
718133,2023-05-17,1,12,1
718135,2023-05-17,1,0,0
718131,2023-05-17,0,1,1
718126,2023-05-17,2,4,1
718127,2023-05-17,6,1,0
718129,2023-05-17,1,5,1
718128,2023-05-18,3,3,
718122,2023-05-18,1,2,1
718130,2023-05-18,1,3,1
718125,2023-05-18,1,1,
718121,2023-05-18,2,1,0
718124,2023-05-18,2,9,1
718118,2023-05-19,1,11,1
718120,2023-05-19,1,0,0
718117,2023-05-19,0,0,
718123,2023-05-19,7,0,0
718116,2023-05-19,8,1,0
718115,2023-05-19,3,1,0
718119,2023-05-19,5,2,0
718110,2023-05-19,0,1,1
718114,2023-05-19,0,7,1
718112,2023-05-19,1,2,1
718111,2023-05-19,0,2,1
718113,2023-05-19,1,0,0
718106,2023-05-19,0,3,1
718107,2023-05-19,6,1,0
718105,2023-05-19,0,1,1
718104,2023-05-20,1,2,1
718102,2023-05-20,2,2,
718108,2023-05-20,2,3,1
718101,2023-05-20,1,3,1
718100,2023-05-20,1,9,1
718097,2023-05-20,0,10,1
718103,2023-05-20,0,0,
718098,2023-05-20,1,2,1
718095,2023-05-20,4,4,
718093,2023-05-20,3,6,1
718109,2023-05-20,0,3,1
718094,2023-05-20,5,2,0
718096,2023-05-20,3,1,0
718092,2023-05-20,4,1,0
718085,2023-05-21,2,1,0
718089,2023-05-21,1,6,1
718091,2023-05-21,3,3,
718088,2023-05-21,0,0,
718090,2023-05-21,1,2,1
718087,2023-05-21,2,1,0
718099,2023-05-21,0,1,1
718082,2023-05-21,1,0,0
718081,2023-05-21,6,3,0
718086,2023-05-21,0,1,1
718084,2023-05-21,2,4,1
718083,2023-05-21,3,7,1
718076,2023-05-21,0,11,1
718078,2023-05-21,4,4,
718080,2023-05-21,1,1,
718079,2023-05-21,0,6,1
718072,2023-05-22,0,1,1
718075,2023-05-22,0,1,1
718071,2023-05-22,4,5,1
718077,2023-05-22,2,4,1
718073,2023-05-22,4,2,0
718074,2023-05-22,6,5,0
718066,2023-05-22,5,5,
718067,2023-05-22,4,0,0
718068,2023-05-22,5,1,0
718069,2023-05-22,2,2,
718070,2023-05-22,0,1,1
718062,2023-05-22,0,6,1
718063,2023-05-23,1,1,
718065,2023-05-23,2,1,0
718059,2023-05-23,7,4,0
718061,2023-05-23,10,1,0
718060,2023-05-23,3,1,0
718064,2023-05-23,3,3,
718058,2023-05-23,4,4,
718057,2023-05-23,4,1,0
718049,2023-05-23,1,4,1
718055,2023-05-23,1,6,1
718054,2023-05-23,0,3,1
718056,2023-05-23,0,2,1
718051,2023-05-23,1,5,1
718053,2023-05-23,0,2,1
718050,2023-05-23,2,3,1
718045,2023-05-24,3,2,0
718043,2023-05-24,5,0,0
718047,2023-05-24,1,6,1
718048,2023-05-24,6,0,0
718046,2023-05-24,0,2,1
718041,2023-05-24,2,6,1
718044,2023-05-24,1,5,1
718052,2023-05-24,3,5,1
718040,2023-05-24,1,5,1
718042,2023-05-24,1,3,1
718039,2023-05-24,1,1,
718038,2023-05-24,2,3,1
718036,2023-05-24,5,1,0
718034,2023-05-24,1,7,1
718037,2023-05-24,0,5,1
718030,2023-05-25,0,0,
718032,2023-05-25,1,5,1
718033,2023-05-25,2,1,0
718035,2023-05-25,5,1,0
718031,2023-05-25,2,4,1
718029,2023-05-25,1,0,0
718026,2023-05-25,4,5,1
718024,2023-05-25,5,1,0
718028,2023-05-25,1,0,0
718025,2023-05-25,2,1,0
718027,2023-05-26,7,0,0
718018,2023-05-26,2,6,1
718021,2023-05-26,8,1,0
718020,2023-05-26,10,1,0
718023,2023-05-26,2,0,0
718022,2023-05-26,0,4,1
718019,2023-05-26,2,3,1
718014,2023-05-26,1,2,1
718013,2023-05-26,3,0,0
718017,2023-05-26,10,1,0
718016,2023-05-26,4,1,0
718015,2023-05-26,2,1,0
718010,2023-05-26,5,1,0
718009,2023-05-26,5,0,0
718012,2023-05-26,7,4,0
718006,2023-05-27,1,1,
718005,2023-05-27,0,2,1
718008,2023-05-27,4,7,1
718001,2023-05-27,2,0,0
718003,2023-05-27,2,1,0
718000,2023-05-27,0,2,1
718004,2023-05-27,0,4,1
718002,2023-05-27,3,4,1
717997,2023-05-27,2,0,0
717999,2023-05-27,1,0,0
717991,2023-05-27,2,1,0
718007,2023-05-27,5,4,0
717996,2023-05-27,1,1,
718011,2023-05-27,1,6,1
717998,2023-05-27,2,1,0
717994,2023-05-28,8,10,1
717990,2023-05-28,0,2,1
717995,2023-05-28,3,8,1
717993,2023-05-28,3,2,0
717989,2023-05-28,1,4,1
717985,2023-05-28,2,0,0
717988,2023-05-28,2,0,0
717986,2023-05-28,1,7,1
717987,2023-05-28,5,3,0
717982,2023-05-28,6,11,1
717980,2023-05-28,4,1,0
717984,2023-05-28,1,0,0
717981,2023-05-28,0,4,1
717983,2023-05-28,1,3,1
717992,2023-05-28,2,10,1
717974,2023-05-29,1,0,0
717979,2023-05-29,3,0,0
717975,2023-05-29,3,0,0
717976,2023-05-29,0,1,1
717977,2023-05-29,5,7,1
717968,2023-05-29,4,1,0
717978,2023-05-29,1,6,1
717970,2023-05-29,1,4,1
717971,2023-05-29,4,3,0
717973,2023-05-29,1,6,1
717969,2023-05-29,8,4,0
717964,2023-05-30,7,6,0
717963,2023-05-30,2,3,1
717967,2023-05-30,1,8,1
717965,2023-05-30,2,7,1
717966,2023-05-30,2,0,0
717962,2023-05-30,0,1,1
717960,2023-05-30,0,0,
717961,2023-05-30,1,1,
717956,2023-05-30,1,5,1
717959,2023-05-30,3,6,1
717955,2023-05-30,0,4,1
717958,2023-05-30,1,1,
717952,2023-05-30,7,2,0
717972,2023-05-30,2,1,0
717957,2023-05-30,1,4,1
717951,2023-05-31,1,1,
717943,2023-05-31,8,1,0
717950,2023-05-31,0,2,1
717946,2023-05-31,11,8,0
717949,2023-05-31,3,0,0
717953,2023-05-31,6,3,0
717954,2023-05-31,5,4,0
717945,2023-05-31,1,0,0
717947,2023-05-31,2,1,0
717948,2023-05-31,1,3,1
717944,2023-05-31,1,4,1
717938,2023-05-31,5,0,0
717940,2023-05-31,0,6,1
717939,2023-05-31,0,0,
717942,2023-06-01,0,3,1
717934,2023-06-01,2,3,1
717941,2023-06-01,3,1,0
717933,2023-06-01,1,0,0
717932,2023-06-01,1,1,
717937,2023-06-01,1,3,1
717936,2023-06-01,2,4,1
717931,2023-06-02,3,3,
717927,2023-06-02,0,4,1
717930,2023-06-02,5,0,0
717935,2023-06-02,1,7,1
717929,2023-06-02,1,0,0
717922,2023-06-02,0,0,
717926,2023-06-02,0,3,1
717923,2023-06-02,1,2,1
717924,2023-06-02,0,0,
717925,2023-06-02,0,0,
717921,2023-06-02,2,0,0
717919,2023-06-02,1,3,1
717917,2023-06-02,2,7,1
717920,2023-06-02,2,2,
717918,2023-06-03,4,1,0
717885,2023-06-03,1,1,
717915,2023-06-03,0,1,1
717907,2023-06-03,1,1,
717912,2023-06-03,3,10,1
717914,2023-06-03,2,2,
717908,2023-06-03,1,7,1
717909,2023-06-03,5,2,0
717910,2023-06-03,0,1,1
717911,2023-06-03,0,9,1
717906,2023-06-03,10,3,0
717913,2023-06-03,1,2,1
717905,2023-06-03,4,1,0
717916,2023-06-03,0,3,1
717903,2023-06-03,0,3,1
717901,2023-06-03,3,1,0
717898,2023-06-04,0,2,1
717904,2023-06-04,4,2,0
