game_id,date,away_f5,home_f5,f5_home_win
716771,2023-09-01,3,3,
716769,2023-09-01,1,0,0
716767,2023-09-01,2,1,0
716772,2023-09-01,0,1,1
716764,2023-09-01,0,7,1
716762,2023-09-01,2,1,0
716763,2023-09-01,6,2,0
716765,2023-09-01,1,3,1
716766,2023-09-01,1,0,0
716759,2023-09-01,2,2,
716756,2023-09-01,1,2,1
716758,2023-09-01,0,5,1
716761,2023-09-01,2,6,1
716757,2023-09-01,5,0,0
716760,2023-09-02,9,2,0
716755,2023-09-02,1,2,1
716754,2023-09-02,4,4,
716753,2023-09-02,0,0,
716750,2023-09-02,8,1,0
716751,2023-09-02,4,3,0
716749,2023-09-02,8,0,0
716746,2023-09-02,5,4,0
716744,2023-09-02,3,4,1
716752,2023-09-02,6,5,0
716745,2023-09-02,2,7,1
716747,2023-09-02,6,2,0
716748,2023-09-02,5,8,1
716743,2023-09-02,0,3,1
716741,2023-09-02,1,1,
716738,2023-09-03,3,4,1
716736,2023-09-03,0,2,1
716740,2023-09-03,3,4,1
716742,2023-09-03,3,5,1
716739,2023-09-03,3,0,0
716734,2023-09-03,2,2,
716733,2023-09-03,3,5,1
716737,2023-09-03,3,3,
716730,2023-09-03,5,5,
716731,2023-09-03,3,0,0
716732,2023-09-03,4,4,
716728,2023-09-03,0,4,1
716729,2023-09-03,2,2,
716725,2023-09-03,0,2,1
716735,2023-09-03,0,1,1
716681,2023-09-04,0,12,1
716723,2023-09-04,0,1,1
716724,2023-09-04,3,4,1
716726,2023-09-04,3,1,0
716721,2023-09-04,1,4,1
716727,2023-09-04,2,5,1
716722,2023-09-04,1,3,1
716719,2023-09-04,9,1,0
716718,2023-09-04,2,4,1
716720,2023-09-04,9,4,0
716713,2023-09-04,3,2,0
716717,2023-09-05,2,3,1
716714,2023-09-05,7,0,0
716712,2023-09-05,5,1,0
716716,2023-09-05,2,5,1
716710,2023-09-05,2,3,1
716715,2023-09-05,9,1,0
716711,2023-09-05,0,1,1
716709,2023-09-05,6,1,0
716708,2023-09-05,3,4,1
716704,2023-09-05,6,4,0
716705,2023-09-05,9,1,0
716706,2023-09-05,2,0,0
716702,2023-09-05,3,2,0
716707,2023-09-05,0,0,
716703,2023-09-05,0,3,1
716697,2023-09-06,3,1,0
716700,2023-09-06,1,2,1
716699,2023-09-06,0,6,1
716698,2023-09-06,1,2,1
716692,2023-09-06,5,10,1
716691,2023-09-06,5,0,0
716693,2023-09-06,7,2,0
716696,2023-09-06,1,3,1
716695,2023-09-06,1,9,1
716701,2023-09-06,2,0,0
716694,2023-09-06,1,4,1
716689,2023-09-06,6,2,0
716688,2023-09-06,1,2,1
716687,2023-09-06,8,2,0
716690,2023-09-06,5,2,0
716683,2023-09-07,1,0,0
716682,2023-09-07,3,0,0
716686,2023-09-07,8,3,0
716680,2023-09-07,3,4,1
716685,2023-09-07,3,1,0
716684,2023-09-07,0,0,
716678,2023-09-08,0,0,
716677,2023-09-08,6,4,0
716671,2023-09-08,4,2,0
716675,2023-09-08,0,0,
716676,2023-09-08,4,5,1
716679,2023-09-08,0,2,1
716670,2023-09-08,2,2,
716673,2023-09-08,1,0,0
716672,2023-09-08,1,0,0
716674,2023-09-08,0,8,1
716665,2023-09-08,3,3,
716669,2023-09-08,6,1,0
716666,2023-09-08,2,2,
716667,2023-09-08,2,1,0
716668,2023-09-08,3,0,0
716659,2023-09-09,2,2,
716654,2023-09-09,2,3,1
716660,2023-09-09,1,1,
716661,2023-09-09,1,3,1
716662,2023-09-09,1,3,1
716656,2023-09-09,4,3,0
716664,2023-09-09,7,6,0
716653,2023-09-09,4,8,1
716658,2023-09-09,0,1,1
716655,2023-09-09,4,3,0
716657,2023-09-09,0,0,
716649,2023-09-09,4,7,1
716651,2023-09-09,6,3,0
716663,2023-09-09,0,6,1
716650,2023-09-09,2,4,1
716643,2023-09-10,0,3,1
716645,2023-09-10,3,5,1
716648,2023-09-10,1,3,1
716652,2023-09-10,3,4,1
716647,2023-09-10,6,2,0
716644,2023-09-10,0,0,
716646,2023-09-10,0,0,
716641,2023-09-10,0,0,
716642,2023-09-10,1,2,1
716640,2023-09-10,0,4,1
716639,2023-09-10,0,0,
716638,2023-09-10,1,5,1
716637,2023-09-10,4,5,1
716633,2023-09-10,1,2,1
716634,2023-09-10,3,6,1
717664,2023-09-11,5,4,0
716590,2023-09-11,3,7,1
716635,2023-09-11,4,1,0
716636,2023-09-11,5,8,1
716630,2023-09-11,3,2,0
716627,2023-09-11,2,3,1
716629,2023-09-11,5,1,0
716626,2023-09-11,0,6,1
716624,2023-09-11,2,0,0
716625,2023-09-11,2,1,0
716623,2023-09-11,3,3,
716632,2023-09-11,2,3,1
716622,2023-09-11,4,7,1
716628,2023-09-12,0,2,1
716612,2023-09-12,1,1,
716611,2023-09-12,1,5,1
716631,2023-09-12,9,1,0
716620,2023-09-12,1,4,1
716621,2023-09-12,3,2,0
716617,2023-09-12,5,5,
716618,2023-09-12,6,1,0
716616,2023-09-12,2,0,0
716615,2023-09-12,1,6,1
716613,2023-09-12,2,1,0
716610,2023-09-12,1,2,1
716614,2023-09-12,5,2,0
716609,2023-09-12,2,4,1
716606,2023-09-12,0,8,1
716619,2023-09-12,1,1,
716608,2023-09-12,2,7,1
716607,2023-09-13,4,4,
716599,2023-09-13,3,5,1
716605,2023-09-13,5,1,0
716602,2023-09-13,2,3,1
716600,2023-09-13,2,7,1
716604,2023-09-13,1,0,0
716601,2023-09-13,4,3,0
716603,2023-09-13,4,1,0
716594,2023-09-13,6,0,0
716595,2023-09-13,0,4,1
716596,2023-09-13,0,5,1
716598,2023-09-13,2,0,0
716592,2023-09-13,1,0,0
716589,2023-09-13,4,0,0
716591,2023-09-14,0,2,1
716584,2023-09-14,0,3,1
716597,2023-09-14,0,1,1
716593,2023-09-14,5,4,0
716585,2023-09-14,2,3,1
716588,2023-09-14,0,7,1
716587,2023-09-14,4,2,0
716586,2023-09-14,3,3,
716580,2023-09-14,2,0,0
716579,2023-09-15,1,2,1
716582,2023-09-15,4,4,
716583,2023-09-15,3,0,0
716576,2023-09-15,0,3,1
716574,2023-09-15,1,0,0
716575,2023-09-15,0,4,1
716573,2023-09-15,6,2,0
716577,2023-09-15,0,3,1
716578,2023-09-15,3,4,1
716572,2023-09-15,4,3,0
716571,2023-09-15,1,0,0
716570,2023-09-15,3,0,0
716567,2023-09-15,0,3,1
716569,2023-09-15,5,2,0
716568,2023-09-15,2,1,0
716581,2023-09-16,3,6,1
716550,2023-09-16,1,4,1
716566,2023-09-16,0,0,
716564,2023-09-16,5,1,0
716565,2023-09-16,4,5,1
716562,2023-09-16,1,0,0
716563,2023-09-16,4,3,0
716561,2023-09-16,0,8,1
716560,2023-09-16,3,5,1
716555,2023-09-16,3,2,0
716556,2023-09-16,1,5,1
716559,2023-09-16,1,5,1
716557,2023-09-16,5,1,0
716558,2023-09-16,3,2,0
716554,2023-09-16,4,1,0
716552,2023-09-16,0,0,
716553,2023-09-17,1,1,
716551,2023-09-17,0,2,1
716548,2023-09-17,0,2,1
716545,2023-09-17,2,4,1
716549,2023-09-17,1,9,1
716546,2023-09-17,0,6,1
716547,2023-09-17,4,1,0
716542,2023-09-17,3,0,0
716543,2023-09-17,1,0,0
716541,2023-09-17,3,5,1
716540,2023-09-17,1,0,0
716544,2023-09-17,5,1,0
716538,2023-09-17,2,0,0
716537,2023-09-17,5,1,0
716536,2023-09-17,2,3,1
716529,2023-09-18,3,1,0
716534,2023-09-18,1,4,1
716535,2023-09-18,1,1,
716539,2023-09-18,3,0,0
716532,2023-09-18,4,1,0
716531,2023-09-18,0,1,1
716533,2023-09-18,1,1,
716530,2023-09-18,3,1,0
716526,2023-09-18,3,11,1
716527,2023-09-18,3,0,0
716528,2023-09-18,3,5,1
716524,2023-09-19,1,2,1
716522,2023-09-19,2,0,0
716523,2023-09-19,1,2,1
716525,2023-09-19,1,0,0
716520,2023-09-19,4,1,0
716521,2023-09-19,0,7,1
716517,2023-09-19,2,7,1
716518,2023-09-19,1,5,1
716515,2023-09-19,5,3,0
716519,2023-09-19,3,2,0
716514,2023-09-19,5,3,0
716516,2023-09-19,0,0,
716512,2023-09-19,2,0,0
716511,2023-09-19,4,8,1
716510,2023-09-19,2,1,0
716509,2023-09-20,4,2,0
716506,2023-09-20,0,2,1
716513,2023-09-20,1,12,1
716507,2023-09-20,4,13,1
716508,2023-09-20,1,0,0
716505,2023-09-20,2,4,1
716504,2023-09-20,6,1,0
716499,2023-09-20,1,3,1
716500,2023-09-20,2,1,0
716501,2023-09-20,6,1,0
716503,2023-09-20,3,1,0
716502,2023-09-20,1,0,0
716497,2023-09-20,8,6,0
716495,2023-09-20,4,1,0
716494,2023-09-20,2,0,0
716498,2023-09-21,2,2,
716491,2023-09-21,2,0,0
716496,2023-09-21,6,1,0
716492,2023-09-21,0,3,1
716489,2023-09-21,0,2,1
716490,2023-09-21,3,4,1
716493,2023-09-21,3,0,0
716488,2023-09-21,5,0,0
716484,2023-09-21,1,2,1
716486,2023-09-22,0,3,1
716487,2023-09-22,2,3,1
716479,2023-09-22,0,1,1
716482,2023-09-22,13,0,0
716481,2023-09-22,2,0,0
716485,2023-09-22,6,3,0
716480,2023-09-22,0,6,1
716483,2023-09-22,5,6,1
716478,2023-09-22,0,1,1
716477,2023-09-22,0,8,1
716473,2023-09-22,4,2,0
716475,2023-09-22,3,3,
716472,2023-09-22,2,1,0
716476,2023-09-22,0,1,1
716474,2023-09-22,2,0,0
716465,2023-09-23,1,0,0
716469,2023-09-23,3,2,0
716466,2023-09-23,2,6,1
716470,2023-09-23,1,2,1
716463,2023-09-23,0,5,1
716468,2023-09-23,0,0,
716460,2023-09-23,0,4,1
716464,2023-09-23,1,0,0
716462,2023-09-23,1,9,1
716461,2023-09-23,0,2,1
716455,2023-09-23,3,0,0
716457,2023-09-23,0,1,1
716456,2023-09-23,0,5,1
716452,2023-09-24,5,3,0
716459,2023-09-24,1,2,1
716467,2023-09-24,4,3,0
716453,2023-09-24,2,1,0
716458,2023-09-24,2,0,0
716450,2023-09-24,5,1,0
716451,2023-09-24,2,0,0
716447,2023-09-24,1,6,1
716448,2023-09-24,6,5,0
716445,2023-09-24,3,2,0
716449,2023-09-24,2,1,0
716446,2023-09-24,2,7,1
716442,2023-09-24,2,0,0
716444,2023-09-24,0,9,1
716454,2023-09-24,0,5,1
716439,2023-09-24,2,2,
716471,2023-09-25,2,2,
716440,2023-09-25,0,1,1
716436,2023-09-25,4,0,0
716441,2023-09-25,1,0,0
716438,2023-09-26,0,3,1
716424,2023-09-26,7,1,0
716435,2023-09-26,8,7,0
716434,2023-09-26,0,1,1
716433,2023-09-26,1,0,0
716432,2023-09-26,0,0,
716431,2023-09-26,0,0,
716428,2023-09-26,7,3,0
716429,2023-09-26,5,0,0
716421,2023-09-26,0,7,1
716427,2023-09-26,9,4,0
716423,2023-09-26,4,1,0
716422,2023-09-26,1,9,1
716437,2023-09-26,2,0,0
716425,2023-09-26,0,5,1
716417,2023-09-27,3,0,0
716411,2023-09-27,0,4,1
716430,2023-09-27,2,2,
716418,2023-09-27,0,4,1
716419,2023-09-27,3,0,0
716416,2023-09-27,1,4,1
716414,2023-09-27,0,6,1
716415,2023-09-27,6,6,
716413,2023-09-27,4,0,0
716412,2023-09-27,3,1,0
716410,2023-09-27,4,2,0
716408,2023-09-27,1,0,0
716406,2023-09-27,4,1,0
716420,2023-09-27,2,0,0
716407,2023-09-27,4,3,0
716426,2023-09-27,1,2,1
716414,2023-09-28,0,6,1
716400,2023-09-28,1,0,0
716443,2023-09-28,1,3,1
716401,2023-09-28,3,0,0
716396,2023-09-28,0,2,1
716409,2023-09-28,3,1,0
716402,2023-09-28,0,1,1
716403,2023-09-28,0,3,1
716404,2023-09-28,0,0,
716399,2023-09-28,1,5,1
716405,2023-09-28,3,9,1
716397,2023-09-28,2,1,0
716398,2023-09-29,0,3,1
716395,2023-09-29,7,4,0
716390,2023-09-29,2,0,0
716392,2023-09-29,0,8,1
716394,2023-09-29,4,6,1
716391,2023-09-29,1,0,0
716387,2023-09-29,4,6,1
716389,2023-09-29,4,10,1
716385,2023-09-29,0,3,1
716388,2023-09-29,14,2,0
716386,2023-09-29,1,5,1
716384,2023-09-29,0,0,
716379,2023-09-29,0,8,1
716382,2023-09-29,3,2,0
716380,2023-09-30,0,1,1
716383,2023-09-30,4,4,
716376,2023-09-30,0,4,1
716393,2023-09-30,4,11,1
716378,2023-09-30,2,2,
716374,2023-09-30,6,0,0
716375,2023-09-30,2,2,
716373,2023-09-30,9,6,0
716377,2023-09-30,0,0,
716372,2023-09-30,5,11,1
716366,2023-09-30,5,0,0
716369,2023-09-30,3,5,1
716370,2023-09-30,1,0,0
716368,2023-09-30,6,0,0
716381,2023-09-30,1,1,
716371,2023-09-30,1,0,0
716367,2023-10-01,2,0,0
716363,2023-10-01,0,0,
716362,2023-10-01,0,0,
716365,2023-10-01,0,6,1
716357,2023-10-01,10,3,0
716361,2023-10-01,2,5,1
716358,2023-10-01,6,0,0
716360,2023-10-01,0,1,1
716359,2023-10-01,2,1,0
716355,2023-10-01,1,1,
716354,2023-10-01,5,5,
716356,2023-10-01,0,0,
716352,2023-10-01,0,5,1
716364,2023-10-01,0,3,1
716353,2023-10-01,2,4,1
745444,2024-03-20,1,2,1
747889,2024-03-20,8,0,0
747885,2024-03-20,5,5,
747888,2024-03-20,3,2,0
747882,2024-03-20,0,3,1
747878,2024-03-20,7,1,0
747879,2024-03-20,1,1,
747880,2024-03-20,0,3,1
747881,2024-03-20,1,1,
747886,2024-03-20,9,3,0
747884,2024-03-20,1,7,1
747887,2024-03-20,0,9,1
747883,2024-03-20,7,7,
746175,2024-03-21,10,8,0
747875,2024-03-21,3,4,1
747876,2024-03-21,2,1,0
747872,2024-03-21,4,7,1
747874,2024-03-21,3,1,0
747870,2024-03-21,2,3,1
747868,2024-03-21,3,5,1
747865,2024-03-21,1,3,1
747869,2024-03-21,1,2,1
747877,2024-03-21,0,1,1
747873,2024-03-21,3,1,0
747867,2024-03-21,7,0,0
747871,2024-03-21,3,3,
747060,2024-03-28,1,7,1
746737,2024-03-28,0,7,1
745445,2024-03-28,1,2,1
746165,2024-03-28,1,5,1
745116,2024-03-28,1,1,
746335,2024-03-28,2,1,0
746821,2024-03-28,1,0,0
746089,2024-03-28,2,5,1
746418,2024-03-28,3,4,1
745039,2024-03-28,1,1,
745687,2024-03-28,6,0,0
747224,2024-03-28,1,16,1
745283,2024-03-28,4,2,0
745848,2024-03-29,2,1,0
745604,2024-03-29,0,2,1
745117,2024-03-29,1,5,1
746091,2024-03-29,4,1,0
746412,2024-03-29,0,1,1
747223,2024-03-29,1,3,1
745682,2024-03-29,5,2,0
745276,2024-03-29,0,0,
745435,2024-03-29,4,1,0
746167,2024-03-29,0,5,1
745850,2024-03-30,6,2,0
746818,2024-03-30,4,6,1
747063,2024-03-30,1,3,1
745599,2024-03-30,7,4,0
745684,2024-03-30,7,3,0
746736,2024-03-30,2,4,1
745119,2024-03-30,0,3,1
746333,2024-03-30,0,0,
746087,2024-03-30,5,2,0
745037,2024-03-30,2,5,1
745436,2024-03-30,3,0,0
746410,2024-03-30,1,3,1
747221,2024-03-30,7,4,0
746168,2024-03-30,0,2,1
745278,2024-03-30,1,1,
747062,2024-03-31,4,1,0
745602,2024-03-31,3,2,0
746739,2024-03-31,3,3,
745115,2024-03-31,7,1,0
746090,2024-03-31,4,6,1
745845,2024-03-31,3,1,0
746332,2024-03-31,0,10,1
746815,2024-03-31,2,1,0
746413,2024-03-31,3,1,0
745035,2024-03-31,5,5,
745683,2024-03-31,0,3,1
747222,2024-03-31,1,5,1
745279,2024-03-31,4,1,0
745438,2024-03-31,2,12,1
746166,2024-03-31,2,0,0
746817,2024-04-01,4,0,0
746899,2024-04-01,0,0,
744875,2024-04-01,2,1,0
747058,2024-04-01,3,3,
745600,2024-04-01,0,2,1
746085,2024-04-01,2,4,1
745109,2024-04-01,3,0,0
745842,2024-04-01,0,0,
746409,2024-04-01,0,5,1
745675,2024-04-01,8,0,0
745277,2024-04-01,2,5,1
745437,2024-04-01,4,1,0
747218,2024-04-01,5,1,0
746170,2024-04-01,0,3,1
746009,2024-04-02,1,3,1
747057,2024-04-02,4,1,0
745598,2024-04-02,1,2,1
746086,2024-04-02,1,0,0
745111,2024-04-02,0,5,1
746898,2024-04-02,0,7,1
746814,2024-04-02,0,0,
746411,2024-04-02,0,1,1
745680,2024-04-02,3,4,1
745273,2024-04-02,4,0,0
745439,2024-04-02,1,2,1
747220,2024-04-02,0,3,1
746169,2024-04-02,2,5,1
747059,2024-04-03,2,0,0
745114,2024-04-03,0,0,
746083,2024-04-03,6,2,0
746008,2024-04-03,1,3,1
745678,2024-04-03,1,0,0
747219,2024-04-03,2,2,
745603,2024-04-03,2,0,0
745275,2024-04-03,8,0,0
745440,2024-04-03,1,3,1
744869,2024-04-03,2,4,1
746900,2024-04-03,0,5,1
746407,2024-04-03,0,4,1
746163,2024-04-03,1,4,1
745844,2024-04-04,0,3,1
745843,2024-04-04,1,0,0
744870,2024-04-04,7,2,0
745928,2024-04-04,3,1,0
745200,2024-04-04,4,3,0
746327,2024-04-04,0,2,1
745764,2024-04-05,0,0,
746497,2024-04-05,0,3,1
746897,2024-04-05,5,6,1
746576,2024-04-05,2,1,0
745524,2024-04-05,2,1,0
745361,2024-04-05,2,1,0
746733,2024-04-05,1,1,
744874,2024-04-05,3,0,0
747143,2024-04-05,5,2,0
746328,2024-04-05,1,1,
745033,2024-04-05,0,7,1
746007,2024-04-05,0,3,1
746249,2024-04-05,4,1,0
746498,2024-04-06,2,0,0
745926,2024-04-06,3,1,0
745197,2024-04-06,0,3,1
746896,2024-04-06,3,0,0
745522,2024-04-06,0,3,1
744873,2024-04-06,4,2,0
746731,2024-04-06,5,2,0
745031,2024-04-06,2,2,
745766,2024-04-06,2,8,1
746329,2024-04-06,0,0,
746006,2024-04-06,3,0,0
747140,2024-04-06,8,5,0
746575,2024-04-06,1,4,1
745359,2024-04-06,4,0,0
746248,2024-04-06,1,0,0
745523,2024-04-07,2,1,0
744871,2024-04-07,2,3,1
747141,2024-04-07,2,3,1
745765,2024-04-07,2,5,1
746734,2024-04-07,3,1,0
746493,2024-04-07,6,0,0
746330,2024-04-07,3,2,0
746003,2024-04-07,2,10,1
745198,2024-04-07,7,1,0
746895,2024-04-07,0,7,1
746574,2024-04-07,3,0,0
745362,2024-04-07,1,0,0
746251,2024-04-07,3,0,0
745032,2024-04-07,3,0,0
746654,2024-04-08,0,4,1
745761,2024-04-08,0,7,1
745520,2024-04-08,2,6,1
746735,2024-04-08,3,9,1
744956,2024-04-08,0,4,1
747142,2024-04-08,4,4,
745925,2024-04-08,1,2,1
745194,2024-04-08,2,0,0
745034,2024-04-08,10,5,0
746569,2024-04-08,4,3,0
746252,2024-04-08,0,5,1
745432,2024-04-08,8,0,0
745363,2024-04-08,6,1,0
745517,2024-04-09,1,2,1
746981,2024-04-09,3,1,0
746653,2024-04-09,5,5,
746732,2024-04-09,5,1,0
745762,2024-04-09,0,2,1
744957,2024-04-09,0,5,1
747138,2024-04-09,0,5,1
746326,2024-04-09,3,3,
745924,2024-04-09,6,0,0
745195,2024-04-09,0,3,1
745030,2024-04-09,1,2,1
746571,2024-04-09,3,1,0
746250,2024-04-09,4,3,0
745357,2024-04-09,3,1,0
745433,2024-04-09,5,0,0
745923,2024-04-10,2,3,1
745196,2024-04-10,2,2,
744950,2024-04-10,1,0,0
746573,2024-04-10,2,3,1
745355,2024-04-10,1,5,1
746247,2024-04-10,4,1,0
746655,2024-04-10,5,4,0
745429,2024-04-10,2,4,1
746728,2024-04-10,6,2,0
745763,2024-04-10,4,0,0
746980,2024-04-10,0,5,1
746323,2024-04-10,2,8,1
745024,2024-04-10,1,6,1
747137,2024-04-11,7,3,0
746322,2024-04-11,1,9,1
745029,2024-04-11,1,0,0
745601,2024-04-11,0,1,1
746977,2024-04-11,1,2,1
746491,2024-04-12,0,5,1
745596,2024-04-12,2,1,0
745112,2024-04-12,1,2,1
747055,2024-04-12,7,1,0
744954,2024-04-12,7,2,0
746978,2024-04-12,5,0,0
745838,2024-04-12,1,5,1
746084,2024-04-12,2,0,0
746812,2024-04-12,6,1,0
746408,2024-04-12,8,3,0
745679,2024-04-12,0,1,1
745274,2024-04-12,0,4,1
747217,2024-04-12,6,6,
746162,2024-04-12,3,7,1
746656,2024-04-13,1,0,0
746658,2024-04-13,8,1,0
746489,2024-04-13,2,2,
746490,2024-04-13,2,1,0
745839,2024-04-13,9,4,0
746811,2024-04-13,5,0,0
744953,2024-04-13,1,5,1
746405,2024-04-13,2,2,
745594,2024-04-13,3,2,0
747054,2024-04-13,8,5,0
745676,2024-04-13,1,0,0
746979,2024-04-13,2,7,1
745110,2024-04-13,4,1,0
746082,2024-04-13,0,5,1
747215,2024-04-13,1,1,
746161,2024-04-13,0,1,1
745272,2024-04-13,2,1,0
746975,2024-04-14,2,3,1
745595,2024-04-14,1,2,1
747056,2024-04-14,3,3,
744952,2024-04-14,0,4,1
745841,2024-04-14,0,0,
745113,2024-04-14,1,7,1
746492,2024-04-14,3,0,0
746079,2024-04-14,5,4,0
746648,2024-04-14,4,4,
746404,2024-04-14,2,5,1
746810,2024-04-14,6,2,0
745681,2024-04-14,4,1,0
745271,2024-04-14,3,0,0
747216,2024-04-14,0,5,1
746164,2024-04-14,1,3,1
746974,2024-04-15,0,0,
747053,2024-04-15,2,6,1
746488,2024-04-15,1,0,0
745597,2024-04-15,1,1,
746080,2024-04-15,1,3,1
745106,2024-04-15,0,1,1
744951,2024-04-15,1,3,1
745840,2024-04-15,0,0,
746813,2024-04-15,2,0,0
746002,2024-04-15,7,3,0
746406,2024-04-15,2,1,0
747213,2024-04-15,1,1,
745677,2024-04-15,1,0,0
745268,2024-04-15,2,5,1
746158,2024-04-15,6,2,0
746486,2024-04-16,2,1,0
747051,2024-04-16,1,8,1
745593,2024-04-16,0,2,1
746081,2024-04-16,2,2,
745108,2024-04-16,3,1,0
744944,2024-04-16,1,3,1
746976,2024-04-16,5,1,0
745837,2024-04-16,1,0,0
746004,2024-04-16,4,1,0
746400,2024-04-16,1,0,0
747214,2024-04-16,5,8,1
745270,2024-04-16,1,2,1
745674,2024-04-16,1,2,1
746157,2024-04-16,2,4,1
746076,2024-04-17,1,0,0
747049,2024-04-17,0,1,1
745836,2024-04-17,1,2,1
746487,2024-04-17,1,1,
746005,2024-04-17,0,0,
746401,2024-04-17,2,3,1
746807,2024-04-17,1,2,1
746809,2024-04-17,0,1,1
744948,2024-04-17,1,2,1
746159,2024-04-17,2,0,0
745671,2024-04-17,3,5,1
747212,2024-04-17,2,2,
745267,2024-04-17,1,1,
745591,2024-04-17,1,5,1
745105,2024-04-17,2,1,0
746973,2024-04-17,0,2,1
745104,2024-04-18,0,2,1
746485,2024-04-18,7,7,
746970,2024-04-18,4,1,0
745356,2024-04-18,0,1,1
746892,2024-04-19,1,8,1
746729,2024-04-19,1,1,
745518,2024-04-19,5,0,0
745592,2024-04-19,0,7,1
744872,2024-04-19,4,2,0
745758,2024-04-19,0,0,
746650,2024-04-19,1,7,1
747136,2024-04-19,1,3,1
746325,2024-04-19,0,1,1
745922,2024-04-19,3,2,0
745189,2024-04-19,1,0,0
745430,2024-04-19,5,1,0
746160,2024-04-19,4,2,0
745352,2024-04-19,5,1,0
745760,2024-04-20,0,0,
745921,2024-04-20,0,4,1
745190,2024-04-20,5,4,0
746893,2024-04-20,1,2,1
746891,2024-04-20,2,1,0
744865,2024-04-20,1,2,1
746156,2024-04-20,2,2,
745515,2024-04-20,2,1,0
745354,2024-04-20,3,5,1
745590,2024-04-20,0,5,1
746651,2024-04-20,2,4,1
746726,2024-04-20,2,7,1
746324,2024-04-20,7,0,0
747135,2024-04-20,2,3,1
746570,2024-04-20,7,0,0
745431,2024-04-20,4,0,0
744866,2024-04-21,0,5,1
745514,2024-04-21,4,1,0
745588,2024-04-21,2,6,1
745759,2024-04-21,1,5,1
746727,2024-04-21,0,0,
746652,2024-04-21,1,3,1
746316,2024-04-21,2,0,0
745920,2024-04-21,4,0,0
745192,2024-04-21,0,0,
746894,2024-04-21,5,3,0
746568,2024-04-21,0,0,
746572,2024-04-21,6,2,0
745353,2024-04-21,1,2,1
746154,2024-04-21,0,10,1
745434,2024-04-21,2,2,
747133,2024-04-21,4,3,0
745757,2024-04-22,0,0,
746723,2024-04-22,4,0,0
745519,2024-04-22,1,1,
745107,2024-04-22,5,0,0
747134,2024-04-22,0,3,1
746319,2024-04-22,3,0,0
745916,2024-04-22,0,6,1
745191,2024-04-22,3,0,0
746565,2024-04-22,1,1,
746242,2024-04-22,3,0,0
745351,2024-04-22,1,4,1
746647,2024-04-23,0,0,
746722,2024-04-23,1,7,1
745516,2024-04-23,0,1,1
744863,2024-04-23,0,1,1
745102,2024-04-23,1,0,0
745754,2024-04-23,3,4,1
747130,2024-04-23,0,2,1
746888,2024-04-23,2,5,1
746321,2024-04-23,2,3,1
745917,2024-04-23,3,1,0
745193,2024-04-23,10,1,0
745026,2024-04-23,4,0,0
746566,2024-04-23,4,7,1
746246,2024-04-23,3,7,1
745348,2024-04-23,0,3,1
745188,2024-04-24,1,0,0
745346,2024-04-24,6,0,0
746244,2024-04-24,2,0,0
746649,2024-04-24,3,0,0
746725,2024-04-24,2,1,0
745513,2024-04-24,3,2,0
744864,2024-04-24,6,2,0
745099,2024-04-24,3,4,1
745753,2024-04-24,0,5,1
747132,2024-04-24,1,3,1
746889,2024-04-24,2,4,1
746317,2024-04-24,1,3,1
745919,2024-04-24,3,6,1
745028,2024-04-24,1,2,1
746567,2024-04-24,4,0,0
745512,2024-04-25,4,5,1
746646,2024-04-25,2,5,1
746724,2024-04-25,4,0,0
745918,2024-04-25,2,0,0
746320,2024-04-25,1,2,1
746887,2024-04-25,1,0,0
745027,2024-04-25,4,2,0
746564,2024-04-25,6,4,0
744867,2024-04-25,1,0,0
745755,2024-04-25,3,1,0
746482,2024-04-26,1,0,0
747050,2024-04-26,1,2,1
744949,2024-04-26,9,1,0
746972,2024-04-26,4,1,0
745835,2024-04-26,4,1,0
746078,2024-04-26,0,1,1
747129,2024-04-26,1,4,1
746808,2024-04-26,0,2,1
745025,2024-04-26,1,1,
746000,2024-04-26,5,4,0
746243,2024-04-26,3,0,0
745269,2024-04-26,0,2,1
745424,2024-04-26,7,1,0
745347,2024-04-26,0,0,
744946,2024-04-27,4,0,0
747052,2024-04-27,0,5,1
745833,2024-04-27,6,4,0
745020,2024-04-27,3,0,0
746971,2024-04-27,0,9,1
746075,2024-04-27,6,1,0
746560,2024-04-27,4,2,0
746484,2024-04-27,3,1,0
746803,2024-04-27,4,6,1
745998,2024-04-27,7,1,0
747131,2024-04-27,0,0,
745425,2024-04-27,5,0,0
745350,2024-04-27,0,0,
746245,2024-04-27,10,4,0
745266,2024-04-27,0,1,1
747045,2024-04-28,4,6,1
747125,2024-04-28,2,1,0
744947,2024-04-28,0,3,1
746483,2024-04-28,1,3,1
745834,2024-04-28,1,0,0
746077,2024-04-28,9,7,0
746805,2024-04-28,1,2,1
746001,2024-04-28,4,4,
745022,2024-04-28,0,4,1
746561,2024-04-28,4,2,0
745349,2024-04-28,1,3,1
746237,2024-04-28,5,4,0
745265,2024-04-28,1,2,1
745428,2024-04-28,4,3,0
746967,2024-04-28,0,2,1
747046,2024-04-29,0,1,1
746074,2024-04-29,3,0,0
744945,2024-04-29,3,5,1
745832,2024-04-29,0,1,1
746804,2024-04-29,2,2,
745999,2024-04-29,1,0,0
746236,2024-04-29,4,2,0
747211,2024-04-29,6,4,0
745672,2024-04-29,1,5,1
745427,2024-04-29,4,1,0
745263,2024-04-29,0,0,
