Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds,Game#,GamePk,DK RL Away,DK RL Home,MGM RL Away,MGM RL Home
2026-09-13,Colorado Rockies,Detroit Tigers,40.1,59.9,129,-156,125,-155,-3.6%,-4.3%,-1.0%,-0.9%,Gabriel Hughes,R,28.7,89.4,2159.0,8.0,Jackson Jobe,R,14.2,92.7,2450.0,7.4,0.739,0.715,8.38,2.71,0.0,0.0,N/A,ESTIMATED,100,,,-1.7%,+1.7%,-2.1%,+2.1%,,130,-155,1,824225,+1.5@-164,-1.5@135,+1.5@-165,-1.5@135
2026-09-13,Los Angeles Angels,Washington Nationals,39.1,60.9,102,-123,100,-120,-10.4%,-10.9%,+5.7% ** BET **,+6.4%,Grayson Rodriguez,R,40.8,90.0,2188.0,9.5,Jake Irvin,R,45.7,87.3,2361.0,9.4,0.68,0.749,3.13,5.8,0.0,0.0,N/A,ESTIMATED,99,** BET **,,-8.2%,+8.2%,-8.7%,+8.7%,,100,-120,1,822682,+1.5@-199,-1.5@163,+1.5@-210,-1.5@160
2026-09-13,Philadelphia Phillies,Atlanta Braves,34.0,66.0,109,-131,110,-135,-13.8%,-13.6%,+9.3%,+8.6%,Andrew Painter,R,55.2,90.2,2311.0,10.7,Grant Holmes,R,68.8,89.5,2454.0,11.1,0.71,0.72,3.96,3.25,0.0,0.0,N/A,ESTIMATED,102,,,-11.7%,+11.7%,-11.3%,+11.3%,,110,-130,1,824869,+1.5@-189,-1.5@155,+1.5@-190,-1.5@155
2026-09-13,New York Mets,New York Yankees,36.6,63.4,156,-191,155,-190,-2.5%,-2.6%,-2.2%,-2.1%,Christian Scott,R,49.7,90.0,2346.0,11.6,Cam Schlittler,R,89.3,95.9,2518.0,13.4,0.706,0.721,6.1,3.77,0.0,0.0,N/A,ESTIMATED,101,,,-0.7%,+0.7%,-0.8%,+0.8%,,158,-190,1,823495,+1.5@-143,-1.5@118,+1.5@-140,-1.5@115
2026-09-13,Baltimore Orioles,Toronto Blue Jays,36.8,63.2,130,-158,125,-155,-6.7%,-7.6%,+2.0%,+2.4%,Trevor Rogers,L,75.8,89.2,2213.0,10.9,Dylan Cease,R,80.7,90.6,2475.0,12.9,0.71,0.695,4.5,4.01,0.0,0.0,N/A,ESTIMATED,100,,,-4.7%,+4.7%,-5.4%,+5.4%,Toronto Blue Jays,130,-155,1,822764,+1.5@-171,-1.5@141,+1.5@-185,-1.5@150
2026-09-13,Houston Astros,Tampa Bay Rays,49.5,50.5,119,-143,115,-140,+3.8%,+3.0%,-8.3%,-7.8%,Hayden Wesneski,R,22.8,88.0,2314.0,10.1,Freddy Peralta,R,76.5,89.3,2296.0,10.6,0.722,0.732,3.96,2.61,0.0,0.0,N/A,ESTIMATED,98,,,+5.8%,-5.8%,+5.1%,-5.1%,Houston Astros,118,-140,1,822928,+1.5@-182,-1.5@150,+1.5@-185,-1.5@150
2026-09-13,Los Angeles Dodgers,Miami Marlins,46.3,53.7,-155,129,-155,125,-14.5%,-14.5%,+10.0%,+9.3%,Emmet Sheehan,R,50.5,88.7,2270.0,14.2,Eury Pérez,R,69.7,92.9,2530.0,13.4,0.757,0.728,3.05,6.71,0.0,0.0,N/A,ESTIMATED,96,,,-11.9%,+11.9%,-11.5%,+11.5%,,-155,130,1,823815,-1.5@112,+1.5@-135,-1.5@110,+1.5@-135
2026-09-13,Cleveland Guardians,Minnesota Twins,None,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tanner Bibee,R,85.3,87.4,2301.0,9.4,TBD,R,0,None,None,None,0.685,0.724,4.87,5.25,N/A,N/A,N/A,ESTIMATED,100,,,N/A,N/A,N/A,N/A,,N/A,N/A,1,823658,,,,
2026-09-13,Cincinnati Reds,Milwaukee Brewers,49.3,50.7,170,-208,165,-200,+12.3%,+11.6%,-16.8%,-16.0%,Chase Burns,R,74.2,94.3,2647.0,12.7,Robert Gasser,L,45.7,88.3,2276.0,9.4,0.705,0.748,9.62,5.08,0.0,0.0,N/A,ESTIMATED,100,,,+13.9%,-13.9%,+13.2%,-13.2%,,170,-205,1,823734,+1.5@-126,-1.5@105,+1.5@-135,-1.5@110
2026-09-13,Chicago White Sox,St. Louis Cardinals,None,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TBD,R,0,None,None,None,Michael McGreevy,R,77.0,87.1,2204.0,7.7,0.723,0.703,4.94,5.58,N/A,N/A,N/A,ESTIMATED,98,,,N/A,N/A,N/A,N/A,,N/A,N/A,1,823008,,,,
2026-09-13,Pittsburgh Pirates,Chicago Cubs,42.5,57.5,123,-148,125,-150,-2.3%,-1.9%,-2.2%,-2.5%,Bubba Chandler,R,71.0,94.8,2332.0,9.3,Matthew Boyd,L,54.7,84.8,2210.0,9.1,0.731,0.771,3.98,4.77,0.0,0.0,N/A,ESTIMATED,104,,,-0.4%,+0.4%,-0.0%,+0.0%,,122,-145,1,824628,+1.5@-193,-1.5@159,+1.5@-190,-1.5@155
2026-09-13,Kansas City Royals,Boston Red Sox,43.8,56.2,158,-192,155,-190,+5.0% ** BET **,+4.6% ** BET **,-9.6%,-9.3%,Noah Cameron,L,80.2,86.8,2193.0,10.6,Payton Tolle,L,68.5,92.9,2263.0,13.1,0.717,0.726,2.63,2.71,0.0,0.0,N/A,ESTIMATED,104,** BET **,,+6.7%,-6.7%,+6.4%,-6.4%,,158,-190,1,824708,+1.5@-143,-1.5@119,+1.5@-145,-1.5@118
2026-09-13,Seattle Mariners,Athletics,48.2,51.8,-149,123,-150,125,-11.6%,-11.8%,+7.0%,+7.4%,Bryce Miller,R,51.2,90.5,2152.0,11.1,Jacob Lopez,L,55.5,84.0,2261.0,10.7,0.691,0.72,3.57,4.71,0.0,0.0,N/A,ESTIMATED,95,,,-9.0%,+9.0%,-9.3%,+9.3%,,-145,122,1,824952,-1.5@109,+1.5@-131,-1.5@110,+1.5@-135
2026-09-13,Texas Rangers,Arizona Diamondbacks,41.6,58.4,119,-144,125,-150,-4.1%,-2.8%,-0.6%,-1.6%,Cal Quantrill,R,51.3,89.8,1920.0,7.7,Eduardo Rodriguez,L,86.5,88.3,2175.0,9.2,0.718,0.709,4.87,2.86,0.0,0.0,N/A,ESTIMATED,97,,,-2.0%,+2.0%,-0.9%,+0.9%,,118,-140,1,825033,+1.5@-176,-1.5@145,+1.5@-180,-1.5@145
