date,pk,pitcher_id,name,team,opp,home,hand,season_so,season_bf,season_gs,season_ip,prior_so,prior_bf,bf_l5,bf_season,exp_bf,p_pit,f_pit,lineup_src,lineup_n,lineup_k,f_lineup,pk_pa,exp_k,p_over_3.5,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,line_dk,over_dk,under_dk,line_fd,over_fd,under_fd,line_mgm,over_mgm,under_mgm,line_czr,over_czr,under_czr,alts,cons_line,p_over_cons,fair_over,fair_under,best_side,best_book,best_line,best_price,best_edge,odds_at,built_at
2026-09-09,824226,805673,Zebby Matthews,Minnesota Twins,Detroit Tigers,0,R,97,487,20,117.0,88,354,23.5,23.92,23.6,0.2107,0.953,previous,9,0.2169,0.982,0.2067,4.91,0.7199,0.5478,0.3755,0.2315,0.1286,0.0645,4.5,120,-153,4.5,124,-158,,,,,,,"{""fd"":{""2.5"":[-590,null],""3.5"":[-215,null],""4.5"":[124,null],""5.5"":[255,null],""6.5"":[560,null]},""dk"":{""1.5"":[-2500,null],""2.5"":[-531,null],""3.5"":[-192,null],""4.5"":[120,null],""5.5"":[260,null],""6.5"":[574,null],""7.5"":[1240,null]},""czr"":{""2.5"":[-625,null],""3.5"":[-200,null],""4.5"":[122,null],""5.5"":[245,null],""6.5"":[500,null],""7.5"":[1100,null]}}",4.5,0.5478,-121,+121,over,fd,4.5,124,0.1261,2026-09-09T04:58:22Z,2026-09-09T04:58:22Z
2026-09-09,824226,672456,Keider Montero,Detroit Tigers,Minnesota Twins,1,R,96,577,23,143.0,72,389,23.62,22.6,23.37,0.1743,0.789,previous,9,0.1968,0.89,0.1542,3.51,0.4674,0.2831,0.1506,0.071,0.0298,0.0113,3.5,109,-139,3.5,138,-178,,,,,,,"{""fd"":{""2.5"":[-225,null],""3.5"":[138,null],""4.5"":[310,null],""5.5"":[750,null]},""dk"":{""1.5"":[-910,null],""2.5"":[-245,null],""3.5"":[109,null],""4.5"":[260,null],""5.5"":[620,null],""6.5"":[1420,null]},""czr"":{""1.5"":[-950,null],""2.5"":[-209,null],""3.5"":[133,null],""4.5"":[295,null],""5.5"":[700,null]}}",3.5,0.4674,+114,-114,over,fd,3.5,138,0.0712,2026-09-09T04:58:22Z,2026-09-09T04:58:22Z
2026-09-09,824956,680755,Braydon Fisher,Toronto Blue Jays,Athletics,0,R,68,286,8,70.3,62,202,4.62,9.3,5.79,0.2486,1.125,previous,9,0.2015,0.912,0.2274,1.41,0.0684,0.0214,0.0057,0.0013,0.0003,0.0,,,,,,,,,,,,,,,,,,,,,,,2026-09-09T04:58:22Z,2026-09-09T04:58:22Z
2026-09-09,824956,669620,Brady Basso,Athletics,Toronto Blue Jays,1,L,24,145,4,33.3,8,56,8.67,15.22,10.3,0.1878,0.85,previous,9,0.1803,0.816,0.152,1.51,0.0755,0.0232,0.0061,0.0014,0.0003,0.0,,,,,,,,,,,,,,,,,,,,,,,2026-09-09T04:58:22Z,2026-09-09T04:58:22Z
2026-09-09,823172,669467,Andre Pallante,St. Louis Cardinals,San Francisco Giants,0,R,98,584,25,141.0,111,715,23.75,23.4,23.66,0.1683,0.761,previous,9,0.2397,1.085,0.1836,4.36,0.6324,0.446,0.2805,0.1576,0.0794,0.0361,3.5,128,-163,3.5,100,-128,,,,,,,"{""fd"":{""2.5"":[-295,null],""3.5"":[100,null],""4.5"":[220,null],""5.5"":[520,null]},""czr"":{""1.5"":[-1450,null],""2.5"":[-250,null],""3.5"":[111,null],""4.5"":[235,null],""5.5"":[550,null],""6.5"":[1300,null]},""dk"":{""1.5"":[-680,null],""2.5"":[-202,null],""3.5"":[128,null],""4.5"":[307,null],""5.5"":[740,null],""6.5"":[1720,null]}}",3.5,0.6324,-172,+172,over,dk,3.5,128,0.218,2026-09-09T04:58:22Z,2026-09-09T04:58:22Z
2026-09-09,823172,694918,Blade Tidwell,San Francisco Giants,St. Louis Cardinals,1,R,36,176,6,42.7,10,78,21.0,21.33,21.08,0.1994,0.902,previous,9,0.2174,0.984,0.1961,4.07,0.5825,0.3925,0.2338,0.1236,0.0583,0.0246,4.5,-104,-122,4.5,102,-130,,,,,,,"{""fd"":{""2.5"":[-750,null],""3.5"":[-260,null],""4.5"":[102,null],""5.5"":[220,null],""6.5"":[450,null]},""dk"":{""1.5"":[-2800,null],""2.5"":[-640,null],""3.5"":[-235,null],""4.5"":[-105,null],""5.5"":[209,null],""6.5"":[445,null],""7.5"":[960,null]}}",4.5,0.3925,+155,-155,under,dk,4.5,-122,0.0888,2026-09-09T04:58:22Z,2026-09-09T04:58:22Z
2026-09-09,823251,800600,Jackson Kent,Washington Nationals,San Diego Padres,0,L,21,112,5,24.3,0,0,20.33,21.05,20.51,0.209,0.946,previous,9,0.2082,0.942,0.1967,4.08,0.5847,0.3948,0.2358,0.1249,0.059,0.025,3.5,-116,-110,3.5,-136,106,,,,,,,"{""fd"":{""2.5"":[-350,null],""3.5"":[-122,null],""4.5"":[180,null],""5.5"":[420,null]},""dk"":{""1.5"":[-970,null],""2.5"":[-293,null],""3.5"":[-116,null],""4.5"":[196,null],""5.5"":[434,null],""6.5"":[940,null]},""czr"":{""2.5"":[-440,null],""3.5"":[-137,null],""4.5"":[157,null],""5.5"":[325,null],""6.5"":[700,null]}}",3.5,0.5847,-141,+141,over,dk,3.5,-116,0.0785,2026-09-09T04:58:22Z,2026-09-09T04:58:22Z
2026-09-09,823251,621111,Walker Buehler,San Diego Padres,Washington Nationals,1,R,117,576,28,136.3,92,565,20.38,20.87,20.5,0.1967,0.89,previous,9,0.2334,1.056,0.2081,4.11,0.5912,0.4013,0.2408,0.1281,0.0607,0.0258,4.5,124,-158,3.5,-178,138,,,,,,,"{""fd"":{""2.5"":[-520,null],""3.5"":[-162,null],""4.5"":[136,null],""5.5"":[310,null],""6.5"":[680,null]},""dk"":{""1.5"":[-2400,null],""2.5"":[-526,null],""3.5"":[-190,null],""4.5"":[124,null],""5.5"":[280,null],""6.5"":[630,null],""7.5"":[1420,null]},""czr"":{""2.5"":[-675,null],""3.5"":[-176,null],""4.5"":[122,null],""5.5"":[240,null],""6.5"":[500,null],""7.5"":[1100,null]}}",3.5,0.5912,-145,+145,under,dk,4.5,-158,0.0203,2026-09-09T04:58:22Z,2026-09-09T04:58:22Z
2026-09-09,823090,674003,Cody Bradford,Texas Rangers,Seattle Mariners,0,L,16,134,6,30.3,0,0,21.75,21.76,21.75,0.1802,0.816,previous,9,0.2234,1.011,0.1823,3.97,0.5614,0.3713,0.217,0.1125,0.0521,0.0217,,,,4.5,124,-160,,,,,,,"{""fd"":{""2.5"":[-620,null],""3.5"":[-210,null],""4.5"":[124,null],""5.5"":[255,null],""6.5"":[560,null]}}",4.5,0.3713,+169,-169,under,fd,4.5,-160,0.0491,2026-09-09T04:58:22Z,2026-09-09T04:58:22Z
2026-09-09,823090,807739,Kade Anderson,Seattle Mariners,Texas Rangers,1,L,11,63,3,15.0,0,0,22.0,21.83,21.96,0.2099,0.95,previous,9,0.2263,1.024,0.215,4.68,0.6864,0.5074,0.3358,0.1988,0.1055,0.0504,,,,5.5,106,-136,,,,,,,"{""fd"":{""2.5"":[-2200,null],""3.5"":[-590,null],""4.5"":[-235,null],""5.5"":[106,null],""6.5"":[210,null],""7.5"":[430,null]}}",5.5,0.3358,+198,-198,under,fd,5.5,-136,0.1214,2026-09-09T04:58:22Z,2026-09-09T04:58:22Z
