date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-09-17,822924,691406,Junior Caminero,Tampa Bay Rays,Athletics,1,Jeffrey Springs,605488,L,41,659,4.4,1.72,0.95,0.98,1.19,0.98,1.0,1.0,ROOF,0.06107,24.2,287,210,280,+313
2026-09-17,824305,696100,Hunter Goodman,Colorado Rockies,San Diego Padres,1,Michael King,650633,R,38,535,4.1,1.86,1.19,0.99,0.97,1.05,1.0,1.0,,0.05755,21.6,,240,,+363
2026-09-17,824464,682829,Elly De La Cruz,Cincinnati Reds,Los Angeles Dodgers,1,Justin Wrobleski,680736,L,28,593,4.5,1.37,1.14,1.15,1.09,1.14,1.14,1.08,HOT 89F · WIND 7 OUT,0.05164,21.2,276,270,290,+372
2026-09-17,823573,665742,Juan Soto,New York Mets,Philadelphia Phillies,1,Aaron Nola,605400,R,25,435,4.3,1.53,1.2,1.05,1.19,0.97,1.0,1.0,,0.05396,21.2,296,250,290,+372
2026-09-17,823573,656941,Kyle Schwarber,Philadelphia Phillies,New York Mets,0,Nolan McLean,690997,R,45,655,4.5,1.87,1.16,1.07,0.93,0.97,1.0,1.0,,0.05111,21.0,295,250,265,+376
2026-09-17,824464,571970,Max Muncy,Los Angeles Dodgers,Cincinnati Reds,0,Brady Singer,663903,R,28,527,3.8,1.48,1.12,1.03,1.17,1.14,1.14,1.08,HOT 89F · WIND 7 OUT,0.05988,20.9,215,200,225,+378
2026-09-17,824464,701398,Sal Stewart,Cincinnati Reds,Los Angeles Dodgers,1,Justin Wrobleski,680736,L,31,657,4.3,1.38,1.04,1.08,1.09,1.14,1.14,1.08,HOT 89F · WIND 7 OUT,0.05208,20.5,292,240,330,+388
2026-09-17,824141,670541,Yordan Alvarez,Houston Astros,Kansas City Royals,1,Seth Lugo,607625,R,39,647,4.4,1.67,1.12,1.03,0.95,1.04,1.0,1.0,,0.05043,20.4,237,270,235,+390
2026-09-17,824464,553993,Eugenio Suárez,Cincinnati Reds,Los Angeles Dodgers,1,Justin Wrobleski,680736,L,24,470,4.0,1.42,1.04,1.15,1.09,1.14,1.14,1.08,HOT 89F · WIND 7 OUT,0.05343,19.7,,,,+408
2026-09-17,824464,605141,Mookie Betts,Los Angeles Dodgers,Cincinnati Reds,0,Brady Singer,663903,R,20,488,4.3,1.22,1.12,0.9,1.17,1.14,1.14,1.08,HOT 89F · WIND 7 OUT,0.0493,19.5,,,,+413
2026-09-17,823573,596019,Francisco Lindor,New York Mets,Philadelphia Phillies,1,Aaron Nola,605400,R,20,421,4.4,1.33,1.13,1.12,1.19,0.97,1.0,1.0,,0.04695,19.1,389,280,370,+424
2026-09-17,823334,664040,Brandon Lowe,Pittsburgh Pirates,Milwaukee Brewers,1,Kyle Harrison,690986,L,31,617,4.4,1.44,0.93,1.15,1.13,0.94,1.1,1.01,WIND 5 OUT,0.04647,18.9,480,425,425,+429
2026-09-17,824548,693307,Dillon Dingler,Detroit Tigers,Chicago White Sox,0,Erick Fedde,607200,R,27,579,4.2,1.35,1.2,1.07,1.12,1.05,1.0,1.0,,0.04818,18.7,482,400,475,+435
2026-09-17,824305,592518,Manny Machado,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,28,635,4.3,1.31,1.13,1.15,1.12,1.05,1.0,1.0,,0.04686,18.6,281,260,280,+438
2026-09-17,824548,808959,Munetaka Murakami,Chicago White Sox,Detroit Tigers,1,Framber Valdez,664285,L,31,508,4.3,1.63,0.93,1.03,0.88,1.05,1.0,1.0,,0.04592,18.3,,,,+446
2026-09-17,824464,668709,JJ Bleday,Cincinnati Reds,Los Angeles Dodgers,1,Justin Wrobleski,680736,L,22,512,4.1,1.26,0.97,1.08,1.09,1.14,1.14,1.08,HOT 89F · WIND 7 OUT,0.04761,18.1,,,,+452
2026-09-17,823334,665833,Oneil Cruz,Pittsburgh Pirates,Milwaukee Brewers,1,Kyle Harrison,690986,L,19,388,4.4,1.35,0.94,0.96,1.13,0.94,1.1,1.01,WIND 5 OUT,0.04341,17.7,437,425,425,+465
2026-09-17,824305,701538,Jackson Merrill,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,25,628,4.2,1.21,1.13,1.02,1.12,1.05,1.0,1.0,,0.0434,17.0,312,280,305,+488
2026-09-17,823978,687263,Zach Neto,Los Angeles Angels,Minnesota Twins,1,Taj Bradley,671737,R,26,657,4.5,1.21,1.02,1.12,1.03,1.02,1.0,1.0,,0.03867,16.3,441,325,425,+513
2026-09-17,824305,665487,Fernando Tatis Jr.,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,23,664,4.4,1.1,0.89,1.09,1.12,1.05,1.0,1.0,,0.03933,16.2,287,250,265,+517
2026-09-17,824548,679529,Spencer Torkelson,Detroit Tigers,Chicago White Sox,0,Erick Fedde,607200,R,24,575,3.9,1.25,1.2,0.88,1.12,1.05,1.0,1.0,,0.04438,16.2,456,375,425,+517
2026-09-17,822924,669127,Shea Langeliers,Athletics,Tampa Bay Rays,0,Drew Rasmussen,656876,R,23,428,4.4,1.45,1.03,1.02,0.9,0.98,1.0,1.0,ROOF,0.03901,16.1,,,,+521
2026-09-17,822924,650490,Yandy Díaz,Tampa Bay Rays,Athletics,1,Jeffrey Springs,605488,L,22,650,4.5,1.08,1.13,1.14,1.19,0.98,1.0,1.0,ROOF,0.03827,16.1,464,340,475,+521
2026-09-17,824548,695657,Colson Montgomery,Chicago White Sox,Detroit Tigers,1,Framber Valdez,664285,L,31,604,4.2,1.46,1.09,1.03,0.88,1.05,1.0,1.0,,0.04105,16.1,398,400,400,+521
2026-09-17,824305,666160,Mickey Moniak,Colorado Rockies,San Diego Padres,1,Michael King,650633,R,22,412,3.8,1.44,1.18,0.97,0.97,1.05,1.0,1.0,,0.04457,15.9,424,390,390,+529
2026-09-17,824548,678246,Miguel Vargas,Chicago White Sox,Detroit Tigers,1,Framber Valdez,664285,L,31,662,4.4,1.37,1.19,1.0,0.88,1.05,1.0,1.0,,0.03857,15.9,415,375,370,+529
2026-09-17,824305,664034,Ty France,San Diego Padres,Colorado Rockies,0,Tanner Gordon,685299,R,20,456,3.7,1.27,1.11,1.04,1.12,1.05,1.0,1.0,,0.04546,15.8,388,375,370,+533
2026-09-17,824548,682985,Riley Greene,Detroit Tigers,Chicago White Sox,0,Erick Fedde,607200,R,20,553,4.2,1.12,1.08,1.07,1.12,1.05,1.0,1.0,,0.04002,15.8,303,340,305,+533
2026-09-17,824464,606192,Teoscar Hernández,Los Angeles Dodgers,Cincinnati Reds,0,Brady Singer,663903,R,15,450,3.9,1.06,0.9,1.06,1.17,1.14,1.14,1.08,HOT 89F · WIND 7 OUT,0.0429,15.7,353,260,370,+537
2026-09-17,823334,656811,Ryan O'Hearn,Pittsburgh Pirates,Milwaukee Brewers,1,Kyle Harrison,690986,L,18,416,4.1,1.25,0.95,1.11,1.13,0.94,1.1,1.01,WIND 5 OUT,0.04023,15.5,,,,+545
2026-09-17,824141,665161,Jeremy Peña,Houston Astros,Kansas City Royals,1,Seth Lugo,607625,R,19,438,4.3,1.25,1.17,0.97,0.95,1.04,1.0,1.0,,0.03781,15.3,494,390,475,+554
2026-09-17,822924,666018,Jonathan Aranda,Tampa Bay Rays,Athletics,1,Jeffrey Springs,605488,L,21,634,4.3,1.06,0.83,1.11,1.19,0.98,1.0,1.0,ROOF,0.03768,15.2,553,425,525,+558
2026-09-17,822924,683748,Victor Mesa Jr.,Tampa Bay Rays,Athletics,1,Jeffrey Springs,605488,L,13,230,3.3,1.37,0.92,0.99,1.19,0.98,1.0,1.0,ROOF,0.04876,15.2,,,,+558
2026-09-17,824141,695600,Carter Jensen,Kansas City Royals,Houston Astros,0,TBD,,,24,567,4.0,1.26,1.0,1.0,1.0,1.04,1.0,1.0,,0.03972,15.0,360,310,350,+567
2026-09-17,823978,545361,Mike Trout,Los Angeles Angels,Minnesota Twins,1,Taj Bradley,671737,R,21,592,4.5,1.11,1.07,1.02,1.03,1.02,1.0,1.0,,0.03558,15.0,396,333,390,+567
2026-09-17,824464,518692,Freddie Freeman,Los Angeles Dodgers,Cincinnati Reds,0,Brady Singer,663903,R,16,619,4.3,0.9,0.99,0.85,1.17,1.14,1.14,1.08,HOT 89F · WIND 7 OUT,0.03646,14.8,368,310,330,+576
2026-09-17,824464,699302,Héctor Rodríguez,Cincinnati Reds,Los Angeles Dodgers,1,Justin Wrobleski,680736,L,5,124,3.8,1.1,0.97,0.85,1.09,1.14,1.14,1.08,HOT 89F · WIND 7 OUT,0.04136,14.8,368,310,400,+576
2026-09-17,822845,575929,Willson Contreras,Boston Red Sox,Texas Rangers,0,Tyler Alexander,641302,L,27,529,4.1,1.43,1.09,1.05,0.86,1.01,1.0,1.0,,0.03795,14.7,434,310,390,+580
