Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning
2026-05-31,Toronto Blue Jays,Baltimore Orioles,49.5,50.5,108,-131,110,-135,+1.4%,+1.9%,-6.2%,-6.9%,Spencer Miles,R,16.7,90.5,2436.0,9.6,Kyle Bradish,R,29.2,90.2,2456.0,8.4,0.758,0.8,3.75,2.84,N/A,N/A,N/A,CONFIRMED+PLATOON,102,,
2026-05-31,San Diego Padres,Washington Nationals,39.9,60.1,-123,102,-120,100,-15.3%,-14.6%,+10.6%,+10.1%,Griffin Canning,R,11.3,90.8,2173.0,10.8,Zack Littell,R,26.7,87.8,1860.0,5.4,0.659,0.66,4.58,2.55,2.3,-2.2,FADE ✗,PARTIAL,99,,
2026-05-31,Minnesota Twins,Pittsburgh Pirates,41.4,58.6,135,-163,135,-160,-1.2%,-1.2%,-3.4%,-2.9%,Zebby Matthews,R,9.5,89.4,2265.0,10.3,Braxton Ashcraft,R,34.3,92.6,2476.0,12.0,0.703,0.732,6.71,4.29,-4.2,4.2,CONFIRMED ✓,ESTIMATED,98,,
2026-05-31,Boston Red Sox,Cleveland Guardians,54.5,45.5,-103,-117,-105,-115,+3.8%,+3.3%,-8.4%,-8.0%,Ranger Suarez,L,26.8,86.4,1924.0,8.2,Tanner Bibee,R,31.5,87.5,2264.0,11.1,0.764,0.653,4.75,4.17,0.5,-0.6,N/A,CONFIRMED+PLATOON,98,,
2026-05-31,Los Angeles Angels,Tampa Bay Rays,39.8,60.2,169,-207,170,-210,+2.6%,+2.8%,-7.2%,-7.5%,Jack Kochanowicz,R,30.7,92.7,2295.0,9.8,Shane McClanahan,L,25.0,89.7,2051.0,12.4,0.73,0.726,3.46,6.13,-2.5,2.5,CONFIRMED ✓,PARTIAL,98,,
2026-05-31,Atlanta Braves,Cincinnati Reds,49.2,50.8,-131,108,-125,105,-7.5%,-6.4%,+2.7%,+2.0%,Spencer Strider,R,13.0,88.6,2334.0,13.6,Nick Lodolo,L,10.5,89.7,2320.0,10.3,0.761,0.741,3.74,4.09,-4.1,4.2,CONFIRMED ✓,CONFIRMED+PLATOON,106,,
2026-05-31,Miami Marlins,New York Mets,41.3,58.7,129,-156,135,-160,-2.4%,-1.3%,-2.2%,-2.8%,John King,L,11.7,84.8,2372.0,7.4,Nolan McLean,R,30.7,90.9,2434.0,8.8,0.696,0.649,4.38,4.14,-5.4,5.2,CONFIRMED ✓,ESTIMATED,97,,
2026-05-31,Detroit Tigers,Chicago White Sox,36.1,63.9,113,-136,115,-140,-10.8%,-10.4%,+6.3% ** BET **,+5.6%,Keider Montero,R,27.5,89.7,2354.0,7.1,Sean Burke,R,30.0,89.2,2474.0,8.4,0.68,0.732,4.76,2.77,-7.6,7.4,CONFIRMED ✓,ESTIMATED,99,** BET **,
2026-05-31,Milwaukee Brewers,Houston Astros,53.4,46.6,-205,168,-210,170,-13.8%,-14.3%,+9.3% ** BET **,+9.6% ** BET **,Jacob Misiorowski,R,32.0,97.1,2534.0,16.7,Tatsuya Imai,R,11.7,90.7,2118.0,11.2,0.691,0.734,3.0,3.57,12.7,-12.9,CONFIRMED ✓,ESTIMATED,99,** BET **,
2026-05-31,Kansas City Royals,Texas Rangers,44.0,56.0,-105,-114,-110,-110,-7.2%,-8.4%,+2.7%,+3.6%,Michael Wacha,R,35.2,87.1,2006.0,8.7,Jack Leiter,R,30.3,92.1,2350.0,10.8,0.682,0.695,7.62,4.31,2.2,-2.5,FADE ✗,ESTIMATED,103,,
