Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning
2026-06-17,Kansas City Royals,Washington Nationals,48.5,51.5,109,-132,110,-135,+0.7%,+0.9%,-5.4%,-5.9%,Luinder Avila,R,16.0,91.8,2514.0,8.3,Zack Littell,R,33.0,87.8,1869.0,6.4,0.745,0.677,5.81,5.43,1.1,-0.9,N/A,CONFIRMED+PLATOON,99,,
2026-06-17,Miami Marlins,Philadelphia Phillies,None,None,103,-124,100,-120,N/A,N/A,N/A,N/A,Sandy Alcantara,R,0,None,None,None,Andrew Painter,R,31.5,90.4,2279.0,9.5,0.717,0.708,3.45,4.15,9.7,-9.7,N/A,CONFIRMED+PLATOON,105,,
2026-06-17,Detroit Tigers,Houston Astros,50.9,49.1,-108,-111,-110,-110,-1.0%,-1.5%,-3.5%,-3.3%,Casey Mize,R,23.8,89.7,2032.0,11.8,Peter Lambert,R,28.5,89.7,2244.0,10.2,0.755,0.733,2.65,5.09,12.4,-12.4,CONFIRMED ✓,CONFIRMED+PLATOON,99,,
2026-06-17,San Diego Padres,St. Louis Cardinals,53.4,46.6,105,-126,105,-130,+4.6%,+4.6%,-9.2%,-9.9%,Bradgley Rodriguez,R,16.7,93.5,2128.0,14.1,Kyle Leahy,R,32.0,89.3,2194.0,7.6,0.774,0.691,3.88,4.35,-1.5,1.2,FADE ✗,CONFIRMED+PLATOON,98,,
2026-06-17,Tampa Bay Rays,Los Angeles Dodgers,47.6,52.4,130,-157,125,-155,+4.1%,+3.2%,-8.7%,-8.4%,Shane McClanahan,L,32.0,89.6,2070.0,12.1,Shohei Ohtani,R,33.8,90.8,2495.0,12.8,0.727,0.785,4.32,4.8,-1.2,1.3,N/A,PARTIAL,96,,
2026-06-17,Los Angeles Angels,Arizona Diamondbacks,None,None,141,-171,145,-175,N/A,N/A,N/A,N/A,Sam Aldegheri,L,8.5,86.2,2078.0,9.2,Eduardo Rodriguez,R,0,None,None,None,0.714,0.686,2.5,3.9,-10.4,10.3,N/A,ESTIMATED,97,,
2026-06-17,Toronto Blue Jays,Boston Red Sox,47.8,52.2,108,-131,105,-130,-0.3%,-1.0%,-4.5%,-4.3%,Max Scherzer,R,11.0,87.7,2226.0,7.0,Jake Bennett,L,7.7,88.5,2041.0,9.3,0.704,0.697,4.8,4.7,-6.1,6.2,CONFIRMED ✓,ESTIMATED,104,,
2026-06-17,Chicago White Sox,New York Yankees,41.4,58.6,153,-186,154,-190,+1.9%,+2.0%,-6.4%,-6.9%,Anthony Kay,L,33.2,90.2,2258.0,8.9,Carlos Rodón,L,15.5,90.9,2321.0,10.3,0.733,0.77,4.91,3.68,-6.1,6.0,CONFIRMED ✓,ESTIMATED,101,,
2026-06-17,San Francisco Giants,Atlanta Braves,None,None,129,-156,125,-150,N/A,N/A,N/A,N/A,TBD,R,0,None,None,None,JR Ritchie,R,15.3,88.7,2331.0,8.7,0.725,0.744,5.25,4.64,2.7,-2.7,N/A,ESTIMATED,102,,
2026-06-17,Cleveland Guardians,Milwaukee Brewers,49.4,50.6,104,-126,105,-125,+0.4%,+0.6%,-5.2%,-5.0%,Gavin Williams,R,43.3,90.3,2264.0,13.1,Brandon Sproat,R,30.0,92.8,2120.0,9.4,0.685,0.733,3.09,2.86,5.5,-5.3,FADE ✗,ESTIMATED,100,,
2026-06-17,Colorado Rockies,Chicago Cubs,None,None,159,-194,155,-190,N/A,N/A,N/A,N/A,Sean Sullivan,R,0,None,None,None,Javier Assad,R,19.2,89.4,2085.0,5.7,0.729,0.726,5.7,3.25,1.3,-1.2,N/A,ESTIMATED,104,,
2026-06-17,Pittsburgh Pirates,Athletics,48.9,51.1,-125,104,-130,105,-6.7%,-7.6%,+2.1%,+2.3%,Braxton Ashcraft,R,42.3,92.7,2475.0,12.6,Aaron Civale,R,27.8,85.6,2584.0,7.5,0.739,0.751,5.66,6.67,9.9,-10.0,FADE ✗,ESTIMATED,95,,
2026-06-17,Baltimore Orioles,Seattle Mariners,43.6,56.4,109,-131,110,-130,-4.2%,-4.0%,-0.3%,-0.1%,Kyle Bradish,R,36.7,90.3,2450.0,8.3,George Kirby,R,42.0,92.1,2278.0,10.0,0.723,0.712,4.25,5.76,4.4,-4.4,FADE ✗,ESTIMATED,96,,
