pitcher,date,bf,hr_allowed,hand
668970,2026-07-20,4,0,R
668984,2026-07-20,4,0,R
669020,2026-07-20,6,0,L
669199,2026-07-20,4,1,R
669330,2026-07-20,5,1,R
669358,2026-07-20,25,0,R
669684,2026-07-20,4,0,L
669854,2026-07-20,19,2,R
669923,2026-07-20,21,0,R
670036,2026-07-20,5,0,R
670059,2026-07-20,4,0,R
670950,2026-07-20,4,0,R
671096,2026-07-20,24,0,L
671345,2026-07-20,3,0,R
674444,2026-07-20,3,0,R
674841,2026-07-20,21,0,L
675540,2026-07-20,11,1,R
675848,2026-07-20,3,0,R
676083,2026-07-20,19,2,R
676440,2026-07-20,25,0,R
676477,2026-07-20,3,0,R
676617,2026-07-20,6,0,R
676664,2026-07-20,18,1,L
676680,2026-07-20,6,0,L
677952,2026-07-20,20,2,R
677960,2026-07-20,23,1,L
677961,2026-07-20,4,0,R
680742,2026-07-20,4,1,R
680755,2026-07-20,5,0,R
680767,2026-07-20,5,0,R
681517,2026-07-20,20,1,R
681892,2026-07-20,5,0,L
681911,2026-07-20,4,1,L
681916,2026-07-20,2,0,R
681982,2026-07-20,4,0,R
682608,2026-07-20,5,0,R
682989,2026-07-20,9,0,R
683000,2026-07-20,6,0,R
683352,2026-07-20,23,2,L
683409,2026-07-20,5,0,R
684974,2026-07-20,4,0,R
685126,2026-07-20,3,0,L
686218,2026-07-20,25,2,R
686228,2026-07-20,6,0,R
686790,2026-07-20,19,1,R
687239,2026-07-20,3,0,R
687396,2026-07-20,3,0,L
689017,2026-07-20,8,2,R
689147,2026-07-20,5,0,R
689546,2026-07-20,3,0,R
690978,2026-07-20,13,0,L
692030,2026-07-20,9,0,R
693821,2026-07-20,22,2,R
694819,2026-07-20,17,0,R
695239,2026-07-20,4,0,L
695534,2026-07-20,6,0,R
696062,2026-07-20,10,0,R
696519,2026-07-20,3,0,L
699134,2026-07-20,3,0,R
801139,2026-07-20,27,1,L
805299,2026-07-20,3,0,L
805427,2026-07-20,6,0,L
808970,2026-07-20,7,1,R
820862,2026-07-20,4,0,R
518886,2026-07-21,3,0,R
542888,2026-07-21,4,0,R
547179,2026-07-21,19,2,R
548384,2026-07-21,3,0,L
554430,2026-07-21,25,1,R
571578,2026-07-21,14,1,L
571945,2026-07-21,18,1,R
573124,2026-07-21,7,0,L
592332,2026-07-21,21,0,R
594580,2026-07-21,3,0,L
594835,2026-07-21,13,0,L
596133,2026-07-21,3,0,R
605447,2026-07-21,3,0,R
621074,2026-07-21,4,1,R
621111,2026-07-21,24,0,R
621237,2026-07-21,3,0,L
621381,2026-07-21,2,0,L
622088,2026-07-21,6,1,R
622491,2026-07-21,27,2,R
623149,2026-07-21,5,1,R
623352,2026-07-21,4,0,L
623465,2026-07-21,3,0,R
623474,2026-07-21,6,0,R
625643,2026-07-21,23,2,R
640454,2026-07-21,5,0,L
641755,2026-07-21,3,0,R
641816,2026-07-21,22,1,R
641941,2026-07-21,3,0,R
642121,2026-07-21,5,0,R
642207,2026-07-21,4,0,R
650644,2026-07-21,13,1,R
656240,2026-07-21,9,0,R
656271,2026-07-21,3,0,L
656464,2026-07-21,3,0,R
656529,2026-07-21,3,0,L
656638,2026-07-21,4,0,R
656716,2026-07-21,8,0,R
656849,2026-07-21,24,0,L
656876,2026-07-21,23,0,R
656945,2026-07-21,6,0,L
656986,2026-07-21,3,0,L
657044,2026-07-21,5,1,R
657514,2026-07-21,4,0,L
660761,2026-07-21,2,0,L
663687,2026-07-21,4,0,L
663969,2026-07-21,19,1,R
664076,2026-07-21,3,0,L
664129,2026-07-21,3,0,R
664199,2026-07-21,3,0,R
664285,2026-07-21,10,0,L
664702,2026-07-21,3,0,R
665622,2026-07-21,5,0,R
665660,2026-07-21,5,0,R
666171,2026-07-21,5,0,R
666661,2026-07-21,4,0,R
668670,2026-07-21,6,0,R
668873,2026-07-21,3,0,R
669060,2026-07-21,18,1,R
669461,2026-07-21,25,1,L
669620,2026-07-21,4,0,L
669724,2026-07-21,8,1,R
670059,2026-07-21,2,0,R
670062,2026-07-21,4,1,R
670167,2026-07-21,4,0,R
670950,2026-07-21,4,0,R
670970,2026-07-21,3,0,L
671922,2026-07-21,3,0,R
673513,2026-07-21,4,0,L
675848,2026-07-21,3,0,R
676604,2026-07-21,4,1,R
676775,2026-07-21,3,0,R
677958,2026-07-21,21,0,R
678022,2026-07-21,21,1,R
678606,2026-07-21,4,0,L
679883,2026-07-21,25,0,R
680736,2026-07-21,25,0,L
680742,2026-07-21,3,0,R
680744,2026-07-21,15,0,R
680767,2026-07-21,3,0,R
681217,2026-07-21,2,0,R
681252,2026-07-21,4,0,R
681751,2026-07-21,10,1,R
681916,2026-07-21,5,0,R
682668,2026-07-21,3,0,R
683769,2026-07-21,4,0,R
684442,2026-07-21,21,0,L
687075,2026-07-21,21,1,R
687223,2026-07-21,11,0,L
687377,2026-07-21,2,0,R
687473,2026-07-21,6,0,R
689254,2026-07-21,3,0,L
690925,2026-07-21,4,1,R
694335,2026-07-21,2,0,R
694350,2026-07-21,3,0,R
694477,2026-07-21,3,0,R
695243,2026-07-21,5,0,R
695505,2026-07-21,20,0,R
696070,2026-07-21,10,0,L
699134,2026-07-21,3,0,R
700712,2026-07-21,24,0,R
702273,2026-07-21,22,1,L
702275,2026-07-21,16,2,R
702474,2026-07-21,16,0,R
800048,2026-07-21,22,1,L
804267,2026-07-21,20,0,L
805123,2026-07-21,6,1,R
805326,2026-07-21,14,1,L
815083,2026-07-21,4,0,L
837227,2026-07-21,25,0,R
445276,2026-07-22,4,0,R
489446,2026-07-22,4,0,R
518585,2026-07-22,5,0,R
518876,2026-07-22,19,1,R
527048,2026-07-22,16,0,L
543037,2026-07-22,25,2,R
545121,2026-07-22,7,0,R
547973,2026-07-22,4,0,L
552640,2026-07-22,4,0,R
573204,2026-07-22,4,0,L
592155,2026-07-22,3,1,L
592779,2026-07-22,2,0,R
593974,2026-07-22,5,0,L
595345,2026-07-22,3,0,L
596001,2026-07-22,6,0,R
605400,2026-07-22,23,2,R
607067,2026-07-22,21,2,R
607625,2026-07-22,26,0,R
608331,2026-07-22,16,0,L
615698,2026-07-22,14,0,R
621053,2026-07-22,5,0,R
621112,2026-07-22,7,0,R
621345,2026-07-22,5,0,L
623211,2026-07-22,4,0,R
623454,2026-07-22,4,0,R
623474,2026-07-22,6,1,R
628452,2026-07-22,3,1,R
640448,2026-07-22,4,0,R
641302,2026-07-22,7,0,L
641329,2026-07-22,3,0,R
641743,2026-07-22,22,1,L
641778,2026-07-22,21,2,L
641835,2026-07-22,5,0,L
641927,2026-07-22,21,0,R
641941,2026-07-22,3,0,R
642397,2026-07-22,3,0,L
642528,2026-07-22,3,0,R
643377,2026-07-22,22,0,R
643511,2026-07-22,4,0,R
645261,2026-07-22,31,3,R
650556,2026-07-22,3,0,R
650633,2026-07-22,27,0,R
650960,2026-07-22,5,0,R
656271,2026-07-22,5,0,L
656529,2026-07-22,3,0,L
656546,2026-07-22,6,0,R
656605,2026-07-22,21,0,R
656641,2026-07-22,3,0,L
656730,2026-07-22,5,0,R
657514,2026-07-22,2,0,L
657612,2026-07-22,1,0,L
660825,2026-07-22,6,1,R
660853,2026-07-22,4,0,R
663542,2026-07-22,3,0,L
663558,2026-07-22,5,0,L
663567,2026-07-22,26,0,R
663738,2026-07-22,3,0,L
663855,2026-07-22,4,0,R
663893,2026-07-22,3,0,L
663903,2026-07-22,26,0,R
665152,2026-07-22,27,1,R
665645,2026-07-22,2,0,R
666126,2026-07-22,1,0,L
666277,2026-07-22,3,0,R
666974,2026-07-22,3,0,R
668820,2026-07-22,5,0,R
668970,2026-07-22,3,0,R
669020,2026-07-22,3,0,L
669062,2026-07-22,4,0,L
669276,2026-07-22,3,0,L
669330,2026-07-22,4,0,R
669387,2026-07-22,13,1,R
670036,2026-07-22,6,0,R
670245,2026-07-22,4,0,R
670280,2026-07-22,5,0,R
670970,2026-07-22,5,0,L
670990,2026-07-22,3,0,R
672282,2026-07-22,19,1,L
672335,2026-07-22,5,0,L
672456,2026-07-22,20,1,R
672629,2026-07-22,9,0,R
672782,2026-07-22,5,0,R
674444,2026-07-22,4,1,R
676106,2026-07-22,24,1,R
676263,2026-07-22,3,0,L
676477,2026-07-22,3,0,R
676534,2026-07-22,3,0,R
676617,2026-07-22,5,0,R
676775,2026-07-22,5,0,R
676879,2026-07-22,7,0,L
676917,2026-07-22,24,0,R
677944,2026-07-22,26,2,R
677961,2026-07-22,7,0,R
678394,2026-07-22,21,0,R
678868,2026-07-22,8,0,R
680694,2026-07-22,23,0,R
680755,2026-07-22,5,0,R
680916,2026-07-22,3,0,R
681035,2026-07-22,18,0,R
681190,2026-07-22,6,0,R
681870,2026-07-22,4,0,L
681892,2026-07-22,4,0,L
682254,2026-07-22,5,0,L
682608,2026-07-22,4,0,R
682842,2026-07-22,5,0,R
682989,2026-07-22,5,0,R
683409,2026-07-22,4,0,R
683618,2026-07-22,5,0,R
685126,2026-07-22,5,0,L
686580,2026-07-22,5,0,R
686751,2026-07-22,3,0,R
686934,2026-07-22,4,0,R
686973,2026-07-22,3,0,R
687312,2026-07-22,21,0,R
687330,2026-07-22,4,0,R
687396,2026-07-22,3,0,L
687562,2026-07-22,26,1,L
687941,2026-07-22,3,0,L
688642,2026-07-22,14,0,R
689147,2026-07-22,5,0,R
689254,2026-07-22,3,0,L
689266,2026-07-22,3,0,L
689296,2026-07-22,7,0,R
690928,2026-07-22,24,0,R
691799,2026-07-22,6,0,R
693686,2026-07-22,13,0,R
694361,2026-07-22,6,0,R
694738,2026-07-22,22,1,R
695239,2026-07-22,3,0,L
695611,2026-07-22,24,3,L
696149,2026-07-22,21,0,R
696519,2026-07-22,4,0,L
696522,2026-07-22,12,0,R
700842,2026-07-22,8,0,L
701519,2026-07-22,7,0,R
701542,2026-07-22,4,0,R
701656,2026-07-22,20,2,R
702021,2026-07-22,6,0,L
702193,2026-07-22,6,1,R
703725,2026-07-22,3,0,R
800311,2026-07-22,10,1,R
805427,2026-07-22,1,0,L
814305,2026-07-22,10,2,R
815083,2026-07-22,3,0,L
820862,2026-07-22,2,0,R
519242,2026-07-23,25,0,L
573124,2026-07-23,4,0,L
606996,2026-07-23,3,0,L
621097,2026-07-23,1,0,R
621381,2026-07-23,4,0,L
623454,2026-07-23,5,0,R
628452,2026-07-23,5,0,R
640448,2026-07-23,1,0,R
641755,2026-07-23,4,1,R
643511,2026-07-23,3,0,R
656288,2026-07-23,14,3,R
657044,2026-07-23,8,0,R
663362,2026-07-23,9,1,R
663947,2026-07-23,6,0,L
664199,2026-07-23,3,0,R
664849,2026-07-23,1,0,L
667297,2026-07-23,3,0,R
668909,2026-07-23,23,0,R
668984,2026-07-23,9,0,R
669456,2026-07-23,24,0,R
670059,2026-07-23,7,0,R
670167,2026-07-23,6,1,R
671737,2026-07-23,25,1,R
671922,2026-07-23,6,0,R
672782,2026-07-23,5,0,R
673513,2026-07-23,5,0,L
674444,2026-07-23,6,0,R
675512,2026-07-23,24,1,R
677865,2026-07-23,5,0,L
677976,2026-07-23,19,0,R
681252,2026-07-23,4,0,R
681870,2026-07-23,6,0,L
683769,2026-07-23,3,0,R
686973,2026-07-23,3,0,R
689266,2026-07-23,3,0,L
693855,2026-07-23,24,0,L
694297,2026-07-23,26,0,R
694335,2026-07-23,8,0,R
699134,2026-07-23,3,0,R
700241,2026-07-23,27,1,R
700669,2026-07-23,6,0,R
702193,2026-07-23,4,0,R
805299,2026-07-23,4,0,L
805427,2026-07-23,3,0,L
445276,2026-07-24,3,0,R
489446,2026-07-24,4,0,R
542888,2026-07-24,5,0,R
547973,2026-07-24,4,0,L
548384,2026-07-24,6,0,L
552640,2026-07-24,5,1,R
571510,2026-07-24,29,0,L
573204,2026-07-24,3,0,L
592773,2026-07-24,3,0,R
593958,2026-07-24,27,1,L
593974,2026-07-24,7,1,L
594027,2026-07-24,4,0,R
595345,2026-07-24,4,0,L
596001,2026-07-24,3,0,R
605447,2026-07-24,5,0,R
606996,2026-07-24,8,0,L
608372,2026-07-24,23,2,R
608566,2026-07-24,12,1,R
608718,2026-07-24,4,0,L
621074,2026-07-24,8,0,R
621237,2026-07-24,3,0,L
621345,2026-07-24,5,1,L
622088,2026-07-24,4,0,R
622554,2026-07-24,4,0,R
622608,2026-07-24,4,0,R
622694,2026-07-24,13,0,R
623149,2026-07-24,3,0,R
623352,2026-07-24,3,0,L
623465,2026-07-24,4,1,R
640455,2026-07-24,24,0,L
641302,2026-07-24,3,0,L
641755,2026-07-24,1,0,R
641793,2026-07-24,20,0,R
641941,2026-07-24,3,0,R
642121,2026-07-24,4,0,R
642397,2026-07-24,3,0,L
650556,2026-07-24,4,0,R
656271,2026-07-24,3,0,L
656464,2026-07-24,3,0,R
656546,2026-07-24,6,0,R
656550,2026-07-24,22,0,R
656641,2026-07-24,4,0,L
656848,2026-07-24,4,0,R
656945,2026-07-24,3,0,L
656986,2026-07-24,4,0,L
657097,2026-07-24,4,0,R
657277,2026-07-24,25,0,R
657571,2026-07-24,3,0,L
660761,2026-07-24,4,0,L
660825,2026-07-24,5,0,R
663436,2026-07-24,23,0,R
663542,2026-07-24,6,1,L
663556,2026-07-24,19,0,L
663687,2026-07-24,3,0,L
663776,2026-07-24,22,0,L
664129,2026-07-24,4,0,R
664849,2026-07-24,4,0,L
664991,2026-07-24,2,0,L
665660,2026-07-24,3,0,R
666171,2026-07-24,4,0,R
666200,2026-07-24,27,1,L
666277,2026-07-24,6,1,R
666661,2026-07-24,3,0,R
667463,2026-07-24,4,0,L
668390,2026-07-24,1,0,R
668820,2026-07-24,3,0,R
668873,2026-07-24,3,0,R
668970,2026-07-24,3,0,R
669022,2026-07-24,23,0,L
669062,2026-07-24,5,0,L
669160,2026-07-24,27,0,R
669199,2026-07-24,7,0,R
669276,2026-07-24,5,1,L
669310,2026-07-24,5,0,R
669330,2026-07-24,4,0,R
669373,2026-07-24,28,0,L
669432,2026-07-24,26,0,L
669684,2026-07-24,6,0,L
669711,2026-07-24,6,1,R
669724,2026-07-24,2,0,R
670036,2026-07-24,7,0,R
670062,2026-07-24,1,0,R
670280,2026-07-24,3,0,R
670329,2026-07-24,4,1,R
670950,2026-07-24,7,0,R
670970,2026-07-24,5,0,L
670990,2026-07-24,7,0,R
671345,2026-07-24,5,1,R
671936,2026-07-24,3,0,L
672335,2026-07-24,4,0,L
675660,2026-07-24,25,0,L
676282,2026-07-24,20,1,L
676477,2026-07-24,5,0,R
676534,2026-07-24,3,0,R
676604,2026-07-24,4,1,R
676680,2026-07-24,3,0,L
678906,2026-07-24,11,0,R
680570,2026-07-24,18,2,R
680742,2026-07-24,3,0,R
680755,2026-07-24,6,0,R
680767,2026-07-24,5,0,R
680916,2026-07-24,5,0,R
681217,2026-07-24,4,0,R
681252,2026-07-24,4,0,R
681293,2026-07-24,9,0,R
681892,2026-07-24,4,0,L
681916,2026-07-24,4,0,R
681982,2026-07-24,4,0,R
682052,2026-07-24,21,0,L
682120,2026-07-24,5,0,L
682243,2026-07-24,23,2,R
682254,2026-07-24,3,0,L
682608,2026-07-24,4,0,R
683003,2026-07-24,21,1,R
683769,2026-07-24,2,1,R
684974,2026-07-24,9,0,R
687223,2026-07-24,8,0,L
687377,2026-07-24,6,0,R
687396,2026-07-24,3,0,L
687473,2026-07-24,13,0,R
688297,2026-07-24,13,1,R
689254,2026-07-24,3,0,L
693645,2026-07-24,26,0,R
694360,2026-07-24,7,0,R
695076,2026-07-24,18,0,R
695243,2026-07-24,3,0,R
696062,2026-07-24,5,0,R
696519,2026-07-24,3,0,L
699134,2026-07-24,4,0,R
701519,2026-07-24,3,0,R
702056,2026-07-24,18,2,R
702070,2026-07-24,24,0,L
703725,2026-07-24,5,0,R
805123,2026-07-24,8,0,R
805673,2026-07-24,23,0,R
806188,2026-07-24,5,0,L
808963,2026-07-24,25,1,R
820862,2026-07-24,3,0,R
489446,2026-07-25,6,0,R
543135,2026-07-25,24,0,R
543243,2026-07-25,23,1,R
573124,2026-07-25,8,0,L
592662,2026-07-25,25,0,L
592779,2026-07-25,3,0,R
594580,2026-07-25,2,0,L
607259,2026-07-25,21,0,R
608379,2026-07-25,28,1,R
608718,2026-07-25,10,1,L
621097,2026-07-25,7,1,R
621112,2026-07-25,7,0,R
621121,2026-07-25,11,0,R
621237,2026-07-25,5,1,L
623168,2026-07-25,3,0,R
623211,2026-07-25,3,0,R
623352,2026-07-25,2,0,L
640448,2026-07-25,3,1,R
641329,2026-07-25,4,0,R
641835,2026-07-25,6,0,L
642121,2026-07-25,3,0,R
650556,2026-07-25,4,0,R
650960,2026-07-25,7,0,R
656302,2026-07-25,31,0,R
656492,2026-07-25,26,0,L
656638,2026-07-25,4,0,R
656730,2026-07-25,2,0,R
656945,2026-07-25,3,0,L
656986,2026-07-25,4,0,L
660761,2026-07-25,1,0,L
661395,2026-07-25,3,0,R
662144,2026-07-25,11,1,R
663362,2026-07-25,8,0,R
663372,2026-07-25,23,1,R
663554,2026-07-25,21,0,R
663738,2026-07-25,4,0,L
663941,2026-07-25,8,0,R
663947,2026-07-25,4,0,L
664076,2026-07-25,4,0,L
664199,2026-07-25,3,0,R
664991,2026-07-25,3,0,L
665622,2026-07-25,3,0,R
665871,2026-07-25,11,0,R
666974,2026-07-25,3,0,R
667297,2026-07-25,4,0,R
668881,2026-07-25,26,0,R
669467,2026-07-25,24,0,R
669620,2026-07-25,10,0,L
670280,2026-07-25,3,0,R
670329,2026-07-25,4,1,R
670950,2026-07-25,8,0,R
672629,2026-07-25,10,0,R
672782,2026-07-25,3,0,R
673513,2026-07-25,3,0,L
675848,2026-07-25,6,0,R
676440,2026-07-25,28,0,R
676664,2026-07-25,12,0,L
676755,2026-07-25,6,0,R
676760,2026-07-25,9,1,R
676775,2026-07-25,7,0,R
677960,2026-07-25,24,0,L
677961,2026-07-25,7,0,R
678868,2026-07-25,4,0,R
679775,2026-07-25,3,0,L
680732,2026-07-25,24,0,R
680742,2026-07-25,4,0,R
681190,2026-07-25,10,0,R
681911,2026-07-25,4,0,L
682989,2026-07-25,8,0,R
682997,2026-07-25,4,0,R
683352,2026-07-25,26,1,L
683409,2026-07-25,2,0,R
683618,2026-07-25,4,0,R
684007,2026-07-25,23,0,L
685126,2026-07-25,5,0,L
685299,2026-07-25,9,0,R
686613,2026-07-25,23,0,R
686751,2026-07-25,3,0,R
686930,2026-07-25,15,0,R
687064,2026-07-25,25,0,R
687239,2026-07-25,4,0,R
687941,2026-07-25,17,0,L
688107,2026-07-25,23,0,L
689546,2026-07-25,6,0,R
690925,2026-07-25,3,0,R
690978,2026-07-25,11,0,L
690997,2026-07-25,27,1,R
691587,2026-07-25,28,0,R
693433,2026-07-25,25,0,R
693821,2026-07-25,22,1,R
694477,2026-07-25,3,0,R
694973,2026-07-25,25,0,R
695239,2026-07-25,4,0,L
695534,2026-07-25,8,0,R
696070,2026-07-25,14,0,L
696270,2026-07-25,20,1,R
696522,2026-07-25,3,0,R
700669,2026-07-25,9,0,R
702021,2026-07-25,6,0,L
702193,2026-07-25,5,0,R
800311,2026-07-25,7,0,R
805326,2026-07-25,4,0,L
808967,2026-07-25,26,0,R
544150,2026-07-26,8,0,R
548384,2026-07-26,3,0,L
552640,2026-07-26,6,0,R
571945,2026-07-26,18,2,R
572955,2026-07-26,4,0,R
592332,2026-07-26,24,0,R
592773,2026-07-26,3,0,R
592791,2026-07-26,19,3,R
593974,2026-07-26,4,0,L
594027,2026-07-26,5,0,R
594798,2026-07-26,22,0,R
596133,2026-07-26,6,0,R
605288,2026-07-26,14,0,R
605488,2026-07-26,9,0,L
607200,2026-07-26,18,3,R
607536,2026-07-26,23,1,L
621111,2026-07-26,22,1,R
621381,2026-07-26,4,0,L
622088,2026-07-26,5,0,R
622554,2026-07-26,4,0,R
623465,2026-07-26,3,1,R
623474,2026-07-26,7,0,R
624133,2026-07-26,15,0,L
625643,2026-07-26,23,0,R
628452,2026-07-26,5,0,R
640454,2026-07-26,3,0,L
641302,2026-07-26,3,0,L
641329,2026-07-26,4,0,R
641755,2026-07-26,6,0,R
641835,2026-07-26,4,1,L
642100,2026-07-26,4,0,L
642207,2026-07-26,4,0,R
642232,2026-07-26,16,0,L
642528,2026-07-26,5,1,R
642547,2026-07-26,20,0,R
650644,2026-07-26,7,0,R
650911,2026-07-26,28,0,L
656212,2026-07-26,4,0,L
656271,2026-07-26,4,0,L
656464,2026-07-26,6,1,R
656794,2026-07-26,5,0,L
656848,2026-07-26,1,0,R
656876,2026-07-26,24,0,R
657044,2026-07-26,4,0,R
657612,2026-07-26,5,0,L
660825,2026-07-26,4,1,R
660853,2026-07-26,5,1,R
662253,2026-07-26,3,0,R
663423,2026-07-26,4,0,R
663485,2026-07-26,6,1,R
663767,2026-07-26,8,0,R
663855,2026-07-26,4,0,R
663878,2026-07-26,3,0,R
663893,2026-07-26,4,0,L
664076,2026-07-26,3,0,L
664126,2026-07-26,3,0,R
664129,2026-07-26,11,0,R
664285,2026-07-26,24,1,L
664849,2026-07-26,3,0,L
664954,2026-07-26,4,0,R
666171,2026-07-26,4,0,R
666277,2026-07-26,4,0,R
666808,2026-07-26,3,0,R
667297,2026-07-26,4,0,R
667755,2026-07-26,20,0,R
668390,2026-07-26,4,2,R
668674,2026-07-26,3,0,R
668820,2026-07-26,4,0,R
669020,2026-07-26,6,0,L
669060,2026-07-26,4,0,R
669199,2026-07-26,8,2,R
669276,2026-07-26,4,1,L
669302,2026-07-26,24,0,R
669330,2026-07-26,4,0,R
669358,2026-07-26,19,0,R
669387,2026-07-26,9,0,R
669684,2026-07-26,3,0,L
669711,2026-07-26,4,0,R
669724,2026-07-26,4,0,R
669854,2026-07-26,22,2,R
670059,2026-07-26,1,0,R
670062,2026-07-26,5,0,R
670167,2026-07-26,4,0,R
670245,2026-07-26,9,0,R
670970,2026-07-26,4,0,L
671096,2026-07-26,24,1,L
671936,2026-07-26,4,0,L
672335,2026-07-26,6,0,L
673513,2026-07-26,3,0,L
674444,2026-07-26,5,0,R
676083,2026-07-26,21,0,R
676263,2026-07-26,3,0,L
676604,2026-07-26,3,0,R
676680,2026-07-26,5,0,L
676879,2026-07-26,1,0,L
677020,2026-07-26,6,0,L
677865,2026-07-26,4,0,L
677952,2026-07-26,26,0,R
679883,2026-07-26,21,0,R
680744,2026-07-26,6,0,R
680755,2026-07-26,3,0,R
680767,2026-07-26,6,0,R
681217,2026-07-26,4,0,R
681517,2026-07-26,24,2,R
681892,2026-07-26,3,0,L
681982,2026-07-26,4,1,R
682254,2026-07-26,5,1,L
682608,2026-07-26,5,0,R
683000,2026-07-26,9,0,R
684442,2026-07-26,19,2,L
684974,2026-07-26,3,0,R
686218,2026-07-26,21,0,R
686580,2026-07-26,3,0,R
687239,2026-07-26,4,0,R
687570,2026-07-26,18,0,L
687911,2026-07-26,6,0,L
687931,2026-07-26,21,2,L
689266,2026-07-26,4,0,L
689296,2026-07-26,5,0,R
690925,2026-07-26,5,0,R
691799,2026-07-26,4,0,R
694335,2026-07-26,3,0,R
694361,2026-07-26,7,1,R
694477,2026-07-26,4,0,R
694819,2026-07-26,17,1,R
695239,2026-07-26,3,0,L
695243,2026-07-26,3,0,R
696147,2026-07-26,3,0,R
696519,2026-07-26,4,0,L
699044,2026-07-26,6,2,R
701519,2026-07-26,6,0,R
701542,2026-07-26,17,1,R
703725,2026-07-26,4,0,R
800048,2026-07-26,29,0,L
805299,2026-07-26,7,0,L
805427,2026-07-26,6,1,L
806188,2026-07-26,3,0,L
806960,2026-07-26,21,0,R
815083,2026-07-26,3,0,L
453286,2026-07-27,15,0,R
518585,2026-07-27,5,0,R
518876,2026-07-27,22,0,R
527048,2026-07-27,24,1,L
547973,2026-07-27,5,0,L
552640,2026-07-27,4,0,R
554430,2026-07-27,16,2,R
596001,2026-07-27,5,0,R
608331,2026-07-27,15,0,L
621074,2026-07-27,4,0,R
621097,2026-07-27,7,0,R
621112,2026-07-27,3,0,R
621237,2026-07-27,3,0,L
622554,2026-07-27,3,0,R
622761,2026-07-27,2,0,R
623211,2026-07-27,2,0,R
623352,2026-07-27,5,0,L
623454,2026-07-27,5,0,R
641816,2026-07-27,20,0,R
642397,2026-07-27,4,0,L
642528,2026-07-27,5,0,R
643511,2026-07-27,3,0,R
650960,2026-07-27,6,0,R
656529,2026-07-27,3,0,L
656546,2026-07-27,4,0,R
656605,2026-07-27,23,0,R
656641,2026-07-27,5,0,L
656794,2026-07-27,7,1,L
656849,2026-07-27,22,1,L
657097,2026-07-27,4,0,R
657612,2026-07-27,3,0,L
660761,2026-07-27,4,1,L
661395,2026-07-27,7,0,R
663423,2026-07-27,4,0,R
663542,2026-07-27,5,0,L
663558,2026-07-27,3,0,L
663687,2026-07-27,3,0,L
663947,2026-07-27,3,1,L
663969,2026-07-27,20,1,R
664199,2026-07-27,7,0,R
664299,2026-07-27,18,0,R
664991,2026-07-27,4,0,L
665660,2026-07-27,4,0,R
666171,2026-07-27,5,0,R
666661,2026-07-27,4,0,R
666808,2026-07-27,5,0,R
666974,2026-07-27,3,0,R
667463,2026-07-27,8,0,L
668831,2026-07-27,7,0,R
668970,2026-07-27,3,0,R
669020,2026-07-27,3,0,L
669062,2026-07-27,3,0,L
669461,2026-07-27,19,1,L
669684,2026-07-27,4,0,L
669724,2026-07-27,3,1,R
669923,2026-07-27,20,4,R
670280,2026-07-27,1,0,R
670329,2026-07-27,3,0,R
670950,2026-07-27,7,0,R
670990,2026-07-27,6,0,R
671162,2026-07-27,23,3,L
671936,2026-07-27,3,1,L
672456,2026-07-27,24,1,R
674841,2026-07-27,19,0,L
676477,2026-07-27,3,0,R
676534,2026-07-27,4,0,R
676604,2026-07-27,4,0,R
676760,2026-07-27,3,0,R
677958,2026-07-27,25,1,R
677961,2026-07-27,3,0,R
678022,2026-07-27,21,0,R
678606,2026-07-27,4,0,L
678868,2026-07-27,10,1,R
679775,2026-07-27,9,0,L
680694,2026-07-27,24,0,R
680742,2026-07-27,3,0,R
681217,2026-07-27,4,0,R
681916,2026-07-27,3,0,R
682254,2026-07-27,5,0,L
683409,2026-07-27,4,0,R
686580,2026-07-27,2,0,R
686973,2026-07-27,5,0,R
687075,2026-07-27,25,1,R
687223,2026-07-27,4,0,L
687396,2026-07-27,5,0,L
687606,2026-07-27,4,0,R
689147,2026-07-27,4,0,R
689254,2026-07-27,4,0,L
690928,2026-07-27,24,1,R
693686,2026-07-27,4,0,R
695239,2026-07-27,1,0,L
695380,2026-07-27,5,0,R
696147,2026-07-27,6,0,R
696522,2026-07-27,4,0,R
700712,2026-07-27,23,1,R
702273,2026-07-27,14,0,L
801139,2026-07-27,22,2,L
804267,2026-07-27,23,1,L
805123,2026-07-27,11,1,R
806188,2026-07-27,4,0,L
820862,2026-07-27,4,0,R
837227,2026-07-27,7,0,R
489446,2026-07-28,3,0,R
518886,2026-07-28,6,0,R
543037,2026-07-28,24,0,R
544150,2026-07-28,9,0,R
547179,2026-07-28,20,0,R
571927,2026-07-28,5,1,L
572955,2026-07-28,3,0,R
592779,2026-07-28,5,0,R
594580,2026-07-28,6,0,L
595345,2026-07-28,4,0,L
596001,2026-07-28,4,0,R
605400,2026-07-28,23,1,R
607067,2026-07-28,24,0,R
607625,2026-07-28,24,0,R
608718,2026-07-28,1,0,L
615698,2026-07-28,19,0,R
621053,2026-07-28,3,0,R
621237,2026-07-28,4,0,L
622088,2026-07-28,6,0,R
622491,2026-07-28,26,2,R
622608,2026-07-28,5,0,R
623149,2026-07-28,4,2,R
623352,2026-07-28,3,0,L
623474,2026-07-28,4,0,R
641302,2026-07-28,4,0,L
641743,2026-07-28,23,0,L
641835,2026-07-28,1,0,L
641941,2026-07-28,4,0,R
642100,2026-07-28,3,0,L
