pitcher,date,bf,hr_allowed,hand
608331,2026-03-25,23,0,L
656234,2026-03-25,2,0,R
657277,2026-03-25,26,0,R
664141,2026-03-25,7,0,R
666808,2026-03-25,4,0,R
668873,2026-03-25,3,0,R
676775,2026-03-25,4,0,R
687396,2026-03-25,5,0,L
472610,2026-03-26,6,0,R
519141,2026-03-26,3,0,L
542888,2026-03-26,3,1,R
543135,2026-03-26,22,2,R
547973,2026-03-26,3,0,L
571510,2026-03-26,17,1,L
571948,2026-03-26,5,0,L
572955,2026-03-26,3,0,R
573124,2026-03-26,4,0,L
592773,2026-03-26,6,0,R
593974,2026-03-26,4,0,L
594580,2026-03-26,3,0,L
595014,2026-03-26,4,0,R
601713,2026-03-26,19,0,R
605447,2026-03-26,4,0,R
623437,2026-03-26,5,0,R
623454,2026-03-26,8,1,R
641302,2026-03-26,3,0,L
641401,2026-03-26,4,0,R
642100,2026-03-26,6,0,L
642397,2026-03-26,3,0,L
642547,2026-03-26,21,2,R
642701,2026-03-26,4,0,R
643377,2026-03-26,3,1,R
647315,2026-03-26,4,0,R
650911,2026-03-26,21,0,L
656222,2026-03-26,5,0,L
656271,2026-03-26,2,0,L
656457,2026-03-26,6,1,L
656794,2026-03-26,10,0,L
656876,2026-03-26,20,1,R
656945,2026-03-26,3,0,L
657044,2026-03-26,3,0,R
657097,2026-03-26,5,1,R
657746,2026-03-26,19,0,R
661395,2026-03-26,3,0,R
663765,2026-03-26,4,1,R
663855,2026-03-26,7,0,R
663947,2026-03-26,3,0,L
664076,2026-03-26,3,0,L
664199,2026-03-26,5,1,R
664854,2026-03-26,4,0,R
664875,2026-03-26,5,2,R
666661,2026-03-26,5,0,R
667755,2026-03-26,24,0,R
668678,2026-03-26,19,1,R
668933,2026-03-26,3,0,R
668941,2026-03-26,4,0,L
668964,2026-03-26,10,1,R
668984,2026-03-26,6,0,R
669084,2026-03-26,6,0,L
669302,2026-03-26,21,1,R
669330,2026-03-26,4,0,R
669373,2026-03-26,22,0,L
669432,2026-03-26,27,0,L
669461,2026-03-26,24,1,L
670990,2026-03-26,9,0,R
671096,2026-03-26,24,0,L
671922,2026-03-26,3,0,R
672335,2026-03-26,3,0,L
672782,2026-03-26,9,0,R
673929,2026-03-26,3,0,R
676440,2026-03-26,20,3,R
676477,2026-03-26,4,0,R
676571,2026-03-26,5,0,L
676617,2026-03-26,5,0,R
676684,2026-03-26,3,0,R
676755,2026-03-26,7,0,R
676760,2026-03-26,9,1,R
676879,2026-03-26,3,0,L
676917,2026-03-26,17,0,R
676962,2026-03-26,13,1,R
676979,2026-03-26,24,0,L
677865,2026-03-26,3,0,L
678606,2026-03-26,4,0,L
679775,2026-03-26,4,1,L
680742,2026-03-26,4,0,R
681217,2026-03-26,1,0,R
681343,2026-03-26,11,0,R
681867,2026-03-26,4,1,R
681870,2026-03-26,4,0,L
681892,2026-03-26,4,0,L
681982,2026-03-26,3,0,R
682254,2026-03-26,8,0,L
683175,2026-03-26,5,0,R
685005,2026-03-26,6,1,R
686580,2026-03-26,4,0,R
686613,2026-03-26,22,0,R
687911,2026-03-26,6,0,L
688158,2026-03-26,5,0,R
688297,2026-03-26,4,0,R
690925,2026-03-26,5,0,R
691945,2026-03-26,6,0,R
693855,2026-03-26,5,0,L
694335,2026-03-26,4,0,R
694361,2026-03-26,3,0,R
694819,2026-03-26,20,1,R
694851,2026-03-26,8,0,R
694973,2026-03-26,9,0,R
695418,2026-03-26,10,0,R
699134,2026-03-26,6,0,R
699151,2026-03-26,8,1,R
700712,2026-03-26,4,0,R
805123,2026-03-26,9,1,R
808967,2026-03-26,21,1,R
445276,2026-03-27,3,0,R
518585,2026-03-27,3,0,R
519242,2026-03-27,23,0,L
579328,2026-03-27,22,1,L
592332,2026-03-27,19,1,R
592662,2026-03-27,21,1,L
593974,2026-03-27,3,0,L
595345,2026-03-27,5,0,L
605130,2026-03-27,6,0,R
605447,2026-03-27,3,0,R
607536,2026-03-27,21,0,L
621242,2026-03-27,4,0,R
621366,2026-03-27,3,0,L
622663,2026-03-27,20,0,R
623474,2026-03-27,6,0,R
640448,2026-03-27,4,0,R
641755,2026-03-27,3,0,R
642528,2026-03-27,4,0,R
643511,2026-03-27,4,0,R
645261,2026-03-27,25,0,R
646241,2026-03-27,4,0,L
650633,2026-03-27,20,0,R
656464,2026-03-27,5,0,R
656546,2026-03-27,5,1,R
656638,2026-03-27,3,0,R
656945,2026-03-27,1,0,L
657044,2026-03-27,3,0,R
657424,2026-03-27,3,0,L
657514,2026-03-27,1,0,L
657612,2026-03-27,3,0,L
660825,2026-03-27,4,0,R
662253,2026-03-27,4,0,R
663158,2026-03-27,5,0,R
663559,2026-03-27,14,0,L
663687,2026-03-27,5,0,L
664126,2026-03-27,4,0,R
664285,2026-03-27,25,0,L
666142,2026-03-27,21,3,L
666171,2026-03-27,6,0,R
666374,2026-03-27,4,0,R
666808,2026-03-27,3,0,R
668909,2026-03-27,22,1,R
669062,2026-03-27,3,0,L
669093,2026-03-27,6,0,R
669194,2026-03-27,19,2,R
669276,2026-03-27,3,0,L
669622,2026-03-27,2,0,R
669923,2026-03-27,22,1,R
670059,2026-03-27,5,1,R
670280,2026-03-27,4,0,R
670970,2026-03-27,7,0,L
675848,2026-03-27,7,0,R
676130,2026-03-27,4,1,R
676254,2026-03-27,3,0,R
676263,2026-03-27,5,0,L
676508,2026-03-27,4,0,R
677053,2026-03-27,3,0,L
680802,2026-03-27,6,1,R
681217,2026-03-27,2,0,R
681347,2026-03-27,26,2,R
681911,2026-03-27,4,0,L
682610,2026-03-27,5,0,R
683618,2026-03-27,3,0,R
686218,2026-03-27,16,1,R
686973,2026-03-27,4,0,R
686993,2026-03-27,5,0,R
688158,2026-03-27,5,0,R
688883,2026-03-27,6,0,R
693645,2026-03-27,17,0,R
696147,2026-03-27,5,0,R
455119,2026-03-28,3,0,R
472610,2026-03-28,6,0,R
542888,2026-03-28,4,0,R
543056,2026-03-28,4,0,L
543243,2026-03-28,21,1,R
547179,2026-03-28,22,1,R
547184,2026-03-28,6,1,R
547973,2026-03-28,3,0,L
548384,2026-03-28,3,0,L
571945,2026-03-28,25,1,R
572955,2026-03-28,3,0,R
573204,2026-03-28,4,0,L
592773,2026-03-28,6,0,R
593958,2026-03-28,20,0,L
594580,2026-03-28,4,0,L
596001,2026-03-28,6,0,R
596133,2026-03-28,4,0,R
605130,2026-03-28,5,0,R
605400,2026-03-28,22,2,R
605452,2026-03-28,3,0,R
605488,2026-03-28,22,0,L
606303,2026-03-28,3,0,R
606996,2026-03-28,6,0,L
607192,2026-03-28,23,0,R
607455,2026-03-28,4,0,L
607481,2026-03-28,3,0,L
608032,2026-03-28,7,1,R
608379,2026-03-28,20,0,R
608650,2026-03-28,7,0,L
608718,2026-03-28,6,0,L
621237,2026-03-28,4,0,L
621242,2026-03-28,3,0,R
621366,2026-03-28,4,1,L
621381,2026-03-28,4,0,L
621383,2026-03-28,3,0,L
622554,2026-03-28,4,0,R
623149,2026-03-28,1,0,R
623211,2026-03-28,2,0,R
623437,2026-03-28,3,0,R
625643,2026-03-28,22,1,R
641302,2026-03-28,5,0,L
641329,2026-03-28,3,0,R
641401,2026-03-28,4,1,R
641816,2026-03-28,17,0,R
641835,2026-03-28,8,0,L
641941,2026-03-28,5,1,R
642100,2026-03-28,1,0,L
642121,2026-03-28,10,0,R
642207,2026-03-28,5,0,R
642397,2026-03-28,5,0,L
642528,2026-03-28,4,0,R
642701,2026-03-28,3,0,R
643377,2026-03-28,3,0,R
643410,2026-03-28,5,0,R
643511,2026-03-28,3,0,R
650556,2026-03-28,6,1,R
656222,2026-03-28,3,0,L
656234,2026-03-28,5,0,R
656302,2026-03-28,22,0,R
656427,2026-03-28,21,0,R
656605,2026-03-28,21,0,R
656641,2026-03-28,14,0,L
656849,2026-03-28,25,0,L
657097,2026-03-28,4,0,R
657424,2026-03-28,3,0,L
657514,2026-03-28,3,0,L
657612,2026-03-28,4,0,L
657756,2026-03-28,8,0,R
660825,2026-03-28,5,0,R
661395,2026-03-28,5,0,R
662253,2026-03-28,5,1,R
663485,2026-03-28,4,0,R
663542,2026-03-28,6,0,L
663574,2026-03-28,5,0,R
663687,2026-03-28,5,0,L
663893,2026-03-28,5,1,L
663903,2026-03-28,20,1,R
663992,2026-03-28,5,0,L
664126,2026-03-28,3,0,R
664141,2026-03-28,1,0,R
664192,2026-03-28,6,0,L
664208,2026-03-28,2,0,R
664299,2026-03-28,21,2,R
664875,2026-03-28,4,0,R
665622,2026-03-28,3,0,R
665660,2026-03-28,6,0,R
666661,2026-03-28,4,1,R
666974,2026-03-28,2,0,R
667297,2026-03-28,4,0,R
668390,2026-03-28,5,0,R
668674,2026-03-28,4,0,R
668933,2026-03-28,5,0,R
668941,2026-03-28,3,0,L
668984,2026-03-28,4,0,R
669062,2026-03-28,4,0,L
669084,2026-03-28,3,0,L
669276,2026-03-28,4,0,L
669371,2026-03-28,3,0,R
669684,2026-03-28,4,0,L
669711,2026-03-28,6,1,R
670036,2026-03-28,5,0,R
670245,2026-03-28,10,0,R
670280,2026-03-28,4,0,R
671212,2026-03-28,21,0,R
671737,2026-03-28,19,0,R
671922,2026-03-28,6,0,R
672282,2026-03-28,21,0,L
672582,2026-03-28,4,0,L
674370,2026-03-28,3,0,R
676254,2026-03-28,3,0,R
676282,2026-03-28,18,0,L
676395,2026-03-28,4,0,L
676428,2026-03-28,5,0,L
676477,2026-03-28,3,0,R
676534,2026-03-28,4,0,R
676617,2026-03-28,4,0,R
676684,2026-03-28,1,0,R
676775,2026-03-28,3,0,R
676879,2026-03-28,7,0,L
677955,2026-03-28,6,0,R
677961,2026-03-28,3,0,R
678906,2026-03-28,9,0,R
679358,2026-03-28,5,0,R
680694,2026-03-28,19,1,R
680732,2026-03-28,20,0,R
680755,2026-03-28,1,0,R
681190,2026-03-28,23,0,R
681870,2026-03-28,4,0,L
681892,2026-03-28,4,0,L
681911,2026-03-28,3,0,L
682120,2026-03-28,4,0,L
682274,2026-03-28,1,0,R
682842,2026-03-28,3,0,R
682995,2026-03-28,8,1,L
683175,2026-03-28,5,0,R
686580,2026-03-28,3,0,R
686610,2026-03-28,9,1,L
686973,2026-03-28,4,0,R
687396,2026-03-28,3,0,L
687911,2026-03-28,4,0,L
688642,2026-03-28,5,0,R
689254,2026-03-28,2,0,L
689296,2026-03-28,6,0,R
690990,2026-03-28,22,1,R
691587,2026-03-28,27,2,R
691799,2026-03-28,6,0,R
693433,2026-03-28,23,0,R
693686,2026-03-28,4,0,R
694335,2026-03-28,5,0,R
694361,2026-03-28,4,0,R
694477,2026-03-28,19,1,R
695243,2026-03-28,4,0,R
699151,2026-03-28,1,0,R
700241,2026-03-28,21,0,R
700712,2026-03-28,11,0,R
701542,2026-03-28,19,0,R
701552,2026-03-28,4,0,R
455119,2026-03-29,1,0,R
500779,2026-03-29,19,0,L
519141,2026-03-29,8,0,L
571927,2026-03-29,21,1,L
571948,2026-03-29,5,1,L
572955,2026-03-29,3,0,R
595345,2026-03-29,3,0,L
596133,2026-03-29,5,0,R
607455,2026-03-29,1,0,L
607625,2026-03-29,24,0,R
621381,2026-03-29,2,0,L
622554,2026-03-29,4,1,R
622608,2026-03-29,10,0,R
623211,2026-03-29,5,0,R
623474,2026-03-29,2,0,R
640451,2026-03-29,4,0,R
640455,2026-03-29,7,0,L
641329,2026-03-29,3,0,R
641743,2026-03-29,21,1,L
641745,2026-03-29,3,0,R
641778,2026-03-29,20,1,L
641927,2026-03-29,17,1,R
641941,2026-03-29,5,0,R
642701,2026-03-29,3,0,R
647315,2026-03-29,6,0,R
650556,2026-03-29,3,0,R
656271,2026-03-29,5,0,L
656546,2026-03-29,4,0,R
656550,2026-03-29,22,1,R
656730,2026-03-29,4,0,R
656848,2026-03-29,3,0,R
657649,2026-03-29,3,0,L
663558,2026-03-29,8,0,L
663574,2026-03-29,5,0,R
663623,2026-03-29,20,2,R
663765,2026-03-29,6,0,R
663855,2026-03-29,1,0,R
663969,2026-03-29,8,0,R
663992,2026-03-29,6,0,L
664076,2026-03-29,6,0,L
664208,2026-03-29,5,0,R
664353,2026-03-29,4,0,R
664854,2026-03-29,5,0,R
664991,2026-03-29,4,0,L
666200,2026-03-29,25,2,L
666277,2026-03-29,3,0,R
666974,2026-03-29,1,0,R
667297,2026-03-29,3,0,R
667463,2026-03-29,3,0,L
668390,2026-03-29,2,0,R
668674,2026-03-29,3,0,R
669022,2026-03-29,22,0,L
669160,2026-03-29,22,0,R
669330,2026-03-29,6,0,R
669358,2026-03-29,21,0,R
669372,2026-03-29,12,0,R
669387,2026-03-29,20,0,R
669438,2026-03-29,6,2,R
669684,2026-03-29,5,0,L
669711,2026-03-29,4,1,R
670059,2026-03-29,9,0,R
670167,2026-03-29,4,1,R
670329,2026-03-29,1,0,R
670990,2026-03-29,5,0,R
672335,2026-03-29,4,1,L
673929,2026-03-29,6,0,R
676106,2026-03-29,19,0,R
676395,2026-03-29,3,0,L
676571,2026-03-29,3,0,L
676755,2026-03-29,3,0,R
676974,2026-03-29,23,0,R
677865,2026-03-29,8,0,L
677944,2026-03-29,24,1,R
679775,2026-03-29,5,0,L
680755,2026-03-29,5,0,R
680767,2026-03-29,6,1,R
681217,2026-03-29,4,0,R
681402,2026-03-29,4,0,R
681867,2026-03-29,10,0,R
681982,2026-03-29,8,0,R
682254,2026-03-29,5,0,L
682274,2026-03-29,5,1,R
682610,2026-03-29,10,1,R
684007,2026-03-29,22,1,L
685005,2026-03-29,1,0,R
686799,2026-03-29,22,0,R
687075,2026-03-29,18,3,R
687330,2026-03-29,4,0,R
687911,2026-03-29,3,0,L
688297,2026-03-29,8,0,R
688883,2026-03-29,9,0,R
689254,2026-03-29,1,0,L
690155,2026-03-29,7,0,R
690925,2026-03-29,3,0,R
690953,2026-03-29,20,0,R
690997,2026-03-29,22,1,R
691799,2026-03-29,5,0,R
691945,2026-03-29,9,0,R
694037,2026-03-29,4,0,R
695076,2026-03-29,20,1,R
696147,2026-03-29,8,0,R
800311,2026-03-29,15,0,R
805123,2026-03-29,6,0,R
806960,2026-03-29,20,3,R
813349,2026-03-29,21,0,L
837227,2026-03-29,15,0,R
434378,2026-03-30,19,1,R
518585,2026-03-30,2,0,R
542888,2026-03-30,4,0,R
547184,2026-03-30,4,0,R
548384,2026-03-30,4,0,L
573124,2026-03-30,3,0,L
592836,2026-03-30,29,0,R
593974,2026-03-30,3,0,L
596001,2026-03-30,3,0,R
605135,2026-03-30,25,0,R
605280,2026-03-30,23,1,R
605452,2026-03-30,8,0,R
607067,2026-03-30,13,1,R
607259,2026-03-30,24,1,R
607481,2026-03-30,4,0,L
608372,2026-03-30,18,1,R
608650,2026-03-30,7,0,L
621111,2026-03-30,19,1,R
621112,2026-03-30,8,0,R
621121,2026-03-30,24,0,R
621237,2026-03-30,6,0,L
622491,2026-03-30,21,0,R
623149,2026-03-30,3,0,R
623168,2026-03-30,14,1,R
623437,2026-03-30,2,0,R
624133,2026-03-30,20,2,L
628452,2026-03-30,3,0,R
640448,2026-03-30,1,0,R
641302,2026-03-30,3,0,L
641312,2026-03-30,11,0,R
641835,2026-03-30,6,0,L
642100,2026-03-30,4,0,L
642207,2026-03-30,3,0,R
643377,2026-03-30,3,0,R
643410,2026-03-30,3,0,R
643511,2026-03-30,3,0,R
646241,2026-03-30,9,0,L
647336,2026-03-30,20,0,R
656222,2026-03-30,5,0,L
656234,2026-03-30,4,0,R
656464,2026-03-30,3,0,R
656492,2026-03-30,21,1,L
656730,2026-03-30,5,0,R
656794,2026-03-30,12,0,L
656848,2026-03-30,3,0,R
656945,2026-03-30,4,0,L
657044,2026-03-30,3,0,R
657424,2026-03-30,3,0,L
660825,2026-03-30,2,0,R
663158,2026-03-30,4,0,R
663436,2026-03-30,21,1,R
663460,2026-03-30,22,1,L
663738,2026-03-30,3,0,L
663855,2026-03-30,5,0,R
663893,2026-03-30,7,0,L
663947,2026-03-30,5,0,L
663978,2026-03-30,21,2,R
664074,2026-03-30,10,0,R
664076,2026-03-30,5,0,L
664192,2026-03-30,7,0,L
664199,2026-03-30,3,0,R
664238,2026-03-30,3,0,R
664875,2026-03-30,3,0,R
665660,2026-03-30,4,0,R
665795,2026-03-30,19,0,R
666277,2026-03-30,8,0,R
666374,2026-03-30,4,0,R
666661,2026-03-30,1,0,R
666808,2026-03-30,1,0,R
667463,2026-03-30,4,0,L
668933,2026-03-30,4,0,R
668964,2026-03-30,4,0,R
669199,2026-03-30,11,0,R
669330,2026-03-30,6,0,R
669371,2026-03-30,5,0,R
670167,2026-03-30,4,0,R
670329,2026-03-30,6,0,R
670912,2026-03-30,19,2,R
671922,2026-03-30,5,0,R
672582,2026-03-30,3,0,L
676254,2026-03-30,5,1,R
676428,2026-03-30,8,1,L
676755,2026-03-30,4,0,R
676760,2026-03-30,6,0,R
676775,2026-03-30,3,0,R
676879,2026-03-30,7,1,L
677952,2026-03-30,25,0,R
677955,2026-03-30,1,0,R
677960,2026-03-30,19,0,L
678606,2026-03-30,3,0,L
680573,2026-03-30,20,1,R
680736,2026-03-30,17,0,L
680742,2026-03-30,7,0,R
680802,2026-03-30,7,0,R
681517,2026-03-30,24,0,R
681870,2026-03-30,4,0,L
681892,2026-03-30,7,1,L
682052,2026-03-30,22,0,L
683004,2026-03-30,24,1,R
683175,2026-03-30,5,0,R
683232,2026-03-30,3,0,R
683742,2026-03-30,7,0,R
686973,2026-03-30,7,0,R
686993,2026-03-30,3,0,R
687330,2026-03-30,1,0,R
687396,2026-03-30,4,0,L
688158,2026-03-30,8,0,R
690986,2026-03-30,20,1,L
693686,2026-03-30,9,1,R
693821,2026-03-30,23,0,R
693855,2026-03-30,3,0,L
694335,2026-03-30,10,0,R
694738,2026-03-30,21,0,R
695418,2026-03-30,13,0,R
695505,2026-03-30,19,0,R
696270,2026-03-30,21,1,R
800048,2026-03-30,20,0,L
801403,2026-03-30,19,3,R
808963,2026-03-30,18,0,R
445276,2026-03-31,2,1,R
453286,2026-03-31,22,1,R
455119,2026-03-31,6,0,R
519141,2026-03-31,5,0,L
527048,2026-03-31,14,0,L
571948,2026-03-31,1,0,L
572955,2026-03-31,5,1,R
592773,2026-03-31,4,0,R
592791,2026-03-31,20,0,R
594580,2026-03-31,3,0,L
594798,2026-03-31,20,1,R
596001,2026-03-31,4,0,R
605130,2026-03-31,3,0,R
605447,2026-03-31,3,0,R
605540,2026-03-31,19,2,R
606303,2026-03-31,4,1,R
606996,2026-03-31,11,0,L
607200,2026-03-31,21,0,R
608331,2026-03-31,25,0,L
608566,2026-03-31,18,2,R
621107,2026-03-31,17,1,R
621242,2026-03-31,6,0,R
621383,2026-03-31,8,0,L
623149,2026-03-31,3,0,R
623454,2026-03-31,5,0,R
641745,2026-03-31,4,0,R
641793,2026-03-31,23,2,R
642121,2026-03-31,8,1,R
642397,2026-03-31,6,0,L
642701,2026-03-31,3,0,R
643410,2026-03-31,5,0,R
650644,2026-03-31,20,1,R
656271,2026-03-31,7,0,L
656546,2026-03-31,4,0,R
657277,2026-03-31,25,0,R
657514,2026-03-31,4,0,L
657612,2026-03-31,3,0,L
657649,2026-03-31,4,0,L
660271,2026-03-31,23,0,R
660761,2026-03-31,18,0,L
661395,2026-03-31,4,0,R
663372,2026-03-31,11,0,R
663465,2026-03-31,11,1,L
663542,2026-03-31,8,0,L
663554,2026-03-31,22,1,R
663556,2026-03-31,19,0,L
663558,2026-03-31,7,1,L
663687,2026-03-31,5,0,L
663992,2026-03-31,9,1,L
664126,2026-03-31,3,0,R
664141,2026-03-31,7,0,R
664208,2026-03-31,6,0,R
664991,2026-03-31,7,0,L
666974,2026-03-31,5,0,R
667755,2026-03-31,21,0,R
668390,2026-03-31,5,0,R
668941,2026-03-31,3,0,L
668984,2026-03-31,5,0,R
669093,2026-03-31,4,0,R
669302,2026-03-31,24,0,R
669467,2026-03-31,21,0,R
669622,2026-03-31,6,0,R
670036,2026-03-31,8,0,R
670245,2026-03-31,8,0,R
670990,2026-03-31,2,0,R
672582,2026-03-31,4,0,L
672782,2026-03-31,9,1,R
673540,2026-03-31,25,0,R
675848,2026-03-31,8,0,R
675989,2026-03-31,13,1,R
676083,2026-03-31,19,0,R
676130,2026-03-31,4,0,R
676263,2026-03-31,4,0,L
676395,2026-03-31,3,0,L
676440,2026-03-31,18,0,R
676534,2026-03-31,3,0,R
676571,2026-03-31,3,0,L
676617,2026-03-31,3,0,R
676684,2026-03-31,5,0,R
676962,2026-03-31,12,0,R
677053,2026-03-31,3,0,L
677955,2026-03-31,4,0,R
677961,2026-03-31,8,0,R
678394,2026-03-31,25,1,R
680755,2026-03-31,4,0,R
681217,2026-03-31,5,0,R
681911,2026-03-31,3,0,L
681982,2026-03-31,4,0,R
682227,2026-03-31,22,3,L
682274,2026-03-31,6,1,R
682842,2026-03-31,5,0,R
682995,2026-03-31,11,2,L
686610,2026-03-31,6,0,L
686613,2026-03-31,21,0,R
686993,2026-03-31,5,0,R
687396,2026-03-31,4,0,L
688158,2026-03-31,4,0,R
688642,2026-03-31,13,0,R
689254,2026-03-31,3,0,L
689296,2026-03-31,8,1,R
691725,2026-03-31,21,0,R
694297,2026-03-31,24,0,R
694851,2026-03-31,7,0,R
696149,2026-03-31,19,0,R
699134,2026-03-31,6,0,R
699151,2026-03-31,7,1,R
700669,2026-03-31,2,0,R
518585,2026-04-01,2,0,R
519242,2026-04-01,19,1,L
542888,2026-04-01,4,0,R
543056,2026-04-01,4,1,L
543135,2026-04-01,23,1,R
544150,2026-04-01,12,1,R
548384,2026-04-01,3,0,L
571510,2026-04-01,20,0,L
573204,2026-04-01,3,0,L
579328,2026-04-01,26,0,L
592332,2026-04-01,21,0,R
592773,2026-04-01,4,0,R
595014,2026-04-01,3,0,R
596133,2026-04-01,3,0,R
601713,2026-04-01,18,0,R
605288,2026-04-01,25,0,R
607455,2026-04-01,4,0,L
607536,2026-04-01,22,0,L
608371,2026-04-01,9,0,R
608718,2026-04-01,9,0,L
621237,2026-04-01,4,0,L
621366,2026-04-01,1,0,L
622608,2026-04-01,7,0,R
622663,2026-04-01,18,0,R
623211,2026-04-01,3,0,R
623474,2026-04-01,3,0,R
628452,2026-04-01,4,0,R
640448,2026-04-01,5,0,R
640451,2026-04-01,6,0,R
641302,2026-04-01,7,0,L
641745,2026-04-01,6,1,R
641941,2026-04-01,7,1,R
642207,2026-04-01,4,0,R
642397,2026-04-01,3,0,L
642528,2026-04-01,4,0,R
642547,2026-04-01,21,0,R
643377,2026-04-01,5,0,R
643511,2026-04-01,5,0,R
645261,2026-04-01,31,0,R
647315,2026-04-01,3,0,R
650556,2026-04-01,4,1,R
650911,2026-04-01,24,0,L
656546,2026-04-01,3,0,R
656638,2026-04-01,6,0,R
656641,2026-04-01,3,0,L
656876,2026-04-01,20,1,R
656945,2026-04-01,2,1,L
657514,2026-04-01,3,0,L
657746,2026-04-01,20,0,R
661395,2026-04-01,2,0,R
663158,2026-04-01,3,0,R
663559,2026-04-01,6,1,L
663574,2026-04-01,3,0,R
663687,2026-04-01,6,0,L
663738,2026-04-01,8,0,L
663893,2026-04-01,5,0,L
664199,2026-04-01,4,0,R
664875,2026-04-01,3,0,R
665622,2026-04-01,7,0,R
665660,2026-04-01,4,0,R
666171,2026-04-01,5,0,R
666661,2026-04-01,3,0,R
666808,2026-04-01,5,0,R
667297,2026-04-01,4,0,R
668674,2026-04-01,2,0,R
668678,2026-04-01,21,0,R
668873,2026-04-01,5,0,R
668909,2026-04-01,23,0,R
668933,2026-04-01,4,0,R
668941,2026-04-01,4,0,L
668964,2026-04-01,6,0,R
669084,2026-04-01,5,0,L
669093,2026-04-01,3,0,R
669276,2026-04-01,4,0,L
669371,2026-04-01,5,0,R
669373,2026-04-01,25,1,L
669432,2026-04-01,24,0,L
669438,2026-04-01,5,0,R
669461,2026-04-01,22,1,L
669684,2026-04-01,10,0,L
669711,2026-04-01,3,0,R
669923,2026-04-01,24,1,R
670280,2026-04-01,7,0,R
670970,2026-04-01,8,0,L
671096,2026-04-01,24,1,L
671922,2026-04-01,4,1,R
672335,2026-04-01,5,1,L
673929,2026-04-01,4,1,R
674444,2026-04-01,2,0,R
676130,2026-04-01,8,1,R
676477,2026-04-01,6,0,R
676571,2026-04-01,3,0,L
676617,2026-04-01,4,0,R
676755,2026-04-01,5,0,R
676879,2026-04-01,3,0,L
676917,2026-04-01,25,0,R
676979,2026-04-01,23,1,L
677865,2026-04-01,4,0,L
678606,2026-04-01,3,0,L
678906,2026-04-01,4,1,R
680742,2026-04-01,4,0,R
680767,2026-04-01,4,0,R
681343,2026-04-01,19,1,R
681347,2026-04-01,24,0,R
681867,2026-04-01,8,1,R
681870,2026-04-01,1,0,L
681982,2026-04-01,3,0,R
682254,2026-04-01,4,1,L
683175,2026-04-01,3,0,R
683232,2026-04-01,3,0,R
687849,2026-04-01,11,2,R
687911,2026-04-01,3,0,L
688297,2026-04-01,3,0,R
689254,2026-04-01,2,0,L
689520,2026-04-01,9,0,R
690925,2026-04-01,4,0,R
691945,2026-04-01,9,1,R
693645,2026-04-01,21,0,R
693855,2026-04-01,6,0,L
694037,2026-04-01,4,0,R
694361,2026-04-01,7,0,R
694819,2026-04-01,25,1,R
694973,2026-04-01,20,0,R
695243,2026-04-01,5,0,R
700669,2026-04-01,2,0,R
701552,2026-04-01,3,1,R
702070,2026-04-01,20,0,L
805123,2026-04-01,3,0,R
808967,2026-04-01,22,1,R
543510,2026-04-02,10,1,R
573124,2026-04-02,1,0,L
592662,2026-04-02,22,1,L
605452,2026-04-02,11,1,R
621381,2026-04-02,4,0,L
623437,2026-04-02,4,0,R
625643,2026-04-02,20,1,R
640455,2026-04-02,17,1,L
641755,2026-04-02,3,0,R
656464,2026-04-02,5,0,R
656849,2026-04-02,24,0,L
663485,2026-04-02,4,0,R
666142,2026-04-02,21,0,L
669194,2026-04-02,21,2,R
670167,2026-04-02,6,0,R
671737,2026-04-02,24,0,R
674370,2026-04-02,12,0,R
674444,2026-04-02,6,3,R
676254,2026-04-02,2,0,R
681892,2026-04-02,3,0,L
694851,2026-04-02,5,0,R
694918,2026-04-02,9,0,R
455119,2026-04-03,5,1,R
472610,2026-04-03,4,0,R
519141,2026-04-03,5,0,L
542888,2026-04-03,3,0,R
543243,2026-04-03,22,0,R
547179,2026-04-03,23,2,R
547184,2026-04-03,7,0,R
547973,2026-04-03,4,0,L
548384,2026-04-03,2,0,L
571945,2026-04-03,25,4,R
571948,2026-04-03,6,0,L
593958,2026-04-03,26,0,L
593974,2026-04-03,6,1,L
594580,2026-04-03,4,0,L
595014,2026-04-03,4,0,R
596001,2026-04-03,3,0,R
605400,2026-04-03,25,0,R
605447,2026-04-03,3,0,R
605488,2026-04-03,21,0,L
607067,2026-04-03,14,0,R
607455,2026-04-03,5,0,L
608650,2026-04-03,6,0,L
608718,2026-04-03,7,0,L
622554,2026-04-03,5,0,R
623149,2026-04-03,4,2,R
623211,2026-04-03,4,0,R
623437,2026-04-03,4,0,R
628452,2026-04-03,3,0,R
640448,2026-04-03,5,0,R
640451,2026-04-03,5,2,R
641401,2026-04-03,3,0,R
641816,2026-04-03,23,2,R
641835,2026-04-03,3,0,L
641927,2026-04-03,18,0,R
641941,2026-04-03,3,0,R
642100,2026-04-03,3,0,L
642232,2026-04-03,3,0,L
642397,2026-04-03,4,1,L
642701,2026-04-03,3,0,R
643511,2026-04-03,5,0,R
647315,2026-04-03,4,0,R
650633,2026-04-03,24,1,R
656234,2026-04-03,3,0,R
656302,2026-04-03,22,0,R
656546,2026-04-03,4,0,R
656550,2026-04-03,21,0,R
656605,2026-04-03,26,0,R
656794,2026-04-03,3,0,L
656848,2026-04-03,5,1,R
657044,2026-04-03,1,0,R
