Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Home SP,Home Hand,Home Reliability%,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag
2026-05-05,Boston Red Sox,Detroit Tigers,45.8,54.2,133,-161,130,-155,+2.9%,+2.3%,-7.5%,-6.6%,Jovani Morán,L,9.6,Framber Valdez,L,20.1,0.724,0.703,3.74,3.39,3.4,-3.3,FADE ✗,CONFIRMED+PLATOON,100,
2026-05-05,Toronto Blue Jays,Tampa Bay Rays,35.8,64.2,119,-143,115,-140,-9.9%,-10.7%,+5.4%,+5.9%,Kevin Gausman,R,20.1,Drew Rasmussen,R,15.1,0.718,0.745,3.45,0.83,-3.4,3.1,CONFIRMED ✓,CONFIRMED+PLATOON,98,
2026-05-05,Athletics,Philadelphia Phillies,44.2,55.8,159,-194,155,-190,+5.6%,+5.0%,-10.2%,-9.7%,Luis Severino,R,19.1,Cristopher Sánchez,L,20.1,0.764,0.667,5.07,2.57,-2.0,2.1,CONFIRMED ✓,CONFIRMED+PLATOON,105,
2026-05-05,Baltimore Orioles,Miami Marlins,None,None,119,-143,118,-145,N/A,N/A,N/A,N/A,Chris Bassitt,R,14.0,Sandy Alcantara,R,0,0.738,0.706,7.63,2.83,-4.3,4.1,N/A,PARTIAL,96,
2026-05-05,Minnesota Twins,Washington Nationals,39.3,60.7,-115,-105,-115,-105,-14.2%,-14.2%,+9.5% ** BET **,+9.5% ** BET **,Taj Bradley,R,20.5,Cade Cavalli,R,15.1,0.687,0.743,5.17,2.72,2.3,-2.3,FADE ✗,CONFIRMED+PLATOON,99,** BET **
2026-05-05,Texas Rangers,New York Yankees,None,None,100,-120,100,-120,N/A,N/A,N/A,N/A,Jacob deGrom,R,15.6,Elmer Rodríguez,R,0,0.783,0.736,3.98,1.87,0.0,-0.2,N/A,CONFIRMED+PLATOON,101,
2026-05-05,Cincinnati Reds,Chicago Cubs,35,65,139,-168,140,-170,-6.8%,-6.7%,+2.3%,+2.0%,Andrew Abbott,L,17.1,Jameson Taillon,R,17.1,0.691,0.783,7.69,3.33,0.0,0.0,CONFIRMED ✓,ESTIMATED,104,
2026-05-05,Cleveland Guardians,Kansas City Royals,49.7,50.3,-118,-102,-115,-105,-4.4%,-3.8%,-0.2%,-0.9%,Gavin Williams,R,21.6,Stephen Kolek,R,0,0.721,0.706,4.15,3.14,-0.4,0.5,CONFIRMED ✓,PARTIAL,99,
2026-05-05,Milwaukee Brewers,St. Louis Cardinals,37.5,62.5,-108,-112,-110,-110,-14.4%,-14.9%,+9.7% ** BET **,+10.1%,Brandon Sproat,R,13.1,Andre Pallante,R,15.6,0.694,0.731,2.95,3.43,0.0,0.0,CONFIRMED ✓,ESTIMATED,98,** BET **
2026-05-05,Los Angeles Dodgers,Houston Astros,65,35,-232,189,-220,180,-4.9%,-3.8%,+0.4%,-0.7%,Shohei Ohtani,R,15.0,Peter Lambert,R,7.5,0.795,0.782,2.94,5.02,2.5,-2.6,CONFIRMED ✓,ESTIMATED,99,
2026-05-05,Chicago White Sox,Los Angeles Angels,64.7,35.3,-108,-112,-105,-115,+12.8%,+13.5%,-17.5%,-18.2%,Erick Fedde,R,16.6,Sam Aldegheri,L,0.6,0.71,0.705,1.5,4.31,N/A,N/A,N/A,ESTIMATED,97,
2026-05-05,Pittsburgh Pirates,Arizona Diamondbacks,None,None,113,-136,115,-135,N/A,N/A,N/A,N/A,Bubba Chandler,R,14.5,Eduardo Rodriguez,R,0,0.732,0.716,5.5,7.71,-2.1,1.9,N/A,ESTIMATED,97,
2026-05-05,Atlanta Braves,Seattle Mariners,52.2,47.8,109,-131,110,-130,+4.4%,+4.6%,-8.9%,-8.7%,Bryce Elder,R,21.5,George Kirby,R,22.5,0.809,0.699,3.77,3.44,3.0,-3.1,CONFIRMED ✓,ESTIMATED,96,
2026-05-05,San Diego Padres,San Francisco Giants,43.8,56.2,109,-131,110,-130,-4.0%,-3.8%,-0.5%,-0.3%,Walker Buehler,R,12.5,Logan Webb,R,22.0,0.68,0.645,5.26,3.73,N/A,N/A,N/A,ESTIMATED,95,
