Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds,Game#,GamePk,DK RL Away,DK RL Home,MGM RL Away,MGM RL Home
2026-09-25,Chicago Cubs,Boston Red Sox,43.0,57.0,-127,105,-125,105,-12.9%,-12.6%,+8.2%,+8.2%,Clay Holmes,R,48.5,88.6,2166.0,8.2,Alec Gamboa,L,15.5,92.5,2088.0,6.6,0.809,0.731,3.05,2.05,1.0,-1.0,N/A,CONFIRMED+PLATOON,104,,,-10.4%,+10.4%,-10.3%,+10.3%,,-120,103,1,824703,-1.5@136,+1.5@-165,-1.5@135,+1.5@-165
2026-09-25,Chicago Cubs,Boston Red Sox,47.6,52.4,-120,100,-118,-102,-6.9%,-6.5%,+2.4%,+1.9%,David Peterson,L,71.7,89.0,2127.0,9.1,Brayan Bello,R,56.2,91.4,2055.0,10.2,0.749,0.722,3.09,2.19,-0.4,0.2,N/A,CONFIRMED+PLATOON,104,,,-4.6%,+4.6%,-4.1%,+4.1%,Boston Red Sox,-118,100,2,824706,-1.5@153,+1.5@-186,-1.5@150,+1.5@-185
2026-09-25,Baltimore Orioles,New York Yankees,57.9,42.1,102,-123,100,-120,+8.4%,+7.9%,-13.1%,-12.4%,Trevor Rogers,L,82.8,89.3,2214.0,11.2,Brendan Beck,R,3.8,88.0,2122.0,12.8,0.649,0.81,2.62,3.38,3.8,-3.7,CONFIRMED ✓,CONFIRMED+PLATOON,101,,,+10.6%,-10.6%,+10.1%,-10.1%,,106,-124,1,823491,+1.5@-220,-1.5@179,+1.5@-210,-1.5@170
2026-09-25,Baltimore Orioles,New York Yankees,None,None,-247,184,-300,230,N/A,N/A,N/A,N/A,Brandon Young,R,75.8,88.7,2064.0,9.8,TBD,R,0,None,None,None,0.707,0.721,2.53,3.5,25.5,-23.6,N/A,ESTIMATED,101,,,N/A,N/A,N/A,N/A,,-280,210,2,823489,-1.5@-121,+1.5@-108,-1.5@-140,+1.5@110
2026-09-25,Pittsburgh Pirates,Detroit Tigers,47.8,52.2,-109,-110,-110,-110,-4.4%,-4.6%,-0.2%,-0.2%,Bubba Chandler,R,75.7,94.8,2326.0,9.1,Jackson Jobe,R,20.3,92.5,2480.0,9.1,0.796,0.756,3.17,3.81,0.0,0.0,N/A,CONFIRMED+PLATOON,100,,,-2.1%,+2.1%,-2.2%,+2.2%,,-112,-106,1,824220,-1.5@150,+1.5@-182,-1.5@155,+1.5@-190
2026-09-25,Tampa Bay Rays,Philadelphia Phillies,39.7,60.3,149,-182,145,-180,-0.5%,-1.1%,-4.2%,-4.0%,Freddy Peralta,R,81.8,89.5,2300.0,10.6,Cristopher Sánchez,L,100.0,90.5,2084.0,14.1,0.709,0.726,3.6,5.37,-2.0,2.1,CONFIRMED ✓,CONFIRMED+PLATOON,105,,,+1.3%,-1.3%,+0.9%,-0.9%,,148,-173,1,823409,+1.5@-162,-1.5@134,+1.5@-155,-1.5@125
2026-09-25,New York Mets,Washington Nationals,None,None,-108,-112,-110,-110,N/A,N/A,N/A,N/A,TBD,R,0,None,None,None,Andrew Alvarez,L,54.0,87.3,2492.0,8.6,0.695,0.74,3.4,3.17,-5.7,5.9,N/A,CONFIRMED+PLATOON,99,,,N/A,N/A,N/A,N/A,,-112,-105,1,822681,-1.5@153,+1.5@-186,-1.5@155,+1.5@-190
2026-09-25,Cincinnati Reds,Toronto Blue Jays,37.1,62.9,129,-157,125,-150,-6.6%,-7.3%,+1.8%,+2.9%,Nick Lodolo,L,51.8,89.7,2266.0,8.9,José Soriano,R,87.2,92.6,2048.0,11.3,0.683,0.691,4.31,3.86,-3.3,3.5,CONFIRMED ✓,CONFIRMED+PLATOON,100,,,-4.6%,+4.6%,-5.4%,+5.4%,Toronto Blue Jays,128,-150,1,822760,+1.5@-172,-1.5@142,+1.5@-170,-1.5@140
2026-09-25,Atlanta Braves,Miami Marlins,54.1,45.9,-118,-102,-118,-102,+0.0%,+0.0%,-4.6%,-4.6%,Ray Kerr,L,7.7,89.1,2144.0,11.1,Eury Pérez,R,75.0,92.8,2529.0,13.1,0.76,0.672,3.27,4.31,-1.6,1.5,FADE ✗,CONFIRMED+PLATOON,96,,,+2.4%,-2.4%,+2.4%,-2.4%,,-118,101,1,823816,-1.5@143,+1.5@-174,-1.5@145,+1.5@-175
2026-09-25,Cleveland Guardians,Kansas City Royals,48.1,51.9,-145,120,-145,118,-11.1%,-11.1%,+6.4%,+6.0% ** BET **,Gavin Williams,R,90.5,90.9,2294.0,14.4,Noah Cameron,L,86.2,86.8,2195.0,10.6,0.727,0.741,2.04,7.59,0.5,-0.4,N/A,CONFIRMED+PLATOON,99,** BET **,,-8.4%,+8.4%,-8.2%,+8.2%,,-136,116,1,824058,-1.5@131,+1.5@-158,-1.5@125,+1.5@-155
2026-09-25,Colorado Rockies,Chicago White Sox,39.4,60.6,202,-250,200,-250,+6.3%,+6.1%,-10.8%,-10.8%,Tomoyuki Sugano,R,73.8,88.3,2298.0,7.5,Sean Burke,R,83.5,89.6,2520.0,10.6,0.78,0.761,5.0,4.92,-1.7,1.7,CONFIRMED ✓,CONFIRMED+PLATOON,99,,,+7.7%,-7.7%,+7.6%,-7.6%,,193,-235,1,824544,+1.5@-103,-1.5@-117,+1.5@-105,-1.5@-115
2026-09-25,St. Louis Cardinals,Milwaukee Brewers,46.0,54.0,158,-192,155,-190,+7.2%,+6.8%,-11.8%,-11.5%,Michael McGreevy,R,82.0,87.1,2201.0,8.0,Robert Gasser,L,51.7,88.3,2274.0,9.4,0.715,0.742,3.33,2.0,-1.1,1.0,N/A,PARTIAL,100,,,+8.9%,-8.9%,+8.6%,-8.6%,,155,-182,1,823735,+1.5@-137,-1.5@114,+1.5@-135,-1.5@110
2026-09-25,Texas Rangers,Minnesota Twins,43.5,56.5,-118,-102,-115,-105,-10.6%,-10.0%,+6.0% ** BET **,+5.3% ** BET **,Jacob deGrom,R,79.3,93.1,2430.0,15.4,Joe Ryan,R,69.3,88.6,2395.0,11.0,0.701,0.752,3.83,2.3,1.3,-1.4,N/A,CONFIRMED+PLATOON,100,** BET **,,-8.2%,+8.2%,-7.6%,+7.6%,,-108,-108,1,823652,-1.5@151,+1.5@-184,,
2026-09-25,Houston Astros,Athletics,60.5,39.5,-185,152,-185,150,-4.4%,-4.4%,-0.2%,-0.5%,Hunter Brown,R,51.0,92.4,2180.0,10.2,Jacob Lopez,L,58.7,83.9,2259.0,10.4,0.727,0.723,4.31,6.18,0.4,-0.5,N/A,ESTIMATED,95,,,-1.5%,+1.5%,-1.4%,+1.4%,,-185,155,1,824947,-1.5@-109,+1.5@-111,-1.5@-110,+1.5@-110
2026-09-25,Arizona Diamondbacks,San Diego Padres,None,None,113,-136,110,-135,N/A,N/A,N/A,N/A,Brandon Pfaadt,R,64.2,89.0,2464.0,9.6,TBD,R,0,None,None,None,0.719,0.715,4.5,3.5,1.1,-1.1,N/A,ESTIMATED,94,,,N/A,N/A,N/A,N/A,,116,-136,1,823248,+1.5@-193,-1.5@158,+1.5@-190,-1.5@155
