player_id,name,so,pa
500743,Miguel Rojas,19,192
502671,Paul Goldschmidt,79,330
514888,Jose Altuve,86,426
518595,Travis d'Arnaud,14,54
518692,Freddie Freeman,84,527
521692,Salvador Perez,97,488
543510,James McCann,29,122
543760,Marcus Semien,92,417
543807,George Springer,74,403
543877,Christian Vázquez,43,230
545121,Ildemaro Vargas,37,386
545341,Randal Grichuk,46,198
545361,Mike Trout,122,478
547180,Bryce Harper,112,542
553869,Elias Díaz,38,163
553993,Eugenio Suárez,135,379
571448,Nolan Arenado,93,458
571771,Enrique Hernández,8,29
571912,Luke Maile,8,22
571970,Max Muncy,112,440
572233,Christian Walker,119,501
573262,Mike Yastrzemski,76,318
575929,Willson Contreras,120,474
592518,Manny Machado,114,528
592626,Joc Pederson,88,377
592663,J.T. Realmuto,76,357
592885,Christian Yelich,104,381
593428,Xander Bogaerts,84,478
593871,Jorge Polanco,36,145
595879,Javier Báez,26,144
595978,Austin Hedges,31,188
596019,Francisco Lindor,58,305
596117,Garrett Stubbs,10,46
596142,Gary Sánchez,44,220
596146,Max Kepler,28,124
605137,Josh Bell,103,495
605141,Mookie Betts,44,377
605170,Victor Caratini,67,331
606192,Teoscar Hernández,95,353
607043,Brandon Nimmo,108,506
607208,Trea Turner,117,543
608070,José Ramírez,48,402
608324,Alex Bregman,88,567
608348,Carson Kelly,56,330
608369,Corey Seager,69,278
620443,Luis Torrens,43,228
621438,Tyrone Taylor,35,183
621439,Byron Buxton,93,382
621493,Taylor Ward,109,538
621566,Matt Olson,138,549
622268,Donovan Walton,28,160
622761,Jorge Mateo,42,143
623168,Tyler Heineman,24,150
624413,Pete Alonso,131,547
624424,Michael Conforto,66,224
624428,Adam Frazier,31,110
624431,Jose Trevino,20,102
624641,Edmundo Sosa,43,205
630105,Jake Cronenworth,62,288
640459,Brian Navarreto,10,35
640902,Jhonny Pereda,13,76
641343,Jake Bauers,112,452
641680,Jonah Heim,54,290
641857,Ryan McMahon,92,303
641933,Tyler O'Neill,70,251
642086,Dominic Smith,43,280
642201,Eli White,37,165
642215,Weston Wilson,34,116
642350,Jose Siri,47,152
642708,Amed Rosario,53,201
642715,Willy Adames,133,485
