date,pk,pitcher_id,name,team,opp,home,hand,season_so,season_bf,season_gs,season_ip,prior_so,prior_bf,bf_l5,bf_season,exp_bf,p_pit,f_pit,lineup_src,lineup_n,lineup_k,f_lineup,pk_pa,exp_k,p_over_3.5,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,line_dk,over_dk,under_dk,line_fd,over_fd,under_fd,line_mgm,over_mgm,under_mgm,line_czr,over_czr,under_czr,alts,cons_line,p_over_cons,fair_over,fair_under,best_side,best_book,best_line,best_price,best_edge,odds_at,built_at
2026-08-25,824233,668984,Casey Legumina,Tampa Bay Rays,Detroit Tigers,0,R,45,247,6,58.7,55,219,6.2,12.04,7.66,0.2066,0.935,confirmed,9,0.21,0.95,0.1961,1.58,0.0868,0.0283,0.0079,0.0019,0.0004,0.0001,,,,,,,,,,,,,,,,,,,,,,,,2026-08-26T04:51:56Z
2026-08-25,824233,695549,Jackson Jobe,Detroit Tigers,Tampa Bay Rays,1,R,15,80,4,18.3,39,218,20.33,21.06,20.51,0.1957,0.886,confirmed,9,0.1727,0.782,0.1519,3.15,0.3915,0.2185,0.1064,0.0456,0.0174,0.0059,,,,,,,,,,,,,,,,,,,,,,,,2026-08-26T04:51:56Z
2026-08-25,823826,801139,Payton Tolle,Boston Red Sox,Miami Marlins,0,L,141,505,22,125.3,19,74,22.25,22.85,22.4,0.2654,1.201,confirmed,9,0.2046,0.926,0.2468,5.37,0.7811,0.6273,0.4577,0.3017,0.1794,0.0964,,,,,,,,,,,,,,,,,,,,,,,,2026-08-26T04:51:56Z
2026-08-25,823826,663969,Tyler Phillips,Miami Marlins,Boston Red Sox,1,R,86,454,15,105.3,52,313,18.12,19.84,18.55,0.1888,0.854,confirmed,9,0.2086,0.944,0.1778,3.34,0.4334,0.2524,0.1281,0.0571,0.0226,0.008,,,,,,,,,,,,,,,,,,,,,,,,2026-08-26T04:51:56Z
2026-08-25,822693,690279,Mason Adams,Colorado Rockies,Washington Nationals,0,R,5,18,1,4.0,0,0,18.0,20.84,18.71,0.2257,1.021,confirmed,9,0.2145,0.971,0.2191,4.11,0.5919,0.4019,0.2409,0.1279,0.0604,0.0255,,,,,,,,,,,,,,,,,,,,,,,,2026-08-26T04:51:56Z
2026-08-25,822693,674841,Andrew Alvarez,Washington Nationals,Colorado Rockies,1,L,80,359,12,84.7,20,98,21.38,20.95,21.27,0.2202,0.996,confirmed,9,0.2378,1.076,0.237,4.92,0.7233,0.5521,0.3789,0.2331,0.1287,0.064,,,,,,,,,,,,,,,,,,,,,,,,2026-08-26T04:51:56Z
2026-08-25,823505,814490,Ethan Pecko,Houston Astros,New York Yankees,0,R,5,39,2,8.0,0,0,18.0,20.84,18.71,0.2059,0.931,confirmed,9,0.231,1.045,0.2154,4.04,0.5787,0.3882,0.2296,0.1202,0.0559,0.0233,,,,,,,,,,,,,,,,,,,,,,,,2026-08-26T04:51:56Z
2026-08-25,823505,701542,Will Warren,New York Yankees,Houston Astros,1,R,126,559,25,127.0,171,711,20.5,22.21,20.93,0.2283,1.033,confirmed,9,0.2054,0.929,0.2123,4.41,0.6428,0.457,0.2891,0.1629,0.082,0.0371,,,,,,,,,,,,,,,,,,,,,,,,2026-08-26T04:51:56Z
2026-08-25,822773,607625,Seth Lugo,Kansas City Royals,Toronto Blue Jays,0,R,116,640,27,150.3,125,611,23.5,23.58,23.52,0.1878,0.85,confirmed,9,0.1887,0.854,0.1594,3.79,0.5236,0.3348,0.1891,0.0949,0.0426,0.0172,,,,,,,,,,,,,,,,,,,,,,,,2026-08-26T04:51:56Z
2026-08-25,822773,453286,Max Scherzer,Toronto Blue Jays,Kansas City Royals,1,R,36,225,12,50.0,82,358,19.5,18.87,19.34,0.1911,0.865,confirmed,9,0.2016,0.912,0.1738,3.26,0.4168,0.2385,0.1188,0.052,0.0202,0.007,,,,,,,,,,,,,,,,,,,,,,,,2026-08-26T04:51:56Z
