season,game_id,date,home_team,away_team,home_win,home_era,home_whip,home_k9,home_bb9,away_era,away_whip,away_k9,away_bb9,home_ops,home_kpct,away_ops,away_kpct,era_diff,k9_diff,ops_diff
2024,745435,2024-03-29,San Diego Padres,San Francisco Giants,0,3.88,1.17,9.12,2.08,4.56,1.34,8.54,3.04,0.728,17.6,0.682,24.0,0.6799999999999997,0.5800000000000001,0.0459999999999999
2024,746167,2024-03-29,Los Angeles Dodgers,St. Louis Cardinals,1,8.52,1.77,8.36,4.82,9.53,1.88,10.59,4.24,0.8,21.4,0.7,21.6,1.0099999999999998,-2.2300000000000004,0.1
2024,745850,2024-03-30,New York Mets,Milwaukee Brewers,0,3.91,1.24,7.96,2.97,5.02,1.6,9.21,4.4,0.694,22.4,0.729,23.6,1.1099999999999994,-1.2500000000000009,-0.035
2024,746818,2024-03-30,Chicago White Sox,Detroit Tigers,0,4.74,1.38,9.49,4.97,6.09,1.38,7.69,2.48,0.622,23.9,0.707,24.3,1.3499999999999996,1.7999999999999998,-0.0849999999999999
2024,747063,2024-03-30,Baltimore Orioles,Los Angeles Angels,1,3.86,1.24,10.03,2.78,5.19,1.4,6.82,3.46,0.683,22.0,0.652,23.7,1.3300000000000003,3.209999999999999,0.031
2024,745599,2024-03-30,Philadelphia Phillies,Atlanta Braves,0,3.57,1.2,8.89,2.26,3.25,1.16,8.57,2.94,0.762,22.2,0.743,24.0,-0.3199999999999998,0.3200000000000003,0.019
2024,745684,2024-03-30,Oakland Athletics,Cleveland Guardians,0,4.38,1.22,6.82,2.44,3.47,1.12,9.69,2.28,0.671,24.9,0.69,20.2,-0.9099999999999996,-2.869999999999999,-0.0189999999999999
2024,746736,2024-03-30,Cincinnati Reds,Washington Nationals,0,2.75,1.02,10.12,3.41,5.62,1.5,7.16,2.78,0.64,24.4,0.669,20.4,2.87,2.959999999999999,-0.029
2024,745119,2024-03-30,Tampa Bay Rays,Toronto Blue Jays,1,3.63,1.25,8.12,1.78,4.05,1.2,10.55,2.25,0.672,24.7,0.659,20.3,0.4199999999999999,-2.430000000000001,0.013
2024,746333,2024-03-30,Kansas City Royals,Minnesota Twins,0,3.0,1.09,7.88,2.09,3.6,0.99,9.8,1.53,0.685,19.4,0.735,21.3,0.6000000000000001,-1.9200000000000008,-0.0499999999999999
2024,746087,2024-03-30,Miami Marlins,Pittsburgh Pirates,0,3.63,1.18,8.31,2.49,4.14,1.19,9.76,2.88,0.677,23.3,0.639,24.7,0.5099999999999998,-1.4499999999999993,0.038
2024,745037,2024-03-30,Texas Rangers,Chicago Cubs,1,3.54,1.01,8.25,1.53,5.92,1.45,5.99,2.96,0.691,21.2,0.673,22.3,2.38,2.26,0.0179999999999999
2024,745436,2024-03-30,San Diego Padres,San Francisco Giants,0,3.47,1.07,10.65,3.09,4.1,1.45,7.88,3.86,0.672,17.6,0.661,24.0,0.6299999999999994,2.7700000000000005,0.011
2024,746410,2024-03-30,Houston Astros,New York Yankees,0,3.49,1.27,9.48,3.18,4.31,1.47,6.58,3.49,0.749,19.3,0.761,21.2,0.8199999999999994,2.9000000000000004,-0.012
2024,747221,2024-03-30,Arizona Diamondbacks,Colorado Rockies,0,7.04,1.75,7.04,4.23,4.75,1.31,6.33,2.07,0.771,20.1,0.685,26.8,-2.29,0.71,0.0859999999999999
2024,746168,2024-03-30,Los Angeles Dodgers,St. Louis Cardinals,0,3.0,1.11,10.5,2.2,3.84,1.34,8.36,3.38,0.78,21.4,0.689,21.6,0.8399999999999999,2.140000000000001,0.091
2024,745278,2024-03-30,Seattle Mariners,Boston Red Sox,1,3.23,0.89,9.49,1.6,4.36,1.12,8.58,2.5,0.686,26.8,0.718,25.4,1.1300000000000003,0.91,-0.0319999999999999
2024,747062,2024-03-31,Baltimore Orioles,Los Angeles Angels,0,5.87,1.37,7.63,1.76,6.7,1.56,11.23,3.92,0.763,22.0,0.66,23.7,0.8300000000000001,-3.6000000000000005,0.1029999999999999
2024,745602,2024-03-31,Philadelphia Phillies,Atlanta Braves,1,3.46,1.2,8.66,2.45,2.38,1.01,11.4,1.98,0.724,22.2,0.718,24.0,-1.08,-2.74,0.006
2024,746739,2024-03-31,Cincinnati Reds,Washington Nationals,1,3.1,1.03,7.33,1.14,4.41,1.2,7.48,2.49,0.699,24.4,0.684,20.4,1.31,-0.1500000000000003,0.0149999999999999
2024,745115,2024-03-31,Tampa Bay Rays,Toronto Blue Jays,0,4.86,1.53,8.91,3.38,3.83,1.22,8.06,2.78,0.696,24.7,0.681,20.3,-1.0300000000000002,0.8499999999999996,0.0149999999999999
2024,746090,2024-03-31,Miami Marlins,Pittsburgh Pirates,0,4.92,1.58,7.02,4.05,4.43,1.29,6.13,2.85,0.681,23.3,0.654,24.7,-0.4900000000000002,0.8899999999999997,0.027
2024,745845,2024-03-31,New York Mets,Milwaukee Brewers,0,4.04,1.31,10.5,3.69,4.29,1.26,7.25,2.31,0.687,22.4,0.733,23.6,0.25,3.25,-0.0459999999999999
2024,746332,2024-03-31,Kansas City Royals,Minnesota Twins,1,3.71,1.27,8.52,2.71,3.98,1.0,9.62,2.17,0.68,19.4,0.74,21.3,0.27,-1.0999999999999996,-0.0599999999999999
2024,746815,2024-03-31,Chicago White Sox,Detroit Tigers,0,3.3,1.16,7.82,2.64,3.17,1.07,10.78,2.11,0.626,23.9,0.726,24.3,-0.1299999999999999,-2.959999999999999,-0.0999999999999999
2024,746413,2024-03-31,Houston Astros,New York Yankees,0,7.46,1.7,7.82,4.26,2.85,1.18,9.81,3.16,0.736,19.3,0.764,21.2,-4.609999999999999,-1.99,-0.028
2024,745035,2024-03-31,Texas Rangers,Chicago Cubs,0,4.47,1.31,7.54,2.45,5.48,1.63,8.22,3.91,0.65,21.2,0.718,22.3,1.010000000000001,-0.6800000000000006,-0.0679999999999999
2024,745683,2024-03-31,Oakland Athletics,Cleveland Guardians,1,4.66,1.29,7.05,2.51,5.64,1.4,7.73,2.86,0.65,24.9,0.709,20.2,0.9799999999999996,-0.6800000000000006,-0.0589999999999999
2024,747222,2024-03-31,Arizona Diamondbacks,Colorado Rockies,1,4.71,1.24,9.17,2.08,4.49,1.34,7.65,2.88,0.754,20.1,0.716,26.8,-0.2199999999999997,1.5199999999999996,0.038
2024,745279,2024-03-31,Seattle Mariners,Boston Red Sox,0,2.94,0.98,8.53,2.25,1.96,1.15,8.35,3.44,0.674,26.8,0.77,25.4,-0.98,0.1799999999999997,-0.0959999999999999
2024,745438,2024-03-31,San Diego Padres,San Francisco Giants,1,2.95,1.19,10.42,3.26,9.82,1.91,7.36,2.45,0.714,17.6,0.673,24.0,6.87,3.06,0.0409999999999999
2024,746166,2024-03-31,Los Angeles Dodgers,St. Louis Cardinals,1,3.53,1.21,7.44,2.37,5.08,1.44,6.7,3.05,0.774,21.4,0.682,21.6,1.5500000000000005,0.7400000000000002,0.0919999999999999
2024,746817,2024-04-01,Chicago White Sox,Atlanta Braves,0,4.95,1.52,6.92,3.54,4.19,1.32,9.09,3.54,0.631,23.9,0.743,24.0,-0.7599999999999998,-2.17,-0.1119999999999999
2024,746899,2024-04-01,Chicago Cubs,Colorado Rockies,1,2.91,1.02,9.03,1.45,6.17,1.67,4.96,5.06,0.718,22.3,0.694,26.8,3.26,4.069999999999999,0.024
2024,744875,2024-04-01,Washington Nationals,Pittsburgh Pirates,0,3.9,1.42,9.79,3.52,4.54,1.6,6.15,2.94,0.634,20.4,0.658,24.7,0.6400000000000001,3.639999999999999,-0.024
2024,747058,2024-04-01,Baltimore Orioles,Kansas City Royals,1,4.1,1.24,8.54,3.54,3.35,1.19,7.83,2.43,0.751,22.0,0.685,19.4,-0.7499999999999996,0.7099999999999991,0.0659999999999999
2024,745600,2024-04-01,Philadelphia Phillies,Cincinnati Reds,0,3.32,1.24,7.58,2.18,3.72,1.3,7.43,3.39,0.747,22.2,0.679,24.4,0.4000000000000003,0.1500000000000003,0.0679999999999999
2024,746085,2024-04-01,Miami Marlins,Los Angeles Angels,0,5.68,1.42,7.26,3.0,6.75,1.5,13.5,4.5,0.674,23.3,0.64,23.7,1.0700000000000005,-6.24,0.034
2024,745109,2024-04-01,Tampa Bay Rays,Texas Rangers,0,3.6,1.15,9.83,3.32,5.31,1.44,8.62,3.79,0.696,24.7,0.701,21.2,1.7099999999999995,1.2100000000000009,-0.005
2024,745842,2024-04-01,New York Mets,Detroit Tigers,0,3.47,1.08,9.12,3.12,3.53,1.18,8.09,2.64,0.683,22.4,0.719,24.3,0.0599999999999996,1.0299999999999994,-0.0359999999999999
2024,746409,2024-04-01,Houston Astros,Toronto Blue Jays,1,2.8,1.09,8.93,3.66,3.3,0.93,7.99,1.91,0.67,19.3,0.698,20.3,0.5,0.9399999999999996,-0.0279999999999999
2024,745675,2024-04-01,Oakland Athletics,Boston Red Sox,0,6.42,1.72,10.57,7.55,3.12,1.14,7.76,2.42,0.682,24.9,0.741,25.4,-3.3,2.8100000000000005,-0.0589999999999999
2024,745277,2024-04-01,Seattle Mariners,Cleveland Guardians,1,4.75,1.34,5.79,2.82,5.11,1.56,8.8,5.83,0.669,26.8,0.732,20.2,0.3600000000000003,-3.0100000000000007,-0.0629999999999999
2024,745437,2024-04-01,San Diego Padres,St. Louis Cardinals,0,4.91,1.26,8.16,2.45,4.24,1.35,8.01,3.61,0.718,17.6,0.677,21.6,-0.6699999999999999,0.1500000000000003,0.0409999999999999
2024,747218,2024-04-01,Arizona Diamondbacks,New York Yankees,0,4.24,1.25,7.53,2.03,3.5,1.19,10.15,4.57,0.766,20.1,0.772,21.2,-0.7400000000000002,-2.62,-0.006
2024,746170,2024-04-01,Los Angeles Dodgers,San Francisco Giants,1,4.4,1.45,6.55,4.49,7.16,1.37,7.81,3.25,0.781,21.4,0.661,24.0,2.76,-1.2599999999999998,0.12
2024,746009,2024-04-02,Milwaukee Brewers,Minnesota Twins,1,2.69,0.85,6.85,1.07,7.61,1.69,8.88,2.9,0.736,23.6,0.728,21.3,4.92,-2.030000000000001,0.008
2024,747057,2024-04-02,Baltimore Orioles,Kansas City Royals,0,5.11,1.45,6.32,2.35,4.53,1.26,8.58,2.72,0.698,22.0,0.7,19.4,-0.5800000000000001,-2.26,-0.002
2024,745598,2024-04-02,Philadelphia Phillies,Cincinnati Reds,1,2.65,1.05,9.61,3.31,5.24,1.5,6.63,3.14,0.739,22.2,0.699,24.4,2.5900000000000003,2.9799999999999995,0.04
2024,746086,2024-04-02,Miami Marlins,Los Angeles Angels,0,5.0,1.25,7.83,2.97,3.81,1.29,7.13,3.66,0.698,23.3,0.651,23.7,-1.19,0.7000000000000002,0.0469999999999999
2024,745111,2024-04-02,Tampa Bay Rays,Texas Rangers,1,3.59,1.15,7.29,1.31,4.28,1.25,8.94,2.31,0.672,24.7,0.689,21.2,0.6900000000000004,-1.6499999999999997,-0.0169999999999999
2024,746898,2024-04-02,Chicago Cubs,Colorado Rockies,1,3.73,1.4,7.59,3.86,5.24,1.41,6.75,2.06,0.71,22.3,0.667,26.8,1.5100000000000002,0.8399999999999999,0.0429999999999999
2024,746814,2024-04-02,Chicago White Sox,Atlanta Braves,1,3.58,1.07,12.88,2.03,1.99,1.11,9.82,2.79,0.63,23.9,0.718,24.0,-1.59,3.0600000000000005,-0.0879999999999999
2024,746411,2024-04-02,Houston Astros,Toronto Blue Jays,0,2.91,1.11,8.63,2.81,3.6,1.15,7.16,2.53,0.729,19.3,0.706,20.3,0.69,1.4700000000000006,0.023
2024,745680,2024-04-02,Oakland Athletics,Boston Red Sox,0,5.26,1.78,7.55,4.35,4.49,1.36,8.48,3.55,0.676,24.9,0.725,25.4,-0.7699999999999996,-0.9300000000000006,-0.0489999999999999
2024,745273,2024-04-02,Seattle Mariners,Cleveland Guardians,0,3.64,1.17,8.98,2.41,0.0,0.92,15.0,0.75,0.663,26.8,0.673,20.2,-3.64,-6.02,-0.01
2024,745439,2024-04-02,San Diego Padres,St. Louis Cardinals,0,3.31,1.07,8.6,2.42,5.35,1.28,6.4,1.31,0.729,17.6,0.708,21.6,2.04,2.2,0.021
2024,747220,2024-04-02,Arizona Diamondbacks,New York Yankees,1,3.65,1.26,9.49,3.28,3.77,1.15,8.36,2.01,0.668,20.1,0.763,21.2,0.1200000000000001,1.1300000000000008,-0.0949999999999999
2024,746169,2024-04-02,Los Angeles Dodgers,San Francisco Giants,1,3.54,0.96,8.04,1.61,3.47,1.23,7.56,2.2,0.797,21.4,0.701,24.0,-0.0699999999999998,0.4799999999999995,0.096
2024,745844,2024-04-02,New York Mets,Detroit Tigers,0,5.84,1.53,5.84,4.15,4.49,1.47,6.86,2.55,0.66,22.4,0.736,24.3,-1.3499999999999996,-1.0200000000000005,-0.0759999999999999
2024,747059,2024-04-03,Baltimore Orioles,Kansas City Royals,1,2.92,1.1,8.38,2.22,3.14,1.14,10.77,3.24,0.754,22.0,0.704,19.4,0.2200000000000002,-2.389999999999999,0.05
2024,745114,2024-04-03,Tampa Bay Rays,Texas Rangers,0,4.36,1.3,8.33,2.91,3.8,1.11,8.75,2.21,0.7,24.7,0.675,21.2,-0.5600000000000005,-0.4199999999999999,0.0249999999999999
2024,746083,2024-04-03,Miami Marlins,Los Angeles Angels,0,3.15,1.11,11.1,3.53,5.08,1.51,9.15,3.95,0.687,23.3,0.663,23.7,1.93,1.9499999999999995,0.024
2024,746008,2024-04-03,Milwaukee Brewers,Minnesota Twins,0,3.77,1.36,8.03,3.53,4.99,1.39,8.05,2.14,0.745,23.6,0.719,21.3,1.2200000000000002,-0.0200000000000013,0.026
2024,745678,2024-04-03,Oakland Athletics,Boston Red Sox,0,6.01,1.54,5.17,2.32,4.14,1.13,10.63,2.22,0.668,24.9,0.739,25.4,-1.87,-5.460000000000001,-0.0709999999999999
2024,747219,2024-04-03,Arizona Diamondbacks,New York Yankees,0,4.03,1.17,7.7,2.32,3.96,1.22,10.03,2.93,0.651,20.1,0.761,21.2,-0.0700000000000002,-2.329999999999999,-0.1099999999999999
2024,745603,2024-04-03,Philadelphia Phillies,Cincinnati Reds,0,2.57,0.96,10.08,2.34,4.84,1.37,8.84,3.94,0.744,22.2,0.686,24.4,2.27,1.2400000000000002,0.0579999999999999
2024,745275,2024-04-03,Seattle Mariners,Cleveland Guardians,0,3.53,1.07,8.43,1.08,5.73,1.58,7.3,3.79,0.672,26.8,0.715,20.2,2.2000000000000006,1.13,-0.0429999999999999
2024,745440,2024-04-03,San Diego Padres,St. Louis Cardinals,1,3.88,1.17,9.12,2.08,9.53,1.88,10.59,4.24,0.714,17.6,0.706,21.6,5.65,-1.4700000000000006,0.008
2024,744869,2024-04-03,Washington Nationals,Pittsburgh Pirates,1,2.03,1.04,7.97,2.43,4.25,1.3,8.39,2.53,0.654,20.4,0.64,24.7,2.22,-0.4200000000000008,0.014
2024,746900,2024-04-03,Chicago Cubs,Colorado Rockies,1,3.46,1.27,9.69,6.23,4.98,1.52,6.67,4.19,0.718,22.3,0.67,26.8,1.5200000000000005,3.02,0.0479999999999999
2024,746407,2024-04-03,Houston Astros,Toronto Blue Jays,1,3.89,1.41,7.01,4.93,4.16,1.46,8.84,3.68,0.707,19.3,0.691,20.3,0.27,-1.83,0.016
2024,746163,2024-04-03,Los Angeles Dodgers,San Francisco Giants,1,3.49,0.95,11.28,2.35,4.56,1.34,8.54,3.04,0.8,21.4,0.696,24.0,1.0699999999999994,2.74,0.104
2024,746816,2024-04-03,Chicago White Sox,Atlanta Braves,0,5.06,1.52,9.11,4.22,2.38,1.01,11.4,1.98,0.639,23.9,0.706,24.0,-2.68,-2.290000000000001,-0.0669999999999999
2024,745843,2024-04-03,New York Mets,Detroit Tigers,0,2.55,1.07,9.61,4.62,4.88,1.55,7.48,3.9,0.683,22.4,0.703,24.3,2.33,2.129999999999999,-0.0199999999999999
2024,744870,2024-04-04,Washington Nationals,Pittsburgh Pirates,0,14.04,2.4,9.72,5.4,4.53,1.48,7.13,3.27,0.659,20.4,0.635,24.7,-9.509999999999998,2.5900000000000007,0.024
2024,745928,2024-04-04,Minnesota Twins,Cleveland Guardians,0,4.08,1.19,9.62,1.99,3.47,1.12,9.69,2.28,0.744,21.3,0.73,20.2,-0.6099999999999999,-0.0700000000000002,0.014
2024,745200,2024-04-04,St. Louis Cardinals,Miami Marlins,1,3.84,1.34,8.36,3.38,3.63,1.18,8.31,2.49,0.673,21.6,0.677,23.3,-0.2099999999999999,0.0499999999999989,-0.004
2024,746327,2024-04-04,Kansas City Royals,Chicago White Sox,1,3.0,1.09,7.88,2.09,4.74,1.38,9.49,4.97,0.713,19.4,0.611,23.9,1.7400000000000002,-1.6100000000000003,0.1019999999999999
2024,745764,2024-04-05,New York Yankees,Toronto Blue Jays,0,4.31,1.47,6.58,3.49,4.05,1.2,10.55,2.25,0.763,21.2,0.679,20.3,-0.2599999999999998,-3.9700000000000006,0.0839999999999999
2024,746497,2024-04-05,Detroit Tigers,Oakland Athletics,1,2.39,0.92,10.69,1.64,4.38,1.22,6.82,2.44,0.708,24.3,0.68,24.9,1.99,3.869999999999999,0.0279999999999999
2024,746897,2024-04-05,Chicago Cubs,Los Angeles Dodgers,1,5.92,1.45,5.99,2.96,8.52,1.77,8.36,4.82,0.684,22.3,0.746,21.4,2.6,-2.369999999999999,-0.0619999999999999
2024,746576,2024-04-05,Colorado Rockies,Tampa Bay Rays,1,4.75,1.31,6.33,2.07,3.63,1.25,8.12,1.78,0.685,26.8,0.66,24.7,-1.12,-1.7899999999999991,0.025
2024,745524,2024-04-05,Pittsburgh Pirates,Baltimore Orioles,0,4.14,1.19,9.76,2.88,3.86,1.24,10.03,2.78,0.64,24.7,0.764,22.0,-0.2799999999999998,-0.2699999999999996,-0.124
2024,745361,2024-04-05,San Francisco Giants,San Diego Padres,1,4.1,1.45,7.88,3.86,3.47,1.07,10.65,3.09,0.694,24.0,0.685,17.6,-0.6299999999999994,-2.7700000000000005,0.0089999999999998
2024,746733,2024-04-05,Cincinnati Reds,New York Mets,0,2.75,1.02,10.12,3.41,3.75,1.25,7.13,3.33,0.64,24.4,0.707,22.4,1.0,2.99,-0.0669999999999999
2024,744874,2024-04-05,Washington Nationals,Philadelphia Phillies,0,5.62,1.5,7.16,2.78,3.57,1.2,8.89,2.26,0.665,20.4,0.761,22.2,-2.0500000000000003,-1.7300000000000004,-0.0959999999999999
2024,747143,2024-04-05,Atlanta Braves,Arizona Diamondbacks,1,7.0,1.67,12.0,5.0,7.04,1.75,7.04,4.23,0.724,24.0,0.726,20.1,0.04,4.96,-0.002
2024,746328,2024-04-05,Kansas City Royals,Chicago White Sox,1,3.71,1.27,8.52,2.71,3.3,1.16,7.82,2.64,0.712,19.4,0.642,23.9,-0.4100000000000001,0.6999999999999993,0.0699999999999999
2024,745033,2024-04-05,Texas Rangers,Houston Astros,1,3.54,1.01,8.25,1.53,3.49,1.27,9.48,3.18,0.615,21.2,0.708,19.3,-0.0499999999999998,-1.2300000000000004,-0.0929999999999999
2024,746007,2024-04-05,Milwaukee Brewers,Seattle Mariners,1,3.68,1.21,10.36,3.52,3.23,0.89,9.49,1.6,0.743,23.6,0.681,26.8,-0.4500000000000002,0.8699999999999992,0.0619999999999999
2024,746249,2024-04-05,Los Angeles Angels,Boston Red Sox,0,5.19,1.4,6.82,3.46,4.36,1.12,8.58,2.5,0.677,23.7,0.733,25.4,-0.8300000000000001,-1.7599999999999998,-0.0559999999999999
2024,746498,2024-04-06,Detroit Tigers,Oakland Athletics,0,6.09,1.38,7.69,2.48,4.66,1.29,7.05,2.51,0.711,24.3,0.676,24.9,-1.4299999999999995,0.6400000000000006,0.0349999999999999
2024,745926,2024-04-06,Minnesota Twins,Cleveland Guardians,0,3.6,0.99,9.8,1.53,5.64,1.4,7.73,2.86,0.756,21.3,0.715,20.2,2.04,2.0700000000000003,0.041
2024,745197,2024-04-06,St. Louis Cardinals,Miami Marlins,1,5.08,1.44,6.7,3.05,4.92,1.58,7.02,4.05,0.702,21.6,0.663,23.3,-0.1600000000000001,-0.3199999999999994,0.0389999999999999
2024,746896,2024-04-06,Chicago Cubs,Los Angeles Dodgers,0,5.48,1.63,8.22,3.91,3.0,1.11,10.5,2.2,0.689,22.3,0.774,21.4,-2.4800000000000004,-2.28,-0.085
2024,745522,2024-04-06,Pittsburgh Pirates,Baltimore Orioles,1,4.43,1.29,6.13,2.85,5.87,1.37,7.63,1.76,0.669,24.7,0.773,22.0,1.4400000000000004,-1.5,-0.1039999999999999
2024,744873,2024-04-06,Washington Nationals,Philadelphia Phillies,0,4.41,1.2,7.48,2.49,3.46,1.2,8.66,2.45,0.621,20.4,0.761,22.2,-0.9500000000000002,-1.1799999999999995,-0.14
2024,746731,2024-04-06,Cincinnati Reds,New York Mets,1,3.1,1.03,7.33,1.14,3.91,1.24,7.96,2.97,0.644,24.4,0.681,22.4,0.81,-0.6299999999999999,-0.037
2024,745031,2024-04-06,Texas Rangers,Houston Astros,1,4.47,1.31,7.54,2.45,7.46,1.7,7.82,4.26,0.693,21.2,0.729,19.3,2.99,-0.2800000000000002,-0.036
2024,745766,2024-04-06,New York Yankees,Toronto Blue Jays,1,2.85,1.18,9.81,3.16,3.83,1.22,8.06,2.78,0.772,21.2,0.668,20.3,0.98,1.75,0.1039999999999999
2024,746329,2024-04-06,Kansas City Royals,Chicago White Sox,1,3.35,1.19,7.83,2.43,4.95,1.52,6.92,3.54,0.694,19.4,0.636,23.9,1.6,0.91,0.0579999999999999
2024,746006,2024-04-06,Milwaukee Brewers,Seattle Mariners,0,5.02,1.6,9.21,4.4,2.94,0.98,8.53,2.25,0.733,23.6,0.688,26.8,-2.08,0.6800000000000015,0.045
2024,747140,2024-04-06,Atlanta Braves,Arizona Diamondbacks,1,3.25,1.16,8.57,2.94,4.71,1.24,9.17,2.08,0.743,24.0,0.75,20.1,1.46,-0.5999999999999996,-0.007
2024,746575,2024-04-06,Colorado Rockies,Tampa Bay Rays,0,4.49,1.34,7.65,2.88,5.1,1.24,7.52,2.01,0.701,26.8,0.688,24.7,0.6099999999999994,0.1300000000000007,0.013
2024,745359,2024-04-06,San Francisco Giants,San Diego Padres,0,7.16,1.37,7.81,3.25,2.95,1.19,10.42,3.26,0.678,24.0,0.695,17.6,-4.21,-2.6100000000000003,-0.0169999999999999
2024,746248,2024-04-06,Los Angeles Angels,Boston Red Sox,1,6.7,1.56,11.23,3.92,1.96,1.15,8.35,3.44,0.688,23.7,0.69,25.4,-4.74,2.880000000000001,-0.002
2024,745523,2024-04-07,Pittsburgh Pirates,Baltimore Orioles,1,4.54,1.6,6.15,2.94,4.1,1.24,8.54,3.54,0.644,24.7,0.743,22.0,-0.4400000000000004,-2.389999999999999,-0.0989999999999999
2024,744871,2024-04-07,Washington Nationals,Philadelphia Phillies,1,3.9,1.42,9.79,3.52,3.32,1.24,7.58,2.18,0.648,20.4,0.762,22.2,-0.5800000000000001,2.209999999999999,-0.1139999999999999
2024,747141,2024-04-07,Atlanta Braves,Arizona Diamondbacks,1,2.38,1.01,11.4,1.98,4.24,1.25,7.53,2.03,0.73,24.0,0.757,20.1,1.8600000000000003,3.87,-0.027
2024,745765,2024-04-07,New York Yankees,Toronto Blue Jays,1,3.5,1.19,10.15,4.57,3.3,0.93,7.99,1.91,0.772,21.2,0.69,20.3,-0.2000000000000001,2.16,0.082
2024,746734,2024-04-07,Cincinnati Reds,New York Mets,0,3.72,1.3,7.43,3.39,3.47,1.08,9.12,3.12,0.686,24.4,0.718,22.4,-0.25,-1.6899999999999995,-0.0319999999999999
2024,746493,2024-04-07,Detroit Tigers,Oakland Athletics,0,3.17,1.07,10.78,2.11,6.42,1.72,10.57,7.55,0.732,24.3,0.67,24.9,3.25,0.209999999999999,0.0619999999999999
2024,746330,2024-04-07,Kansas City Royals,Chicago White Sox,1,4.53,1.26,8.58,2.72,3.58,1.07,12.88,2.03,0.686,19.4,0.612,23.9,-0.9500000000000002,-4.300000000000001,0.074
2024,746003,2024-04-07,Milwaukee Brewers,Seattle Mariners,1,4.29,1.26,7.25,2.31,4.75,1.34,5.79,2.82,0.72,23.6,0.694,26.8,0.4599999999999999,1.46,0.026
2024,745198,2024-04-07,St. Louis Cardinals,Miami Marlins,0,4.24,1.35,8.01,3.61,5.68,1.42,7.26,3.0,0.694,21.6,0.679,23.3,1.4399999999999995,0.75,0.0149999999999999
2024,746895,2024-04-07,Chicago Cubs,Los Angeles Dodgers,1,2.91,1.02,9.03,1.45,3.53,1.21,7.44,2.37,0.73,22.3,0.724,21.4,0.6199999999999997,1.589999999999999,0.006
2024,746574,2024-04-07,Colorado Rockies,Tampa Bay Rays,0,6.17,1.67,4.96,5.06,3.6,1.15,9.83,3.32,0.674,26.8,0.692,24.7,-2.57,-4.87,-0.0179999999999999
2024,745362,2024-04-07,San Francisco Giants,San Diego Padres,1,3.47,1.23,7.56,2.2,4.91,1.26,8.16,2.45,0.721,24.0,0.672,17.6,1.44,-0.6000000000000005,0.0489999999999999
2024,746251,2024-04-07,Los Angeles Angels,Boston Red Sox,0,6.75,1.5,13.5,4.5,3.12,1.14,7.76,2.42,0.661,23.7,0.734,25.4,-3.63,5.74,-0.0729999999999999
2024,745032,2024-04-07,Texas Rangers,Houston Astros,0,5.31,1.44,8.62,3.79,2.8,1.09,8.93,3.66,0.626,21.2,0.736,19.3,-2.51,-0.3100000000000005,-0.1099999999999999
2024,745927,2024-04-07,Minnesota Twins,Cleveland Guardians,0,3.98,1.0,9.62,2.17,4.89,1.29,10.24,3.49,0.724,21.3,0.709,20.2,0.9099999999999996,-0.620000000000001,0.015
2024,746654,2024-04-08,Cleveland Guardians,Chicago White Sox,1,5.11,1.56,8.8,5.83,3.98,1.3,9.71,3.11,0.699,20.2,0.617,23.9,-1.1300000000000003,-0.91,0.0819999999999999
2024,745761,2024-04-08,New York Yankees,Miami Marlins,1,3.77,1.15,8.36,2.01,5.0,1.25,7.83,2.97,0.763,21.2,0.653,23.3,1.23,0.5299999999999994,0.1099999999999999
2024,745520,2024-04-08,Pittsburgh Pirates,Detroit Tigers,1,4.25,1.3,8.39,2.53,3.53,1.18,8.09,2.64,0.666,24.7,0.716,24.3,-0.7200000000000002,0.3000000000000007,-0.0499999999999999
2024,746735,2024-04-08,Cincinnati Reds,Milwaukee Brewers,1,5.24,1.5,6.63,3.14,2.86,1.06,10.48,3.18,0.641,24.4,0.744,23.6,-2.3800000000000003,-3.850000000000001,-0.1029999999999999
2024,744956,2024-04-08,Toronto Blue Jays,Seattle Mariners,1,3.6,1.15,7.16,2.53,3.64,1.17,8.98,2.41,0.695,20.3,0.663,26.8,0.04,-1.8200000000000005,0.0319999999999999
2024,747142,2024-04-08,Atlanta Braves,New York Mets,0,4.19,1.32,9.09,3.54,13.5,3.0,10.13,6.75,0.743,24.0,0.691,22.4,9.31,-1.040000000000001,0.052
2024,745925,2024-04-08,Minnesota Twins,Los Angeles Dodgers,0,3.98,1.0,9.62,2.17,4.4,1.45,6.55,4.49,0.744,21.3,0.797,21.4,0.4200000000000004,3.0699999999999994,-0.053
2024,745194,2024-04-08,St. Louis Cardinals,Philadelphia Phillies,0,5.35,1.28,6.4,1.31,2.65,1.05,9.61,3.31,0.702,21.6,0.734,22.2,-2.7,-3.209999999999999,-0.032
2024,746569,2024-04-08,Colorado Rockies,Arizona Diamondbacks,1,5.24,1.41,6.75,2.06,3.65,1.26,9.49,3.28,0.685,26.8,0.811,20.1,-1.5900000000000003,-2.74,-0.126
2024,746252,2024-04-08,Los Angeles Angels,Tampa Bay Rays,1,3.81,1.29,7.13,3.66,3.59,1.15,7.29,1.31,0.683,23.7,0.672,24.7,-0.2200000000000002,-0.1600000000000001,0.011
